id,xslice,yslice,d_per,d_long,d_tot
11604111,14.185529547413147,23.819225947787228,3.89570749171542,0.6699018048675109,2.793180739650366
2997887,4.545626442535857,31.957412776242283,1.5016697624854014,3.118939393997984,2.3153428737192088
10950802,11.093597390041497,20.96925844228996,0.019043962109071538,0.9975862468979775,2.793180739650366
2873699,5.466870969030227,26.63811685946189,1.726473529271304,2.5428974065030614,0.9834442045233682
3279493,3.0378622564242317,31.41703713892516,0.5042374814647769,3.6790765825136065,2.3153428737192088
3098501,1.381743774634236,29.657751829061993,0.061159876302270294,6.095835702803321,2.3153428737192088
3217566,3.2338295859340906,29.910937340850754,0.24025873838212902,3.934649584649613,2.3153428737192088
4778395,11.24701454749928,20.481838758616753,0.3239923765306042,0.9565396223450612,2.793180739650366
3841778,11.691610028265742,21.42877183639321,0.7424774182054582,0.9975862468979775,2.793180739650366
3217927,9.316899637889367,31.75029063092308,0.25280803921102674,1.668907984330242,3.337273573453138
7626515,9.326862311114041,23.693659744921522,0.2172395862821354,0.961051977824788,0.9834442045233682
2850795,5.053380177941479,29.939609645066753,0.17192109125292093,2.047581905251021,2.3153428737192088
3324631,9.8971845177969,22.33289266803719,0.6381121355493883,1.202623065740037,2.793180739650366
3969507,3.039003132019138,30.408713521441026,0.06447508210055031,4.076996285201041,2.3153428737192088
11829781,1.5955825725650215,28.01686455961028,1.5935765957614847,6.086601496222777,2.3153428737192088
3678886,4.09383739269402,28.286346885987076,1.8642683938096332,1.5462303984206236,2.3153428737192088
12889650,12.923898529569367,30.093704715451747,3.022871694802204,5.351384120019793,3.337273573453138
13472882,8.58077563432274,21.79561091368318,2.0116829076542233,0.6700543858523733,0.9834442045233682
2912160,10.702383039153183,21.16226985472044,0.16991496370289638,0.8365854448522099,2.793180739650366
13437838,4.513932511664689,25.273986610845817,3.0720295654129925,2.5428974065030614,0.9834442045233682
13360479,10.965327966014915,18.6949171882026,0.14714975650517884,1.4135390641054597,3.8995745259169015
12811556,11.778222815913987,18.599998395404537,0.10029352667122311,0.3656227804990804,3.8995745259169015
3218111,9.339615909390147,31.50319497529619,0.1026140846902496,1.8664277758600787,3.337273573453138
2846079,7.91843557005326,29.248807360725845,0.04616231170137581,1.7016139613362462,0.9834442045233682
13399684,6.226540744731794,30.322706599509196,0.3893508522884215,0.4787564146857549,2.2547766655948944
13474225,9.465096775297171,28.104248723591322,1.166157957102931,5.759224058103841,0.9834442045233682
2984361,12.462400003195569,23.96211701725618,2.3041573325149707,0.34888648583744336,2.793180739650366
13334228,6.531909965306425,21.588087404983643,3.0702052207059567,3.9515403259392703,3.4204648286268275
12621897,9.40177112508446,27.614786598400315,0.6729658751306778,5.740653106291051,0.9834442045233682
13420687,14.087825074987204,22.13376286437676,3.2055689866704404,0.9975862468979775,2.793180739650366
12637815,8.839814567765677,23.398577404728815,0.7798433543371941,0.8729265446934343,0.9834442045233682
12938884,2.344248117368231,29.654415344258176,0.06681033443150489,4.766905241217887,2.3153428737192088
12943730,7.818621316942046,29.297271598336625,0.0425377858729984,3.1871799271979917,2.2547766655948944
12593477,13.119586819069113,20.642087731400782,2.0550596156508356,0.9975862468979775,2.793180739650366
2823428,9.737933019596547,27.523262915500876,0.6868855339174976,5.647591150658835,0.9834442045233682
12631770,7.472750582679851,22.397904823889526,2.4329970364741387,0.6700543858523733,0.9834442045233682
12985644,8.133856277921995,23.769590168436704,1.3029772385269263,1.01703168338061,0.9834442045233682
12857054,10.723554208825888,29.48239013373485,2.1424197945326444,0.13809088713120596,0.9834442045233682
12293265,6.551320607315848,21.057296279966014,2.6641379108108705,3.9105833426740824,3.4204648286268275
12570263,5.091311609953827,32.775008819118156,2.483690535975538,3.0756867443670117,2.3153428737192088
11762370,10.636173989054168,19.17799110491617,0.6022190198758625,0.39243370786375,4.250685172665004
12561641,10.418619916987849,20.975327649919592,0.42411197932373806,0.722420721743666,2.793180739650366
11950739,2.929115801974687,31.54618150652003,0.6427488620444367,3.6790765825136065,2.3153428737192088
12303918,6.7774636708736855,34.88678661740374,3.840229513438452,0.0,3.861169018723196
12237807,5.593654469487794,23.503542644477555,3.5665522195382096,2.6871471898651174,0.9834442045233682
11934208,3.3894776920313845,34.40508818789557,1.8432119395267292,0.0,2.4811244732824878
11719623,11.288501187984563,31.90248176472636,1.2107948962807336,3.246246202097836,3.337273573453138
11079800,2.961942648082489,24.4233380919516,4.841741883926834,2.5428974065030614,0.9834442045233682
11815221,7.052463456750762,31.52788703693089,1.810648611513558,2.13209682560003,2.2547766655948944
11849578,8.744137958048826,21.813034397844422,1.890711454024475,0.02121320343559723,2.793180739650366
11603650,14.152543845103917,23.812049047425297,3.8620409443010124,0.6674263168688152,2.793180739650366
11854718,9.36248664489351,26.256654685755997,0.03219301268559864,6.326157872702442,0.9834442045233682
11342245,7.426503680841179,29.027095368367128,0.21973837481049255,2.8954847823332446,2.2547766655948944
8383465,6.451036012995246,20.633135723475593,2.289485933865533,3.9105833426740824,3.4204648286268275
2960246,10.048927345731315,32.73301763598682,0.2678646458191198,1.8306121286908676,3.337273573453138
11238323,10.218760618563113,25.174640887942136,0.8108737291404802,1.2427212093969047,0.9834442045233682
11368605,3.262510414113634,28.09685061929103,1.7509891738199694,4.308896592516464,2.3153428737192088
10950180,11.094164082060269,21.00740142683786,0.01724359492219128,1.0058077236957357,2.793180739650366
10175897,1.4035083050761923,29.777702247947325,0.17749710460393517,6.059401555534424,2.3153428737192088
10776576,8.630188234394714,29.980471253182312,0.10597710897743555,1.5041534358994975,0.9834442045233682
10888019,4.039789050219397,30.250032479572017,0.17442704251755647,2.0467597865390164,2.3153428737192088
12689692,9.459039320819606,24.515995397706252,0.06037339329420322,1.429005320551488,0.9834442045233682
10852760,8.184897360849396,21.47904630496959,2.494908783891394,0.6700543858523733,0.9834442045233682
10513357,11.045286330017204,20.307420146752648,0.07357769080743526,1.0482381014342104,2.793180739650366
10374092,6.884468629375482,28.33758923150798,0.7019376630584778,2.3035134711618896,0.9834442045233682
10091195,11.468895256279643,18.772810689606633,0.06787146540928451,0.3833155734815105,3.8995745259169015
9222264,12.374421733893259,24.16104273011397,2.3152488276024195,0.34888648583744336,2.793180739650366
