id,xslice,yslice,SM,x,Metal,y,z
628809,  6.0022, 44.5203,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
1744495, 22.7786, -2.9227,5215091700.0000, 42.3479,  0.0172, 69.0741, 22.3367
2060344,  3.6133, 46.9828,2731931390.0000, 76.7027,  0.0158, 18.2386, 31.5498
2363904, 19.3998, -8.5976,29498712100.0000, 40.0390,  0.0231, 61.3853, 45.5003
2366209, 19.5429, -8.7631,1277972740.0000, 39.9535,  0.0139, 61.6501, 45.3925
2386464,  8.2651,-21.6485,1753678210.0000, 23.9233,  0.0135, 57.7103, 51.6219
2418270, -8.4740, -0.9949,1003955520.0000, 32.6456,  0.0126, 30.4378, 51.6594
2418533, -8.8786, -1.7067,4652305400.0000, 31.8304,  0.0179, 30.4987, 51.7514
2418704, -8.7586, -1.2876,1617049220.0000, 32.2866,  0.0114, 30.2852, 51.9087
2478577, 23.0118, -4.2806,3387905020.0000, 40.9529,  0.0160, 70.7810, 20.4908
2498862, 13.7697, -6.8417,6633356800.0000, 32.6746,  0.0138, 66.4058, 14.9271
2499445, 13.6419, -6.6234,2263344640.0000, 32.7836,  0.0186, 66.1784, 14.8757
2517234, 30.5911,  0.1590,6366108200.0000, 53.4502,  0.0177, 65.9636, 44.4402
2517884, 30.6582,  0.2328,2706982140.0000, 53.5607,  0.0130, 65.9556, 44.4957
2543066,-24.9220, 15.1109,3164802300.0000, 36.0136,  0.0162,  9.2439, 43.3279
2592186, 25.7973, -0.6172,2853668350.0000, 51.5808,  0.0139, 59.6828, 51.7846
2729748, 75.1494, -6.6780,2093697540.0000, 77.6480,  0.0155, 97.4509, 75.5352
2766841,  5.1880,-16.5276,1485609470.0000, 20.5618,  0.0131, 63.3663, 19.5766
2780196, 41.9919,-11.3428,2620123390.0000, 47.2740,  0.0162, 87.5468, 31.5778
2810806, 12.6231,-35.2260,1051903870.0000, 18.1569,  0.0144, 63.1898, 70.3485
2811336, 63.1882, -8.8130,1153520130.0000, 69.4354,  0.0142, 88.2600, 76.1307
2825631, 25.7526,  0.3873,1138128380.0000, 52.8165,  0.0122, 58.2769, 53.8568
2846079, 36.8706,-15.0585,4734850000.0000, 42.6044,  0.0153, 82.9808, 38.4487
2848477, -9.0260, 64.1383,2298459140.0000, 80.7165,  0.0134,  4.0481, 11.0173
2849083, -8.9077, 63.9627,2335892220.0000, 80.6631,  0.0150,  4.1958, 11.1941
2850795, 41.4336,-16.9369,2543331580.0000, 48.0492,  0.0175, 79.4427, 62.5363
2855723,-23.0490, 17.9375,1544203900.0000, 38.1238,  0.0145, 11.6241, 36.2897
2855982,-22.2909, 17.9883,1246723330.0000, 38.5969,  0.0163, 12.2114, 36.3851
2857654, 37.7492,  5.8638,1219595140.0000, 60.3718,  0.0133, 72.1133, 34.5976
2865443, 41.8807,-10.2669,2386133250.0000, 55.1217,  0.0157, 73.6418, 68.2255
2918972,-26.4578, 14.7134,1736825220.0000, 33.1409,  0.0160, 11.3627, 34.4176
2932990, 40.0768,  5.1223,1580655490.0000, 60.9053,  0.0131, 74.7489, 34.1250
2941764, 27.7933,-49.7165,1398532350.0000,  8.6562,  0.0124, 95.1373, 42.8186
2946336, 42.3414, -9.9520,3815439870.0000, 48.3172,  0.0155, 87.6318, 29.7693
2960246, 40.5521,-15.1416,3548204030.0000, 44.2632,  0.0153, 86.7051, 37.0517
3006612,-13.2117, 61.4916,3650044160.0000, 75.7733,  0.0149,  2.8273,  8.9536
