ENV,d_long,d_per,d_tot,id,xslice,yslice
group,,,,19275868,47.48881550142828,41.357179604505596
group,,,,27018022,56.11293657709315,-24.848335906715462
group,,,,19877258,-7.447620741484997,38.532185198222685
group,,,,20717361,-42.37224091427147,-3.3557984004644723
group,,,,19591808,36.75868608054165,35.48926680265394
group,,,,26907436,77.02827711849835,33.23022019238084
group,,,,14694741,28.957854426189073,24.481862382022772
group,,,,61976073,17.604835219126613,-18.70718485950649
group,,,,64771922,51.715384592547124,6.321743800566363
group,,,,62953290,18.335189477298137,-39.48564135653049
group,,,,19485633,28.200502081108986,-11.694111727340154
group,,,,27264785,42.63436004547157,1.5738521806162247
group,,,,56132822,-27.866744283653727,42.74229490467159
group,,,,27074928,-42.50194042231637,-3.40597705136803
group,,,,17254875,-10.270075877548088,9.944982496820874
group,,,,14589544,42.84247231304029,17.600098197335818
group,,,,64692534,-24.260554410667083,-7.630318404291355
group,,,,20768804,-15.245162075032784,50.0080368627565
group,,,,25884016,-15.451076505820351,44.12920515397716
group,,,,24621209,17.3696901788116,-18.945866637879217
group,,,,27284792,-8.06033213077697,20.749574817666748
group,,,,25170063,36.401612834213054,59.55381849714327
group,,,,54436685,42.582982723288225,1.6618803620669667
group,,,,61971814,17.343813500980726,-18.889656496036306
group,,,,20304458,-1.6707368277201606,-20.23697146133022
group,,,,49801395,28.872600835884413,-6.005053651172453
group,,,,51196697,64.52069130889383,27.003313429490127
group,,,,53813279,56.96085392447985,-2.1346566798538085
group,,,,27051943,36.157121627535396,34.45284785731995
group,,,,53179097,-22.291557296140745,-12.011839789683869
group,,,,53221949,17.716539980794607,-37.15417893007331
group,,,,15273270,37.45000883433252,16.645929799796665
group,,,,26153382,-11.578734851988118,39.50966499134387
group,,,,51871456,28.188542911511327,-11.647324132494054
group,,,,54417980,46.30173540518286,0.2537713788052969
group,,,,53825219,56.1039390147089,-24.811104717992983
group,,,,14882413,-27.854931247151775,-1.3460624775699035
group,,,,51274883,24.032617050517253,-19.575053641057373
group,,,,61598241,15.153248815560914,-3.2134050488688928
group,,,,49644695,-19.596788972047975,40.0657363898315
group,,,,49645136,-18.0995557056443,39.422746226357816
group,,,,49649855,-19.753122121918018,39.933622360600964
group,,,,28436526,-22.2991254015051,30.621666236789704
group,,,,28229838,44.23258765185044,56.44440095089295
group,,,,49799517,28.927259965474043,-6.079213953566464
group,,,,24622993,17.270141713121735,-18.942084662290497
group,,,,53859942,53.388618321570945,-7.9574481229096214
group,,,,50540124,41.13060114330604,-4.883800268248631
group,,,,61977355,17.165766352928355,-18.89706920776647
group,,,,51878683,-28.34738469223842,49.9000452495992
group,,,,51184801,47.388186328782496,41.192979573484934
group,,,,27632859,42.81715041183603,17.590651244608114
group,,,,22101430,9.443729722437855,15.07699155830779
group,,,,60886955,15.98074269339521,-2.918906930024363
group,,,,49680978,-19.644849578483914,40.01959089977115
group,,,,25506524,14.423296954257236,-47.445523103958266
group,,,,53250337,36.492196803236695,56.56591820933751
group,,,,27389951,27.897687819903968,-6.761466850376957
group,,,,51935744,36.55454075773233,22.664434380045506
group,,,,20638178,69.6043366489806,12.562723798773568
group,,,,51182607,47.33569098244571,41.387830963088334
group,,,,54395194,24.46230230977747,-39.26512446114268
group,,,,26760205,-21.728857728784856,35.15694225328932
group,,,,56102786,-27.263855328581542,40.482970657147526
group,,,,50513801,28.544234956377345,-27.255203580841734
group,,,,62021353,30.69578698503003,-20.555457909972475
group,,,,12101153,70.83725226545049,16.269591715021143
group,,,,62977814,16.663868085676448,-44.092218429740115
group,,,,53190205,-8.47583624407654,21.657201427745665
group,,,,63004585,-21.799715000437754,-4.854297353830546
group,,,,56113532,-27.418811902523267,40.68321176149412
group,,,,50571335,17.05821644900938,21.526606627818545
group,,,,61966596,15.484920957301163,-16.73917251564567
group,,,,53829745,27.691848937063092,37.534024064936666
group,,,,53844009,-14.292177403454275,45.53830501412176
group,,,,51870266,28.098372766909453,-11.671086406422766
group,,,,24366487,16.52224581664669,-3.3476398489864607
group,,,,56113298,-28.03133286518105,42.65244866091067
group,,,,52573130,-23.536354029960332,-10.941172651553345
group,,,,54989685,-15.302144284015146,46.28976140979027
group,,,,15335429,-14.02856429507319,34.62228078726679
group,,,,51262132,-12.37767764447681,38.75149135977209
group,,,,61974320,17.26284951773918,-18.72454650303625
group,,,,53807279,19.51696261461046,-17.470465656401135
group,,,,8564830,92.12606006867449,23.449276565923487
group,,,,50539465,41.14550110610273,-5.209241519200329
group,,,,55581584,45.40912144732017,0.5310929484386833
group,,,,26859095,29.02392831263489,-20.375349279813584
group,,,,62947979,18.427740043022613,-39.20064112222633
group,,,,54963564,21.462234118423083,54.93506392335075
group,,,,53864832,22.372466910803332,-39.47909350546147
group,,,,63943261,79.94675991949222,36.99984760266912
group,,,,50551088,-15.369393675973125,44.02242943107031
group,,,,53160557,69.80047242763733,9.721428838298635
group,,,,26717772,-22.396252027634404,-12.036830454583018
group,,,,64703596,71.25774346876952,16.975695184455866
group,,,,13935155,-18.18939299563157,39.41583709634132
group,,,,53769789,76.83493175330364,33.031233279432215
group,,,,51193797,64.47986446088447,27.104747652122125
group,,,,53865323,22.749923750969103,-38.97439784305651
group,,,,53856086,12.970931257537782,17.176849470764118
group,,,,52615899,58.28707187598047,16.798843041139772
group,,,,56131863,-27.001605434306406,40.83919976325745
group,,,,62951036,18.506924578732725,-39.45976623485706
group,,,,50525955,20.40889071421848,-0.853265444736051
group,,,,63026753,-25.889149783780233,35.25679256996709
group,,,,51274547,24.075326981214296,-19.918990559782273
group,,,,64691422,-24.675479975594534,-7.205445975705162
group,,,,57303488,41.13567543923305,47.68821755410812
group,,,,52609911,46.12159935680842,44.825779033538254
group,,,,56737454,-25.77977569894854,47.730451999086156
group,,,,64721580,-22.268662961895984,38.010568392260886
group,,,,55597459,-26.01821417765598,22.75101041737962
group,,,,20022099,58.29994683709681,16.94314625269725
group,,,,49811754,-29.775020119407415,-2.198931734613872
group,,,,63911165,36.03526068284236,59.341151529790224
group,,,,64769636,51.77386369568566,6.56743553043648
group,,,,56111500,-27.257913898396154,40.737513187140685
group,,,,64703273,71.17250072744935,16.86470295161208
group,,,,64723469,-22.299611592163593,37.8496046319959
group,,,,50536120,41.21735939769098,-5.032313566851393
group,,,,58513876,53.25800316334127,-5.597456037110366
group,,,,54446027,-7.846593401277761,20.196996831785803
group,,,,49627582,-22.97716960976068,44.7033205915933
group,,,,50570384,17.050976555862686,21.377693401483338
group,,,,53844596,-14.12823177061755,45.344117704751284
group,,,,8469873,12.593496230559348,-7.2834679678802665
group,,,,51869947,28.288954124541142,-11.819445387038204
group,,,,63864024,-0.29367752446759354,36.48427006451239
group,,,,61964987,15.37553161704259,-16.596113087213276
group,,,,54402733,10.032771961669308,-33.07555662366126
group,,,,53249479,36.52554346396241,56.87399813856706
group,,,,49640960,-22.790647018584444,43.97016274662978
group,,,,6067615,-23.500504573782663,-8.02434652431538
group,,,,9387840,-20.354106754565144,-20.428889251231404
group,,,,14406127,20.40822565933143,5.053686081388804
group,,,,64768167,51.71801453424878,6.416750599925578
group,,,,56112925,-28.433996861784912,43.3430114368942
group,,,,14889881,60.55246966192722,11.046619080125282
group,,,,62024249,30.6219057138978,-20.562473340167756
group,,,,56106143,-27.179615252160723,40.71001935102031
group,,,,58555673,26.218080734875457,-11.003060320415631
group,,,,25180169,36.439996367527144,59.536997409653864
group,,,,63027139,-25.100730581642935,35.05119275349662
group,,,,51184105,47.56743917601658,41.52969197642103
group,,,,56108925,-28.64872186403108,39.99581396183531
group,,,,54402335,10.28737412132211,-33.17521848310861
group,,,,56799808,32.77803698752231,-2.7624590538797733
group,,,,49633741,-19.396708651444996,40.16693272096977
group,,,,63941326,79.8040730477651,37.306789143011784
group,,,,64722277,-22.177365435102622,38.242457168124304
group,,,,62975459,16.758485622058252,-43.725273607117785
group,,,,54955329,24.193387984761994,-53.76706084448324
group,,,,15521051,-10.99788861931613,3.2863741220548723
group,,,,61971300,15.180565531463051,-16.30995341002128
group,,,,53194753,-21.65155532254807,35.28901821947629
group,,,,56117739,-26.891452639649522,40.67695796325631
group,,,,49640290,-19.53697341227376,40.0023130431096
group,,,,55581406,45.586610476688875,0.7948175035061915
group,,,,64739497,61.55558234269705,-2.7743308994320515
group,,,,63910667,36.65260187473535,59.761687936111564
group,,,,56104927,-27.323978314353734,40.351867864641456
group,,,,49622896,-23.05412326945499,44.635625253865975
group,,,,63841401,38.93385066134489,19.239053306716396
group,,,,50481073,-17.377710643608122,33.910975304085014
group,,,,55029295,9.197141147444615,-3.3881520330400434
group,,,,64739124,61.51431245301213,-2.3650826149592383
group,,,,25602964,42.62609124798772,33.686839386046
group,,,,64690407,-25.04925771928608,-7.296630014572909
group,,,,55560719,25.41561781260997,-9.482374570569391
group,,,,53243902,-3.3363145608097975,9.800166825181472
group,,,,61967232,17.234334550499824,-18.76847336468193
group,,,,50524937,20.537445832725314,-1.562109923731045
group,,,,56112495,-27.02213858853203,40.585549097252844
group,,,,49634129,-18.53718847626915,39.06829908563326
group,,,,55036423,-12.629848073455605,47.09563265189786
group,,,,51184475,47.404690932647355,40.97087336783629
group,,,,56234496,48.82925660380892,-57.48452393362197
group,,,,61966255,17.521757638699306,-18.96850062476195
group,,,,54985222,36.928390397913944,3.637330272162096
group,,,,63002825,-21.71110595666814,-4.81667087499632
group,,,,51273420,24.59785637049708,-19.58125709656778
group,,,,56104583,-26.881497166749657,40.501243377258824
group,,,,56258864,-23.798838273304675,20.82239592294154
group,,,,55566204,44.70878356559764,40.8837079944655
group,,,,49621514,-22.970315429598823,44.68283520564707
group,,,,57259219,42.59942010587814,37.99307713367003
group,,,,49641930,-24.29262048407216,44.97327484088338
group,,,,58283043,-32.91417867692664,25.402943343225466
group,,,,53237926,29.072689874919256,-20.396946471890097
group,,,,63841050,38.830144598701004,19.497142687935046
group,,,,49633041,-22.980111214606545,44.18221359994813
group,,,,27198987,10.174840349009985,-33.10438785443648
group,,,,60881658,15.841171932004741,-2.8980032221601757
group,,,,49736333,18.639896498698377,-3.1069392238560773
group,,,,49736826,18.71125840369701,-2.8693709041109625
group,,,,53850338,-41.539173489912166,-3.3413059895854538
group,,,,49625362,-18.36198426443979,39.391453624162175
group,,,,63025578,-24.26506001981704,35.51190716086375
group,,,,52552490,-32.71684173933478,18.67573467016483
group,,,,54363274,-10.661639585191205,7.624746039015257
group,,,,54990122,-15.451141364007107,46.31351055363395
group,,,,49628149,-19.652135047683707,39.84337716713998
group,,,,2556333,22.392347411755402,-2.8234087144225413
group,,,,56105651,-27.289064353688545,40.851649343483864
group,,,,50557950,40.4087291333044,5.071303381695028
group,,,,56261137,-12.155568468252348,40.923836981985346
group,,,,54458252,-10.701139025042265,25.82962753268618
group,,,,63861277,-1.7286490468346791,37.35058659638563
group,,,,54403791,10.037901264581059,-33.03737617148636
group,,,,53777877,75.14656061641209,27.759789212553407
group,,,,20707194,-14.282076989747564,45.42574072975817
group,,,,62946969,18.240593248642877,-39.63729291908321
group,,,,56279251,-0.2681761941473688,60.172874887328234
group,,,,49751984,14.576298327096788,-46.30796768677227
group,,,,51921208,39.661070370183175,7.4560896680713356
group,,,,49777751,-15.442496533095234,22.124144951079245
group,,,,53811242,57.00441528581011,-2.2760533153998566
group,,,,56274787,-12.920471609585213,36.467943217308274
group,,,,56109788,-27.12655721971288,40.46347750710951
group,,,,52542892,-7.401548858966958,38.58143281830368
group,,,,64768943,51.66181016513832,5.965289327573476
group,,,,63002149,-21.69565740373831,-5.349735843466183
group,,,,53854847,12.895133730933397,17.268135070843723
group,,,,51262740,-12.607079984338284,38.979238657464
group,,,,51921357,39.45911737417387,7.5905699946876695
group,,,,63940933,79.88839575297632,36.866044522807655
group,,,,56107300,-27.211058174900135,40.54080939947583
group,,,,56110501,-26.970880474677696,40.166329899795514
group,,,,49629162,-18.80781328893756,40.2730614436622
group,,,,25786051,28.64910101168788,-12.366126097300127
group,,,,54413616,-0.26002478126524053,75.0106226399911
group,,,,54445046,-7.9836224100903355,20.609856427493362
group,,,,62025151,30.32868466098712,-20.69594728026745
group,,,,53865228,22.635195438043887,-39.303569690255586
group,,,,8422816,-16.66083462193714,12.326227585811312
group,,,,54394859,25.620094086773022,-40.027848526777746
group,,,,56102444,-27.25196279292383,40.856467845470924
group,,,,56207359,-27.652032510217158,-1.4701877898998692
group,,,,992372,0.24768954364576068,29.335364353251613
group,,,,54457794,-10.379735811001835,25.740271360650294
group,,,,55029751,9.122451283973113,-3.299800746237336
group,,,,60884711,16.393526271060015,-2.059138450620777
group,,,,54373224,-40.71342509934668,40.27777447434057
group,,,,14174068,62.65389179643721,15.005835990251974
group,,,,52543429,-6.997597984246255,38.83428914092751
group,,,,49628556,-19.49977294246184,39.94725627450778
group,,,,53816749,69.4243859690368,12.557789346723684
group,,,,56111893,-26.894744018883642,40.20857756389236
group,,,,53769546,76.83197980922643,32.98570108518244
group,,,,54393791,25.622319808566317,-40.2231471995016
group,,,,63027599,-24.131999123225796,34.848693682157716
group,,,,51183444,47.38206521356587,41.37356232780581
group,,,,63840429,38.76307266328487,19.396175419399626
group,,,,54985078,36.713464290457225,3.482209316498853
group,,,,49811314,-30.11419861072406,-2.5033509250457655
group,,,,56123770,-27.36439598621054,41.28100254057256
group,,,,49750608,14.537521570552622,-46.98846333529824
group,,,,57815432,26.249968350558156,-33.38270112350999
