id,xslice,yslice,SM,x,Metal,y,z
2046514, 20.0793,-10.3806,2474652160.0000,  0.9872,  0.0178, 79.0052, 43.7024
2061100,  8.8197, 49.3877,5952214000.0000, 60.1375,  0.0186, 63.3121, 82.9524
2061545,  8.6896, 49.2850,1307038210.0000, 60.0319,  0.0149, 63.1830, 83.7155
2061918,  8.4209, 49.3219,1269969020.0000, 60.0457,  0.0130, 62.9172, 83.1410
2115199, 38.3436, 85.4466,1434510210.0000, 97.9915,  0.0164, 90.4432, 61.9968
2115436, 37.9748, 85.3523,1155609600.0000, 97.8744,  0.0139, 90.0791, 62.3157
2363904,  5.2186, 29.7799,29498712100.0000, 40.0390,  0.0231, 61.3853, 45.5003
2366209,  5.4761, 29.6772,1277972740.0000, 39.9535,  0.0139, 61.6501, 45.3925
2386189,  0.5846, 14.4596,3697250560.0000, 24.4821,  0.0140, 57.7716, 51.6884
2386464,  0.4843, 13.9069,1753678210.0000, 23.9233,  0.0135, 57.7103, 51.6219
2386903,  1.2195, 14.0041,1287398020.0000, 24.0708,  0.0155, 58.4373, 51.5806
2406092,-46.7268, 46.2285,2359184380.0000, 52.7127,  0.0118,  8.5787, 26.7613
2535191, -2.8078, 26.4651,6681871900.0000, 36.3943,  0.0193, 53.3745, 73.7461
2550735,  9.6722, 55.3810,1359453060.0000, 66.0488,  0.0093, 63.8835, 66.4704
2551279,  9.8612, 54.7874,1213354500.0000, 65.4676,  0.0142, 64.1155, 66.1972
2552987, 45.6087, 78.5549,2109134460.0000, 91.4306,  0.0108, 98.3695, 37.5567
2565746,-33.8981, 55.2582,2087820420.0000, 62.9599,  0.0160, 20.3751, 72.5042
2566147,-34.5507, 56.0150,6949066800.0000, 63.6679,  0.0163, 19.6737, 72.2554
2580558,-49.3644, 14.6489,1424396800.0000, 21.3741,  0.0138,  7.7592, 72.1072
2777512, 46.9034, 79.9135,5220673500.0000, 92.8294,  0.0157, 99.6165, 31.5679
2793340,-36.8090, 44.4062,2547052030.0000, 51.6013,  0.0168, 18.5768, 29.4701
2794775,-47.1218, 45.5252,1008327360.0000, 51.9999,  0.0143,  8.2159, 28.8620
2815618, 43.6389, 31.3431,1170510980.0000, 44.2014,  0.0147, 99.6642, 38.4979
2828292,-30.6337, 15.9442,1774273540.0000, 23.8729,  0.0144, 26.4509, 60.5902
2832657,-36.5255, 54.2408,2514480900.0000, 61.6547,  0.0142, 17.9406, 58.3875
2857654, 17.2440, 49.4114,1219595140.0000, 60.3718,  0.0133, 72.1133, 34.5976
2865443, 18.6640, 43.7912,2386133250.0000, 55.1217,  0.0157, 73.6418, 68.2255
2874286, 20.8876, 48.0552,1249335680.0000, 59.2508,  0.0130, 75.8636, 32.0016
2875468,-43.4775, 88.1758,15086880800.0000, 94.8912,  0.0207,  8.8038, 40.5075
