id,xslice,yslice,SM,x,Metal,y,z
122971, 65.5498,-38.7644,44436890000.0000,  6.6185,  0.0275, 75.9408, 47.2324
124304, 65.5338,-39.5506,49002177000.0000,  5.8511,  0.0248, 75.7756, 47.4571
127772, 65.2127,-39.6994,37744988000.0000,  5.7664,  0.0167, 75.4314, 47.5803
130678, 65.0728,-39.7246,37581246000.0000,  5.7684,  0.0286, 75.2889, 47.6362
131933, 65.9434,-39.5769,27729545200.0000,  5.7466,  0.0253, 76.1741, 47.2596
132809, 63.3471,-43.1608,50734338000.0000,  2.7215,  0.0255, 72.9446, 47.9682
135178, 65.0194,-39.8147,28408004600.0000,  5.6932,  0.0226, 75.2168, 48.0566
136322, 63.9238,-43.4450,13159637000.0000,  2.3386,  0.0207, 73.4534, 48.6136
137389, 64.6118,-43.8852,14190601200.0000,  1.7702,  0.0209, 74.0513, 47.7791
138061, 65.5672,-39.1823,21667360800.0000,  6.2092,  0.0225, 75.8756, 47.8071
138873, 65.5070,-38.9265,12266581000.0000,  6.4697,  0.0184, 75.8663, 47.5404
139400, 64.2187,-42.7089,10514879500.0000,  2.9965,  0.0190, 73.8896, 47.3641
140114, 65.1308,-39.7009,29287065600.0000,  5.7793,  0.0298, 75.3515, 47.4412
141442, 65.5504,-38.7565,12167321600.0000,  6.6251,  0.0207, 75.9438, 47.0872
141999, 64.4057,-44.4325,15562689500.0000,  1.2737,  0.0212, 73.7441, 48.0624
142886, 65.3455,-39.2287,14809873400.0000,  6.2043,  0.0153, 75.6500, 47.6658
143805, 65.3206,-40.3958,7925497900.0000,  5.0613,  0.0193, 75.4068, 47.4739
213585, -3.3082,-27.1086,23364524000.0000, 30.7752,  0.0198, 10.7319, 12.0757
215056, -3.3695,-27.0224,5404716000.0000, 30.8709,  0.0191, 10.6883, 12.0176
215479, -3.3438,-26.7315,3041723900.0000, 31.1517,  0.0160, 10.7684, 11.9970
216281, -3.3150,-27.2371,4859755000.0000, 30.6510,  0.0172, 10.7004, 12.1673
216703, -3.3637,-26.5677,1306212860.0000, 31.3168,  0.0150, 10.7793, 12.0673
216901, -3.1502,-27.3039,3721490180.0000, 30.5526,  0.0186, 10.8510, 11.9472
222320, 63.4668,-31.4310,13431778300.0000, 14.0482,  0.0230, 75.4132, 25.5373
222927, 63.6146,-31.0350,14240116700.0000, 14.4173,  0.0203, 75.6263, 26.6025
223470, 63.9957,-31.9664,15114139600.0000, 13.4244,  0.0242, 75.8304, 25.7655
224522, 63.6105,-32.0103,4618253300.0000, 13.4526,  0.0174, 75.4449, 25.5949
224939, 63.5696,-31.5733,7901340700.0000, 13.8951,  0.0185, 75.4823, 26.3342
225335, 63.4232,-31.3055,5768199700.0000, 14.1876,  0.0201, 75.3874, 26.5899
226054, 63.6236,-31.7009,1691503870.0000, 13.7569,  0.0154, 75.5136, 25.9817
228012,  2.0957, -5.2320,1855649920.0000, 51.2284,  0.0149, 20.1721, 10.2865
228975,  2.3535, -5.2196,4408532000.0000, 51.1960,  0.0200, 20.4243, 10.8221
229270,  2.0994, -4.8432,1102571260.0000, 51.6132,  0.0094, 20.2460, 10.7668
229878,-10.5630, -0.1353,4548225500.0000, 58.6880,  0.0181,  8.6436, 19.2820
230783,-11.0756, -1.1100,1875033090.0000, 57.8283,  0.0168,  7.9557, 19.4111
231942, 68.2849,  5.4645,1112793220.0000, 49.2742,  0.0158, 87.1805, 12.2173
232194, 67.6860,  6.3344,3371057410.0000, 50.2426,  0.0170, 86.7552, 12.3657
232814, 67.6010,  5.9440,1226762370.0000, 49.8731,  0.0125, 86.5999, 12.0920
233491, 68.0574,  6.1817,1521691260.0000, 50.0227,  0.0130, 87.0911, 12.3748
244671, 43.9279, 51.4591,12171050000.0000, 99.3153,  0.0223, 71.6946, 48.8668
245350, 46.0330, 50.8786,8353160200.0000, 98.3529,  0.0193, 73.6489, 49.4475
245819, 46.4333, 50.7739,2351417600.0000, 98.1789,  0.0175, 74.0188, 50.0143
246135, 43.7613, 51.2304,10946823200.0000, 99.1214,  0.0215, 71.4884, 48.7773
246425, 45.9717, 50.3666,2530128900.0000, 97.8647,  0.0146, 73.4897, 49.8524
246800, 45.9328, 51.0040,12503539700.0000, 98.4946,  0.0223, 73.5744, 49.4157
247589, 45.9143, 50.5496,3282722560.0000, 98.0539,  0.0148, 73.4689, 49.6881
247998, 46.1557, 51.1070,19519230000.0000, 98.5541,  0.0242, 73.8124, 49.4564
249370, 44.4332, 51.1337,1669565310.0000, 98.9044,  0.0148, 72.1263, 49.3829
249627, 44.2024, 51.2349,1730379650.0000, 99.0428,  0.0150, 71.9224, 48.7989
575028,-17.0381, -6.7043,8737459200.0000, 53.3479,  0.0157,  1.1367,  4.9586
575568,-17.2971, -7.4164,3393490430.0000, 52.6965,  0.0175,  0.7488,  4.8631
575831,-17.0673, -6.7123,7005550100.0000, 53.3441,  0.0206,  1.1078,  4.7755
576496,-17.2295, -7.9698,3021731580.0000, 52.1414,  0.0177,  0.7100,  5.0135
576778,-17.3123, -8.2170,11168576500.0000, 51.9095,  0.0221,  0.5861,  4.3806
577390,-17.0571, -6.9035,1064834500.0000, 53.1548,  0.0131,  1.0814,  4.8253
598940, 25.0237,  7.6953,6122783200.0000, 59.8293,  0.0190, 44.9389, 39.9624
599404, 24.8359,  7.7147,1660246530.0000, 59.8838,  0.0133, 44.7581, 39.9776
599895, 24.9861,  7.8535,3145487360.0000, 59.9906,  0.0165, 44.9328, 39.8067
600336, 24.6830,  7.8492,5121401300.0000, 60.0401,  0.0172, 44.6372, 39.3637
601021, 25.2582,  7.8408,1131088000.0000, 59.9272,  0.0136, 45.1973, 39.8590
601499, 24.6423,  8.3687,1619029630.0000, 60.5568,  0.0119, 44.6960, 39.2083
602612, 62.1673,  1.9766,4215887870.0000, 46.9885,  0.0158, 80.5261, 10.4816
603017, 61.9036,  2.5550,5239492100.0000, 47.6067,  0.0187, 80.3756, 10.5506
603289, 61.6663,  2.5773,4856647700.0000, 47.6725,  0.0189, 80.1474, 10.4477
603760, 61.4918,  2.1867,2414341630.0000, 47.3227,  0.0105, 79.9018, 10.5589
608481, 59.8992, -9.4395,6357355000.0000, 36.4642,  0.0177, 75.9326, 44.6684
608838, 59.3815, -8.6550,27339376600.0000, 37.3339,  0.0298, 75.5705, 44.8971
610185, 59.1699, -8.6236,6777773100.0000, 37.4054,  0.0177, 75.3680, 44.9880
610519, 59.0192, -8.3634,2021877760.0000, 37.6887,  0.0161, 75.2696, 44.9013
611111, 59.2687, -9.0310,1151383550.0000, 36.9852,  0.0080, 75.3895, 44.7995
611456, 66.7310,-27.6385,58262901000.0000, 17.3262,  0.0269, 79.1943, 47.6915
614994, 66.7933,-27.6226,1942522500.0000, 17.3305,  0.0132, 79.2582, 47.7317
619699, 46.4673, 18.6110,4132399620.0000, 66.3130,  0.0160, 68.2171, 14.2832
620110, 46.1144, 17.6878,5132201500.0000, 65.4780,  0.0199, 67.6924, 14.9571
620456, 45.8392, 18.0634,1081389310.0000, 65.8993,  0.0129, 67.4923, 15.0394
620774, 47.0572, 18.1867,2409097470.0000, 65.7864,  0.0149, 68.7155, 14.4519
628274,  0.5742, 18.8334,1392979070.0000, 75.3079,  0.0155, 23.0816, 31.0364
628475, -0.1272, 18.7407,2007409920.0000, 75.3453,  0.0159, 22.3784, 30.5300
629180, 32.9251, 40.0854,28296081400.0000, 89.9290,  0.0219, 58.9850, 10.8103
630389, 32.1285, 39.8720,8536425500.0000, 89.8770,  0.0197, 58.1563, 11.7931
631126, 31.4477, 39.4479,2644143100.0000, 89.5840,  0.0143, 57.4117, 11.1651
631858, 31.7133, 39.4599,2551534590.0000, 89.5499,  0.0165, 57.6714, 11.7137
632061, 31.8278, 39.5089,4072390910.0000, 89.5769,  0.0167, 57.7926, 11.7729
632321, 32.0208, 39.1772,1475114880.0000, 89.2146,  0.0140, 57.9199, 11.7521
632739, 32.9206, 39.5657,1361603200.0000, 89.4220,  0.0166, 58.8806, 11.1443
633435,-15.7174,  6.2734,9693892600.0000, 65.9928,  0.0217,  4.7564, 24.4413
633871,-16.2076,  6.7360,7543900700.0000, 66.5320,  0.0194,  4.3683, 23.4632
634439,-16.1612,  6.9286,8668929000.0000, 66.7169,  0.0206,  4.4465, 24.0519
634829,-16.1940,  6.5115,1546798980.0000, 66.3105,  0.0138,  4.3381, 23.6586
635183,-16.5632,  6.7210,1762009470.0000, 66.5863,  0.0153,  4.0146, 23.7337
635915,-15.0891,  6.4035,2731402750.0000, 65.9983,  0.0171,  5.4011, 23.9399
636105,-15.5284,  5.8933,1499331200.0000, 65.5821,  0.0107,  4.8719, 24.2089
636523,-15.7214,  6.3494,11455036400.0000, 66.0640,  0.0248,  4.7702, 23.8925
641392, 38.6810, 46.6785,44913471000.0000, 95.5006,  0.0254, 65.7304, 34.6154
642874, 38.2506, 46.9728,3681167360.0000, 95.8725,  0.0151, 65.3616, 34.8563
643338, 38.9558, 46.3766,2039585920.0000, 95.1559,  0.0136, 65.9404, 35.0969
644169, 39.3672, 46.9609,2509048060.0000, 95.6497,  0.0159, 66.4566, 34.7632
645052, 69.4940, 15.0871,9775894500.0000, 58.7268,  0.0219, 89.9908, 42.4455
645407, 68.9641, 14.4686,1419853950.0000, 58.2189,  0.0142, 89.3541, 42.3975
646012, 69.9635, 14.8789,1024708030.0000, 58.4323,  0.0091, 90.4140, 42.2331
646145, 69.3830, 15.2482,2960229630.0000, 58.9061,  0.0158, 89.9121, 42.4549
962987, 53.3998, 28.8416,33794973700.0000, 75.3176,  0.0190, 76.7353, 48.9121
965536, 53.8194, 28.6291,12550348800.0000, 75.0292,  0.0227, 77.1080, 48.8185
966292, 53.5457, 28.7262,18928842800.0000, 75.1776,  0.0241, 76.8562, 49.0192
967210, 53.4828, 28.1540,4244111870.0000, 74.6240,  0.0169, 76.6895, 48.5623
967587, 53.5840, 28.5111,5047807500.0000, 74.9591,  0.0160, 76.8534, 49.0077
968061, 53.5426, 28.9037,3229129980.0000, 75.3491,  0.0172, 76.8894, 48.5729
968546, 53.4413, 28.7354,3409628160.0000, 75.2055,  0.0158, 76.7561, 48.9118
969001, 53.4281, 28.8664,1876298240.0000, 75.3398,  0.0164, 76.7653, 49.3141
970456, 66.4634, 13.8065,17121961000.0000, 57.8974,  0.0220, 86.8912, 23.6625
971302, 66.4442, 13.9436,1370620160.0000, 58.0356,  0.0158, 86.8983, 23.6527
971609, 65.9930, 13.7841,6457045000.0000, 57.9646,  0.0180, 86.4246, 23.7443
972176, 66.2044, 13.8024,4786308600.0000, 57.9428,  0.0197, 86.6356, 23.7440
972858, 65.7609, 13.5186,1856298750.0000, 57.7519,  0.0145, 86.1431, 24.2999
973539, 65.3752, 14.0049,2113538690.0000, 58.2991,  0.0141, 85.8584, 23.9055
975124, 51.0904, 32.6668,5593845200.0000, 79.2800,  0.0202, 75.3777, 18.7414
976256, 51.2736, 32.6738,1876438530.0000, 79.2544,  0.0159, 75.5573, 19.0095
976729, 10.3855,  5.6000,5263232000.0000, 60.3941,  0.0170, 30.2803, 22.0815
977007,  9.8226,  5.3156,7354279900.0000, 60.2200,  0.0191, 29.6746, 21.9719
977542,  9.7736,  5.1860,5850837000.0000, 60.1038,  0.0196, 29.6006, 22.2141
977917,  9.7584,  5.5189,3914967300.0000, 60.4316,  0.0197, 29.6500, 21.9455
978197,  9.7383,  5.5897,2428503810.0000, 60.5041,  0.0142, 29.6442, 21.8496
978498,  9.2509,  4.9430,2533641980.0000, 59.9639,  0.0142, 29.0412, 22.2440
985446,-10.8512, 33.6958,4570717700.0000, 92.1009,  0.0152, 14.6250, 36.7216
985869,-11.4341, 33.1596,2810790910.0000, 91.6823,  0.0144, 13.9531, 36.4721
986443,-10.5705, 33.8169,3835508220.0000, 92.1709,  0.0156, 14.9202, 37.2454
987245,-10.7530, 33.4307,4185850370.0000, 91.8252,  0.0177, 14.6689, 37.1327
988069,-10.4798, 33.7782,1308885250.0000, 92.1158,  0.0147, 15.0021, 37.2398
988509,-11.0484, 32.9790,1736162940.0000, 91.4333,  0.0152, 14.2970, 36.6128
1002753, 56.0313,-33.0849,1230442110.0000, 13.6330,  0.0138, 67.9579,  0.2949
1003093, 55.7298,-33.8921,6875154900.0000, 12.9029,  0.0168, 67.5050,  1.0497
1003719, 55.3642,-33.5283,1693781120.0000, 13.3257,  0.0145, 67.2172,  0.6129
1004163, 55.2550,-32.9606,2599449340.0000, 13.9097,  0.0173, 67.2120,  1.3836
1012225, 13.5170, 28.8027,15178631200.0000, 82.4917,  0.0216, 37.8099,  8.9688
1012695, 13.2864, 28.3138,1855453820.0000, 82.0561,  0.0131, 37.4905,  9.1074
1013136, 13.4009, 28.7649,5013195800.0000, 82.4754,  0.0190, 37.6897,  8.8261
1013770, 13.2156, 29.2311,1556296060.0000, 82.9629,  0.0158, 37.5999,  8.1286
1014003, 13.2203, 28.8449,2878330880.0000, 82.5877,  0.0177, 37.5277,  8.7752
1015406, 71.7727,  9.9807,8256506400.0000, 53.2344,  0.0180, 91.3062, 36.1435
1016273, 71.6078, 10.3648,1576847870.0000, 53.6452,  0.0140, 91.2146, 36.4648
1021936, 81.9833,-39.4744,15464709100.0000,  2.7872,  0.0227, 91.9772, 42.3732
1022650, 81.9565,-39.5064,12827161600.0000,  2.7610,  0.0235, 91.9446, 42.4029
1023385, 81.7469,-39.9615,1344023940.0000,  2.3544,  0.0162, 91.6524, 42.5035
1023905, 82.1006,-39.3018,2311150340.0000,  2.9333,  0.0151, 92.1259, 42.1962
1024793, 81.7377,-39.4530,1903487100.0000,  2.8525,  0.0160, 91.7416, 42.1078
1026378, 68.1174, 23.6519,4411546600.0000, 67.3522,  0.0139, 90.2903, 36.4378
1026926, 68.5140, 23.0664,1898837120.0000, 66.6961,  0.0162, 90.5747, 35.6035
1027093, 68.0767, 23.1455,5234841100.0000, 66.8568,  0.0163, 90.1597, 35.6795
1035576,  8.5855, 28.7921,4774699500.0000, 83.4103,  0.0179, 32.9650,  8.9138
1036335,  8.3751, 28.7462,2942605820.0000, 83.4037,  0.0168, 32.7507,  8.7567
1036600,  8.6461, 28.1506,1181276800.0000, 82.7713,  0.0138, 32.9015,  9.2405
1039437, 44.0681, 38.6421,11616058400.0000, 86.4300,  0.0199, 69.6415, 13.2424
1039903, 44.1322, 39.8309,5087630800.0000, 87.5841,  0.0159, 69.9295, 13.0684
1040882, 44.4420, 39.5386,1313879680.0000, 87.2424,  0.0147, 70.1756, 13.5585
1041143, 44.4820, 39.4341,1856185340.0000, 87.1289,  0.0148, 70.1978, 13.1317
1053070, 36.0903,  6.5366,10505633800.0000, 56.6443,  0.0209, 55.5574, 45.0203
1053669, 36.3817,  6.4901,1467732100.0000, 56.5420,  0.0152, 55.8362, 44.8179
1054030, 35.9727,  6.6809,6307526700.0000, 56.8048,  0.0191, 55.4718, 44.5940
1337042, 36.5858,  6.4021,2102047230.0000, 56.4122,  0.0112, 56.0241, 44.1679
