# id    npts   len        ngal1   ngal2   lum1       lum2       xmin        ymin       zmin        xlen      ylen      zlen     
  9910  9      4.05857    10      11      3.64755    4.41251    31.2762     81.4997    25.36       1.9828    1.6715    3.0104   
  9911  13     6.11616    6       9       5.13615    7.77307    181.7395    142.5661   99.6249     3.677     3.0917    3.5904   
  9912  23     11.47439   5       7       4.49905    6.30903    53.6104     228.2551   -80.4242    6.2323    2.3602    8.6912   
  9913  15     7.17259    4       6       2.46896    3.30347    -86.8535    130.4012   -64.2643    2.4006    5.2216    3.9469   
  9914  14     6.54106    5       6       2.38632    3.04289    148.5508    166.3507   37.274      2.2987    2.762     5.2978   
  9915  8      3.57132    2       2       0.80615    0.80615    -126.6065   67.3434    -45.4027    1.0239    3.2303    0.8923   
  9916  5      2.0246     7       10      11.72215   14.76741   -70.4875    166.7585   118.3729    0.8618    0.4862    1.7499   
  9917  7      3.01138    3       3       2.6326     2.6326     -214.3921   126.6196   -47.8684    1.0952    2.0249    1.9328   
  9918  8      3.54439    23      27      11.29651   12.28366   22.3842     86.3664    9.922       1.6347    1.2917    2.8207   
  9919  8      3.50636    2       2       1.24128    1.24128    66.6118     135.6015   27.1758     1.0914    3.137     1.0872   
  9920  12     5.58982    3       4       3.63402    5.0195     56.4156     312.4611   77.3069     2.0828    1.8085    4.7362   
  9921  15     7.04002    10      10      7.00741    7.00741    -132.1682   78.2187    45.8859     0.616     4.5509    5.254    
  9922  6      2.53676    2       6       0.73342    3.48814    -47.9091    58.718     -29.8307    0.8541    2.3034    0.3444   
  9923  15     7.04248    3       5       0.45718    0.9154     36.4065     87.6025    -24.9438    5.6353    1.3846    3.7799   
  9924  23     11.02319   5       7       4.42126    5.50468    -164.2425   129.7642   -45.7024    1.4805    10.7266   1.6463   
  9925  17     8.05725    4       5       0.67602    0.78563    -46.9328    88.0953    28.3617     4.4235    6.0477    2.6702   
  9926  6      2.53335    4       6       8.13884    9.27513    88.6356     228.9062   -81.3063    1.9166    0.6153    1.5267   
  9927  5      2.01037    3       3       0.92305    0.92305    21.4498     174.5474   -5.601      1.4698    0.2497    1.3134   
  9928  11     5.25839    4       5       2.75999    4.2113     199.0934    177.2875   28.5917     3.6019    2.9864    2.2186   
  9929  8      3.54947    5       5       3.86136    3.86136    108.379     196.0757   -15.1704    1.5221    2.931     1.1999   
  9930  7      3.00626    2       2       1.19392    1.19392    -118.8893   148.7261   31.4616     2.2372    0.773     1.8327   
  9931  15     7.02811    3       4       1.09846    1.921      51.8504     158.3101   -79.6917    5.1564    2.4033    3.9801   
  9932  7      3.01165    3       3       1.77864    1.77864    -66.0957    71.9561    34.6012     1.5499    0.5503    2.5182   
  9933  10     4.63485    4       6       4.13946    4.55729    -0.68       139.5427   22.6653     1.5927    1.9401    3.733    
  9934  12     5.53742    6       9       7.17689    11.71862   241.6165    192.7485   -11.1211    3.3924    4.2833    0.3496   
  9935  8      3.52704    5       5       3.36718    3.36718    -11.7355    190.7593   34.8417     0.5261    2.3162    2.5774   
  9936  9      4.04204    2       3       2.11182    2.59076    -158.5352   170.9402   -68.9218    3.3724    1.4733    1.3393   
  9937  12     5.5367     5       6       7.16141    7.73447    40.3057     285.2134   -22.8691    2.6715    1.5689    4.5219   
  9938  7      3.00519    2       4       1.02677    2.0835     -148.6225   72.5725    -46.3552    1.0268    1.5998    2.3215   
  9939  16     7.53071    3       6       2.30033    2.99324    -86.6355    42.4844    8.8812      5.3559    1.8528    4.7175   
  9940  25     12.10316   12      13      19.8167    21.10459   226.3627    289.7669   116.2213    5.195     6.7382    7.2987   
  9941  23     11.12157   11      12      10.20702   12.30634   104.4649    189.1198   75.1329     9.4757    2.6301    4.3011   
  9942  11     5.0343     3       10      1.49464    4.97987    132.434     143.51     35.5229     4.2923    1.5372    1.9733   
  9943  12     5.51217    3       4       1.6893     2.38164    -69.8345    157.1334   -44.7382    4.3057    1.7957    2.8864   
  9944  11     5.0465     10      16      13.34665   19.42776   -194.4077   256.7742   -65.6855    4.214     1.9441    1.502    
  9945  13     6.03557    3       3       2.61928    2.61928    -89.4295    205.8518   -25.3853    0.5748    3.3208    4.8522   
  9946  5      2.01371    4       8       2.36113    5.02572    -33.96      185.0278   101.5514    0.9439    1.5674    0.8339   
  9947  11     5.04411    6       6       3.95866    3.95866    7.3819      218.595    -84.95      2.2141    3.4862    2.8356   
  9948  6      2.57686    3       4       0.21928    0.51408    -20.6073    55.0422    -33.2996    0.9079    1.1302    2.042    
  9949  14     6.5597     4       4       8.8454     8.8454     -350.3789   187.6164   73.3197     2.5001    5.923     0.5427   
  9950  8      3.50448    2       3       2.40473    2.72955    18.933      192.6761   -81.4644    1.3754    1.8888    2.6108   
  9951  16     7.54645    3       4       1.10803    1.59831    -90.8035    133.2704   -45.9165    1.7931    1.7591    6.873    
  9952  13     6.06459    4       7       8.30031    12.33225   14.6007     273.9637   131.3691    2.6419    4.9657    1.9497   
  9953  19     9.01807    4       5       4.81818    6.28251    211.558     236.1954   84.1303     4.9532    6.4999    3.4175   
  9954  8      3.50788    2       4       1.62777    2.83136    127.5529    121.6213   58.7931     0.8758    0.2187    3.37     
  9955  11     5.06963    9       10      9.96199    12.10212   -223.2105   166.7347   87.8885     4.3405    2.3409    0.7561   
  9956  6      2.52348    3       9       1.41063    5.20582    -43.7442    175.9483   41.6747     0.0988    0.2744    2.4903   
  9957  7      3.00459    3       3       3.04282    3.04282    -168.1208   276.0073   -18.8451    1.496     0.8404    2.4643   
  9958  22     10.5359    4       7       7.01691    14.17611   35.3458     347.0675   241.0379    0.6103    6.2258    8.0973   
  9959  7      3.00117    3       3       2.77923    2.77923    -139.3071   172.6059   22.4296     1.9539    1.893     1.2647   
  9960  21     10.07538   8       8       2.8679     2.8679     97.5154     61.0219    31.0792     4.4983    6.7899    4.0471   
  9961  9      4.08991    3       4       2.57743    2.97781    180.6688    124.6971   40.9257     2.6058    2.4853    1.9005   
  9962  5      2.00638    2       2       3.0784     3.0784     -228.6657   138.2465   -11.4051    0.9693    1.7378    0.2514   
  9963  25     12.05308   6       7       9.07409    9.57049    -69.8582    253.1296   -37.8589    4.4642    6.9151    8.4156   
  9964  6      2.6049     3       6       1.61674    2.02376    -72.7974    41.457     26.4134     2.0147    1.4724    0.6897   
  9965  8      3.51435    3       3       0.64956    0.64956    -54.2467    154.9796   13.8334     2.2234    2.3582    1.3351   
  9966  11     5.0059     2       2       0.7637     0.7637     16.3244     150.8744   65.0871     3.7929    1.0352    2.9964   
  9967  29     14.07174   8       14      6.82154    9.94344    -11.2985    158.1883   76.0866     11.9418   1.9495    6.7785   
  9968  9      4.0855     2       3       2.39494    3.79827    172.1723    249.1231   159.51      1.0528    3.7534    0.8849   
  9969  6      2.57905    9       10      18.15582   20.06005   33.9904     308.2547   144.5012    0.9088    2.2843    0.691    
  9970  17     8.18771    4       7       3.11798    4.80827    -134.5791   169.7836   23.2527     7.0817    2.7504    1.871    
  9971  8      3.53235    4       12      3.4831     8.37314    -143.331    130.4535   -91.6647    0.7444    2.9187    1.8133   
  9972  10     4.5532     4       9       8.31116    14.02139   -145.2298   163.1094   17.9308     3.7937    1.2958    1.8052   
  9973  18     8.53053    3       3       3.57147    3.57147    -167.9646   183.5683   -75.9824    6.1956    2.4014    4.9171   
  9974  24     11.57446   10      10      8.03026    8.03026    10.9662     147.9779   81.1353     3.2419    10.5394   1.8788   
  9975  10     4.68688    7       8       6.60855    9.6444     -98.2355    208.7552   106.1018    3.5084    1.1114    2.6741   
  9976  9      4.0314     3       3       2.56252    2.56252    -240.8862   189.3929   21.2328     2.317     2.5233    2.0965   
  9977  5      2.00477    3       3       0.99978    0.99978    -33.7443    31.2212    23.4711     0.0752    1.947     0.4666   
  9978  11     5.15975    4       5       6.90308    8.28474    151.0481    333.6505   22.7656     1.7005    2.7027    3.8508   
  9979  6      3.04311    3       3       5.51742    5.51742    29.1906     228.2693   -81.4337    1.0658    1.2028    2.3695   
  9980  16     7.53269    8       9       11.76512   14.32182   141.7614    317.1476   78.1515     1.3633    3.8773    6.109    
  9981  14     6.53504    3       7       7.94211    16.59341   -35.8626    374.4776   6.0416      1.405     6.149     1.1877   
  9982  10     4.54566    9       13      6.00489    7.98375    -137.6754   136.2199   84.1513     0.6071    0.346     4.4169   
  9983  14     6.52964    7       7       14.31014   14.31014   -289.5012   269.1857   89.1515     6.4898    0.1082    0.6398   
  9984  18     8.53586    6       6       7.34009    7.34009    -36.5156    231.6097   89.5609     7.5677    2.3931    2.9004   
  9985  15     7.01538    4       5       6.11621    7.63718    -198.3687   143.207    17.2        2.1503    5.7736    3.0569   
  9986  21     10.35398   5       8       10.23636   13.8515    29.3895     276.3409   -76.142     0.9704    1.2653    9.8528   
  9987  7      3.00359    2       7       2.0548     7.9164     -76.3714    191.962    63.2343     0.4061    0.4701    2.9354   
  9988  9      4.01287    5       5       3.66395    3.66395    -80.4081    199.7442   -7.0865     0.6289    3.8407    0.871    
  9989  15     7.02579    4       4       5.29851    5.29851    277.9914    153.1094   -1.0034     4.6839    0.9986    5.0135   
  9990  8      3.58766    2       4       0.73813    1.8893     -160.0398   151.8735   -59.3318    0.7225    0.3206    3.4639   
  9991  22     10.56397   13      23      10.97792   23.39087   224.2058    169.098    25.349      4.4105    9.1828    2.4114   
  9992  14     6.58953    4       4       10.31617   10.31617   -187.0384   280.9291   -45.4574    0.3383    3.9116    5.1905   
  9993  12     5.5169     4       4       4.64576    4.64576    117.0074    162.5375   56.2225     0.7693    2.9538    4.577    
  9994  7      3.05143    3       9       0.57925    2.7941     -1.403      77.8618    -6.1017     0.8039    2.5167    1.4783   
  9995  6      2.51546    3       3       5.29448    5.29448    128.7622    376.1454   -196.8843   1.2354    1.1605    1.8518   
  9996  8      3.51609    2       3       2.08021    2.76892    -45.5373    185.5383   106.1984    1.243     1.6428    2.7931   
  9997  11     5.28516    9       9       4.55637    4.55637    -21.238     225.0766   52.2191     1.1847    1.7315    4.5076   
  9998  18     8.5769     6       8       5.75312    7.06582    151.8712    139.1231   -64.8093    1.2706    7.4186    3.5291   
  9999  9      4.04719    6       8       9.27328    14.36487   139.68      302.7943   -160.392    0.4201    2.1812    3.2464   
  10000 13     6.00357    3       3       1.52796    1.52796    -130.7589   138.4177   44.0481     3.1863    0.3155    5.0439   
  10001 22     10.52999   7       8       6.92186    7.63268    87.3894     173.6521   104.9909    7.9528    6.4077    0.6675   
  10002 13     6.02269    6       7       7.88243    8.38468    -60.888     196.8458   -114.8776   2.3551    0.0859    5.4052   
  10003 13     6.08795    3       4       3.31423    4.99536    -163.7167   312.2669   -46.9144    1.3234    3.6827    4.4109   
  10004 9      4.11361    4       4       7.12007    7.12007    114.1889    333.923    77.2814     3.3679    2.198     0.7297   
  10005 8      3.51146    4       4       4.86722    4.86722    -174.1943   204.9363   -92.0532    0.8246    1.4242    3.0832   
  10006 9      4.04329    29      51      27.51388   55.03115   -10.8861    243.1711   -108.0163   2.4206    3.1648    0.2243   
  10007 11     5.04199    2       2       0.36724    0.36724    19.8342     119.3834   57.5416     3.4157    2.3288    2.7789   
  10008 9      4.082      4       4       2.66012    2.66012    -143.5937   100.2879   15.9649     0.7648    1.363     3.6644   
  10009 6      2.86832    6       6       9.96969    9.96969    223.3531    361.8487   -48.2821    0.6383    0.778     2.3866   
  10010 6      2.50707    2       4       1.22018    3.09027    -138.8471   173.9816   16.1637     0.3249    0.858     2.3324   
  10011 14     6.56441    3       5       2.78995    3.64449    -30.537     224.687    46.4162     5.8794    0.4396    2.7289   
  10012 8      3.53438    2       8       1.45735    5.48254    12.322      106.812    -56.1288    2.7862    0.3208    2.0786   
  10013 9      4.02207    3       4       0.69557    0.9553     -66.6724    68.9481    -47.0898    1.2467    1.0599    3.6293   
  10014 6      2.53624    4       4       1.49998    1.49998    -16.8088    104.9072   18.7763     0.4759    1.5042    1.9648   
  10015 7      3.03507    5       6       4.69544    6.23346    -65.6698    187.3676   -75.9657    1.2049    2.6591    0.818    
  10016 13     6.10559    3       7       0.94774    3.07814    36.3628     78.5885    -35.7893    2.607     4.793     2.2605   
  10017 12     5.54104    4       5       5.3456     6.50235    8.0857      279.1628   166.7201    3.4835    0.5197    4.1166   
  10018 11     5.02326    3       6       1.13441    3.86478    -118.1078   120.0585   63.9749     3.9854    1.5177    2.5017   
  10019 28     13.55819   11      12      21.39061   23.78591   117.5378    328.7499   -89.5224    2.8459    12.8676   2.4242   
  10020 7      3.00495    2       5       2.62095    6.05397    -35.442     294.1322   19.7078     1.6457    2.2179    1.1774   
  10021 15     7.02257    4       5       0.93279    1.82972    -70.7212    75.0091    9.5421      0.5215    5.9835    3.5946   
  10022 7      3.00896    2       3       0.40457    0.50072    -59.2933    62.3717    40.1287     0.7978    1.745     2.3128   
  10023 10     4.554      2       5       0.63847    2.33944    -35.6833    139.2939   -62.197     1.0448    3.943     1.8569   
  10024 5      2.00987    4       5       4.82645    5.06217    -117.3527   60.9026    16.4688     0.1177    1.5691    1.2284   
  10025 12     5.51327    3       6       0.81193    1.63178    123.4399    64.8631    11.1406     0.7161    0.2092    5.4398   
  10026 10     4.53825    4       5       1.28195    1.51771    29.3018     134.7047   -22.4219    2.449     0.3784    3.7437   
  10027 15     7.01564    6       6       7.47049    7.47049    23.7253     208.6474   60.6805     2.9709    4.2099    4.5901   
  10028 11     5.02567    2       2       0.75888    0.75888    32.3492     185.7114   10.7361     0.7056    2.9717    3.9113   
  10029 10     4.56321    4       4       1.15227    1.15227    -2.4843     41.0986    -1.7646     2.9926    2.3072    2.4289   
  10030 8      3.52878    3       3       6.16672    6.16672    -256.4952   333.2679   -80.9233    1.8231    0.7068    2.9158   
  10031 10     4.53723    3       3       1.01798    1.01798    83.4093     116.2966   23.6949     0.747     3.7852    2.2767   
  10032 28     13.69576   15      22      18.5389    30.62859   -116.458    235.0056   98.2415     5.4849    8.436     8.23     
  10033 12     5.63782    6       6       6.5282     6.5282     -246.6555   165.6559   55.5577     1.257     0.7711    5.0178   
  10034 11     5.02114    2       2       0.25188    0.25188    -38.1249    65.8326    -24.2954    0.9683    2.8424    3.9024   
  10035 10     4.52564    3       4       0.41887    0.53282    -99.3461    72.7236    -9.9898     2.5348    0.8054    3.545    
  10036 24     11.54054   4       4       1.65587    1.65587    -120.8499   146.2149   21.8545     9.8179    5.0257    2.2982   
  10037 10     4.5692     4       4       6.50462    6.50462    96.5755     246.0353   -146.1658   4.3832    0.7384    0.8436   
  10038 10     4.52596    7       8       11.55572   13.11613   -59.0204    319.0676   60.6759     0.3351    0.3607    4.4803   
  10039 17     8.35163    5       7       5.81659    7.03034    148.2288    100.6979   45.5894     5.4683    4.2926    2.8839   
  10040 23     11.06704   8       8       6.54074    6.54074    222.9446    162.9348   -29.8134    4.7144    8.2899    4.95     
  10041 6      2.50324    3       3       2.11897    2.11897    -89.4842    221.5174   44.0438     2.3003    0.473     0.8522   
  10042 27     13.05275   7       8       5.28997    6.21782    117.4193    160.1385   43.3458     11.9337   1.2737    3.676    
  10043 6      2.51309    2       3       1.24395    2.16177    -8.9019     80.1765    32.4844     0.2261    2.3069    0.889    
  10044 19     9.01721    6       7       2.67571    3.40463    -50.0895    81.646     -10.6197    4.5057    7.3171    0.9021   
  10045 5      2.04951    2       2       3.17292    3.17292    -147.9361   273.0509   -133.6306   1.0113    0.3926    1.7038   
  10046 12     5.51428    2       3       3.15107    4.39696    149.7715    215.0682   -14.4119    2.8884    0.9232    4.4985   
  10047 8      3.56963    4       4       4.51047    4.51047    141.4448    255.9904   -165.7078   1.4553    2.934     1.1405   
  10048 5      2.05449    2       2       1.44973    1.44973    55.3284     100.2702   -13.8278    0.2968    0.4732    1.9672   
  10049 10     4.55956    5       8       4.11753    6.625      191.0774    162.6433   114.9708    4.3334    0.8285    0.9523   
  10050 5      2.06638    4       4       4.06613    4.06613    -134.8783   144.8022   55.6997     0.432     0.1062    1.9952   
  10051 12     5.57826    3       7       1.87067    8.34896    -91.5827    204.3219   -142.7216   0.6176    0.8212    5.3713   
  10052 10     4.62536    4       5       0.05978    0.08533    23.1629     26.6739    -16.0122    0.7225    4.4367    0.834    
  10053 12     5.54637    2       2       0.29805    0.29805    -69.7864    98.9325    -8.057      3.2351    3.2782    2.8666   
  10054 6      2.5065     2       8       0.7391     7.84449    -74.0424    170.2171   -36.5014    0.3417    1.6186    1.8505   
  10055 17     8.0646     9       12      11.6184    16.1716    127.7243    246.0828   -81.3229    1.5312    3.6716    6.897    
  10056 12     5.56827    5       5       16.60133   16.60133   151.0713    272.1632   223.2212    1.3452    4.9721    1.2417   
  10057 29     14.19767   9       10      5.91676    6.87926    -155.3414   88.0549    -8.1361     11.673    5.663     4.768    
  10058 11     5.15693    3       3       3.92811    3.92811    30.2669     227.4883   -12.2404    0.9335    2.88      3.9986   
  10059 6      2.54642    3       4       0.90149    1.08186    -80.589     112.1347   -24.5736    1.1626    1.9412    1.1575   
  10060 12     5.56077    5       5       2.7475     2.7475     60.0182     160.2054   135.7477    3.2286    3.5312    2.671    
  10061 18     8.53961    3       4       0.8798     1.97094    102.6644    119.235    55.4254     6.8357    2.1273    4.2383   
  10062 6      2.5543     4       4       2.7264     2.7264     10.1381     124.0462   -25.307     0.7348    2.1371    1.0879   
  10063 10     4.53409    3       3       3.77446    3.77446    -14.7242    202.2052   -59.2734    0.3563    4.4478    0.617    
  10064 19     9.26388    3       5       2.67053    5.29133    146.5234    287.991    -40.4166    3.6166    3.679     7.5029   
  10065 9      4.02232    3       3       1.30577    1.30577    48.5981     78.7296    67.4838     2.4805    3.0752    0.5907   
  10066 11     5.03718    5       7       1.9972     3.17527    19.5187     157.3647   59.0327     0.9276    2.7903    4.0363   
  10067 5      2.07       12      19      4.00151    5.22622    9.4925      87.6581    -6.949      1.32      1.5196    0.1632   
  10068 6      2.52055    19      29      22.3864    30.47659   34.3227     184.7183   -37.076     2.1903    0.2643    1.181    
  10069 5      2.08831    9       11      0.58371    0.68423    27.7978     25.3211    14.7402     1.431     1.2307    0.7939   
  10070 6      2.69259    3       9       1.17402    3.75641    117.3159    111.2532   -63.9075    2.3313    0.1802    1.2426   
  10071 10     4.63891    8       12      8.42258    11.80096   118.3649    185.2478   -63.4278    4.0689    1.2634    1.2848   
  10072 7      3.01227    2       6       2.83694    5.5602     108.5908    244.3053   -72.8367    0.3496    0.1875    2.9846   
  10073 10     4.5271     2       6       0.97847    6.28247    7.1194      203.96     -135.3505   4.3725    0.7161    0.3706   
  10074 13     6.06288    2       2       2.11976    2.11976    -100.4265   86.6242    6.0188      5.1298    2.0972    2.3238   
  10075 10     4.65032    3       3       1.74252    1.74252    -47.457     210.4067   -30.7079    1.505     2.9632    3.0736   
  10076 11     5.06185    6       7       1.9742     2.20002    -101.8099   90.5624    4.2569      4.565     0.9868    1.7425   
  10077 10     4.55688    20      31      15.66619   22.92045   27.1787     120.99     59.7555     2.7375    3.349     1.3356   
  10078 9      4.00639    4       5       1.36671    2.14632    -112.6333   123.0418   -62.026     1.7182    0.0728    3.6159   
  10079 10     4.54268    10      16      6.45768    11.15579   -19.3202    205.6692   -53.3088    1.8654    1.8232    3.6798   
  10080 13     6.01528    3       4       1.88026    3.2018     -186.4073   167.1217   -110.8999   1.4022    2.7486    5.0795   
  10081 20     9.58672    7       8       4.78201    6.43717    -111.2501   192.8259   -60.0215    1.7226    5.2268    7.4696   
  10082 9      4.29638    3       3       0.97379    0.97379    -50.9656    72.611     -29.5536    0.5088    4.0373    0.8314   
  10083 6      2.53162    2       3       0.13828    0.3353     -13.9437    81.3604    -7.8919     2.4645    0.3121    0.4861   
  10084 14     6.52025    3       3       0.16871    0.16871    -36.9158    22.0185    -16.3238    5.1833    1.6606    3.3786   
  10085 5      2.11379    2       5       0.37617    0.84735    -97.7621    69.9767    -15.5619    1.1614    0.5317    1.6418   
  10086 16     7.63022    3       3       3.25033    3.25033    183.6101    166.6752   9.6807      0.8257    6.4029    3.1626   
  10087 7      3.01885    3       3       5.9817     5.9817     -220.6589   174.6205   66.7102     0.0831    2.2175    2.0417   
  10088 11     5.08925    3       5       2.31437    3.96221    142.9243    175.8094   82.7721     3.9487    2.4217    1.9548   
  10089 5      2.03093    3       10      0.80436    4.72489    -20.5908    71.751     -24.7838    1.6108    0.5075    1.1245   
  10090 7      3.02845    28      45      20.30417   28.76828   25.03       126.2645   4.4887      2.2633    0.9182    1.7367   
  10091 14     6.56114    5       5       3.45951    3.45951    48.1279     62.952     3.0712      2.7165    3.7243    4.3937   
  10092 18     8.57431    4       4       3.01322    3.01322    -96.5152    95.5041    -1.2846     1.5744    7.6165    2.6679   
  10093 5      2.04781    3       6       3.82827    10.119     -284.7065   174.1589   -75.5052    0.4145    1.9827    0.2694   
  10094 24     11.54044   6       7       5.61675    5.89585    48.9648     137.4236   47.4725     4.4594    7.0591    7.3728   
  10095 25     12.13006   6       6       6.13731    6.13731    33.715      227.8715   -98.8091    4.0816    5.2434    9.7856   
  10096 26     12.61534   7       10      4.80218    6.90705    -17.2017    118.5567   -10.3991    9.7708    5.7943    1.6752   
  10097 18     8.58014    4       11      7.0485     14.50951   110.5389    265.8502   6.2712      1.9979    4.6756    6.5682   
  10098 31     15.13864   14      19      25.66123   36.48882   -294.7738   222.8867   153.5048    7.8031    11.9998   2.6607   
  10099 8      3.56809    7       10      6.12583    8.14452    -182.3913   136.3288   -86.5438    1.8373    1.8971    2.3874   
  10100 12     5.52069    4       4       0.62133    0.62133    -37.2551    117.5522   26.2152     0.989     1.4728    5.2101   
  10101 9      4.01605    3       3       3.03526    3.03526    -73.9131    307.696    -77.2796    1.9332    0.476     3.4593   
  10102 23     11.095     9       14      11.53555   19.8338    188.5797    129.741    92.1457     3.4914    9.9934    2.2337   
  10103 6      2.50255    39      55      23.56692   34.67043   41.9754     118.2258   58.452      2.1703    0.3206    1.203    
  10104 24     11.58213   4       5       2.51454    2.64598    61.613      106.8048   30.6028     7.5465    8.1871    1.6206   
  10105 7      3.00299    3       3       3.46454    3.46454    90.0613     222.3835   -89.8122    2.8786    0.4852    0.7018   
  10106 16     7.60681    3       3       2.58521    2.58521    42.3188     126.7117   -67.4844    5.004     3.3772    4.3284   
  10107 5      2.0471     2       3       1.15909    2.13255    -125.5242   87.1975    -58.2804    1.6652    0.6753    0.9618   
  10108 8      3.56469    4       5       13.18757   15.06949   12.4211     330.0959   164.2652    0.9118    2.7849    1.8863   
  10109 7      3.00766    2       5       4.18537    10.24008   102.9912    317.5572   213.6477    2.8512    0.2872    0.8819   
  10110 8      3.50932    3       3       7.01574    7.01574    17.5527     136.4317   -16.7832    3.294     0.8324    0.8749   
  10111 8      3.54619    2       3       1.07098    2.56405    -85.9882    58.6247    -3.7975     0.5683    3.4229    0.3216   
  10112 23     11.10013   9       10      6.25456    7.5        109.8259    107.4345   78.7512     7.2412    3.1235    7.4118   
  10113 6      2.50271    3       3       5.3006     5.3006     -245.4912   214.7329   87.0668     0.2803    2.31      0.9173   
  10114 17     8.0925     7       7       4.73923    4.73923    86.7927     109.4665   -34.2273    1.3098    4.9541    5.8911   
  10115 14     6.5226     3       5       4.24125    6.89069    -253.1528   268.245    72.2125     5.0597    1.7888    3.4715   
  10116 20     9.82923    22      38      22.51238   37.52811   -190.4714   175.5111   28.1376     0.78      9.5971    0.4981   
  10117 5      2.04649    3       5       13.45603   17.00133   43.9949     367.2116   202.7912    1.7801    0.3111    0.9458   
  10118 8      3.55228    7       7       16.2333    16.2333    126.4085    258.1226   -65.4035    1.6223    2.623     1.5171   
  10119 11     5.02539    2       4       0.06816    3.49873    8.5296      63.7834    -5.4026     3.9401    1.2724    2.813    
  10120 14     6.54062    4       5       6.56839    9.42677    217.4877    258.1551   -85.9084    4.9416    1.2115    3.9663   
  10121 12     5.5743     4       4       6.96558    6.96558    -93.2997    159.967    114.7296    3.5859    1.9298    3.4511   
  10122 17     8.00532    3       5       2.10329    4.54167    -132.5961   164.5129   5.799       7.0684    1.377     3.0561   
  10123 11     5.00542    3       3       2.67353    2.67353    141.6761    189.9353   -59.9796    4.3885    0.7631    2.2556   
  10124 6      2.51736    13      24      9.04871    15.03496   62.6076     153.5513   -39.0914    1.9071    1.2405    1.0735   
  10125 6      2.5893     2       2       1.74684    1.74684    113.3505    164.8561   -12.7009    1.5792    0.9244    1.7933   
  10126 20     9.53984    9       10      13.46173   14.96488   31.9728     327.1527   154.7552    8.9823    1.2279    2.1683   
  10127 6      2.50642    3       5       2.69235    5.04295    -85.9929    121.8098   -53.9051    0.6656    1.7747    1.6352   
  10128 21     10.05434   10      11      24.30586   25.88973   16.3463     401.5357   -139.8995   5.5873    4.369     6.8865   
  10129 12     5.52491    4       4       3.38986    3.38986    117.9883    88.2286    -55.9716    1.1456    3.3723    4.1479   
  10130 26     12.54044   6       10      0.76932    1.92789    -23.6185    32.1221    13.8625     7.1956    9.5895    2.3355   
  10131 15     7.02633    6       6       4.84621    4.84621    184.8432    187.1585   -36.366     5.4624    1.1911    4.1872   
  10132 5      2.00891    3       4       4.04159    6.19279    -52.2192    294.3024   24.7305     0.8669    0.7971    1.6262   
  10133 19     9.04432    6       7       0.84082    1.18606    36.8398     88.2141    -18.076     6.4882    1.6468    5.8979   
  10134 6      2.5388     5       5       4.76707    4.76707    41.8626     261.4941   -165.2137   0.8625    0.3104    2.3235   
  10135 16     7.62569    4       5       3.41382    4.87264    -114.8427   154.1821   84.3066     3.0139    0.5621    6.8873   
  10136 8      3.6367     2       5       1.32108    2.21698    50.036      104.6197   -11.5439    1.4506    2.2343    2.4456   
  10137 9      4.03879    9       12      16.61182   19.28311   -121.141    227.1259   -78.2347    0.7075    3.8791    0.6105   
  10138 20     9.56034    8       8       6.01767    6.01767    -43.6556    164.3713   -9.3561     1.0996    4.9847    7.938    
  10139 9      4.01572    3       3       1.58281    1.58281    99.1492     227.8328   -7.7607     3.846     0.3791    1.0802   
  10140 11     5.01928    3       8       2.12585    4.45278    -53.8359    100.6399   -7.0683     2.9968    3.4236    2.0843   
  10141 9      4.05239    3       6       5.46009    11.60774   -184.3509   275.2025   -52.1765    2.2723    1.7088    2.8169   
  10142 25     12.05359   6       6       13.07169   13.07169   20.7631     395.0      -31.5939    4.4739    10.1206   3.9343   
  10143 6      2.51376    3       3       0.74459    0.74459    52.9877     70.4591    -6.5203     0.9975    0.9997    2.0767   
  10144 13     6.18205    4       4       5.17515    5.17515    -54.8856    172.0658   49.2226     4.0002    2.5173    3.1163   
  10145 16     7.52348    5       8       5.61711    10.61226   269.089     211.076    -15.9947    1.983     7.0169    1.35     
  10146 8      3.51516    3       7       1.78024    3.4679     -148.219    71.2243    -43.0112    3.2093    1.3034    0.5542   
  10147 15     7.10186    5       5       3.33866    3.33866    -0.1077     198.5113   -42.9118    3.0611    0.9224    6.0282   
  10148 40     19.62953   9       11      7.0555     8.22612    162.0055    170.8526   56.4159     3.1628    16.3431   9.3202   
  10149 19     9.02867    6       7       12.72937   13.71528   -222.6743   254.0109   -134.648    5.7798    6.8628    0.5302   
  10150 8      3.54168    2       3       2.35259    2.98676    73.4807     184.6686   52.256      2.6398    0.7948    2.1648   
  10151 6      2.55721    3       4       0.2061     0.49718    -48.9812    40.9336    14.1418     0.4735    2.2145    1.1427   
  10152 14     6.52078    11      13      22.70892   26.31165   57.1888     307.2964   -220.8497   1.599     4.2453    4.6148   
  10153 7      3.00859    2       5       0.69606    5.11259    1.4352      165.7161   -60.793     2.1086    1.3939    1.5873   
  10154 20     9.62133    8       13      4.98032    7.1737     -75.9971    90.9644    -13.631     5.9097    4.7484    5.3763   
  10155 14     6.85251    4       6       4.5235     9.2399     -258.1906   175.6479   60.5989     1.4872    6.5398    0.554    
  10156 7      3.06404    2       3       1.07435    1.67552    -141.7924   180.1895   14.005      0.1776    2.9709    0.6984   
