# id    npts   len        ngal1   ngal2   lum1       lum2       xmin        ymin       zmin        xlen      ylen      zlen     
  3288  19     9.22944    4       5       0.90645    1.83397    -89.5156    119.9795   -4.019      7.3491    4.1171    1.662    
  3289  10     4.50812    6       7       2.49869    2.78159    49.7375     136.5606   45.2139     1.2917    3.4624    2.5303   
  3290  34     16.65081   12      14      7.74273    8.80716    76.1122     149.5301   70.1781     9.1078    6.2695    10.6716  
  3291  15     7.05895    8       12      1.19027    1.6843     -31.7303    58.3429    -34.5424    5.285     0.5572    4.5728   
  3292  25     12.17126   11      14      17.63234   25.23575   -172.3876   272.2482   108.0488    0.6599    11.1183   4.2434   
  3293  21     10.08328   4       5       3.78336    4.52844    21.8357     177.4121   25.978      1.3904    7.6121    5.2046   
  3294  60     29.67518   23      26      31.63124   34.86492   -195.9308   286.901    -20.1309    14.8496   7.1294    20.9576  
  3295  41     20.08924   12      15      10.50754   12.46135   -104.7325   193.012    102.9831    5.9591    17.0425   6.6805   
  3296  22     10.61073   7       13      2.97796    5.69195    -21.5366    82.5228    -36.5499    2.0465    8.355     5.8335   
  3297  33     16.16156   17      17      11.62701   11.62701   130.8717    184.1454   -58.216     7.9866    13.1973   2.0636   
  3298  11     5.12524    6       7       11.06137   12.66846   -177.9636   276.2787   -178.052    3.3171    3.3032    1.753    
  3299  35     17.08432   19      26      36.18003   51.67591   282.8751    200.4744   107.6161    7.3484    3.8081    14.0555  
  3300  13     6.00632    5       5       0.72158    0.72158    16.4687     105.7437   -55.711     3.7543    0.9203    4.5767   
  3301  16     7.52129    4       4       1.28479    1.28479    -114.4518   78.8954    -23.3273    3.7905    2.365     5.9112   
  3302  28     13.78541   18      30      5.21488    11.17187   46.5949     65.6715    36.1713     1.8576    2.3796    12.511   
  3303  29     14.58327   21      22      32.70698   33.88416   217.2055    158.9918   5.6086      1.5671    6.207     12.1868  
  3304  39     19.08673   35      49      34.73614   50.97673   78.7624     229.1676   4.4593      10.3472   5.7534    12.4553  
  3305  7      3.00643    2       2       0.95961    0.95961    -16.474     45.7597    -32.0327    1.5312    0.1299    2.5757   
  3306  10     4.55777    5       10      2.33752    5.49664    112.791     69.4473    -4.0599     3.0151    1.9347    2.7636   
  3307  20     9.65675    8       11      2.43801    3.97833    -124.5925   64.1105    -16.0906    7.6287    5.6345    0.5069   
  3308  35     17.06015   17      24      41.7277    52.13127   -194.4399   281.99     -22.6021    2.4997    14.0156   8.4677   
  3309  55     27.29124   25      32      40.57566   50.09076   96.5196     272.3483   193.9406    19.0063   11.9252   10.8774  
  3310  23     11.34281   15      21      20.12894   25.79859   -172.9381   222.1607   93.5939     2.9832    5.5071    8.6591   
  3311  19     9.03629    8       9       6.9385     7.94859    30.5548     155.1778   67.3657     8.535     0.9393    2.1464   
  3312  36     17.63245   11      13      15.16634   19.13663   -221.1184   172.8206   55.774      8.2539    3.9622    13.5855  
  3313  8      3.68188    7       10      0.49216    0.89514    -34.1512    44.135     24.2219     0.2268    3.4862    0.7204   
  3314  29     14.05411   12      14      21.0569    22.70761   -157.5932   189.4645   117.3156    7.1474    3.3299    11.4208  
  3315  25     12.05131   10      23      10.27095   25.21196   34.0414     229.7676   -97.7973    2.065     7.015     9.1855   
  3316  19     9.09794    4       5       4.01535    4.92351    142.3327    275.7232   -94.9442    6.4176    1.4925    6.106    
  3317  32     15.58703   10      11      11.36173   12.18617   215.2413    199.1894   -41.9184    9.7277    8.3534    6.2648   
  3318  24     11.58153   8       11      4.82827    6.73421    105.3533    141.3504   12.9426     8.5352    6.0514    3.1279   
  3319  16     7.60892    4       4       1.41606    1.41606    65.7357     153.7954   -11.5713    3.3464    6.2265    2.2774   
  3320  42     20.67052   33      52      28.08023   40.89059   -51.5705    173.1041   13.8444     9.0771    10.5475   12.4471  
  3321  12     5.60364    4       5       2.98752    3.58538    152.3091    222.3638   -90.3925    0.9152    2.4406    4.879    
  3322  26     12.59261   11      16      14.96339   22.82689   -199.5305   268.1896   48.1235     10.0066   5.7599    4.1346   
  3323  19     9.15865    11      12      4.67484    4.85574    59.8958     59.685     44.9026     1.5971    1.4856    8.6263   
  3324  43     21.22296   21      24      32.66858   37.7715    164.5029    263.6882   -53.2669    2.8308    20.1848   1.9686   
  3325  38     18.59181   20      27      29.53948   40.67297   -101.4129   266.9819   -162.9103   3.9067    15.014    7.9579   
  3326  13     6.09618    5       8       1.8964     3.01218    -62.7656    86.709     61.033      2.0286    4.1269    3.7821   
  3327  45     22.11327   16      17      44.23338   45.58995   -245.7823   312.578    127.505     14.1439   1.8625    12.839   
  3328  14     6.75994    3       5       0.65511    1.52963    47.6305     81.897     -33.9069    1.5586    1.9954    6.0588   
  3329  13     6.29943    9       9       11.72054   11.72054   -202.5691   182.4066   53.534      1.5529    4.0822    3.4122   
  3330  18     8.64515    4       5       5.51343    7.51311    -93.1237    319.2353   229.8581    4.9135    6.1301    2.9281   
  3331  14     6.56911    5       5       9.79837    9.79837    -73.3061    305.8944   143.7337    5.9876    2.3298    0.7055   
  3332  7      3.0014     4       4       1.19928    1.19928    -68.7507    93.0122    -5.4616     2.6396    1.4215    0.1098   
  3333  30     14.57623   7       8       7.82641    8.1045     -133.9893   80.1004    -54.5043    9.8605    9.4388    3.5467   
  3334  30     14.63573   13      14      35.36259   37.65705   251.845     322.9968   144.9529    9.8015    3.3381    8.9397   
  3335  17     8.08623    5       7       4.03322    4.57731    4.4717      147.5347   -4.4433     4.405     4.6185    4.8521   
  3336  8      3.54016    3       3       5.612      5.612      76.1646     365.6055   15.6241     2.9178    0.2655    1.939    
  3337  33     16.19693   19      27      29.56857   36.91348   -11.1497    252.7911   164.2982    4.9973    1.5417    14.8913  
  3338  44     21.59528   10      11      27.52649   29.24645   114.3309    369.4887   -225.2964   7.6508    2.917     19.6701  
  3339  24     12.02691   8       14      9.87025    15.64207   132.5942    215.9834   -3.9614     2.4615    9.4572    4.9519   
  3340  18     8.69184    10      12      6.98345    8.22321    -128.6122   120.9728   59.3485     1.361     7.2396    4.1236   
  3341  27     13.77963   11      16      10.55344   14.83989   -65.7822    172.3769   24.977      5.6545    7.8215    8.977    
  3342  38     18.63767   17      22      30.55312   37.16613   -221.2714   267.9988   17.9842     11.1694   7.5944    11.7641  
  3343  16     7.54503    41      56      10.31257   13.56598   -27.6218    44.6943    12.1895     4.3551    4.5362    3.7157   
  3344  44     21.69452   17      20      16.9235    25.62596   -36.4023    261.7045   82.1894     15.8175   3.9692    11.5172  
  3345  24     11.6636    8       8       1.85996    1.85996    -26.086     74.6633    55.15       3.5457    10.4803   2.905    
  3346  15     7.04386    5       5       4.32442    4.32442    161.7964    113.1568   -21.0854    0.4367    6.5444    2.3709   
  3347  22     10.60838   9       11      4.64058    5.93168    85.0082     152.106    80.9339     1.5927    10.2497   0.9212   
  3348  16     7.57165    5       9       7.71494    12.29852   80.1033     150.1857   -94.847     4.4823    4.6638    3.6107   
  3349  20     9.59298    4       7       0.55424    0.99528    21.2317     62.7979    0.9108      2.321     7.2327    4.8027   
  3350  14     6.77359    10      13      4.21801    4.60283    -78.6512    86.6386    -10.8083    2.7243    5.3206    2.7329   
  3351  20     9.62062    5       5       5.47324    5.47324    -164.695    202.7108   -1.7184     5.3455    7.3997    2.551    
  3352  18     8.53924    5       10      3.01706    5.77583    70.3267     179.0248   -110.3408   1.6418    6.2265    5.216    
  3353  30     14.59072   12      16      9.63602    14.3811    -192.2406   134.0368   72.1757     0.905     6.6353    11.9396  
  3354  26     12.53058   5       5       6.78521    6.78521    -52.2341    315.1093   -82.2158    7.6787    9.2618    2.6051   
  3355  14     6.57484    9       11      6.54061    9.6325     13.6755     160.4421   90.7357     1.5986    4.9517    3.8474   
  3356  13     6.20545    4       5       3.73533    4.87936    -192.0692   141.6863   -102.4359   0.5711    4.1458    4.3361   
  3357  38     18.69703   16      25      15.51829   25.33027   -27.0174    173.3199   44.5903     17.746    2.3733    2.1831   
  3358  12     5.91861    7       8       1.99992    3.09407    -27.0997    124.969    -54.2612    4.9667    1.757     2.155    
  3359  19     9.0366     6       8       5.14361    6.13092    -98.9362    67.2249    4.2208      8.3662    2.1967    2.0339   
  3360  22     10.97265   4       5       7.33013    8.12154    -58.3928    296.9662   22.2837     4.4093    6.4661    6.6365   
  3361  16     7.58264    6       15      4.05178    16.67239   -9.2703     184.5332   -18.102     2.8416    2.736     6.2917   
  3362  24     11.84362   8       9       2.49413    3.46259    -39.0907    88.3922    -7.9455     3.3456    10.1678   4.0132   
  3363  17     8.0306     7       9       7.00655    8.0323     -80.9119    238.5662   -50.8366    0.6767    3.2271    7.2751   
  3364  39     19.09023   8       9       2.86751    3.94328    33.7654     66.7405    16.1851     6.9831    15.7559   4.943    
  3365  31     15.19014   9       11      12.09667   13.28086   -193.2665   137.2192   37.8342     10.8026   4.1076    9.1858   
  3366  16     7.58476    8       9       5.63562    5.82604    -120.0656   118.0762   46.1524     0.6385    0.9152    7.4324   
  3367  28     13.84142   4       9       2.75384    10.66669   58.0463     87.7004    49.6068     4.9491    3.4402    11.852   
  3368  23     11.08322   6       14      4.09758    13.70636   -223.9309   140.2821   13.8212     6.9157    7.3191    3.9452   
  3369  18     8.61674    17      24      11.9795    15.5313    19.2449     174.6344   75.0657     6.0543    2.1305    5.3239   
  3370  31     15.10423   8       11      14.14564   17.90041   153.8554    328.0869   13.7279     10.8553   5.2183    8.4758   
  3371  20     9.52289    5       8       5.23194    8.11942    -261.8315   154.0335   61.9419     8.8505    3.1684    1.0008   
  3372  11     5.01064    10      13      9.80922    12.92247   15.2467     90.4849    36.7764     0.387     1.2125    4.8316   
  3373  18     8.57758    5       8       2.10059    5.21789    88.4531     141.6003   -5.7567     5.9262    1.6167    5.7569   
  3374  25     12.05578   14      15      9.81196    10.16301   -136.0084   88.4628    -14.6724    4.8182    8.6799    6.5322   
  3375  22     10.56149   14      16      18.69517   20.58982   -270.5641   155.9263   -48.0672    9.916     1.8854    2.6936   
  3376  7      3.03439    5       5       4.07567    4.07567    136.0022    167.1555   -1.4594     2.6351    1.2273    0.846    
  3377  39     19.239     19      25      20.98431   24.21408   -138.0851   134.8151   -49.1057    9.6231    12.9978   8.6801   
  3378  40     19.67987   19      21      18.98272   22.5855    -94.0879    163.017    -124.171    10.704    8.1233    12.6456  
  3379  19     9.0814     7       8       4.66016    5.0415     121.4733    175.3632   -80.7596    6.2279    1.1755    5.9137   
  3380  16     7.78234    50      60      11.86888   14.81785   -23.3457    42.0281    -11.0256    1.066     4.5141    5.9309   
  3381  21     10.16479   10      12      7.16117    7.68525    30.191      122.4199   -20.4166    7.2245    2.7628    5.4013   
  3382  32     15.63081   17      22      17.33154   21.00421   -161.1884   160.62     18.9208     14.1844   2.4644    5.0545   
  3383  17     8.18269    10      17      8.37634    10.34217   -76.1306    39.2366    24.526      4.5482    6.3566    1.7175   
  3384  26     12.55254   9       9       6.29728    6.29728    -38.5578    106.8707   75.4523     9.1137    8.1184    1.3634   
  3385  22     10.65062   9       9       8.20251    8.20251    158.3221    237.8072   5.8835      8.7534    3.3185    4.7517   
  3386  18     8.56429    6       8       2.0575     2.89395    -102.192    130.5532   -28.9517    3.6288    6.5119    3.6494   
  3387  38     18.57305   12      15      20.3482    25.78527   32.6199     355.5119   126.4449    11.4252   9.0991    10.7851  
  3388  27     13.1003    8       10      7.33869    9.10947    -89.8407    202.5962   -125.9721   1.9574    3.7609    11.7649  
  3389  30     14.86082   11      13      18.70255   19.94161   -267.2678   131.957    74.134      7.331     8.8818    8.484    
  3390  51     25.1006    21      25      30.45744   36.01038   -135.7288   226.7295   51.5271     3.555     5.6696    23.1552  
  3391  28     13.73822   13      13      7.72397    7.72397    -111.7081   149.7762   47.1828     3.5194    3.6685    11.6733  
  3392  18     8.57496    4       5       1.08822    1.88916    -11.9122    112.7259   -48.5764    4.8979    6.7268    0.8474   
  3393  34     16.80054   18      25      13.20926   16.81492   -63.0936    91.975     61.599      1.4033    12.9888   8.9846   
  3394  7      3.02874    6       8       2.90942    3.51907    -81.5498    62.1593    -12.1391    1.577     2.4714    0.7086   
  3395  19     9.16462    8       11      6.80963    8.66756    -34.8797    211.0651   -153.276    0.9012    2.6478    8.6678   
  3396  14     6.58311    5       5       6.4176     6.4176     -102.0228   198.3245   -138.4175   5.5098    3.0574    1.0638   
  3397  29     14.13446   9       10      3.94682    4.28874    -65.1256    156.5901   -53.2455    4.681     0.5664    12.8894  
  3398  29     14.24407   9       10      16.57434   18.62078   295.62      221.2001   56.9294     4.2457    1.8158    12.8265  
  3399  14     6.64347    5       5       3.58372    3.58372    -120.4421   169.5458   -18.1497    6.1176    1.9225    1.3236   
  3400  7      3.02304    3       3       3.5163     3.5163     60.4494     109.7674   61.4346     0.7875    2.327     1.7456   
  3401  33     16.21054   11      14      5.16825    8.59959    -109.9697   81.584     -24.4957    2.7522    15.002    3.8542   
  3402  31     15.16807   28      45      22.57685   33.39461   -5.3624     112.9627   20.4344     6.3073    2.6452    12.4694  
  3403  47     23.31254   11      17      15.70221   23.82956   -64.1227    307.027    33.8609     15.1668   8.8132    11.8536  
  3404  29     14.10118   10      13      17.56354   25.61469   -182.0575   258.3329   -63.3565    9.782     4.383     8.0584   
  3405  15     7.09123    5       11      2.08643    2.8324     14.0495     68.4091    26.9582     3.2843    6.0188    0.8817   
  3406  12     5.65538    4       5       6.0681     7.72509    -156.7965   244.2454   -32.8772    2.8625    4.6392    0.846    
  3407  34     16.71353   15      17      19.78596   22.21264   96.0645     255.174    -171.9651   8.42      13.0576   2.0462   
  3408  15     7.18591    11      12      12.15097   12.37067   -96.5641    125.4847   86.9        0.793     3.2306    6.0648   
  3409  17     8.09059    3       7       1.10459    3.61091    -42.9663    170.6913   42.4354     6.1105    1.1783    4.7332   
  3410  20     9.59105    13      15      9.46391    10.43136   45.339      218.8927   -105.6342   7.0901    6.1686    0.5569   
  3411  21     10.1219    11      14      8.01415    10.74579   -72.9659    164.2715   -13.8507    6.0184    3.4901    6.9958   
  3412  14     6.77704    11      14      6.6083     7.9981     -108.5735   171.7023   -46.6419    5.5731    2.8344    1.853    
  3413  9      4.11615    4       4       3.07627    3.07627    -29.1097    182.5691   -62.8275    3.8466    0.2958    1.2036   
  3414  28     13.74854   8       17      2.17029    4.42044    -57.4369    54.9242    -33.8876    8.8089    9.6039    1.5687   
  3415  43     21.19496   15      17      5.27885    5.61542    91.007      118.7798   -35.8745    3.9207    5.2509    18.4488  
  3416  49     24.45225   32      44      40.58893   55.28391   -160.0181   159.8378   -85.7888    12.1315   17.5434   7.5685   
  3417  10     4.59733    7       10      2.85621    5.21669    31.6153     82.5624    -18.4095    4.4104    1.1079    0.4667   
  3418  17     8.19646    4       4       3.81833    3.81833    -84.0889    185.7218   2.9177      3.7911    1.5527    6.7318   
  3419  8      3.55935    3       12      0.67779    1.93066    29.2609     30.2071    -5.2547     0.8449    2.8687    1.8916   
  3420  27     13.06728   8       15      10.51023   16.36004   67.374      250.9904   -134.0687   11.3672   5.9918    0.9904   
  3421  10     4.67127    3       3       1.60288    1.60288    47.6551     176.3893   105.4854    3.6292    2.7626    0.7158   
  3422  23     11.12728   12      13      7.55045    7.73296    -94.9636    113.6117   -14.6302    1.0292    9.8811    4.1008   
  3423  15     7.09558    11      15      14.14636   16.87675   107.1388    157.6495   133.1864    5.0057    3.9728    2.7955   
  3424  16     7.58144    10      12      13.01045   15.11345   -21.634     157.6425   112.9199    6.1345    2.7803    3.3417   
  3425  28     13.59934   10      10      24.56267   24.56267   -292.2504   247.0646   71.2216     0.874     9.8768    9.1659   
  3426  12     5.56165    6       8       2.99259    3.23538    -91.4664    63.9301    -1.1486     1.5187    5.0766    0.889    
  3427  42     20.6673    27      30      37.9998    41.09348   -109.4322   235.7143   -179.6968   6.9958    7.9388    14.6016  
  3428  53     26.09525   19      23      27.38787   29.75541   69.9921     195.3234   -98.8985    10.4727   22.254    2.0123   
  3429  14     6.6348     4       5       7.49724    8.98756    36.5001     404.8607   -43.2543    0.8869    5.5631    2.9196   
  3430  13     6.10779    15      20      10.44688   14.68374   -107.1072   120.528    20.1934     1.6042    4.6575    3.4169   
  3431  24     11.89765   15      22      15.11545   26.30221   158.794     165.1951   -42.431     1.8376    5.2352    9.6334   
  3432  26     12.55576   10      14      7.42461    9.12067    -79.2696    182.2621   11.7472     3.9786    2.5712    11.3711  
  3433  26     12.61578   10      12      6.5405     7.87564    -80.1723    169.2198   -104.0341   2.0113    9.1136    7.1678   
  3434  31     15.31389   11      11      10.77395   10.77395   148.539     212.0518   -20.5983    4.0774    3.2294    13.4853  
  3435  20     9.53681    9       15      3.07783    7.66025    8.1322      107.5751   -53.0565    2.9542    8.2109    3.7473   
  3436  10     4.72139    5       6       2.91376    3.74483    33.6097     62.3318    29.9903     3.401     2.5119    1.5527   
  3437  6      2.50251    2       6       1.27555    4.50277    29.4302     211.7023   -103.9436   0.7264    2.128     1.0949   
  3438  10     4.50901    11      20      6.44392    10.06863   35.6566     84.6851    -20.1669    1.0288    4.0901    1.4046   
  3439  25     12.04335   6       7       1.07464    1.34432    87.3635     58.4397    19.8574     1.8353    9.2589    7.1615   
  3440  23     11.28243   6       6       6.97366    6.97366    -202.8608   246.7152   22.2414     4.0565    7.3657    7.1562   
  3441  38     18.64873   17      23      29.20499   37.06161   91.1832     278.6477   -58.2139    15.5224   8.4131    3.1427   
  3442  19     9.04099    5       7       6.14114    8.31169    -256.838    180.9056   -83.8802    7.0077    2.5423    4.5724   
  3443  32     15.71506   15      21      16.16314   21.77983   -72.1889    143.8289   -17.3832    6.9097    12.1057   3.8173   
  3444  19     9.07097    7       7       12.53363   12.53363   -285.0971   297.9337   -93.2379    6.4571    3.601     4.8744   
  3445  55     27.22202   32      36      41.38759   43.67175   -46.8549    240.9846   40.3081     13.428    8.6665    16.523   
  3446  23     11.01546   7       7       3.27063    3.27063    -104.3554   118.3619   -38.7014    7.5598    6.8223    3.9943   
  3447  32     15.62555   16      21      45.58413   53.94884   117.9002    379.5969   -188.8426   8.0683    7.2547    10.3894  
  3448  15     7.25589    5       6       0.9324     1.03539    60.9137     78.5167    3.555       1.4002    3.473     5.7351   
  3449  25     12.30937   12      17      9.80301    16.12188   -24.3132    179.8917   96.4826     11.5536   2.8684    1.1826   
  3450  25     12.23255   10      13      9.33174    12.12888   -65.0974    199.7528   87.5478     3.3114    7.1832    8.2749   
  3451  18     8.59935    7       14      5.13913    7.895      39.9937     67.0771    -15.7934    4.9402    6.6567    0.4683   
  3452  27     13.33587   13      19      16.28151   25.60914   131.5119    208.4705   -136.3297   5.2778    10.5001   4.706    
  3453  30     14.6178    13      17      14.24263   18.5918    -117.6648   236.2064   -52.2937    2.3619    9.8577    9.6393   
  3454  15     7.02404    5       5       4.47594    4.47594    -70.858     201.0387   -123.1711   6.6876    1.1426    1.0602   
  3455  40     19.72749   21      28      25.86777   31.19214   -93.206     201.6339   -98.4475    9.7613    15.9617   1.4842   
  3456  19     9.03151    3       3       0.75075    0.75075    -63.9874    71.8753    -27.3461    8.6403    1.877     0.4962   
  3457  45     22.33218   17      18      19.74673   21.96738   220.2563    182.6344   -32.4741    4.1066    14.6745   14.8298  
  3458  12     5.53762    3       4       3.68441    5.09396    15.6745     229.3641   -70.8233    4.9212    1.2495    2.0781   
  3459  16     7.78734    5       6       4.60478    6.06427    -94.5153    259.7413   41.5535     5.5852    2.6285    4.2001   
  3460  29     14.12332   17      21      24.91519   31.10139   -146.18     267.911    -138.6542   10.2451   4.5386    8.1849   
  3461  8      3.5266     3       4       0.34161    0.39303    8.2695      58.4623    29.1313     2.7885    0.8705    1.8721   
  3462  18     8.51584    4       6       0.70928    1.81451    -99.1504    73.0894    -30.1287    1.0454    7.811     2.7808   
  3463  30     14.83812   9       10      2.83833    2.89681    26.6647     74.0821    -41.0662    11.7469   2.7827    5.2196   
  3464  23     11.03469   10      11      7.08972    9.85768    -16.0119    173.9266   74.8202     10.7676   0.595     1.2607   
  3465  49     24.13617   21      29      33.60506   46.94958   52.2727     244.1957   -150.7441   18.9668   2.413     12.0644  
  3466  42     20.64638   41      65      37.05444   46.95341   86.7919     68.9311    28.4082     2.3913    5.5616    18.309   
  3467  25     12.05562   6       6       7.52336    7.52336    -162.3439   327.1983   -3.1283     3.497     10.0054   5.5538   
  3468  23     11.04514   7       7       0.80835    0.80835    -62.9326    81.7536    -20.6764    9.0385    5.4005    1.9595   
  3469  34     16.54204   12      16      11.53927   13.81828   56.3848     228.2341   4.2063      10.1396   2.0554    12.1507  
  3470  38     18.7673    17      19      30.6327    33.53109   -3.3641     360.7459   -172.6125   14.3687   3.3381    8.1275   
  3471  18     8.65254    45      68      19.76074   30.85434   -37.1284    76.3247    -13.4341    8.0935    2.0924    1.1878   
  3472  19     9.17774    9       15      6.63604    9.11924    69.3829     164.4259   -74.0929    5.1821    4.1742    5.6601   
  3473  18     8.57646    12      15      4.73757    5.23207    38.3219     39.2084    -25.7913    1.0175    5.0362    6.2412   
  3474  13     6.00474    4       6       3.63639    4.88525    53.3012     187.5706   -10.9915    3.4921    3.6373    3.2381   
  3475  6      2.50959    5       6       5.55463    5.80178    50.1051     185.7505   -12.9004    1.9824    0.7324    1.3196   
  3476  37     18.18387   8       13      9.11884    15.63857   -85.7111    167.2448   -14.7844    4.9833    14.4946   7.4857   
  3477  17     8.07162    5       9       2.61973    5.41185    86.3369     118.0433   55.9374     1.8987    5.818     4.6451   
  3478  32     15.65245   11      13      19.12231   23.75192   -174.2568   307.343    -40.2947    0.6349    5.6998    14.3339  
  3479  25     12.29438   21      23      12.48747   13.82913   -107.3843   75.6591    20.8564     0.918     9.5109    7.3351   
  3480  12     5.51875    13      15      12.42526   14.08136   10.5822     229.9109   -5.2625     3.3068    4.222     0.9358   
  3481  5      2.11996    3       3       2.75125    2.75125    99.634      290.2272   56.9696     1.6806    0.9153    0.7305   
  3482  20     9.55353    8       13      3.36206    5.07756    32.2768     36.0206    -20.5181    4.5799    1.186     8.0837   
  3483  50     24.61774   15      17      10.63619   13.29563   -57.997     197.16     -131.9295   18.2211   2.2078    14.7647  
  3484  9      4.04666    4       6       2.25897    4.38319    66.3205     163.9507   23.5585     1.2869    2.0085    3.1452   
  3485  19     9.19082    41      46      18.51538   19.01261   45.528      66.3702    14.7952     1.5337    2.9222    8.309    
  3486  11     5.04299    5       5       9.61755    9.61755    -278.1187   333.5371   -69.5774    1.8016    1.2254    4.5006   
  3487  12     5.73211    8       11      8.93924    12.13113   -141.5015   186.8563   8.7399      1.3148    5.047     1.4298   
  3488  12     5.53305    3       6       1.31907    3.08048    40.0331     117.2102   16.1377     4.3889    2.8419    1.4597   
  3489  13     6.06187    10      20      6.29336    12.86773   23.1044     156.5134   69.6053     5.5302    1.5997    1.6645   
  3490  24     11.87126   17      22      16.74551   20.98801   -189.7301   134.5247   -99.6447    8.113     8.1965    1.7255   
  3491  30     14.62468   11      11      20.64576   20.64576   -200.4965   331.8708   -20.6889    10.4147   7.6219    5.9916   
  3492  34     16.66311   13      16      10.03324   12.14913   36.3042     192.6326   -31.6082    6.6207    8.3331    12.1671  
  3493  18     8.59825    7       8       6.05388    7.83938    -120.3404   178.1228   29.8019     4.997     2.7798    6.0908   
  3494  17     8.3702     6       10      7.78818    10.37953   62.2027     174.4522   -113.3216   2.3173    6.6611    3.0046   
  3495  29     14.24234   10      12      10.06919   11.33941   149.8197    119.741    -78.0293    10.0871   4.7825    7.1193   
  3496  20     9.54683    11      16      13.97805   19.97539   8.8316      232.702    -1.9908     6.7905    3.9245    5.1688   
  3497  34     16.76185   9       14      11.52303   20.35922   168.4676    268.4893   8.6577      8.2776    13.516    2.081    
  3498  27     13.04054   6       9       5.5256     7.71458    -70.1267    157.3857   -52.966     9.3556    7.4356    3.991    
  3499  17     8.28068    9       10      9.50271    10.27177   -169.0476   115.4968   -29.9568    4.8422    1.1557    6.0767   
  3500  22     10.63041   6       7       4.2048     4.84424    76.3216     166.4439   -70.3658    8.7785    1.8197    4.9614   
  3501  25     12.13934   43      76      6.57811    11.07929   -24.4892    39.4402    -2.3816     9.5879    6.768     2.3826   
  3502  8      3.74924    3       4       0.72634    1.06397    106.7342    112.1085   -33.2721    1.8756    0.6402    2.9541   
  3503  12     5.63107    6       8       9.63236    11.65059   -232.8393   152.3065   31.0699     1.8971    0.681     5.0165   
  3504  18     8.58107    24      41      14.74422   26.14753   37.0774     131.0956   -0.132      5.173     4.5548    4.8732   
  3505  20     9.52514    7       10      7.18435    13.38131   156.1886    192.6973   -111.8204   4.3872    2.1975    7.9405   
  3506  27     13.02626   10      10      9.82401    9.82401    201.6146    107.6937   2.9556      6.4073    10.7371   2.0976   
  3507  22     10.65324   9       13      6.94047    11.12407   13.5608     186.7154   8.5294      7.2188    3.5663    5.84     
  3508  14     6.51482    4       6       1.16705    1.37912    -72.6722    68.8489    34.6923     2.1283    5.0323    3.4189   
  3509  20     9.53529    7       9       10.37017   14.46419   160.8429    183.8125   -100.2814   2.1415    4.3912    7.7985   
  3510  18     8.55941    8       10      3.6147     6.04487    -148.1446   100.2208   15.902      5.6427    0.4381    6.2351   
  3511  24     11.57385   7       11      3.50427    4.26637    24.8008     125.291    7.1199      8.5518    0.746     7.3968   
  3512  19     9.21635    6       8       1.91714    2.40953    -1.2181     40.7374    -20.6504    3.8195    1.3795    8.0308   
  3513  28     13.72301   11      12      14.96968   15.54942   86.0931     248.0437   57.3945     8.149     1.9679    9.9169   
  3514  28     13.6372    6       6       3.35069    3.35069    87.4921     135.7613   87.7862     3.3024    12.8701   0.6479   
  3515  47     23.36244   26      30      49.27352   55.57893   -251.1407   192.9756   -124.1294   6.8902    14.4215   13.9487  
  3516  18     8.73618    5       11      3.88837    13.51001   -141.108    108.0271   -7.6616     1.3784    7.6227    3.0033   
  3517  25     12.01322   7       12      5.16066    8.3746     13.2163     127.1802   -61.5242    2.4905    9.562     6.6706   
  3518  32     15.70731   10      10      11.64006   11.64006   137.3512    138.3995   6.3328      9.0217    1.6388    12.0458  
  3519  21     10.09199   9       10      10.53736   11.47535   44.9942     169.7624   78.602      5.9132    3.947     6.8739   
  3520  17     8.06596    18      30      17.68656   28.85199   -88.122     122.5924   -57.0946    1.597     3.3597    6.9283   
  3521  7      3.16743    3       4       0.40112    1.40814    -81.0436    58.3065    -1.5474     1.6883    1.8615    1.8466   
  3522  23     11.13834   15      37      6.11526    18.50565   63.9117     47.7479    7.2164      2.2152    8.5504    4.6084   
  3523  19     9.24172    5       8       3.26006    5.23961    135.5401    91.1862    46.8215     3.3593    8.1184    0.2779   
  3524  15     7.25199    5       5       2.66916    2.66916    97.7484     104.366    -70.1466    2.7139    1.9312    6.2747   
  3525  28     13.57767   11      12      10.08493   10.94133   -31.9521    145.1438   -52.5478    6.9329    5.9092    9.6788   
  3526  17     8.16181    7       8       5.45845    6.04184    80.7642     133.9001   -15.2327    2.7461    2.2417    6.8662   
  3527  25     12.22298   16      21      9.68518    12.7626    97.0574     109.7499   76.2553     7.7776    2.6861    8.7071   
  3528  26     12.67835   14      14      25.27715   25.27715   -186.6303   230.2871   36.5518     1.0594    12.3649   0.6878   
  3529  38     18.53752   17      21      31.19329   36.12997   -222.0726   229.4137   44.904      3.7468    9.9306    14.4416  
  3530  44     21.83376   23      26      57.06091   66.31435   296.2633    252.039    -131.767    5.2288    11.868    13.136   
  3531  42     20.6329    13      14      6.30159    7.54622    -28.0342    134.0928   0.1314      18.851    6.464     1.8092   
  3532  12     5.52074    6       10      6.12       12.89559   150.0488    130.3974   66.979      5.1745    0.4147    1.8054   
  3533  12     5.60208    5       8       1.63896    2.41386    -61.4656    80.1514    -2.7852     1.7665    2.7078    4.4623   
  3534  34     16.57296   14      23      17.23484   25.55708   -91.3634    160.4472   3.9862      9.547     12.5092   4.2941   
