id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
148139, 62.7043, -3.7432,  0.3850,  1.4262,  3.1512,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 62.3877, -3.9310,  0.1645,  1.6861,  3.1512,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 62.8921, -5.1998,  0.0425,  1.9232,  3.1512,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 63.2706, -4.3882,  0.6466,  1.3647,  3.1512,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 62.3974, -4.0652,  0.2256,  1.9598,  3.1512,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 62.3295, -3.2021,  0.0446,  1.3414,  3.1512,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 63.0164, -5.1512,  0.0058,  1.9381,  3.1512,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
161352, 54.7275,-26.6907,  0.2249,  1.0904,  4.7923,2463917310.0000, 54.5955,  0.0108, 47.2484, 78.2590
174508, 71.8288,-57.2904,  0.5145,  1.1373, 11.8050,5855156700.0000, 28.9666,  0.0176, 22.8306, 93.5284
175125, 72.2585,-56.8615,  0.2500,  1.1552, 11.8050,4134272260.0000, 30.6215,  0.0148, 23.0823, 94.4346
188454, 64.1392,-18.4993,  1.0429,  0.0731,  1.9458,2964344320.0000, 63.0430,  0.0160, 55.5792, 89.1666
210543, 75.5900,  3.9515,  0.4645,  1.9444,  0.9269,1459284860.0000, 63.5186,  0.0161, 79.6179, 96.7363
212420, 75.0076,  3.6488,  0.1913,  1.9186,  0.9269,1457008000.0000, 63.8478,  0.0172, 79.1833, 96.3024
242403, 35.3241,-20.0613,  0.6356,  0.8020,  1.8981,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
248932, 19.2893, 10.4968,  0.5485,  3.1596,  3.7212,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
630781,-16.5249, -0.4505,  0.5100,  0.5971,  3.1602,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 28.2720, 20.5573,  0.4585,  2.3159,  5.6064,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
655366, 56.9918,-66.0483,  0.4967,  1.9054,  1.8231,1780492030.0000, 70.2187,  0.0158,  5.9580, 93.5298
655555, 58.6862,-65.9575,  0.9083,  0.0385,  1.8231,2774905090.0000, 69.3366,  0.0131,  6.4215, 94.9733
656028, 57.0505,-65.3132,  0.0082,  1.0515,  8.1454,1092067840.0000, 70.4603,  0.0132,  6.6666, 93.5251
973239, 10.3191, 18.0724,  1.8090,  0.5127,  2.4092,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
983785, 37.3847,-59.6093,  0.0948,  1.4056,  1.8813,1039448700.0000, 76.9730,  0.0124,  8.5831, 74.2066
1006130, 37.8908, 10.6688,  0.6044,  4.1313,  3.9395,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1029650, 80.7426, 18.0361,  1.4331,  6.4113,  7.9502,3794312960.0000, 52.6491,  0.0171, 96.0205, 95.6970
