id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,-25.1563, 17.4968,  1.5206,  0.1854,  1.2719,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,-25.6065, 17.3931,  1.3571,  0.5725,  1.9913,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,-27.4297, 16.0878,  0.1776,  1.0453,  1.9913,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,-27.8639, 16.4902,  0.0192,  0.4395,  1.9913,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,-29.8266, 17.4246,  1.0220,  1.7677,  3.0073,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,-33.7520, 17.0932,  1.1694,  1.5176,  8.2672,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,-29.1687, 16.5674,  0.5861,  2.5235,  3.0073,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,-28.2533, 14.5333,  0.1912,  0.7024,  3.0073,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,-29.3478, 16.0258,  0.0399,  2.3711,  3.0073,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,-24.5645, 13.8637,  1.5319,  1.0624,  1.4116,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,-25.3459, 17.5534,  1.6416,  0.0114,  1.4116,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,-24.3359, 13.7728,  1.7453,  1.0624,  1.4116,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,-27.5097, 15.6960,  0.1999,  0.9535,  1.9913,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,-29.6152, 16.1367,  0.0642,  2.8694,  3.0073,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
161352, 11.8347,-21.1798,  1.3505,  0.6167,  2.8905,2463917310.0000, 54.5955,  0.0108, 47.2484, 78.2590
224092,-29.2740, 18.3595,  2.0044,  0.0000,  1.9913,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
242403, 48.6621,-20.6146,  0.1070,  0.4094,  1.2459,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
248932, 56.9134, 10.1793,  0.0062,  0.8963,  4.7107,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809, 33.2266,-35.2611,  0.1274,  1.9685,  2.5739,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
645637, 15.2502, 28.5905,  0.0063,  0.2781,  1.8020,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239, 15.4917, 27.6085,  0.0193,  1.1922,  1.8020,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
983785, 34.2510,-57.9970,  0.0426,  0.1417,  7.4107,1039448700.0000, 76.9730,  0.0124,  8.5831, 74.2066
1001280,-39.0627, -6.0229,  0.0386,  0.8264,  3.1469,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 22.4566, 16.1060,  0.1180,  0.3020,  4.8892,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827,-25.9523, 16.6502,  0.6131,  0.6311,  1.9913,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1033242, 18.8860,-59.7505,  0.4834,  0.5275,  9.5110,1677041150.0000, 61.5549,  0.0175,  4.2933, 63.2808
