2,-6.734000
2,26.204700
2,30.777500
2,-2.024800
2,10.712000
2,11.261300
2,-14.977600
2,16.903400
2,18.199300
2,-51.564900
2,42.387000
2,-49.714600
2,17.912400
2,-12.868000
2,-11.274800
2,16.076600
2,16.009200
2,9.774600
2,-37.557400
2,33.850500
2,21.577900
2,38.250700
2,-16.260700
2,39.280600
2,-27.187300
2,44.467900
2,17.846000
2,4.700900
2,31.039600
2,22.447800
2,-43.477100
2,-45.660800
2,-16.491900
2,60.086400
2,-63.685200
2,10.188700
2,24.609700
2,51.963000
2,43.014700
2,-28.314300
2,-35.905200
2,-71.935400
2,17.097100
2,53.818600
2,37.027400
2,-30.486600
2,-54.913600
2,-10.863000
2,35.929800
2,20.214000
2,-32.636700
2,-19.613900
2,17.131000
2,-54.271200
2,18.268700
2,-43.002700
2,-61.874400
2,-51.759100
2,33.011200
2,8.373700
2,11.884400
2,4.179700
2,-54.102500
2,-16.804600
2,-38.741800
2,17.253200
2,-34.606000
2,-2.574200
2,32.897000
2,59.945600
2,34.668900
2,5.314000
2,12.901700
2,1.052300
2,1.120900
2,15.142800
2,46.172500
2,-30.423700
2,-3.875800
2,-37.499000
2,-24.915200
2,25.566700
2,-42.245200
2,48.012400
2,-46.584900
2,42.672200
2,11.169700
2,2.535000
2,27.966700
2,13.384800
2,2.344600
2,-19.668600
2,-43.426200
2,35.213800
2,35.986600
2,-26.695300
2,-11.205300
2,-43.117600
2,-68.182200
2,-57.004100
2,21.638800
2,22.108000
2,5.457500
2,-22.010500
2,-3.912000
2,-42.820100
2,-38.627900
2,-53.394000
2,-20.075100
2,-24.901700
2,-30.598400
2,-67.371700
2,-7.999600
2,14.502900
2,8.763200
2,-20.363100
2,35.064400
2,-21.126800
2,-41.628500
2,12.048500
2,-7.273200
2,19.441800
2,-19.567000
2,-17.411500
2,-17.022300
2,-24.204700
2,-69.065300
2,-1.328700
2,22.824500
2,-39.723900
2,36.270700
2,28.555500
2,-0.315100
2,31.829700
2,-31.519300
2,21.250500
2,39.645500
2,13.781900
2,7.339500
2,21.128900
2,-55.370900
2,-47.686300
2,0.071400
2,-74.384300
2,32.321700
2,24.004200
2,-48.124000
2,-45.758600
2,-48.134000
2,10.309600
1,-52.610000
1,-22.818000
1,-48.814800
1,-37.728200
1,-41.917800
1,11.424800
1,13.535900
1,25.750800
1,35.527200
1,50.781400
1,42.333400
1,14.155100
1,31.056600
1,-71.004100
1,9.502150
1,20.737300
1,-54.931700
1,-43.069600
1,-33.796100
1,-50.604000
1,0.715150
1,6.754200
1,-2.176500
1,3.081550
1,18.116500
1,-45.903500
1,1.204000
1,-21.750600
1,-25.535600
1,-35.637100
1,-17.253300
1,-43.330300
1,-71.533400
1,-43.852100
1,-39.017300
1,-2.016200
1,-32.863800
1,-12.427100
1,-3.451700
1,1.353500
1,12.764900
1,14.336200
1,11.676100
1,20.231100
1,36.363300
1,30.276400
1,47.854600
1,46.228700
1,54.281000
1,30.258500
1,21.112500
1,-0.676650
1,35.107800
1,32.225800
1,15.834500
1,-7.458600
1,10.757300
1,-23.281900
1,5.568350
1,-50.807800
1,-22.281800
1,-15.643900
1,-28.442600
1,-39.729900
1,-34.689300
1,-53.383200
1,-66.179200
1,-44.117900
1,-34.210200
1,-14.874800
1,-2.519400
1,16.567400
1,13.691500
1,35.243700
1,38.669100
1,47.339500
1,2.090850
1,17.513100
1,15.363900
1,54.914200
1,-53.100400
1,-59.755700
1,-65.283800
1,-45.160700
1,-43.444000
1,-40.788100
1,-42.186000
1,-37.331000
1,-15.920500
1,-20.054300
1,-5.154150
1,-9.772450
1,-13.990100
1,-10.632900
1,-10.206600
1,-9.711500
1,-4.948250
1,-30.014400
1,-39.325800
1,-44.419900
1,-47.691700
1,-73.465300
1,-49.807100
1,-59.703800
1,-49.074300
1,-51.554900
1,-44.246100
1,-36.777200
1,-15.778300
1,-18.710600
1,-11.148200
1,-12.582600
1,-4.081600
1,-22.286000
1,-29.926800
1,-20.776000
1,-27.370800
1,-15.910300
1,-14.925100
1,17.744800
1,14.104000
1,13.761300
1,3.391850
1,5.046550
1,8.472300
1,5.129850
1,9.421650
1,14.034400
1,11.044400
1,21.810100
1,26.111100
1,22.701100
1,28.045300
1,35.757700
1,37.532100
1,47.705700
1,28.060600
1,22.001800
1,32.952600
1,36.521500
1,38.467900
1,42.526900
1,41.857700
1,26.194000
1,21.685300
1,21.110700
1,17.006600
1,7.703150
1,6.888100
1,16.579100
1,17.600300
1,16.359700
1,16.761900
1,20.485300
1,18.451900
1,28.503700
1,27.291400
1,34.657900
1,35.065000
0,2.805900
0,-4.817670
0,19.295700
0,-17.947100
0,-43.608300
0,-0.528867
0,-20.904200
0,-30.487400
0,23.654700
0,23.814400
1,15.082900
1,60.693500
0,-73.245700
0,61.384300
