id,xslice,yslice,SM,x,Metal,y,z
628809, 24.9961,-42.9541,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
1731981,-24.3897,-50.6708,1225141380.0000, 34.3473,  0.0137, 16.2824, 58.4122
2060344, 25.5723,-46.8633,2731931390.0000, 76.7027,  0.0158, 18.2386, 31.5498
2081386,-58.5542,-53.2756,4217854720.0000, 18.6731,  0.0193, 18.1781, 95.4305
2363904,-14.3255, -4.5037,29498712100.0000, 40.0390,  0.0231, 61.3853, 45.5003
2366209,-14.3452, -4.2229,1277972740.0000, 39.9535,  0.0139, 61.6501, 45.3925
2509140,-20.5198, 19.3719,2378763520.0000, 34.0602,  0.0115, 85.3133, 45.9246
2547067, 40.7437,-40.2964,1637280260.0000, 89.3944,  0.0117, 24.2019, 22.7353
2615976,-31.5348,-25.1177,1289025540.0000, 18.8374,  0.0136, 39.7996, 46.9676
2793340,  6.2389,-45.1212,2547052030.0000, 51.6013,  0.0168, 18.5768, 29.4701
2815618, -8.6033, 34.1549,1170510980.0000, 44.2014,  0.0147, 99.6642, 38.4979
2831186, 23.7482,-43.6260,2670461440.0000, 55.3044,  0.0150, 16.7116,  4.4093
2831639, 23.6216,-43.6002,8164679200.0000, 55.1225,  0.0175, 16.7240,  4.3700
2878105, 19.4231, 16.2653,2869430270.0000, 79.4433,  0.0164, 83.5308, 41.0940
2951458,-68.5218,-51.0146,5337376800.0000,  2.8697,  0.0149, 19.0187, 90.2361
2972348, 42.8319, 33.1028,7945332700.0000, 94.7998,  0.0158, 98.4085, 21.0437
3044901, 10.7404,-39.7647,1096246140.0000, 70.6254,  0.0106, 27.4679, 48.0043
3090357,-65.2735,-10.0510,1478913540.0000, 12.1832,  0.0133, 61.4585, 94.5433
3097976, 24.6326,-42.7281,2900067330.0000, 83.6489,  0.0141, 24.2931, 42.5955
3107726,-62.9000,-46.1770,1407919490.0000,  4.6433,  0.0114, 22.9196, 82.6729
3110298, 45.6449,-35.8789,1122361860.0000, 86.4003,  0.0123, 26.6977,  9.7543
3220540,-57.8907,-52.7627,1273765120.0000, 16.9834,  0.0077, 18.1182, 91.8772
3308325,-70.1263,-60.2603,1198819200.0000,  2.4314,  0.0154, 10.0568, 93.0990
3648926, 51.3722,-33.8811,1417377020.0000, 99.2799,  0.0165, 30.4363, 17.8151
3669670,-32.2565,-22.4542,1853304450.0000, 17.8942,  0.0139, 42.4092, 46.6803
