id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,-38.5988, 15.0988,  0.0049,  0.6992,  1.8080,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,-38.4456, 14.9381,  0.0082,  0.7959,  1.8080,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,-39.9118, 13.6992,  1.5044,  3.0070,  0.8936,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,-39.1992, 13.9681,  1.2199,  0.8153,  1.8080,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,-42.2459, 15.2066,  0.9711,  1.5300,  1.3461,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,-46.4907, 15.1965,  0.2245,  0.2243,  4.1638,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,-42.7190, 14.4613,  0.1643,  1.5034,  1.3461,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,-39.3092, 11.9827,  0.0560,  3.6881,  0.8936,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,-43.2483, 13.9793,  0.3663,  1.3639,  1.3461,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,-37.7597, 11.3595,  0.9352,  1.9525,  0.8936,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,-37.1968, 14.9370,  0.7272,  2.3518,  1.8080,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,-37.4579, 11.2411,  1.2088,  1.9525,  0.8936,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,-39.8515, 13.2896,  1.0916,  3.0070,  0.8936,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,-41.9387, 13.8797,  0.4772,  0.6524,  1.3461,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
224092,-25.9208, 13.8080,  0.7786,  5.3672,  6.4993,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
630781, 46.6380, -5.2748,  0.4292,  1.5156,  1.2124,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637,  0.6035, 23.6005,  2.0352,  3.8997,  0.9310,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239, 11.3170, 21.0656,  0.3649,  0.1526,  1.8194,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280,-49.2258, -8.1002,  0.5724,  0.1613,  3.2068,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1019827,-44.7493, 15.0832,  0.1851,  2.7126,  1.8188,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1033242, -4.4193,-64.4214,  0.5661,  0.0000,  2.5650,1677041150.0000, 61.5549,  0.0175,  4.2933, 63.2808
1033761, -4.0175,-63.8702,  0.0516,  0.2968,  2.5650,1671398780.0000, 61.9737,  0.0127,  4.8487, 63.1341
1042132,-44.7535,-15.2733,  0.4914,  1.9238,  2.8670,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,-44.5558,-15.2636,  0.2969,  1.8871,  2.8670,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 16.7209, 10.4646,  0.0457,  4.2644,  2.9092,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 16.6134,  9.8471,  0.5614,  1.5941,  2.9092,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 16.6616, 10.2740,  0.1523,  4.2901,  2.9092,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805,-22.2691, 10.9426,  0.2301,  0.0649,  1.2520,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183,-43.7873, -8.0596,  0.0381,  4.5593,  1.6709,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576,-43.8647, -6.3135,  0.8897,  0.8304,  2.9224,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1367583, 59.2810,-16.8631,  0.0356,  1.0685,  6.1089,1607715580.0000, 97.2258,  0.0149, 45.0294,  0.0001
1398177, -2.2129,-54.4968,  0.1933,  0.0000,  5.7038,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
1399316,-29.1943, 12.1392,  0.1815,  1.1381,  2.4323,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1412359,-36.5927,-31.5518,  0.0108,  3.8969,  1.6284,1305171460.0000, 16.3585,  0.0148, 33.9932, 52.6941
1414578,  4.7026,  4.7841,  0.3636,  5.3533,  9.9680,2084719490.0000, 36.3945,  0.0133, 65.1547,  6.9100
