id,SM,VelDisp,SFR,GM,Tot_Mass,SM_sh,Metal,SF_Metal,NSF_Metal,SF_O,SF_Fe,SF_N,SF_C,SF_H,NSF_O,NSF_H,Stars_O,Stars_N,Stars_C,Stars_Fe,Stars_H,x,y,z,SubGrpNum,Vel,Mass_sh,grpid,u,g,r,i,zmag,Y,J,H,K,M_dot,ellip,Kappacorot,ENV,d_long,d_per,d_tot,xslice,yslice
2,73399960000.0,143.42834,0.0,0.0,194394128000.0,73412665000.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010770552,0.0009124048,0.0030714818,0.0008335312,0.7045618,11.0045,81.2357,54.7311,19,1112.261772246084,195955081000.0,27000000000004,-18.90722,-20.58092,-21.373377,-21.715055,-22.04008,-22.27546,-22.373243,-22.587181,-22.31224,1.395763e-05,0.6911443034558877,0.7215131386113822,groups,,,,-44.2403,15.1324
13632,72288838000.0,135.42879,0.0,0.0,207612297000.0,72376558000.0,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011140643,0.000938383,0.003243743,0.0009247146,0.7022491,17.9992,79.9481,53.406,8,1492.4680901111421,209392550000.0,27000000000001,-18.893574,-20.596214,-21.397463,-21.740038,-22.071346,-22.318512,-22.422363,-22.639835,-22.368948,3.047167e-07,0.694900685793425,0.5640180656728212,groups,,,,-37.7054,13.733
23302,45890937000.0,120.106865,0.0,0.0,156734407000.0,46032544000.0,0.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014745912,0.0018125899,0.005113817,0.0014400396,0.67728204,11.1793,80.5905,54.7433,24,845.4032321915975,176722215000.0,27000000000004,-18.45584,-20.204325,-21.027872,-21.377316,-21.723907,-22.008345,-22.136868,-22.363794,-22.116796,3.5067231e-09,0.7511655065110309,0.49904230955020845,groups,,,,-44.0757,14.4847
24478,25318631400.0,85.41016,0.0,0.0,119573864000.0,25326096400.0,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00732704,0.0005297423,0.0026060806,0.0007528764,0.7185696,17.9053,79.8287,53.3584,32,541.8015088572566,120587805000.0,27000000000001,-18.011415,-19.609924,-20.364689,-20.695051,-20.99422,-21.188225,-21.264757,-21.464941,-21.173935,1.3833667e-08,0.5691066206194852,0.6284541895838563,groups,,,,-37.7495,13.6257
26264,36624663000.0,114.954056,0.0,0.0,100127212000.0,36627849000.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014658106,0.001813324,0.0048654918,0.0013333722,0.6787285,18.2082,79.9072,53.8781,30,1274.484895948163,100570669000.0,27000000000001,-17.882116,-19.654703,-20.494904,-20.852001,-21.205654,-21.490925,-21.617289,-21.844654,-21.59427,1.2024394e-07,0.7304773183967042,0.6290952302884039,groups,,,,-37.8041,13.6171
27474,27707922400.0,93.59083,0.0,0.0,118434169000.0,27746691100.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008439818,0.000630898,0.0025883773,0.00057706167,0.7148853,11.2666,80.9562,55.1027,37,297.0462926885303,121221784000.0,27000000000004,-17.88634,-19.532106,-20.310762,-20.651312,-20.966654,-21.177755,-21.260424,-21.469604,-21.185755,2.7744674e-08,0.5481111601903461,0.7981582999274304,groups,,,,-44.2272,14.7924
28851,30818492400.0,105.964584,0.0,0.0,97927610000.0,30823675900.0,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013540718,0.0014914309,0.004643405,0.0012724312,0.685452,17.8327,79.9597,53.2424,37,987.7114330612965,98945122000.0,27000000000001,-17.999907,-19.717684,-20.529078,-20.877296,-21.216864,-21.483212,-21.602186,-21.825844,-21.572077,6.4323875e-09,0.719079533484354,0.5013091418943223,groups,,,,-37.748,13.7747
29818,24412020700.0,82.933014,0.11599374,560910140.0,121419252000.0,25598025700.0,0.0247,0.081173934,0.08617193,0.029138064,0.010234782,0.0048732855,0.012517369,0.5716993,0.031387087,0.55786234,0.010859672,0.0011443314,0.004045482,0.0013453955,0.69757617,12.1092,80.6521,54.8788,34,500.22026398377744,178652856000.0,27000000000004,-18.382158,-19.91179,-20.644505,-20.960505,-21.267893,-21.511696,-21.617805,-21.825817,-21.567638,3.0489728e-06,0.4119537751523348,0.6602735743287398,groups,,,,-43.3964,14.4854
30903,20266199000.0,92.59819,0.0,0.0,201786556000.0,21133815800.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006108057,0.00038852813,0.0019196125,0.00061590335,0.7260962,18.6819,79.6798,52.4178,20,717.4503031569503,304661725000.0,27000000000001,-17.95146,-19.484425,-20.209341,-20.532597,-20.81192,-20.977583,-21.041628,-21.230227,-20.934408,1.5462684e-08,0.4666604005798469,0.6572753732548569,groups,,,,-36.5677,13.5754
32367,19582564400.0,79.88064,0.26743457,565139840.0,111736807000.0,20385673200.0,0.0225,0.08730152,0.052324846,0.032733932,0.009199661,0.00545633,0.013401134,0.55679953,0.01745457,0.6423606,0.010007352,0.00096268096,0.0036811451,0.0012032558,0.7030028,18.7949,80.1328,52.6206,34,601.8182605654301,167118373000.0,27000000000001,-18.55389,-19.911715,-20.56395,-20.857983,-21.149288,-21.37554,-21.471954,-21.673256,-21.41423,6.201081e-08,0.4930519258536118,0.5356579809092032,groups,,,,-36.612,13.9901
33116,13551981600.0,78.17943,0.0,0.0,111239266000.0,13611606000.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009438136,0.00089751306,0.0035661089,0.0012201158,0.7056441,18.0641,80.0804,52.9228,50,1065.1915320729884,128271868000.0,27000000000001,-17.560324,-19.146109,-19.874939,-20.193068,-20.491592,-20.712511,-20.806223,-21.010014,-20.741747,2.6682833e-12,0.5501053578346641,0.44863476391267576,groups,,,,-37.3806,13.9285
33641,13899153400.0,74.669914,0.0,0.0,116453351000.0,13998310400.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009797125,0.00093405583,0.0036973045,0.0011979252,0.70406073,12.3551,80.1535,55.2319,40,190.44721217439755,146530746000.0,27000000000004,-17.304909,-18.927345,-19.699883,-20.036684,-20.348236,-20.57213,-20.667805,-20.876116,-20.6048,4.8886077e-12,0.5077194235978415,0.5634185114081879,groups,,,,-43.3762,13.9318
34157,31275702300.0,97.102745,0.0,0.0,81418478000.0,31275702300.0,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011133879,0.001047747,0.003884547,0.0011682451,0.69871867,17.9873,79.8345,53.6222,38,1056.2688459857177,81459790000.0,27000000000001,-17.947031,-19.645857,-20.449457,-20.795414,-21.126877,-21.37382,-21.478662,-21.696783,-21.429468,1.8386798e-08,0.6658926782183163,0.610083531964608,groups,,,,-37.8343,13.5909
35658,23483746300.0,85.03915,0.0,0.0,115334603000.0,24215908400.0,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010075142,0.00094600767,0.0036599243,0.0011494776,0.7033359,17.2249,79.5709,52.4698,35,437.31580050919723,137546121000.0,27000000000001,-17.921192,-19.572487,-20.349825,-20.68542,-21.001545,-21.233044,-21.332476,-21.54296,-21.272873,8.6221335e-13,0.6703702355035686,0.41513491039823003,groups,,,,-37.7835,13.5252
36469,11182698500.0,70.46856,0.0,0.0,110304854000.0,11332687900.0,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009498725,0.00088441005,0.0035640127,0.0010787576,0.7057037,16.0697,78.5676,53.1401,48,1006.6072657695254,145656971000.0,27000000000001,-17.187803,-18.804523,-19.568544,-19.899973,-20.206915,-20.426046,-20.519947,-20.725555,-20.450222,7.440443e-13,0.29289056153006987,0.7875942977220831,groups,,,,-39.0681,12.4904
37177,22967476200.0,87.33332,0.0,0.0,100537541000.0,22971785200.0,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01037923,0.0009967098,0.0038097166,0.00118591,0.70131755,18.3309,80.4873,53.2191,43,715.3332265455031,101279834000.0,27000000000001,-17.778784,-19.44359,-20.23058,-20.570898,-20.892925,-21.1288,-21.2295,-21.443514,-21.174274,8.475135e-11,0.6243922904013368,0.48028791150086625,groups,,,,-37.3509,14.2776
38548,8757638100.0,69.97633,0.12788917,260886368.0,93123052000.0,8815414300.0,0.0206,0.07764662,0.06369973,0.028017066,0.009512422,0.004793934,0.011822233,0.57705504,0.02261572,0.60864514,0.009084545,0.00086514925,0.0034846026,0.0011949802,0.70702785,11.796,81.11,53.2544,47,720.9164956844863,143802319000.0,27000000000004,-17.342196,-18.702896,-19.400799,-19.717817,-20.02389,-20.247568,-20.341675,-20.545988,-20.27869,3.0141669e-06,0.5154640213720831,0.49767676795744964,groups,,,,-42.7393,15.1794
38952,18503469100.0,84.234856,0.0,0.0,60415156000.0,18503469100.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077280267,0.00051455834,0.0024817758,0.0006090023,0.71866196,18.174,79.9376,53.5587,54,908.0525177543423,60486636000.0,27000000000001,-17.571915,-19.195171,-19.960503,-20.29527,-20.60148,-20.800898,-20.87838,-21.08244,-20.792393,3.7207606e-08,0.22041216460291813,0.8179607194091582,groups,,,,-37.6498,13.6934
40905,12835824600.0,64.85438,0.0,0.0,84676116000.0,13129324500.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085074175,0.0007139118,0.0031375492,0.00097390905,0.7117603,10.1884,81.2395,56.0643,51,470.5299372781715,105266225000.0,27000000000004,-17.514826,-19.104641,-19.848288,-20.171204,-20.467205,-20.670511,-20.756208,-20.955694,-20.674397,1.9902628e-12,0.4961858544746177,0.6120790401833467,groups,,,,-45.6735,14.986
41635,8436896800.0,63.137074,0.07042402,254081680.0,91913257000.0,8526979600.0,0.0197,0.07293081,0.061597347,0.025539866,0.00993187,0.0041772826,0.011690336,0.5907567,0.020441609,0.61599135,0.008786582,0.00078794896,0.003339061,0.0010814718,0.7089901,10.1772,79.5513,54.8538,49,490.2536652081247,142229176000.0,27000000000004,-17.490473,-18.929373,-19.612896,-19.91365,-20.200602,-20.411888,-20.500965,-20.697523,-20.423397,8.920858e-09,0.2552772444825183,0.7565318006659476,groups,,,,-44.912,13.4859
42234,20780314600.0,85.687485,0.6921341,1692859260.0,166308872000.0,21211105300.0,0.025,0.05864367,0.03680326,0.023169596,0.004849919,0.0035576385,0.009133033,0.6192338,0.014641523,0.66901803,0.011027871,0.001146777,0.0040566437,0.0013722933,0.6969091,9.4876,81.9689,55.6423,28,1417.9014422730515,268015288000.0,27000000000004,-18.87626,-20.047596,-20.632069,-20.91141,-21.202269,-21.437435,-21.536888,-21.740013,-21.490522,0.004452601,0.49902776137904437,0.5447829336478218,groups,,,,-46.0361,15.7978
43262,21991327700.0,94.21081,0.0,0.0,59976516000.0,21991327700.0,0.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012879548,0.001315118,0.004452937,0.0011841321,0.68959,15.4625,78.1799,52.6636,53,653.9783778918077,60002570000.0,27000000000001,-17.51376,-19.235567,-20.04978,-20.397968,-20.736252,-20.997583,-21.111252,-21.33238,-21.07184,1.6173859e-08,0.657307488488343,0.6708297528966181,groups,,,,-39.2732,12.2005
44049,15288461300.0,66.76279,0.0,0.0,65004659000.0,15863346200.0,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088935355,0.0007685744,0.003241983,0.0009833385,0.709919,18.7586,80.1575,53.777,57,541.4617368752847,77097255000.0,27000000000001,-17.448273,-19.070366,-19.837255,-20.172167,-20.480532,-20.694351,-20.784378,-20.990725,-20.713867,0.0,0.5095261653397039,0.5517905627159685,groups,,,,-37.3073,13.8544
44842,15665563600.0,67.92568,0.0,0.0,90036257000.0,15773827100.0,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097568575,0.0009095315,0.0035593526,0.0010645312,0.7050441,10.7633,81.5645,55.4975,48,1185.8626606820876,95722283000.0,27000000000004,-17.504768,-19.12652,-19.89545,-20.229197,-20.538694,-20.761736,-20.857468,-21.064535,-20.791164,1.6901093e-12,0.5116438400058869,0.5264780564366858,groups,,,,-44.8925,15.3612
