id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
148139, 59.9138, 17.1232,  0.3744,  3.5871,  1.3099,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 59.9854, 16.6448,  0.1081,  4.7815,  1.3099,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 60.6822, 15.8897,  0.0407,  3.2824,  7.5508,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 60.6585, 16.8013,  0.3440,  4.2135,  1.3099,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 60.1479, 16.4664,  0.0977,  4.6358,  1.3099,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 59.2748, 17.5011,  0.0995,  2.6903,  1.3099,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 60.7353, 16.0105,  0.0605,  3.2567,  7.5508,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
188454, 63.4681,  6.8081,  0.0114,  4.3136,  2.7826,2964344320.0000, 63.0430,  0.0160, 55.5792, 89.1666
210543, 65.6085, 31.2482,  0.0512,  1.0978,  4.8351,1459284860.0000, 63.5186,  0.0161, 79.6179, 96.7363
212420, 65.3127, 30.6628,  0.5844,  1.2596,  4.8351,1457008000.0000, 63.8478,  0.0172, 79.1833, 96.3024
242403, 48.6918,-13.4186,  1.9841,  0.0000,  2.3569,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
248932, 24.1863,  5.7573,  0.0967,  0.7741,  8.7952,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809, 15.3941,-41.3716,  1.0229,  0.0000,  4.3912,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
630781,-10.2889,-15.1200,  0.1450,  0.7034,  4.2292,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 10.2284, 29.8340,  1.9055,  2.1367,  3.1697,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
655366, 79.2255,-40.7438,  0.5700,  0.3564,  2.1587,1780492030.0000, 70.2187,  0.0158,  5.9580, 93.5298
655555, 80.4442,-39.7737,  0.3943,  1.9472,  2.0948,2774905090.0000, 69.3366,  0.0131,  6.4215, 94.9733
656028, 79.0885,-40.1265,  0.0123,  0.6858,  2.1587,1092067840.0000, 70.4603,  0.0132,  6.6666, 93.5251
973239, -6.1533, 20.7416,  0.0281,  2.0030,  6.6140,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
983785, 60.5112,-44.2601,  0.1140,  1.1341,  4.9424,1039448700.0000, 76.9730,  0.0124,  8.5831, 74.2066
1006130, 26.8853, 22.5497,  0.4681,  2.3806,  1.7739,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1029650, 59.9995, 48.9193,  0.0316,  3.6797,  2.6027,3794312960.0000, 52.6491,  0.0171, 96.0205, 95.6970
