id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047, 16.6432,-43.9040,  1.6831,  0.1153,  1.6405,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479, 16.0080,-43.6678,  1.3576,  0.3248,  1.6405,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604, 13.7707,-43.7467,  1.3933,  0.0000,  1.0251,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449, 13.2193,-43.4323,  0.9798,  0.0000,  1.0251,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987, 12.7629,-46.4312,  0.6136,  3.3638,  2.6999,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,  9.8242,-49.3102,  0.7085,  1.5317,  4.6083,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313, 13.2083,-46.2342,  0.6194,  2.7069,  2.6999,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843, 11.6869,-42.0472,  0.2859,  0.6082,  2.2638,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505, 12.9058,-46.2490,  0.7180,  2.8459,  2.6999,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830, 14.8720,-40.5925,  0.8504,  0.9468,  1.6405,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232, 15.8900,-42.7960,  0.5008,  0.3248,  1.6405,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601, 14.9571,-40.2994,  1.1445,  0.9468,  1.6405,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672, 13.4281,-43.4027,  0.9655,  0.0000,  1.0251,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676, 12.1329,-45.2496,  0.4245,  1.1333,  2.4978,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
215850,-17.4632, 30.4719,  0.4960,  0.1536,  0.9293,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092,  7.2973,-33.9522,  0.7417,  0.9748,  3.9377,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
248932, 77.3190, 11.8901,  1.4158,  0.0000,  1.2903,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
630781, 57.4597, 29.1069,  0.7669,  0.0000,  2.6489,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 53.1689,-23.5697,  0.8155,  0.2394,  0.9202,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239, 48.5198,-14.1939,  0.0282,  5.0732,  3.0095,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280, -8.5037,-34.0539,  0.0853,  0.1350,  1.0912,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 54.9020,-16.4356,  1.6396,  0.0000,  1.8948,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827, 17.7463,-48.1941,  0.1496,  0.4764,  1.3244,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1042132,-11.0259,-25.7304,  0.7708,  2.3868,  5.4476,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,-11.1761,-25.5965,  0.7055,  2.4167,  5.4476,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 59.0927, -3.0493,  0.1087,  3.2298,  5.0848,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 58.1559, -2.6592,  0.0264,  7.2670,  6.9699,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 59.1199, -2.9541,  0.0097,  3.2288,  5.0848,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805, 26.1349,-29.7718,  0.8031,  0.0000,  6.3575,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183, -6.7507,-30.3403,  0.2760,  2.1405,  1.9196,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576, -5.9115,-31.6683,  0.7079,  2.6688,  1.9196,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1367583, 54.3611, 46.2994,  0.7334,  0.1277,  1.8242,1607715580.0000, 97.2258,  0.0149, 45.0294,  0.0001
1398177, -2.3372, 31.8592,  0.0691,  0.0894,  1.6349,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
1399316, 23.2691,-35.3839,  0.1292,  1.5792,  1.9617,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1412359,-12.0435, -8.3287,  0.0235,  3.6047,  4.8821,1305171460.0000, 16.3585,  0.0148, 33.9932, 52.6941
1421963,-10.5675,-33.3259,  0.0548,  0.3496,  5.3847,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1709590,  8.9535, 39.5023,  0.1292,  2.3754,  1.8245,2769433090.0000, 59.3787,  0.0150, 15.4440, 23.5671
1724673, 70.0585, -5.5845,  3.5739,  0.0000,  2.1109,5435144200.0000, 82.2526,  0.0185, 85.5899, 41.6212
1743068, -7.7045, 34.5170,  0.4766,  0.1491,  1.7067,1042692740.0000, 41.3178,  0.0140, 14.6873,  7.1006
1744495, 26.3186,-10.5407,  1.3173,  1.4476,  2.4216,5215091700.0000, 42.3479,  0.0172, 69.0741, 22.3367
1755167, 16.8311, 31.0607,  0.1575,  2.0522,  2.0168,1222929790.0000, 60.3818,  0.0138, 27.7229, 22.7498
1762444, 31.7474,-40.7983,  0.0033,  0.4431,  1.4843,2044032260.0000, 29.6752,  0.0153, 93.3762, 37.3673
1783892, 36.1407, 31.5753,  0.1070,  1.1575,  5.1563,2213619460.0000, 79.4881,  0.0138, 28.8506, 55.1489
2044166,  3.3227,-16.5889,  2.0186,  0.0221,  4.9182,10198426600.0000, 19.5121,  0.0190, 62.5430, 14.6439
2044831,  3.8547,-16.3987,  1.7503,  0.0221,  4.9182,1205886720.0000, 20.0108,  0.0119, 62.8337, 14.2476
2046514,  0.8666,-48.5599,  2.1528,  1.0452,  4.2484,2474652160.0000,  0.9872,  0.0178, 79.0052, 43.7024
2051379, 31.8681,-12.9558,  1.4456,  0.0000,  2.4996,4830509100.0000, 47.8781,  0.0148, 66.7172, 46.9531
2059558, 13.2180,-38.2286,  3.2243,  0.2909,  2.4155,4306477100.0000, 17.3116,  0.0143, 77.3617, 45.0814
2059994, 14.5025,-37.9490,  2.6047,  1.6683,  4.9651,1672097020.0000, 18.5788,  0.0159, 77.6933, 45.7718
2062484, 30.6185, 34.1846,  0.0084,  3.2112,  4.5179,14873682900.0000, 74.5978,  0.0252, 29.5551, 35.2672
2063840, 16.5514,-48.6942,  0.0450,  2.5580,  1.5532,2034452990.0000, 15.2464,  0.0150, 83.1681, 61.2772
2067943, 23.4171,-10.9294,  0.0139,  0.0387,  2.9117,6010123300.0000, 38.7223,  0.0174, 70.8680, 12.1216
2074603,  5.6744, 62.8976,  0.7458,  0.0000,  4.4342,1269623550.0000, 68.7031,  0.0145,  0.8511,  0.5067
2083429, 36.0709,-46.3545,  0.0110,  4.9940,  0.9412,4414083100.0000, 32.8559,  0.0163, 91.2646, 67.2547
2089822,-12.5043,  2.6952,  0.4078,  4.0945,  5.7770,7327868400.0000, 21.9825,  0.0169, 26.6771, 45.3090
2090628, 14.5744, 52.3135,  0.0236,  0.1828,  3.0501,3790094340.0000, 70.5344,  0.0153, 11.5728, 12.3061
2097671, 47.8468,-20.1577,  3.5351,  2.6610,  3.6546,5959667200.0000, 52.9783,  0.0195, 92.3044, 16.5789
2108095, 60.6080, 27.9688,  0.0654,  0.3328,  2.7350,2572177150.0000, 91.6639,  0.0169, 62.2915,  6.8295
