# px py
   14.5703    59.0321
  -17.8728    14.0311
    9.8847    48.6700
   28.4823    86.6424
    3.9459    43.5828
   23.2303    29.1294
   39.6405     8.3549
   35.1982    32.5952
  -43.8250    10.6284
   -3.2508    -3.8503
   38.2082    29.9577
   28.4947    -9.2220
  -30.4189    15.2388
  -40.5901    24.7297
  -11.3886     6.9988
   23.5081    30.7435
   -6.3194    63.6732
   35.1732    32.5477
  -42.1499     8.9031
   37.7960    11.0438
   46.9836    51.5614
   48.6393    39.5604
   26.1616    32.2152
   18.4483   -43.8493
    0.0051   -23.5881
   15.6207    44.1658
  -38.0493    27.6690
   39.5851     8.3913
   40.9057    53.3857
   31.8563    -2.2779
  -30.9999     9.7875
  -28.2983     9.2712
   45.1640     4.3203
  -31.0497     9.6189
  -40.5517    15.2318
   -7.5865    75.7511
   37.7841    11.1312
   23.5395    29.1320
   28.4285    -9.8439
   49.8168    16.4940
   52.9965    -1.5802
  -13.8145    22.9301
  -34.2334     0.7393
   14.5559    58.9069
   38.2015    29.9290
   31.9160   -16.4490
    4.5994    15.9284
   29.7128    -4.9871
   31.0880    -0.3942
   52.3473    51.7387
   48.0898     6.2536
  -31.0043     9.7252
   -8.1755    65.5872
   35.8897    11.5240
   44.6222   -24.9694
  -34.4379    55.4221
   24.3966    34.4873
   20.3519    33.1418
  -21.2165   -11.4502
  -12.4786    77.2740
   -0.9522   -29.9363
   14.4446    58.9405
  -29.7425     5.6366
  -40.7117     8.4810
   28.6127    -9.2228
   -9.9140     5.0055
    5.3600   -28.0627
  -41.0274     8.5687
   19.0120    12.6343
   44.7195    83.7132
   31.7544   -35.0776
   -5.4245    50.7921
  -41.6887    27.3873
  -36.7839    38.0649
   39.4944     8.3535
   31.8991    -0.4212
  -12.6075    77.2487
  -44.0047    10.5730
    1.8189   -27.0570
   29.0136   -28.2297
  -28.5489    13.3735
  -21.9156     8.7987
  -37.9254    26.4444
   28.4138    -9.1607
    5.5888    -3.2892
   53.6204    83.4633
   50.0914    16.2518
   40.9267    30.9452
   48.9783     0.5533
  -19.9677    56.0764
  -17.8399    62.2178
   43.1783    29.3229
   27.2747    91.8382
  -40.4875    24.7447
   51.9463     7.4312
   -0.0467   -23.6834
  -12.4265    77.5145
   34.8268    30.3355
   37.8546    -7.1500
  -27.9730     8.8344
   28.4248    86.4300
   46.7961    51.6845
  -12.0501     6.0583
   18.3136     7.6492
   20.3342    33.4357
   44.8799    44.9636
  -40.6659     8.7997
   25.5255    29.8707
  -34.6125     4.5442
   45.0949     4.1823
   52.2384    51.7003
    4.9700    59.4262
   24.6817    47.4237
  -36.1411     6.1343
  -32.8885     7.9015
  -18.0530   -11.5005
   44.8192    45.0394
  -36.9793    43.6401
   -6.4918    63.3313
  -41.0596     8.8226
  -39.5374    19.7753
  -32.8355     7.8080
   50.0201    16.4195
   54.4823    28.8274
  -10.8462     6.7758
  -22.2986     1.3674
  -35.6813     9.5847
   19.0661    12.5726
  -41.5763    27.5071
   45.9036    11.0323
   18.5520   -13.8603
  -40.5588    16.4974
   39.8028     8.3220
  -10.0298    16.4239
  -46.2245    22.1207
  -36.2841    11.0042
   -8.0214    65.4848
   23.4837    29.5049
  -35.1487     9.3337
    9.3676   -29.8698
   43.4487    -5.3866
   37.7680   -11.4618
  -44.7571    10.7354
   53.0753    -2.3307
   40.0752    52.7287
  -41.0506     8.9225
   -6.3113    63.7186
  -33.8236     4.8803
   14.6230    59.0902
  -41.5428     7.3603
    2.9253    -0.3605
   35.2691   -23.5788
   35.8517    18.3160
   24.4946   -27.6445
  -31.0887    10.1498
   26.9666    91.9354
  -32.9594     8.0955
   31.7471   -16.0556
   -2.4403    -5.6218
   20.5538    -9.9873
  -38.2919    61.0063
   10.1697    65.2286
  -29.6880     5.6911
  -40.7862     9.0682
  -31.0021     9.8726
   26.7903    13.9228
   40.6749    31.4323
   43.1086    29.1677
    0.7421    48.9253
   22.2144    25.8571
   12.0447     3.7857
   32.0843   -10.0905
   -6.1492    63.8572
  -40.6576     8.3460
  -35.7015     9.4976
   31.5054    30.9698
  -24.9318     7.0531
   21.9046    -0.9812
  -16.3599    68.3921
   21.6377    45.5259
   11.2342    -8.1424
  -40.6700     8.7758
  -28.6002     8.9552
  -42.5786    30.5420
   14.7151    58.7774
    9.9574    56.0673
  -28.3069     3.3142
   41.3428    18.7834
    5.5729   -28.1443
  -40.1945     8.5145
  -38.6260     8.8226
    7.8052    15.1644
  -14.0393   -12.2723
  -36.2914    58.8513
   43.1670    29.4580
   26.1393    44.0753
  -35.6950     9.6074
   13.0576    53.7146
    5.7701   -20.4672
  -36.2205     8.2783
  -16.2673    68.2251
  -24.3030   -15.0661
   48.9956     0.6043
   31.1615    31.1556
  -35.3775     9.2902
   22.9209    18.2723
   52.5724     6.4551
   30.9983    -0.5016
   -2.3546   -11.5870
  -28.6058     9.2026
  -33.2868     5.5223
   29.1787   -10.4749
  -33.5832    21.6471
  -32.7843    -6.6364
   39.8469    83.8416
  -38.9176    22.9965
    5.9261   -13.1961
  -28.7709    13.3799
  -30.7368     9.4587
  -14.2688   -33.9569
  -41.2114     8.9249
   33.9581    30.6925
  -14.3279     4.0973
   16.9255     1.5446
  -37.3732    43.2421
  -14.0124     5.8452
  -25.1001    37.7852
  -11.3529    15.7028
   31.8184    80.8446
  -41.6270    27.3423
  -16.0852    68.2707
  -41.8743    66.5977
   32.7998    30.7624
   28.5695    -9.2694
   -9.7405    -4.8187
  -38.2547    45.9804
   38.2944    -6.9831
   48.9580    39.3152
  -32.3917    20.3858
  -40.7170     8.6764
  -17.8586    14.0812
   29.7216   -15.2872
   51.7723    12.8993
    5.7343   -28.2766
   18.2049     7.6482
   16.6044    62.1476
  -38.7029    26.8722
   29.7465    14.0255
   32.4134    32.7455
   32.5725    30.7004
   37.8851    -7.1054
   27.2430    91.7880
  -40.7288     8.5704
  -37.6585    14.5995
  -40.0235     8.2272
  -30.3667    10.2729
  -42.3161    47.3718
    7.1682    61.1527
    9.1608   -21.9952
  -19.4032    64.1145
  -11.2999     7.0204
  -27.0293     3.0215
  -14.1026    -2.2980
  -41.2033     8.9685
    3.7595     3.9551
   14.7850    38.8563
  -13.8709     6.1551
   21.8804    -1.0618
   31.6194    -0.3341
  -44.6742    -6.3577
   42.3375    53.4610
  -33.3942   -11.8338
  -17.5199    14.3154
  -31.2413    10.1540
  -40.1808     8.4837
   28.4684    86.3842
  -32.9713     5.4055
   14.5216    58.9309
   31.3079    30.9223
   41.4260    18.4060
   28.3619    -9.0997
  -38.5788    60.5850
    5.7873   -20.3957
  -41.4488     9.0473
    1.1670   -10.8772
   34.1984     1.8526
  -40.4704     8.4622
   28.4999    -9.8783
   -9.6729    -4.7297
  -40.5482    24.8951
   25.3389    29.6923
   -5.7869    50.7881
  -28.6374     8.8158
   25.4565    50.3877
  -13.2579   -20.4221
   29.0679   -11.2958
   28.6939   -10.2112
   31.9244    80.8015
   46.9308    51.6271
  -28.1736     8.8810
   31.3338    -7.3286
   27.6806    26.1527
   37.8391    11.0526
   26.2442    44.1788
    6.6067   -10.1687
   29.1195   -38.2000
   31.2637    -0.0230
   31.5829    -0.6406
  -32.9090     7.9534
  -11.6235    73.5974
  -24.4577     7.0573
  -34.1406     1.1349
   22.2565   -28.9266
  -29.6044    18.5246
  -29.0090     9.0361
  -41.1147     8.8611
   -3.2469    -4.0346
   32.4776    30.5988
  -26.8277     8.3654
   -7.4298    75.8575
   26.8504     9.1251
   34.6886     3.8403
   23.0369    10.7072
