id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,-29.1984,  8.5884,  0.2109,  5.4227,  1.9319,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,-29.6558,  8.1971,  0.0446,  4.7911,  1.9319,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,-31.3938,  9.2761,  0.1027,  1.2318,  2.7675,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,-31.8825,  7.9779,  0.3906,  0.4050,  3.9103,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,-33.8588,  8.7656,  0.9196,  1.7458,  1.9761,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,-37.7256, 10.2458,  0.2826,  0.1044,  1.6440,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,-33.1200, 10.3411,  0.0703,  0.6562,  0.4638,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,-32.1541,  9.2881,  0.7585,  1.4883,  5.8063,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,-33.2538, 11.1288,  0.7136,  0.1309,  0.4638,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,-28.3899, 10.9707,  0.0763,  2.3335,  5.8063,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,-29.4351,  7.0705,  0.0038,  4.5548,  1.9319,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,-28.1594, 10.9159,  0.3133,  2.3330,  5.8063,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,-31.4526,  9.4583,  0.2501,  1.1096,  2.7675,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,-33.5708,  9.6019,  0.4697,  1.0363,  1.9761,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
148139, 26.5789, 37.9745,  0.5616,  1.9288,  2.7940,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 27.2751, 38.1179,  0.0455,  1.9215,  2.7940,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 26.6498, 39.3086,  0.0276,  0.0648,  2.7940,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 26.4691, 38.8323,  0.2724,  0.1886,  2.7940,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 27.5072, 38.2974,  0.2528,  1.7658,  2.7940,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 26.4183, 37.2496,  0.0174,  0.5781,  2.7940,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 26.5396, 39.3173,  0.0507,  0.0087,  4.3849,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
161352, 10.4853, 47.3948,  0.6495,  1.9236,  1.8058,2463917310.0000, 54.5955,  0.0108, 47.2484, 78.2590
174508,-13.2242, 76.8836,  0.7119,  0.0000,  1.3539,5855156700.0000, 28.9666,  0.0176, 22.8306, 93.5284
175125,-11.5650, 77.2544,  0.0067,  1.9643,  1.3539,4134272260.0000, 30.6215,  0.0148, 23.0823, 94.4346
188454, 18.6880, 48.8514,  3.5941,  7.9773, 11.4159,2964344320.0000, 63.0430,  0.0160, 55.5792, 89.1666
224092,-33.8146, -7.1331,  0.0930,  5.7871,  3.1714,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
242403, 47.0463, 39.6285,  0.5069,  0.8139,  0.9589,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
248932, 53.0599,  6.0344,  0.2114,  5.9599,  4.5553,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
645637, 10.2496, -8.1922,  0.1907,  4.1517,  3.7852,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
655366, 28.9592, 86.1684,  0.4445,  0.1341,  3.6122,1780492030.0000, 70.2187,  0.0158,  5.9580, 93.5298
655555, 28.0876, 86.9281,  0.0376,  1.0623,  1.6393,2774905090.0000, 69.3366,  0.0131,  6.4215, 94.9733
656028, 29.1573, 85.6558,  0.5446,  1.3847,  3.6122,1092067840.0000, 70.4603,  0.0132,  6.6666, 93.5251
973239, 10.2550,-17.5019,  0.3694,  3.5262,  4.2448,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280,-41.6197, 26.5823,  0.5899,  1.9742, 21.7374,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 18.4424,  8.2380,  0.0960,  1.9620,  0.9933,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827,-29.7841, 14.5306,  0.6712,  0.2282,  0.8223,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1042132,-38.4923, 29.3782,  0.6664,  3.1212,  1.3001,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,-38.5863, 29.0953,  0.8549,  4.5212,  3.5945,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 27.9390, -2.2357,  2.9001,  2.6427,  4.5282,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 27.4044, -2.0929,  3.3832,  1.4316,  4.6967,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 28.0630, -1.9458,  2.8899,  2.9213,  4.5282,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805,-13.5025,  6.4762,  0.2665,  2.1102,  5.0024,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183,-38.5648, 23.2288,  0.3052,  5.4525,  4.6648,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576,-38.8478, 21.8621,  0.2451,  0.6491,  3.6998,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1399316,-18.7344,  8.8496,  2.3437,  1.9929,  1.1877,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1421963,-42.2275, 30.8981,  0.5833,  0.0000,  1.5336,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1706514, 31.6429,-35.8590,  0.6651,  0.8436,  8.1205,3379855360.0000, 80.5280,  0.0162, 98.1009, 13.5235
1724673, 34.8341, -7.1824,  0.0000,  0.0000,  2.6571,5435144200.0000, 82.2526,  0.0185, 85.5899, 41.6212
1744495, -4.4762, -7.0005,  0.3078,  0.3353,  0.9229,5215091700.0000, 42.3479,  0.0172, 69.0741, 22.3367
1762444,-18.2090,-12.4740,  0.0388,  0.8828,  1.3241,2044032260.0000, 29.6752,  0.0153, 93.3762, 37.3673
1766384,-35.8822, 66.9970,  0.1790,  9.5674, 10.3074,1266968960.0000,  7.2456,  0.0139, 39.2590, 93.9038
1786051, 47.3260, 37.7033,  0.0354,  0.2807,  7.0103,1326909700.0000, 91.7154,  0.0147, 45.4013, 66.0144
2047699, 27.0115, 26.9860,  0.0456,  0.0088,  0.6888,40612995000.0000, 72.8201,  0.0268, 74.5419, 77.9018
2049352, 27.5743, 26.6371,  0.3270,  0.3521,  0.6888,2373935360.0000, 73.4035,  0.0131, 74.7704, 77.6857
2051379,  1.8100, 11.8741,  2.0699,  1.2112,  3.1388,4830509100.0000, 47.8781,  0.0148, 66.7172, 46.9531
2059558,-29.3818,  4.9564,  0.4731,  3.2921,  1.9319,4306477100.0000, 17.3116,  0.0143, 77.3617, 45.0814
2059994,-28.1198,  5.1409,  0.5276,  2.1536,  1.9319,1672097020.0000, 18.5788,  0.0159, 77.6933, 45.7718
2061100, 15.1634, 39.1953,  4.2826,  6.0354, 11.4159,5952214000.0000, 60.1375,  0.0186, 63.3121, 82.9524
2061545, 15.0853, 39.8362,  3.6874,  6.0354, 11.4159,1307038210.0000, 60.0319,  0.0149, 63.1830, 83.7155
2061918, 15.1005, 39.6111,  3.8981,  6.0354, 11.4159,1269969020.0000, 60.0457,  0.0130, 62.9172, 83.1410
2063840,-31.3822, 12.5839,  2.3488,  0.7881,  5.8063,2034452990.0000, 15.2464,  0.0150, 83.1681, 61.2772
2064869, 16.0809, 61.9874,  0.1475,  0.8398,  2.5947,1421917950.0000, 59.4523,  0.0122, 41.0922, 93.0999
2081386,-23.1660, 82.1108,  0.0283,  1.6330,  9.6165,4217854720.0000, 18.6731,  0.0193, 18.1781, 95.4305
2083429,-14.1482, 10.1324,  3.3849,  1.5684,  3.6274,4414083100.0000, 32.8559,  0.0163, 91.2646, 67.2547
2096293,-16.4491,-36.0098,  0.2331,  1.0785,  3.1800,1074255100.0000, 32.3742,  0.0102, 96.2173,  7.3889
2097506,  4.7547,-28.2654,  0.0616,  3.2300,  5.6317,2033982080.0000, 53.1588,  0.0143, 92.1835, 16.0579
2097671,  4.5806,-27.9672,  0.1225,  2.8791,  5.6317,5959667200.0000, 52.9783,  0.0195, 92.3044, 16.5789
2108766, -7.5014,  3.3049,  2.4689,  0.1047,  5.5784,7190650900.0000, 39.1770,  0.0204, 75.2876, 42.5904
2109109, -7.2438,  3.4258,  2.5853,  0.1047,  5.5784,1334704000.0000, 39.4120,  0.0127, 74.7758, 42.2791
2109299, -7.5948,  2.9486,  2.6668,  0.1047,  5.5784,2415770370.0000, 39.1071,  0.0149, 75.5928, 42.3838
2111839,-42.6504, 10.1441,  0.0291,  2.7910,  4.1563,5365031900.0000,  3.9344,  0.0175, 79.5006, 53.3112
2112127,-42.3171, 10.2167,  0.0118,  2.3180,  4.1563,14911087600.0000,  4.2478,  0.0228, 79.0121, 52.9617
2114209, 19.2163, 10.6567,  0.0903,  0.0000,  1.2673,3770082050.0000, 65.8224,  0.0178, 80.6103, 60.3595
2115199, 50.7633,  3.0162,  0.0555,  2.2968,  4.5553,1434510210.0000, 97.9915,  0.0164, 90.4432, 61.9968
2115436, 50.6765,  3.5050,  0.5439,  2.2462,  4.5553,1155609600.0000, 97.8744,  0.0139, 90.0791, 62.3157
2116222, 29.6994, -5.1034,  0.6113,  1.6628,  4.5282,17208936400.0000, 77.1033,  0.0199, 87.2545, 45.7272
2117332, 30.2143, -5.0544,  0.1128,  1.6662,  4.5282,1043647420.0000, 77.6258,  0.0113, 87.5208, 46.1007
2120454, -1.0934,-29.7718,  2.2122,  0.0000,  1.5558,16845786100.0000, 47.2581,  0.0202, 89.2011, 10.5289
2121411, -1.7480,-30.0156,  2.8611,  0.0000,  1.5558,1567134590.0000, 46.6036,  0.0134, 88.9606,  9.8964
2121657, -0.9025,-30.0646,  2.3115,  0.0000,  1.5558,5757871600.0000, 47.4590,  0.0186, 89.1891, 10.1238
2122834, 30.6548, 32.1749,  0.2619,  2.4248,  2.4644,7791466000.0000, 75.4492,  0.0191, 51.2459, 62.6057
2123500, 30.3643, 31.8043,  0.1930,  2.4727,  2.4644,2115586300.0000, 75.1855,  0.0130, 51.6267, 62.4364
2289704,  6.0063,-15.6710,  3.2942,  1.8187,  4.2448,9546895400.0000, 53.9845,  0.0151, 92.8180, 34.4002
2290885,  6.0007,-15.7546,  3.3325,  1.7442,  4.2448,3330842620.0000, 53.9747,  0.0147, 92.6182, 34.0867
2296001,-13.2259, 24.4782,  0.0255,  5.4399,  7.6318,1809824380.0000, 33.1199,  0.0127, 87.1204, 83.3289
2301420,-13.4578, 22.6993,  0.5118,  7.8480,  7.6318,1478061570.0000, 32.8973,  0.0114, 85.6057, 79.3350
2301636,-14.2569, 22.8813,  0.1995,  7.4299,  7.6318,1386240130.0000, 32.0971,  0.0108, 85.7541, 79.6675
