id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047, 40.7743, 16.5933,  1.8393,  4.9210,  5.0158,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479, 40.4802, 16.2215,  1.4280,  4.9210,  5.0158,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604, 40.8060, 14.0479,  1.3870,  0.0000,  2.7630,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449, 40.2733, 14.0709,  0.9554,  0.0000,  2.7630,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987, 43.5147, 13.5284,  0.9767,  0.5707,  1.9002,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590, 46.8168, 10.7510,  1.9853,  0.9718,  1.7314,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313, 43.5701, 13.3012,  0.9031,  4.1182,  2.9441,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843, 39.1097, 12.3216,  0.6682,  0.6346,  2.7630,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505, 43.7286, 12.7733,  0.4619,  4.1787,  2.9441,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830, 37.8136, 14.1927,  0.6885,  1.5092,  5.0158,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232, 39.3905, 16.5070,  0.7628,  4.9210,  5.0158,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601, 37.4995, 14.2699,  1.0105,  1.5092,  5.0158,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672, 40.4914, 13.6959,  0.9647,  0.0000,  2.7630,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676, 42.4558, 12.6785,  0.4409,  2.9340,  2.9441,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
215850,-32.0237,-19.7312,  0.0138,  1.3392,  3.7566,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092, 28.0547, 14.5233,  0.5338,  1.1353,  4.9324,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
630781,-38.8488, 53.3088,  0.9547,  0.0000,  2.1383,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 15.9484, 51.0843,  0.2976,  0.6652,  2.3423,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239,  4.7997, 50.4377,  0.0853,  4.4593,  6.8679,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280, 34.3656,-10.3673,  0.1590,  0.2737,  3.1528,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 11.3630, 46.2107,  0.7956,  0.9046,  2.1444,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827, 46.1916, 15.4592,  0.6292,  1.3414,  1.4571,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1042132, 26.3248,-13.6989,  0.7993,  1.2476,  2.7903,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563, 26.1421,-13.7202,  0.6380,  1.1592,  2.7903,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, -4.3570, 52.8872,  1.4943,  0.2621,  3.4793,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, -4.7102, 52.0744,  2.0998,  0.2621,  3.4793,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, -4.4062, 52.7995,  1.5408,  0.2621,  3.4793,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805, 25.5802, 24.4152,  2.4413,  1.1257,  3.6714,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183, 29.9122, -7.8812,  0.0361,  1.6178,  4.8964,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576, 31.0255, -6.6657,  0.3026,  4.6816,  4.8964,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1367583,-56.3885, 49.9696,  0.4358,  2.7103,  1.6776,1607715580.0000, 97.2258,  0.0149, 45.0294,  0.0001
1398177,-30.5603,-14.7320,  1.3171,  0.0000,  3.7566,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
