id,xslice,yslice,SM,x,Metal,y,z
2,-13.8027,-64.0292,73399960000.0000, 11.0045,  0.0223, 81.2357, 54.7311
13632,-10.9163,-57.4424,72288838000.0000, 17.9992,  0.0234, 79.9481, 53.4060
21794,-13.9474,-63.7300,42610799000.0000, 11.1985,  0.0234, 80.8858, 54.7863
23302,-14.1969,-63.5837,45890937000.0000, 11.1793,  0.0334, 80.5905, 54.7433
24478,-11.0748,-57.4381,25318631400.0000, 17.9053,  0.0157, 79.8287, 53.3584
26264,-10.7253,-57.4489,36624663000.0000, 18.2082,  0.0327, 79.9072, 53.8781
27474,-13.7861,-63.8379,27707922400.0000, 11.2666,  0.0175, 80.9562, 55.1027
28851,-11.0405,-57.5120,30818492400.0000, 17.8327,  0.0301, 79.9597, 53.2424
29818,-13.5675,-62.9461,24412020700.0000, 12.1092,  0.0247, 80.6521, 54.8788
30903,-10.9243,-56.3868,20266199000.0000, 18.6819,  0.0126, 79.6798, 52.4178
32367,-10.4632,-56.6011,19582564400.0000, 18.7949,  0.0225, 80.1328, 52.6206
33116,-10.8758,-57.2636,13551981600.0000, 18.0641,  0.0213, 80.0804, 52.9228
33641,-13.7347,-62.6531,13899153400.0000, 12.3551,  0.0220, 80.1535, 55.2319
34157,-10.9665,-57.4827,31275702300.0000, 17.9873,  0.0244, 79.8345, 53.6222
35658,-11.8650,-57.4855,23483746300.0000, 17.2249,  0.0224, 79.5709, 52.4698
36469,-13.1914,-58.1606,11182698500.0000, 16.0697,  0.0212, 78.5676, 53.1401
37177,-10.3394,-57.3733,22967476200.0000, 18.3309,  0.0232, 80.4873, 53.2191
37879,-14.0424,-64.4886,19705598000.0000, 10.5932,  0.0230, 81.1051, 55.2414
38548,-13.7371,-62.7636,8757638100.0000, 11.7960,  0.0206, 81.1100, 53.2544
38952,-10.7886,-57.3627,18503469100.0000, 18.1740,  0.0159, 79.9376, 53.5587
40905,-14.0074,-65.1971,12835824600.0000, 10.1884,  0.0187, 81.2395, 56.0643
41635,-15.5768,-63.8988,8436896800.0000, 10.1772,  0.0197, 79.5513, 54.8538
42234,-13.9462,-65.9283,20780314600.0000,  9.4876,  0.0250, 81.9689, 55.6423
43262,-13.9530,-58.2524,21991327700.0000, 15.4625,  0.0283, 78.1799, 52.6636
44049,-10.2246,-57.1033,15288461300.0000, 18.7586,  0.0195, 80.1575, 53.7770
44842,-13.5312,-64.6830,15665563600.0000, 10.7633,  0.0215, 81.5645, 55.4975
45652,-12.7367,-63.4309,5356416000.0000, 12.1428,  0.0173, 81.6955, 54.8837
46460,-14.0546,-58.4478,6655713800.0000, 15.4424,  0.0182, 77.8282, 53.5429
47025,-13.4232,-64.4498,16249038800.0000, 10.9453,  0.0241, 81.6559, 55.1558
47680,-14.5351,-66.2434,5144922600.0000,  8.8785,  0.0176, 81.6925, 55.5851
48093,-10.4979,-56.0734,4012383230.0000, 19.4187,  0.0176, 79.3985, 53.4081
48442,-11.1705,-57.2402,15053407200.0000, 17.9778,  0.0176, 79.7043, 53.1558
48897,-13.4648,-62.8728,9110386700.0000, 11.8801,  0.0178, 81.3615, 53.3842
49829,-15.1734,-57.7999,2796273920.0000, 15.0187,  0.0169, 77.1438, 51.9335
50129,-11.9828,-57.7922,9248644100.0000, 17.2432,  0.0167, 79.0034, 53.9660
50759,-13.9892,-66.4086,31564300300.0000,  9.1592,  0.0257, 82.0356, 56.1250
51530,-12.2226,-58.3920,6244685800.0000, 16.3573,  0.0176, 79.6419, 52.9665
51988,-12.5274,-63.1046,6506705400.0000, 12.2815,  0.0179, 82.1571, 53.7729
52523,-11.0124,-57.0337,10966565900.0000, 18.2763,  0.0208, 79.6416, 53.2956
53228,-13.6351,-62.2793,4268648960.0000, 12.4930,  0.0167, 80.4536, 54.1979
54095,-13.8455,-64.2734,8769028100.0000, 10.8882,  0.0183, 81.1324, 55.2424
54528,-13.9869,-63.7820,15000535000.0000, 11.1871,  0.0211, 80.7798, 55.0237
