id,x,y,z
27018022.0,51.060090489792515,-68.14614559346681,4.501442398831939
19877258.0,-13.83657934663191,-2.6396503045868567,13.985981068797507
18921533.0,9.381198318694494,-69.72773341084341,-28.102391542913786
14694741.0,4.83316532908472,-42.320727382446314,23.67988204853901
61976073.0,23.13516477622307,-50.48571644120192,-16.403745931886483
64771922.0,32.205913732211954,-53.32256506300184,25.78579349768176
62953290.0,47.25661826939998,-38.35594533328718,-28.08935218163832
19485633.0,44.86551766473911,-21.482500465637244,1.780276541233527
27264785.0,37.293195777342405,-37.92169288317353,18.640430767634165
56132822.0,-38.60436543588969,-8.318181869075934,0.7424714118187552
17254875.0,3.742220741837623,-5.8915241799591005,-8.667990857003943
61921896.0,35.33212448290099,6.739185264851447,-0.017086007617775678
20768804.0,-26.669788712995768,2.10972397647908,17.115362824903084
25884016.0,-37.05533586026226,-21.930749374162986,8.34619091734704
24621209.0,22.44836858167113,-51.56747943807365,-16.94750978260671
27284792.0,-5.830350223531851,-11.084972121314431,-0.4654660295419488
54436685.0,37.26893019914829,-37.77644824287655,18.6911084402021
61971814.0,22.4473553759729,-51.46110006374242,-16.90745978507723
20304458.0,27.584590674306185,-17.389064506271758,-25.527653840304005
28686197.0,-36.30682421988102,-15.254245444151998,-6.635769791276905
49801395.0,42.47878635203134,-19.181627044637775,6.6807799569981245
53813279.0,49.67008592273238,-43.042635163781355,25.696276818612883
53221949.0,51.50296715184279,-27.604972125937234,-24.901608433844068
50470880.0,9.605251712528352,-69.73771832694224,-28.026910202610168
15273270.0,16.42798307714381,-45.508369913727854,23.89859600189604
26153382.0,-34.65117532877644,-29.403094608317392,6.585557664153697
53228623.0,26.877411370624973,-79.38932711184722,-10.129782285954432
51871456.0,44.80590042342865,-21.50360220961127,1.8001197030729497
59949249.0,-32.67641847806821,-46.14367920158067,10.951590693149544
54417980.0,35.7792823893975,-47.335101701391636,18.66669574088353
53825219.0,51.05579014560008,-68.09333154278784,4.530684287343216
51274883.0,27.89039802737775,-53.08240801016905,-12.73857913053175
61598241.0,38.0074768699311,-3.196882765981221,1.4739556492711854
49644695.0,-26.066339137626663,-3.1529846470353124,5.9660997780069716
49645136.0,-23.385178351934677,-1.7466462646667176,6.889700513546656
58536902.0,50.049532771564735,-3.17831875948662,12.108202844730735
49649855.0,-26.088658450529323,-3.1304916773948506,5.762373920840272
28436526.0,-35.22451767496577,-26.083681772968042,-6.931366065451384
49799517.0,42.462701140981615,-19.379946872504718,6.632247487873715
61920006.0,35.336995023547516,7.385262440828798,-0.30320792256128337
24622993.0,22.341664418080434,-51.593335157613474,-17.023418981947025
53859942.0,42.37499618239541,-57.12347864083783,16.34394608765008
50540124.0,53.36457496352613,-17.674985657833854,16.82077794005192
12701356.0,59.22746410527431,-12.181909439985642,-1.1235514288568824
61977355.0,22.266170473063973,-51.5094355154243,-17.053515190069973
51878683.0,-28.80894287541994,17.35877094742985,10.203311682823
57257126.0,33.74002894244888,-81.40432089205973,1.867709664314516
56213611.0,39.45201270478043,15.69154476840195,-1.4798085347856085
22101430.0,8.899869206358513,-19.417670969614107,6.968809986856053
56766720.0,35.91134493301108,5.169292273427955,4.3005642891374745
50469897.0,9.43705222478047,-69.71547365463957,-28.078627814044733
60030947.0,13.49461674827413,-79.79590404150412,-14.89462920851106
60886955.0,37.05747570772807,-5.567436402004517,1.8470648797247353
16749732.0,52.90688632914746,-8.818568955500384,10.591703120869262
49680978.0,-26.061372158713425,-3.1337413905328804,5.901923716857525
27466971.0,6.685713690019399,-72.47676777919901,2.223930535222495
57307913.0,15.028068312210156,-76.07151939230187,-26.622520833341188
27389951.0,40.646956592151774,-21.716815628446735,4.955130774628412
16466932.0,-31.317880687150957,-27.7340843750519,-13.630057950545224
58716291.0,53.40121598246061,15.964284032980409,-9.848198024772945
