id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,-24.2439, -0.1225,  1.4531,  0.4322,  0.8674,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,-24.6097, -0.5259,  1.4224,  0.4508,  0.8674,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,-26.4373, -1.8475,  1.2774,  0.3847,  1.2689,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,-26.6931, -2.0598,  1.2295,  0.0000,  1.2689,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,-28.8651, -0.3182,  0.1823,  0.5700,  1.8886,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,-32.9417, -0.0780,  0.7852,  3.6913,  3.3512,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,-28.3836, -0.5890,  0.3667,  0.6307,  1.8886,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,-27.0730, -4.1260,  0.3248,  2.0103,  4.5749,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,-28.6303, -0.9095,  0.4355,  0.5065,  1.8886,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,-23.6459, -3.9332,  0.0812,  3.0375,  6.5914,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,-24.1823, -0.9568,  0.8248,  0.3359,  0.8674,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,-23.4012, -4.0879,  0.1045,  3.0179,  6.5914,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,-26.5020, -2.3091,  0.9195,  0.0000,  1.2689,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,-28.6501, -1.6739,  0.5805,  1.0814,  6.6160,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
215850, -6.4470,-74.7530,  0.0448,  0.8727,  1.3539,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092,-25.7592, -8.4541,  0.0377,  1.8743,  1.3894,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
248932, 57.8491, -8.7842,  0.8810,  3.1712,  3.9246,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809, 35.7026,-61.2959,  4.3828,  0.0000,  3.1514,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
630781, 52.3330,-27.5547,  0.8042,  0.0000,  3.4517,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 17.1008,  7.6064,  0.3275,  2.6705,  5.3222,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239, 19.0133,  0.6239,  1.5809,  0.1957,  2.2894,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280,-38.2736,-24.0012,  0.1714,  0.0000,  1.3239,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 22.8666, -0.3372,  0.3159,  0.4633,  4.9817,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827,-25.9285,  2.1735,  0.7441,  0.0000,  1.8013,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1033242, 18.2742,-75.6102,  0.1262,  1.9510,  2.2453,1677041150.0000, 61.5549,  0.0175,  4.2933, 63.2808
1033761, 18.7084,-75.0712,  0.4076,  0.2539,  0.3834,1671398780.0000, 61.9737,  0.0127,  4.8487, 63.1341
1042132,-35.2454,-31.8807,  0.9345,  3.2479,  7.1345,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,-35.2857,-31.9891,  0.8670,  3.3279,  7.1345,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 34.2482, -5.4494,  0.0296,  1.1572,  2.2346,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 33.7371, -6.2366,  0.5945,  1.0034,  2.2346,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 34.3287, -5.5693,  0.0346,  1.0682,  2.2346,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805, -8.1452, -4.9670,  0.1356,  0.9614,  0.9644,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183,-34.6472,-25.0189,  0.3590,  0.6529,  2.1417,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576,-34.7861,-23.3325,  0.7200,  0.2901,  2.1417,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1398177,  6.5442,-72.4040,  0.0553,  0.1573,  6.1953,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
1399316,-13.8107, -2.9310,  0.1131,  1.9917,  4.3622,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1412359,-25.4950,-47.4352,  0.5533,  0.5065,  1.7566,1305171460.0000, 16.3585,  0.0148, 33.9932, 52.6941
1421963,-39.4608,-26.5436,  0.1529,  0.4620,  1.5937,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1706514, 42.5739, 12.5061,  0.1971,  1.9689,  1.2469,3379855360.0000, 80.5280,  0.0162, 98.1009, 13.5235
1709590, 20.0993,-68.7347,  0.0466,  0.5030,  4.8852,2769433090.0000, 59.3787,  0.0150, 15.4440, 23.5671
1724673, 41.4424,  3.0468,  0.3131,  0.2655,  1.8235,5435144200.0000, 82.2526,  0.0185, 85.5899, 41.6212
1727247, 39.4398,-66.3222,  0.5245,  0.7541,  4.5130,5540513800.0000, 82.7279,  0.0134, 13.5734, 62.7956
1728505, 38.8912,-65.7844,  1.2554,  1.0027,  4.5130,3347457540.0000, 82.1438,  0.0181, 14.1491, 62.4960
1743068,  3.7537,-71.3242,  1.0442,  5.2071,  6.1953,1042692740.0000, 41.3178,  0.0140, 14.6873,  7.1006
1744495,  3.5566,-15.6261,  0.3810,  5.6607, 13.3857,5215091700.0000, 42.3479,  0.0172, 69.0741, 22.3367
1755167, 21.2430,-56.6061,  1.6205,  1.5138,  3.5448,1222929790.0000, 60.3818,  0.0138, 27.7229, 22.7498
1762444,-10.4138, 10.0626,  2.9284,  0.0317,  3.5199,2044032260.0000, 29.6752,  0.0153, 93.3762, 37.3673
1768534,-27.2632,-54.5015,  0.2657,  0.5286,  1.6985,9135002600.0000, 15.7222,  0.0201, 25.7175, 63.7187
1769021,-26.2786,-55.5918,  0.0259,  1.4865,  1.6985,1320068220.0000, 16.7189,  0.0149, 24.6143, 63.7323
1770033,-26.5277,-55.7477,  0.1454,  3.8167,  0.5124,2526841860.0000, 16.3952,  0.0127, 24.5381, 62.9909
1772779, 40.6592,-78.9823,  1.5381,  0.5341,  4.2066,3542967040.0000, 83.5853,  0.0185,  1.3000, 58.4443
1773451, 40.8624,-79.2906,  1.7866,  0.5341,  4.2066,2810491650.0000, 83.7866,  0.0154,  0.9939, 58.3976
1783892, 37.0534,-51.9569,  0.4358,  4.2438,  9.5134,2213619460.0000, 79.4881,  0.0138, 28.8506, 55.1489
2043242,-36.7742,-60.0846,  0.6438,  0.0000,  4.9828,1615963140.0000,  6.4567,  0.0148, 19.8721, 66.3480
2046514,-39.6633, -3.7085,  4.6907,  5.3610,  1.6997,2474652160.0000,  0.9872,  0.0178, 79.0052, 43.7024
2051379,  6.6099,-15.3367,  0.1982,  9.4705, 13.3857,4830509100.0000, 47.8781,  0.0148, 66.7172, 46.9531
2059558,-23.5646, -5.1110,  0.1828,  2.7716,  6.5914,4306477100.0000, 17.3116,  0.0143, 77.3617, 45.0814
2059994,-22.3702, -4.7015,  0.4295,  1.2726,  6.5914,1672097020.0000, 18.5788,  0.0159, 77.6933, 45.7718
2060344, 36.5624,-65.0202,  3.6131,  0.2155,  4.5130,2731931390.0000, 76.7027,  0.0158, 18.2386, 31.5498
2062484, 34.1593,-53.3852,  0.0052,  5.1020,  6.5377,14873682900.0000, 74.5978,  0.0252, 29.5551, 35.2672
2063840,-27.1925,  2.3652,  0.5181,  0.1426,  1.8013,2034452990.0000, 15.2464,  0.0150, 83.1681, 61.2772
2083429,-10.2190, 11.1412,  2.0097,  0.0317,  3.5199,4414083100.0000, 32.8559,  0.0163, 91.2646, 67.2547
2089822,-19.2061,-55.4618,  4.6031,  0.0000,  0.5124,7327868400.0000, 21.9825,  0.0169, 26.6771, 45.3090
2090628, 32.2946,-73.7167,  0.0748,  0.0475,  2.0522,3790094340.0000, 70.5344,  0.0153, 11.5728, 12.3061
2097506, 15.0575,  6.7459,  1.7440,  3.6514,  5.3222,2033982080.0000, 53.1588,  0.0143, 92.1835, 16.0579
2097671, 14.8270,  6.9204,  1.8630,  3.6514,  5.3222,5959667200.0000, 52.9783,  0.0195, 92.3044, 16.5789
2108766, -1.5712, -7.3218,  0.0254,  5.3508,  0.6461,7190650900.0000, 39.1770,  0.0204, 75.2876, 42.5904
2109109, -1.3093, -7.8624,  0.0969,  5.8399,  0.6461,1334704000.0000, 39.4120,  0.0127, 74.7758, 42.2791
2109299, -1.6187, -7.0405,  0.2396,  5.3087,  0.6461,2415770370.0000, 39.1071,  0.0149, 75.5928, 42.3838
2111199, 52.7171,-19.5427,  0.0065,  0.7396,  2.0528,1132963580.0000, 90.7699,  0.0142, 65.9466, 12.3019
2111839,-37.6794, -2.1839,  4.9850,  0.0611,  1.8331,5365031900.0000,  3.9344,  0.0175, 79.5006, 53.3112
2112127,-37.3355, -2.7050,  4.3648,  0.0611,  1.8331,14911087600.0000,  4.2478,  0.0228, 79.0121, 52.9617
2113269, 41.2054,-78.2224,  1.4355,  4.3397,  4.2066,1260615040.0000, 81.9623,  0.0138,  4.3776, 36.7786
2113755, 41.5516,-78.2171,  1.6988,  4.3397,  4.2066,1324679810.0000, 82.2472,  0.0149,  4.4484, 36.1492
2114209, 23.2117, -0.0090,  0.0971,  0.7789,  4.9817,3770082050.0000, 65.8224,  0.0178, 80.6103, 60.3595
2116222, 35.9206,  5.1093,  0.0303,  4.6273,  4.0244,17208936400.0000, 77.1033,  0.0199, 87.2545, 45.7272
2117332, 36.4050,  5.4164,  0.3763,  4.3622,  4.0244,1043647420.0000, 77.6258,  0.0113, 87.5208, 46.1007
2119506, 53.0113,-77.1855,  0.4215,  1.2206,  5.9126,1152456190.0000, 91.1147,  0.0117,  8.2498,  9.7273
2122834, 32.4141,-28.9199,  0.0462,  5.4092,  7.9552,7791466000.0000, 75.4492,  0.0191, 51.2459, 62.6057
2123500, 32.1704,-28.5606,  0.0894,  5.1922,  7.9552,2115586300.0000, 75.1855,  0.0130, 51.6267, 62.4364
2287113, 15.7319,-37.2801,  0.0209,  2.7821,  4.7896,2714240510.0000, 56.7582,  0.0172, 45.0322, 42.9149
2289704, 14.0665,  9.3216,  0.1164,  2.4373,  7.4474,9546895400.0000, 53.9845,  0.0151, 92.8180, 34.4002
2290885, 14.0867,  9.0897,  0.0475,  2.3752,  7.4474,3330842620.0000, 53.9747,  0.0147, 92.6182, 34.0867
2312305, 22.1908,-73.1873,  0.3642,  1.3643,  6.6397,1903815810.0000, 61.3329,  0.0149, 11.1382, 21.8543
2312558, 22.3120,-72.7186,  0.0916,  1.4414,  6.6397,1622199420.0000, 61.4147,  0.0159, 11.6489, 21.4804
2320251, 26.6019,-10.4591,  1.7266,  0.0000,  3.6008,3718050300.0000, 65.6160,  0.0141, 74.0031, 23.6917
2324559, 33.6827,-81.6771,  0.2346,  3.2849,  6.7413,6931066400.0000, 74.2230,  0.0181,  1.1544, 34.8041
2325005, 33.5862,-81.2009,  0.2511,  3.2944,  6.7413,1279337860.0000, 74.0986,  0.0153,  1.6604, 34.5556
2330110, -9.1274,-14.1493,  1.1265,  6.4818, 10.4164,2620252160.0000, 29.9678,  0.0149, 70.2263, 26.0831
2330533, -8.7491,-14.3893,  1.5744,  6.4818, 10.4164,1332369020.0000, 30.3051,  0.0147, 70.0300, 25.6428
2331359, 15.2024,-41.9346,  0.0036,  2.0339,  4.6275,2875570180.0000, 55.8680,  0.0183, 40.7631, 39.0890
2335941, 47.6089, -0.8477,  2.5185,  1.9387,  2.4123,13751238700.0000, 89.5478,  0.0227, 80.4895, 52.3868
2336699, 47.6995, -0.9579,  2.4006,  2.0192,  2.4123,1690837630.0000, 89.6264,  0.0156, 80.3921, 52.2561
2338567, 55.3780, -8.3754,  0.0555,  0.0000,  3.9246,1861427460.0000, 97.9918,  0.0147, 72.2406, 58.3455
2351924, 57.7551, -6.3983,  0.0204,  1.3310,  3.2551,7137810900.0000, 99.6107,  0.0201, 75.0278, 50.7546
2352412, 57.8506, -6.8044,  0.1544,  1.4536,  3.2551,1446411140.0000, 99.6807,  0.0123, 74.6490, 50.4732
2353314,-23.2072,-50.9633,  0.0779,  0.0000,  1.6043,4014759420.0000, 14.6789,  0.0162, 34.7041, 12.7436
2354217,-23.1601,-50.9013,  0.0000,  0.0000,  1.6043,1654693890.0000, 14.7201,  0.0168, 34.7724, 12.6850
2363354, 42.3134, 16.0016,  0.0930,  1.4348,  3.7767,1929266180.0000, 85.0972,  0.0188, 96.4361, 61.9897
2363904, -1.0747,-20.8335,  0.0162,  6.6819, 11.1608,29498712100.0000, 40.0390,  0.0231, 61.3853, 45.5003
2366209, -1.1477,-20.5820,  0.0008,  6.8485, 11.1608,1277972740.0000, 39.9535,  0.0139, 61.6501, 45.3925
2368522, 16.1129, -3.8483,  0.2380,  0.3208,  5.7238,1164254720.0000, 55.4445,  0.0135, 80.2746, 27.7378
2376174,-24.2192,-77.5091,  0.0425,  0.1874,  5.2585,9027220500.0000, 13.9137,  0.0166,  7.8946, 13.8485
2377686, 43.0248,-22.8254,  0.0811,  1.1860,  2.6799,1063346690.0000, 84.9706,  0.0103, 58.5044, 51.5155
2380275, -4.3931, 12.2815,  0.1315,  1.4035,  2.6724,2112049020.0000, 36.0325,  0.0152, 95.2356, 40.5492
2380608, -4.3305, 12.2980,  0.1925,  1.4035,  2.6724,1636932350.0000, 36.1048,  0.0111, 95.2417, 40.6438
2381494,  6.4136,-78.8575,  0.0148,  3.4564,  3.2435,2329423870.0000, 45.7022,  0.0157,  5.3113, 23.8025
2382778,  9.7128,  8.4687,  0.0341,  6.0164,  8.7459,3639136770.0000, 49.0195,  0.0170, 92.6183, 28.4624
2384011,-35.1238,-21.0677,  0.0052,  1.2496,  1.9062,3763608320.0000,  6.1747,  0.0167, 60.9537, 49.0286
2384245,-34.9147,-21.2318,  0.0818,  1.2144,  1.9062,2312182020.0000,  6.3415,  0.0159, 60.8348, 48.5874
2385251, 32.8637,  6.9858,  0.0313,  4.0615,  5.0851,7011335700.0000, 70.7630,  0.0202, 92.6390, 13.1665
2388360, 34.0658, 14.0392,  0.0005,  0.0664,  1.1804,4655522300.0000, 73.1252,  0.0183, 98.4529, 25.0756
2388968, 33.9221, 14.0191,  0.1177,  0.0000,  1.1804,2541518590.0000, 72.9754,  0.0139, 98.4394, 25.0211
2395864, 38.5611,-23.3594,  0.2652,  0.0812,  3.2695,1630145410.0000, 81.4582,  0.0152, 56.9539, 61.2162
2406092, 13.1138,-75.2587,  0.0070,  1.7292,  3.3211,2359184380.0000, 52.7127,  0.0118,  8.5787, 26.7613
