#OK
#SQL=  
#		                               SELECT   
#		                                        SH.GalaxyID as id,
#		                                        SH.CentreOfMass_x as x,
#		                                        SH.CentreOfMass_y as y,
#		                                        SH.CentreOfMass_z as z,                       
#			                                ape.Mass_Star as Mstar,
#	                                                G.GroupCentreOfPotential_x as g_x,
#			                                G.GroupCentreOfPotential_y as g_y,
#			                                G.GroupCentreOfPotential_z as g_z,
#			                                G.Group_M_Crit200 as M,
#			                                G.Group_R_Crit200 as R,
#			                                G.GroupID as grpid,
#	                                                G.NumOfSubhalos as Num
#			                        FROM 
#			                                RefL0100N1504_FOF as G,
#		                                        RefL0100N1504_Subhalo as SH,
#	                                                RefL0100N1504_Aperture as ape,
#	                                                RefL0100N1504_Magnitudes as mg
#			                        WHERE 
#			                	        G.SnapNum = 27 
#			                                and G.GroupMass > POWER(10.0,12.5)
#			                                and G.NumOfSubhalos>=4
#	                                                and SH.Spurious=0
#		                                        and G.GroupID = SH.GroupID
#	                                                and mg.GalaxyID = SH.GalaxyID
#	                                                and ape.ApertureSize = 30
#	                                                and ape.Mass_Star > POWER(10.0,8.5)
#	                                                and ape.GalaxyID = SH.GalaxyID
#	
#			                        ORDER BY 
#			                			    G.Group_M_Crit200 
#		
#	
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1800 sec
#QUERYTIME 4451 millisec
#COLUMN 1 name=id JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=Mstar JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=g_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=g_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=g_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=M JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=R JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=grpid JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 12 name=Num JDBC_TYPE=4 JDBC_TYPENAME=int
id,x,y,z,Mstar,g_x,g_y,g_z,M,R,grpid,Num
16727954,79.366936,42.29535,51.44995,3.01826478E10,79.37711,42.28786,51.457115,3.55602321E12,311.44095,27000000000507,178
2452180,45.329582,45.418434,95.929474,2.82238464E9,45.413345,45.52975,96.123055,3.56759372E12,311.77847,27000000000443,189
2452471,45.31145,45.547626,95.98219,8.4736276E9,45.413345,45.52975,96.123055,3.56759372E12,311.77847,27000000000443,189
2453279,45.437717,45.328312,95.855255,6.9085158E8,45.413345,45.52975,96.123055,3.56759372E12,311.77847,27000000000443,189
16416252,45.389378,45.52507,96.09168,5.4936412E10,45.413345,45.52975,96.123055,3.56759372E12,311.77847,27000000000443,189
58262156,45.445896,45.348618,96.46875,4.3116416E8,45.413345,45.52975,96.123055,3.56759372E12,311.77847,27000000000443,189
2471465,80.49469,23.364779,74.6516,2.9169472E9,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
2471203,80.55747,23.4565,74.52501,1.42257587E9,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
2471753,80.40593,23.199888,74.866745,4.99246592E8,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
58289348,80.53223,23.387602,74.670074,9.558311E8,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
58289002,80.52583,23.339066,74.67625,2.95404544E9,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
58289570,80.54941,23.300665,74.48768,4.29784768E8,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
28754568,80.52406,23.312037,74.54342,4.197088E8,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
16500250,80.50232,23.348824,74.55706,5.3445444E10,80.49244,23.335047,74.53548,3.56774288E12,311.7892,27000000000456,192
16710871,53.53989,97.024765,55.71344,8.2332221E10,53.533527,97.01887,55.708065,3.57919569E12,312.1165,27000000000496,88
58482930,53.272808,96.939095,55.725418,1.13217574E9,53.533527,97.01887,55.708065,3.57919569E12,312.1165,27000000000496,88
2454589,63.807575,97.64354,64.0257,7.5064762E8,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
2455065,63.91828,97.970695,64.00285,4.246312E8,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
2455270,63.958946,97.558945,63.96508,8.0948762E8,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
2454844,64.17625,97.83864,63.672016,4.1217312E8,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
58265904,64.460495,97.585236,64.080246,3.37876045E9,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
58265716,64.202995,97.77078,63.820824,4.05269344E8,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
16424325,64.3249,97.6349,64.04361,4.1117983E10,64.37987,97.61492,64.05698,3.60015934E12,312.7253,27000000000417,264
2553658,92.13566,78.29019,51.55363,2.15765658E9,91.90129,78.26502,51.337234,3.60508791E12,312.85635,27000000000555,108
16986868,91.905975,78.27117,51.33174,4.517759E10,91.90129,78.26502,51.337234,3.60508791E12,312.85635,27000000000555,108
58536520,92.06841,78.2646,51.279766,6.693127E8,91.90129,78.26502,51.337234,3.60508791E12,312.85635,27000000000555,108
58536601,91.85172,78.36877,51.298035,1.25540365E9,91.90129,78.26502,51.337234,3.60508791E12,312.85635,27000000000555,108
58536902,91.9114,78.241135,51.371544,1.0646073E9,91.90129,78.26502,51.337234,3.60508791E12,312.85635,27000000000555,108
1742720,40.74296,14.984053,5.9036193,1.8521225E9,41.004436,15.347279,5.947831,3.60752113E12,312.9269,27000000000386,155
1743301,41.07551,15.47363,5.924838,1.0936576E9,41.004436,15.347279,5.947831,3.60752113E12,312.9269,27000000000386,155
1743943,40.85641,15.384406,5.903415,1.64701235E9,41.004436,15.347279,5.947831,3.60752113E12,312.9269,27000000000386,155
14674761,40.984867,15.334471,6.0226665,4.988253E10,41.004436,15.347279,5.947831,3.60752113E12,312.9269,27000000000386,155
13861189,40.925545,15.268057,6.242953,4.298349E10,41.004436,15.347279,5.947831,3.60752113E12,312.9269,27000000000386,155
16902854,28.533573,61.475418,65.44114,7.5314692E10,28.536612,61.47201,65.44384,3.6139143E12,313.12646,27000000000533,97
17060658,95.78837,10.104021,96.30562,2.63329403E10,95.79032,10.08515,96.307,3.62995044E12,313.57788,27000000000583,117
58560040,95.7508,10.243944,96.338905,1.1048833E10,95.79032,10.08515,96.307,3.62995044E12,313.57788,27000000000583,117
2509140,34.060207,85.31333,45.924603,2.37876352E9,34.026947,85.48201,46.251785,3.64607727E12,314.053,27000000000487,129
58339800,33.96061,85.53956,46.366695,4.27299392E8,34.026947,85.48201,46.251785,3.64607727E12,314.053,27000000000487,129
16653665,34.02826,85.483826,46.250854,4.9245405E10,34.026947,85.48201,46.251785,3.64607727E12,314.053,27000000000487,129
2509878,65.34454,47.214046,61.339256,2.98442906E9,65.534676,47.244637,61.34934,3.65170131E12,314.2097,27000000000478,140
2509514,65.51084,46.97656,61.787037,4.72306752E8,65.534676,47.244637,61.34934,3.65170131E12,314.2097,27000000000478,140
2509723,65.801735,47.762993,61.46066,5.862041E8,65.534676,47.244637,61.34934,3.65170131E12,314.2097,27000000000478,140
2510269,65.60375,47.391285,61.158794,6.247095E8,65.534676,47.244637,61.34934,3.65170131E12,314.2097,27000000000478,140
16657911,65.52275,47.25488,61.364643,3.9020421E10,65.534676,47.244637,61.34934,3.65170131E12,314.2097,27000000000478,140
3483605,6.1600113,35.193893,57.616383,4.09345696E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3484488,5.5543466,35.642933,57.789406,8.7568058E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3489839,6.808257,35.184315,58.079784,4.00533786E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3493217,7.186891,35.292255,58.108932,1.51779622E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3476825,6.457225,34.982998,58.103474,2.25425587E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3504640,6.1101995,34.910572,57.15816,7.040505E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3488254,5.78666,35.216217,57.355156,1.04486272E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3500645,6.791886,36.32659,57.78698,1.4728503E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3510666,5.869014,35.57845,57.734684,5.4838317E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
3507644,6.0513186,35.693413,57.88903,7.1871968E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
14957973,6.831932,35.158695,57.813103,4.2357903E10,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
9564895,5.8866715,35.55724,57.65744,7.4740659E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
9559943,6.335543,35.102787,58.542393,7.1972495E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
9562860,6.4128795,35.17818,57.971912,2.28423803E10,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
9508203,6.123277,35.58512,58.013947,6.6406756E10,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
9570670,6.242484,34.88016,57.21498,5.9070705E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
14910181,6.771176,35.76834,57.835293,4.5126955E10,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
59987637,6.651278,35.186558,57.76986,4.1180016E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
59968965,6.790751,35.937244,57.9431,3.5101184E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
59968570,6.27314,35.797817,58.007866,3.2363328E8,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
59945711,6.8598876,35.88235,57.83188,1.69661926E9,6.887687,35.171036,57.74898,3.65647731E12,314.3468,27000000000106,796
2094039,86.41903,99.74074,19.701946,1.00174202E9,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2095443,85.77788,99.697685,19.824875,3.33274944E8,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2095292,85.86888,98.82196,20.130283,9.7043917E8,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2094365,85.81587,99.18715,20.004133,5.5953341E9,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2094810,86.69942,99.48535,19.872776,6.721849E8,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2093593,85.70733,98.939804,20.265255,3.60613965E9,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2094645,85.92864,99.23,19.721731,5.4555387E9,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2095199,85.74698,98.940186,20.056408,2.05567565E9,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
15295234,85.91976,99.15053,19.916069,2.39360737E10,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
56727374,85.81814,99.044075,19.92961,6.1690541E8,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
56727927,85.916794,98.91251,19.68021,3.79740192E8,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
56727112,85.81744,98.943375,20.207584,1.35507162E9,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
8324882,86.05131,99.54251,19.698963,3.25781074E10,85.91225,99.09984,19.934717,3.65656487E12,314.3512,27000000000266,340
2518805,91.474976,53.7825,36.464252,7.0286611E8,91.53184,53.935093,36.929047,3.66882193E12,314.7027,27000000000446,162
16701964,91.52558,53.91684,36.91283,5.6123347E10,91.53184,53.935093,36.929047,3.66882193E12,314.7027,27000000000446,162
58479898,91.54678,53.940315,36.973423,2.20541952E9,91.53184,53.935093,36.929047,3.66882193E12,314.7027,27000000000446,162
2526168,14.578355,95.191666,94.11295,1.97215731E9,14.58095,94.96014,94.098175,3.67562798E12,314.8832,27000000000525,126
16740640,14.574666,94.96566,94.09135,4.803924E10,14.58095,94.96014,94.098175,3.67562798E12,314.8832,27000000000525,126
2440708,41.503693,18.857756,4.0745907,1.13864179E9,41.54745,18.823677,4.1300225,3.7070753E12,315.78336,27000000000390,200
16275866,41.559998,18.815172,4.1685796,7.9714189E10,41.54745,18.823677,4.1300225,3.7070753E12,315.78336,27000000000390,200
8471989,41.49047,18.912455,4.7411814,1.03380009E10,41.54745,18.823677,4.1300225,3.7070753E12,315.78336,27000000000390,200
57843076,41.591423,18.793764,4.0785985,1.74560806E9,41.54745,18.823677,4.1300225,3.7070753E12,315.78336,27000000000390,200
57843226,41.737785,18.822638,4.3000402,2.20876467E9,41.54745,18.823677,4.1300225,3.7070753E12,315.78336,27000000000390,200
2466736,37.51086,57.20764,2.8546798,3.5996768E8,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
2466856,37.588844,57.57685,2.7097654,3.06061466E9,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
2465648,37.49855,57.02797,2.6032555,4.6341408E8,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
2466141,37.57545,57.564766,2.54797,1.7491273E9,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
58280399,37.500153,57.539055,2.5932672,1.0019145E9,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
58280767,37.48805,57.527378,2.5793445,3.74851648E8,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
16467494,37.653263,57.537354,2.6034632,5.2344721E10,37.65973,57.5476,2.5986779,3.71372327E12,315.98056,27000000000447,176
2476729,83.30253,98.55239,17.45065,5.676247E9,83.769936,98.431915,17.844732,3.71878763E12,316.12814,27000000000432,205
2477143,83.707466,98.41095,17.754818,4.8230057E9,83.769936,98.431915,17.844732,3.71878763E12,316.12814,27000000000432,205
16530723,83.74935,98.44493,17.829266,7.0297084E10,83.769936,98.431915,17.844732,3.71878763E12,316.12814,27000000000432,205
58297449,83.708374,98.337425,17.967867,6.6078234E8,83.769936,98.431915,17.844732,3.71878763E12,316.12814,27000000000432,205
2515232,87.239204,45.177353,59.559994,5.1573806E9,87.2642,45.126595,59.683132,3.72467591E12,316.2831,27000000000475,164
2515717,87.422104,45.37994,59.68619,9.9192589E8,87.2642,45.126595,59.683132,3.72467591E12,316.2831,27000000000475,164
2514805,87.254944,45.122402,59.296875,2.39432064E9,87.2642,45.126595,59.683132,3.72467591E12,316.2831,27000000000475,164
58473960,87.21417,45.057804,59.52113,3.1678704E8,87.2642,45.126595,59.683132,3.72467591E12,316.2831,27000000000475,164
16684540,87.26606,45.10525,59.67798,3.07022479E10,87.2642,45.126595,59.683132,3.72467591E12,316.2831,27000000000475,164
2445338,31.62709,39.944977,95.21397,8.6858414E9,31.416618,39.889988,95.496124,3.73043023E12,316.45383,27000000000434,147
2445962,31.734074,39.70778,95.639946,2.39868698E9,31.416618,39.889988,95.496124,3.73043023E12,316.45383,27000000000434,147
2446248,31.403978,39.97716,95.333664,1.38465101E9,31.416618,39.889988,95.496124,3.73043023E12,316.45383,27000000000434,147
16385871,31.418076,39.886738,95.48487,5.2329607E10,31.416618,39.889988,95.496124,3.73043023E12,316.45383,27000000000434,147
28679145,31.520727,39.85786,95.47695,3.19646432E8,31.416618,39.889988,95.496124,3.73043023E12,316.45383,27000000000434,147
58252112,31.522297,40.09324,95.43185,4.86823328E8,31.416618,39.889988,95.496124,3.73043023E12,316.45383,27000000000434,147
2439058,89.05191,99.874954,19.777317,3.84113088E8,89.18239,0.28480947,19.18951,3.77932218E12,317.8372,27000000000429,167
8467806,89.51682,0.46899724,18.48469,6.3387735E9,89.18239,0.28480947,19.18951,3.77932218E12,317.8372,27000000000429,167
28648779,89.114746,0.37260097,19.166773,3.7528896E8,89.18239,0.28480947,19.18951,3.77932218E12,317.8372,27000000000429,167
16262528,89.18257,0.2921371,19.191265,5.1898753E10,89.18239,0.28480947,19.18951,3.77932218E12,317.8372,27000000000429,167
2433568,1.2118442,53.078728,27.931417,1.18821734E9,1.144597,53.287205,27.770393,3.79330023E12,318.2117,27000000000398,162
2433238,1.4248863,52.950592,27.992458,1.08344115E9,1.144597,53.287205,27.770393,3.79330023E12,318.2117,27000000000398,162
16238798,1.1506096,53.276516,27.768934,7.7558063E10,1.144597,53.287205,27.770393,3.79330023E12,318.2117,27000000000398,162
16618997,9.065165,38.80551,77.38682,3.38951946E10,9.075707,38.80427,77.38063,3.81030787E12,318.6916,27000000000493,139
58324400,9.08462,38.772396,77.36079,1.34386854E9,9.075707,38.80427,77.38063,3.81030787E12,318.6916,27000000000493,139
58324326,9.243677,38.857624,77.11925,4.2932144E8,9.075707,38.80427,77.38063,3.81030787E12,318.6916,27000000000493,139
58324958,9.068222,38.863033,77.41606,3.54474112E8,9.075707,38.80427,77.38063,3.81030787E12,318.6916,27000000000493,139
58325167,9.183115,38.872124,77.36865,4.3041088E8,9.075707,38.80427,77.38063,3.81030787E12,318.6916,27000000000493,139
58323655,9.042466,38.80072,77.42795,5.4379064E9,9.075707,38.80427,77.38063,3.81030787E12,318.6916,27000000000493,139
2472471,89.78757,35.74623,60.933983,5.4641158E8,89.81456,35.861187,60.834034,3.82331938E12,319.0569,27000000000438,97
16510725,89.81346,35.85964,60.82784,1.06230841E11,89.81456,35.861187,60.834034,3.82331938E12,319.0569,27000000000438,97
13107472,89.570526,35.43641,60.57919,1.67933146E9,89.81456,35.861187,60.834034,3.82331938E12,319.0569,27000000000438,97
2475811,86.279755,13.199993,66.76619,9.5624582E8,86.04016,12.841311,66.79517,3.84423087E12,319.63684,27000000000457,161
2475237,85.857445,13.005292,66.5513,5.6065009E9,86.04016,12.841311,66.79517,3.84423087E12,319.63684,27000000000457,161
2475560,86.20535,13.2537565,66.695335,7.3555821E8,86.04016,12.841311,66.79517,3.84423087E12,319.63684,27000000000457,161
16521446,86.03611,12.854937,66.78245,6.7816767E10,86.04016,12.841311,66.79517,3.84423087E12,319.63684,27000000000457,161
58294991,86.02171,12.790036,66.532486,5.6124026E8,86.04016,12.841311,66.79517,3.84423087E12,319.63684,27000000000457,161
58294878,86.187004,13.0027075,66.863464,4.61001056E8,86.04016,12.841311,66.79517,3.84423087E12,319.63684,27000000000457,161
1781436,62.677776,39.846657,36.50391,1.40786803E9,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
1781777,62.96389,39.56309,35.792088,5.04120704E8,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
1781968,62.144737,39.31353,35.920475,6.6806509E8,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
1782160,63.864838,39.44127,35.632652,1.20429171E9,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
1782387,62.026543,39.310688,36.067024,1.41753984E9,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
14847632,63.56583,39.3587,35.61278,3.15195412E10,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
14841935,62.306114,39.475864,36.060875,8.5911118E10,62.277637,39.48946,36.069458,3.88529468E12,320.76907,27000000000234,322
2356933,95.91136,57.05447,92.0768,5.4547136E8,95.56355,56.81238,92.086044,3.88741307E12,320.8373,27000000000425,181
2355102,95.69097,56.837482,92.19307,1.41434061E10,95.56355,56.81238,92.086044,3.88741307E12,320.8373,27000000000425,181
2355836,95.56669,56.843994,92.09537,5.5432678E9,95.56355,56.81238,92.086044,3.88741307E12,320.8373,27000000000425,181
2357206,95.639984,57.06462,92.183,5.11644192E8,95.56355,56.81238,92.086044,3.88741307E12,320.8373,27000000000425,181
15851558,95.61008,56.84941,92.13398,2.97658327E10,95.56355,56.81238,92.086044,3.88741307E12,320.8373,27000000000425,181
8398226,95.63459,56.85469,92.18254,2.17078333E10,95.56355,56.81238,92.086044,3.88741307E12,320.8373,27000000000425,181
2457447,52.966675,13.633566,15.85024,3.32631142E9,52.658913,13.348218,16.056084,3.89076143E12,320.9107,27000000000422,148
58270223,52.82217,13.361581,16.03718,1.9368471E9,52.658913,13.348218,16.056084,3.89076143E12,320.9107,27000000000422,148
28716311,52.68765,13.207764,16.106396,3.80666048E8,52.658913,13.348218,16.056084,3.89076143E12,320.9107,27000000000422,148
16437978,52.663097,13.350835,16.050753,9.0659586E10,52.658913,13.348218,16.056084,3.89076143E12,320.9107,27000000000422,148
2450393,56.32671,49.924885,25.324812,8.8401275E9,56.372032,49.798904,25.39603,3.89679179E12,321.09375,27000000000401,179
2451278,56.421158,49.519,25.242514,3.63124838E9,56.372032,49.798904,25.39603,3.89679179E12,321.09375,27000000000401,179
2451596,56.500484,50.008755,25.665499,7.4034317E8,56.372032,49.798904,25.39603,3.89679179E12,321.09375,27000000000401,179
2451047,56.19472,50.071335,24.9305,1.08490074E9,56.372032,49.798904,25.39603,3.89679179E12,321.09375,27000000000401,179
16409437,56.33624,49.82645,25.406656,4.3968725E10,56.372032,49.798904,25.39603,3.89679179E12,321.09375,27000000000401,179
8480397,56.066975,50.115925,25.605343,5.5371597E9,56.372032,49.798904,25.39603,3.89679179E12,321.09375,27000000000401,179
2330533,30.305117,70.02996,25.642778,1.33236902E9,30.406212,70.05941,25.734196,3.8995E12,321.16507,27000000000328,202
2330110,29.967762,70.22631,26.083092,2.62025216E9,30.406212,70.05941,25.734196,3.8995E12,321.16507,27000000000328,202
2330874,30.269032,70.023796,25.7268,5.27635328E8,30.406212,70.05941,25.734196,3.8995E12,321.16507,27000000000328,202
15635733,30.355398,70.070526,25.78859,7.142441E10,30.406212,70.05941,25.734196,3.8995E12,321.16507,27000000000328,202
57264549,30.238165,70.22004,25.514776,9.1755853E8,30.406212,70.05941,25.734196,3.8995E12,321.16507,27000000000328,202
8375961,29.746151,70.147934,26.372889,3.4580402E10,30.406212,70.05941,25.734196,3.8995E12,321.16507,27000000000328,202
2461977,2.203384,75.655495,51.377556,5.9788012E9,2.1917179,75.87368,51.34633,3.91306989E12,321.52838,27000000000431,123
58275934,2.4053452,76.063225,51.385162,9.2818118E8,2.1917179,75.87368,51.34633,3.91306989E12,321.52838,27000000000431,123
16454620,2.1961288,75.87142,51.354916,1.04528191E11,2.1917179,75.87368,51.34633,3.91306989E12,321.52838,27000000000431,123
2467701,71.52945,56.9382,4.8636866,3.75041056E8,71.40607,56.55521,5.0197635,3.91311209E12,321.5335,27000000000402,128
16475748,71.39923,56.565228,5.0249233,1.47474207E10,71.40607,56.55521,5.0197635,3.91311209E12,321.5335,27000000000402,128
16472250,71.39765,56.562714,5.0262933,7.7732667E10,71.40607,56.55521,5.0197635,3.91311209E12,321.5335,27000000000402,128
58281433,71.41914,56.458233,4.8754425,5.932745E8,71.40607,56.55521,5.0197635,3.91311209E12,321.5335,27000000000402,128
5550659,71.23891,56.141598,5.3354874,3.36689568E8,71.40607,56.55521,5.0197635,3.91311209E12,321.5335,27000000000402,128
2342759,60.573948,48.512424,95.27075,1.99479437E9,60.441174,48.592457,95.26284,3.92794105E12,321.94135,27000000000322,273
2342211,60.475346,49.26467,95.76997,2.16673459E9,60.441174,48.592457,95.26284,3.92794105E12,321.94135,27000000000322,273
8386414,60.167393,49.185837,95.71566,2.32191386E10,60.441174,48.592457,95.26284,3.92794105E12,321.94135,27000000000322,273
15804166,60.430416,48.624725,95.28089,3.8597595E10,60.441174,48.592457,95.26284,3.92794105E12,321.94135,27000000000322,273
57281444,60.184856,49.06287,95.66184,3.8434128E8,60.441174,48.592457,95.26284,3.92794105E12,321.94135,27000000000322,273
2409560,37.174854,48.647976,98.95497,5.6724669E9,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
2410026,36.959328,48.648674,99.15524,9.460821E9,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
2411154,37.01573,48.674675,99.07243,5.9605647E9,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
2411613,36.748306,48.456764,99.03206,2.10983987E9,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
57807848,36.964367,48.896732,99.27153,4.02513664E8,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
16157604,37.06373,48.644917,99.10577,6.857148E10,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
16161069,37.06051,48.627827,99.12065,2.89580913E10,37.081043,48.630238,99.10568,3.93240484E12,322.07037,27000000000393,155
2405159,76.765015,24.187273,72.72976,9.768505E8,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
2405797,76.75985,24.442488,72.7435,3.21161888E8,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
2404872,76.57902,23.983568,72.516205,2.12659162E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
2405525,76.88788,24.088718,72.78371,1.05235046E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
2403661,76.56125,24.054857,73.07833,2.37070182E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
2404110,76.86555,24.163315,72.857895,4.03251251E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
2405363,76.913315,23.894018,72.51538,1.26594355E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
16130871,76.757706,23.949461,72.53345,4.9615675E10,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
16135225,76.76424,23.92279,72.50773,4.14660896E8,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
57800883,77.0705,23.881834,72.48549,1.08025894E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
57800707,76.74041,23.97036,72.49818,2.25570509E9,76.774185,23.923159,72.526985,3.94795994E12,322.48358,27000000000385,201
1729657,82.46668,12.96124,62.670895,8.903728E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
1727842,82.69525,13.55711,62.786224,4.10317472E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
1728293,82.725975,12.758822,62.382233,5.7088819E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
1727247,82.72788,13.573365,62.795647,5.5405138E9,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
14618436,82.5496,13.106343,62.608883,7.1957496E10,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
55547389,82.114525,12.944889,62.322647,9.8507686E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
55546679,82.1553,12.829705,62.298847,4.73437056E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
55546832,82.63638,12.894011,62.515324,6.391783E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
13849727,82.373474,12.864258,62.18082,9.1630326E9,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
27647384,82.61227,13.171486,62.677914,7.1037958E8,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
13848162,82.08238,12.906323,62.332478,4.3556962E10,82.574295,13.157884,62.66393,3.94890786E12,322.50546,27000000000220,387
