id,SM,SM2,Metal,u_minus_r,g_minus_r,x,y,z,Velx,Vely,Velz
2066277,3.30206848E8,3.30206848E8,0.08771026,3.324976,0.9948616,74.2808,31.244139,64.01783,30.69181,-192.03554,-370.8876
24198872,3.21103936E8,3.21103936E8,0.03017069,2.6970377,0.8549347,52.313465,4.977272,20.095263,1059.7876,-456.04074,176.1083
17834798,3.32190976E8,3.32190976E8,0.031703886,1.6211662,0.37327003,13.548575,96.60893,42.05344,-85.893326,-325.35565,94.95539
22098387,4.16777856E8,4.16777856E8,0.036067687,2.599227,0.8196001,43.766773,77.44273,35.102238,-244.99738,427.47928,-365.9175
25994993,5.8116218E8,5.8116218E8,0.04901227,2.9170809,0.9158182,78.00687,30.450161,56.041973,910.3346,-98.88603,-193.29646
26161350,3.24430272E8,3.24430272E8,0.030531175,2.6119194,0.8336916,6.4164386,52.69993,50.36112,-284.17322,-85.06336,-52.82669
23384532,3.39776288E8,3.39776288E8,0.019652504,2.4733171,0.7909126,13.825148,78.57864,53.738186,304.2305,-29.13042,-321.26395
24475,7.8373062E8,7.8373062E8,0.06829348,3.2028303,0.98127556,11.179398,80.589424,54.743313,387.07407,-637.825,-333.04648
17539087,3.64089728E8,3.64089728E8,0.033499535,2.4698439,0.77216244,35.162598,94.22405,64.6671,-154.25949,-318.11786,-199.36758
25651815,4.9937024E8,4.9937024E8,0.026658207,2.5958805,0.8253288,24.557995,66.11331,9.893945,-225.16096,-229.14679,437.3122
8446231,4.14000864E8,4.14000864E8,0.03256501,0.9799442,0.24805832,70.63142,81.68876,51.124237,7.598048,-203.77565,-246.9546
26156997,3.20704576E8,3.20704576E8,0.024145775,2.4079723,0.7603111,7.33486,53.09702,50.48507,243.9002,23.517366,148.49913
26242800,3.51423424E8,3.51423424E8,0.025973693,2.5562096,0.8133583,13.449351,98.46111,59.53691,67.92617,168.67126,-157.07672
10964508,4.24616192E8,4.24616192E8,0.031433452,2.5890617,0.8192377,48.90065,99.709496,83.2049,65.086815,-123.590775,61.890755
26063011,4.15978208E8,4.15978208E8,0.031875886,2.4863882,0.78205776,99.76401,71.176956,35.832684,154.56561,-247.98508,605.1504
20754426,3.24880544E8,3.24880544E8,0.024092564,2.4247665,0.769578,82.516914,37.587353,8.78126,-347.97476,-14.065615,80.658806
15489864,4.81711584E8,4.81711584E8,0.039092295,1.0223675,0.33665276,54.128506,92.52218,34.36944,478.86572,-129.54713,32.99232
28716311,3.80666048E8,3.80666048E8,0.020267727,2.348979,0.74489784,52.68765,13.207764,16.106396,214.55174,-304.1022,-19.991846
24645096,3.321424E8,3.321424E8,0.017042302,2.3283482,0.73637676,58.500854,33.961243,21.029572,831.15094,-163.82213,-344.08356
25404395,5.23437312E8,5.23437312E8,0.027598182,2.55618,0.81369114,79.97789,1.9060655,40.312954,192.98198,-778.10223,-325.01883
16451147,4.49470688E8,4.49470688E8,0.04031399,2.6611042,0.8399544,19.135954,20.789036,36.891193,46.2124,36.283123,41.34777
26706391,3.50870624E8,3.50870624E8,0.03210575,2.6132011,0.83500195,59.97188,44.86546,39.595535,-112.76094,-476.25024,-105.69966
23364840,3.29503648E8,3.29503648E8,0.021040507,2.470272,0.78930473,18.12531,79.90016,53.731884,-543.15717,-347.7202,-218.84111
18957810,3.29546752E8,3.29546752E8,0.02493275,2.5148,0.8024721,22.006643,78.5549,49.65879,83.83344,539.75916,-262.48672
24504228,6.7793325E8,6.7793325E8,0.030856991,2.6354609,0.8368025,76.093575,89.2281,41.93074,-610.65936,234.14925,-39.590008
26445484,3.44435424E8,3.44435424E8,0.022444963,2.4737082,0.7879782,96.5472,56.197132,96.612175,-320.04233,75.90087,377.66092
18442774,6.8445274E8,6.8445274E8,0.04052222,2.1300697,0.6064701,45.19758,12.898261,8.827642,287.55392,-80.4793,82.215195
20322233,6.7161146E8,6.7161146E8,0.023123521,2.569974,0.8141556,54.035267,48.477085,97.32629,231.25989,-263.78632,-204.73177
9638560,3.53309184E8,3.53309184E8,0.018241502,1.0032177,0.23430824,71.147194,3.8694868,87.91596,246.3293,213.3945,-158.64954
28254225,3.48670336E8,3.48670336E8,0.019562358,2.2544355,0.69868946,33.538113,8.966247,3.6456313,82.32426,233.14867,335.1789
9481534,4.14207424E8,4.14207424E8,0.04475991,0.20980644,-0.08413887,2.8406746,73.811874,47.598083,174.2487,-160.47404,-604.4236
25884676,4.44010432E8,4.44010432E8,0.023860538,2.483924,0.79411316,4.745213,59.5172,54.40774,-307.33554,-308.4039,188.90347
22092349,7.0744762E8,7.0744762E8,0.014719382,2.4655104,0.78211117,15.568706,78.11213,52.769527,206.82838,447.95508,588.41284
23654431,5.6225805E8,5.6225805E8,0.032520697,2.627737,0.83885956,5.716858,75.64329,47.477425,-647.1759,646.4516,-107.75557
19275868,1.07111872E9,1.07111872E9,0.024549024,2.6586332,0.8408642,58.076225,41.91365,89.64496,-354.4093,120.69017,-50.587685
24198593,3.826544E8,3.826544E8,0.018102348,2.390911,0.7636442,52.258434,5.3932815,20.36116,481.457,203.21466,657.2312
27760222,3.22213984E8,3.22213984E8,0.028226506,2.52353,0.8041878,29.89293,92.81884,38.018234,326.80002,-72.0436,252.96585
26301661,6.8863226E8,6.8863226E8,0.03662039,2.7003403,0.85622406,69.64141,55.421806,74.73887,-54.86095,16.85129,593.83
24197700,8.995033E8,8.995033E8,0.02451951,2.5753279,0.81897545,52.31468,4.9247127,19.973143,521.54425,865.82837,625.1061
28137777,6.4253011E8,6.4253011E8,0.031013563,2.3432932,0.7171173,77.14251,87.24185,46.05374,207.62842,20.684694,-531.9078
27018504,3.42947808E8,3.42947808E8,0.01526359,2.3786001,0.75861835,91.80991,14.398272,36.875423,-441.4214,-46.67404,327.08533
18474992,3.5612608E8,3.5612608E8,0.024973553,2.1225605,0.61433125,68.41736,65.87938,9.601707,-26.552767,53.843517,-175.51646
27818097,5.9717306E8,5.9717306E8,0.01993768,2.3936567,0.7605009,6.972926,55.0488,46.94196,-327.09778,366.8486,430.49878
17199214,7.6079942E8,7.6079942E8,0.035450976,2.6634226,0.84641933,66.40558,53.20026,84.343056,-207.54553,185.19627,-350.27106
24198424,3.23724512E8,3.23724512E8,0.014544438,2.3177252,0.7422056,52.85115,5.2519197,20.171005,772.3994,970.85175,225.36897
25471747,4.1862864E8,4.1862864E8,0.020606795,2.4152946,0.7725849,54.152214,35.904858,34.507458,-164.67508,230.35503,-655.0366
23653646,4.40357696E8,4.40357696E8,0.01856788,2.3866854,0.7649336,5.087158,76.11768,46.14871,323.7692,-388.15448,866.5734
20860776,5.392617E8,5.392617E8,0.021084981,2.4722834,0.7896843,69.272545,81.535164,87.38912,-87.799,154.71747,62.021526
25370586,8.4311603E8,8.4311603E8,0.030054407,2.6186676,0.8337841,82.30684,13.072104,57.869965,226.5531,288.5574,103.81105
18960048,5.4542413E8,5.4542413E8,0.0584786,0.20684052,-0.07978821,22.052752,78.538956,49.645126,-665.0952,-27.106813,-33.636932
25370913,9.2354419E8,9.2354419E8,0.036945883,2.7025156,0.8598242,82.29728,13.245022,57.959652,-52.43505,-108.976944,191.1544
27018022,1.15867789E9,1.15867789E9,0.040727764,2.7348557,0.86517715,91.821846,14.448741,36.872406,-74.14734,-578.29034,7.6065454
28648779,3.7528896E8,3.7528896E8,0.022563927,2.3997679,0.7592697,89.114746,0.37260097,19.166773,-403.9928,227.90836,191.12183
23318240,4.14266112E8,4.14266112E8,0.007197736,2.1797028,0.69963646,18.08879,79.58295,53.700783,-595.77655,-947.1201,-115.8443
20438756,7.1009741E8,7.1009741E8,0.019301645,2.4731665,0.78314114,73.428665,9.197494,89.50143,211.55377,-223.29286,-333.55505
28375841,4.75250528E8,4.75250528E8,0.019884411,2.3390665,0.74000835,90.07621,51.215363,1.1173043,-402.90198,-207.75279,561.1475
57782155,3.86517728E8,3.86517728E8,0.030469034,2.5242052,0.7995262,26.18841,73.61068,19.18584,262.21606,-229.58969,-25.431479
19877258,1.3768695E9,1.3768695E9,0.017660176,2.4814367,0.789381,28.528807,78.24181,59.611595,-33.529472,100.48075,-72.89139
26514090,4.17738048E8,4.17738048E8,0.020133894,2.4070063,0.7701998,13.632449,75.6483,25.718248,238.05551,264.15286,726.1443
14448240,4.3705312E8,4.3705312E8,0.021377742,2.3676777,0.75130653,36.65019,65.79153,6.6975007,-521.02246,-72.750175,174.34819
9734699,4.28486624E8,4.28486624E8,0.021086928,1.1485786,0.28686523,61.705723,95.58004,91.50324,26.851505,-15.134336,212.14647
26040228,3.48105888E8,3.48105888E8,0.013581654,2.237771,0.7150583,43.86985,77.3557,34.729668,174.89554,31.326593,418.6015
59962445,7.032071E8,7.032071E8,0.03374437,2.6593714,0.84693336,9.263314,35.395264,53.83583,75.67547,914.98883,-1223.2185
28679145,3.19646432E8,3.19646432E8,0.012977801,2.2460098,0.71323586,31.520727,39.85786,95.47695,600.3773,28.600359,-44.25919
25292292,4.94743968E8,4.94743968E8,0.025998516,2.4923573,0.80013275,74.3328,5.5020247,76.53962,24.790962,25.053297,-272.80008
20717361,1.38528525E9,1.38528525E9,0.020422742,1.7885942,0.5573597,13.6157055,67.21418,0.9723435,-187.87527,-15.638409,-10.929301
26177017,9.4141466E8,9.4141466E8,0.023892796,2.5492764,0.81017494,67.01996,31.082079,23.589796,-576.83307,143.54692,-170.69878
16964734,4.86183712E8,4.86183712E8,0.033660322,1.0349579,0.34872437,38.715862,30.952366,53.795506,-25.055824,472.7023,-59.532364
25602582,5.6458483E8,5.6458483E8,0.017733907,2.3973837,0.7674475,66.152336,53.898632,83.70102,157.30408,-246.75911,-470.92285
28283124,3.53226848E8,3.53226848E8,0.023271304,2.4396791,0.7788143,56.481052,44.072163,84.16427,438.0593,91.38844,-102.94265
56787725,4.1266736E8,4.1266736E8,0.014259472,1.9776888,0.5544033,82.33501,98.89291,69.6967,71.8912,254.81674,-292.12106
27236031,9.3199744E8,9.3199744E8,0.025143297,2.4844904,0.7876034,4.2351365,25.11071,70.82357,-212.63649,-240.61108,-251.95428
51208924,3.41612736E8,3.41612736E8,0.014722069,2.3048697,0.7434273,77.89097,30.349518,55.996807,699.0211,14.181551,-477.63538
18309915,3.50542752E8,3.50542752E8,0.01589447,1.8323717,0.46846962,58.362988,54.036568,56.22672,119.20018,0.23417434,-192.62288
29498554,3.37321568E8,3.37321568E8,0.01728468,2.2362013,0.699378,11.120097,7.4840145,8.2772255,111.14912,-82.65678,137.36203
28754568,4.197088E8,4.197088E8,0.01925842,2.3872108,0.75664806,80.52406,23.312037,74.54342,204.25764,-64.87478,-87.326256
26836634,5.4362816E8,5.4362816E8,0.0392577,2.693244,0.8577242,66.17365,4.662499,23.605526,-132.32883,-219.48523,31.58905
18921533,1.55538291E9,1.55538291E9,0.049093958,2.8042393,0.8712864,47.11201,16.105616,8.571756,74.4128,-287.27597,137.04344
60842827,3.17111936E8,3.17111936E8,0.012270551,2.273923,0.7273369,52.892124,4.71073,20.21366,-1004.2879,174.55936,-253.283
16135225,4.14660896E8,4.14660896E8,0.03608193,1.6002064,0.48251343,76.76424,23.92279,72.50773,280.8686,177.46518,-97.19877
23653443,6.5001062E8,6.5001062E8,0.018078936,2.38021,0.7582798,2.4650962,73.93328,48.079094,846.3695,662.06775,-63.90965
21961990,3.54080576E8,3.54080576E8,0.017041707,2.3128395,0.73825073,78.18392,77.79843,43.578697,-253.06793,-137.98555,164.74045
19591808,1.44128883E9,1.44128883E9,0.03838997,2.279704,0.6651306,53.911022,46.169704,78.93293,185.18132,1.1220448,264.73834
58979056,3.59504384E8,3.59504384E8,0.019997144,2.364109,0.7591286,5.2562814,76.18767,46.039246,845.9444,-1030.9086,1115.1492
26132486,3.39320288E8,3.39320288E8,0.012444003,2.236804,0.71814823,96.51199,19.27084,45.548336,-83.71962,-124.79183,230.36884
24808573,4.56091136E8,4.56091136E8,0.01211348,2.275796,0.7286892,84.73155,47.2154,7.7701674,361.58438,-32.672665,-574.47235
29935206,4.15626816E8,4.15626816E8,0.019221649,1.4306164,0.4714241,86.72033,7.3734875,28.268782,-205.79785,-80.37306,382.32617
9204773,3.62145088E8,3.62145088E8,0.014181649,0.8423538,0.16843605,40.537888,96.52082,64.01899,-45.003582,-192.14206,-111.29413
16179003,9.0889344E8,9.0889344E8,0.029485727,1.6074696,0.52750206,96.840225,59.68924,21.040194,-184.54257,-26.179192,200.00562
27598816,4.094536E8,4.094536E8,0.020499868,2.392747,0.75873184,78.96932,90.95311,46.308216,17.067013,-9.024851,-321.52817
27496518,5.0914928E8,5.0914928E8,0.022952855,2.4299116,0.77444553,62.96092,84.871315,90.258934,207.49345,-169.54172,73.02657
58593234,4.11538624E8,4.11538624E8,0.019979114,0.93447876,0.21595192,51.547848,60.12841,51.50821,171.6154,25.558968,-572.41705
60915744,3.89561344E8,3.89561344E8,0.017179504,2.347682,0.75250626,78.6386,77.56409,42.5146,-333.38074,-576.3382,-620.764
26907436,1.10867904E9,1.10867904E9,0.022955958,2.4792128,0.78694916,69.733894,6.2106504,94.40021,-71.78596,-76.398346,53.71001
58314224,7.448416E8,7.448416E8,0.02835676,1.8286762,0.55911255,99.00446,47.879234,58.780632,-253.05212,-244.9222,-266.24973
24412506,3.35689792E8,3.35689792E8,0.012298241,2.2603455,0.72584057,78.53357,77.337425,42.859608,-403.8943,-193.18562,-103.24795
29471756,3.31123296E8,3.31123296E8,0.012091123,2.1542997,0.67200947,33.60546,94.113495,63.568066,33.860764,-324.16956,20.019196
56261683,4.32819424E8,4.32819424E8,0.011890723,2.2435007,0.71218395,32.894577,94.81028,62.341827,-434.81955,-474.64767,-60.11502
49696479,3.24989088E8,3.24989088E8,0.015865505,2.3314104,0.7494955,17.898293,80.43058,53.20092,-684.2807,576.7192,-921.3431
16968323,6.2033254E8,6.2033254E8,0.024103539,2.4502249,0.7796097,65.8139,63.94219,66.318375,232.23189,-32.332546,94.64396
25812489,3.97331488E8,3.97331488E8,0.014670855,2.2782679,0.7313595,85.57423,45.0249,24.162031,-116.71153,353.57117,230.78622
26198295,5.33642208E8,5.33642208E8,0.022787567,2.4906359,0.7946472,85.086006,47.578587,22.711786,-160.6941,128.4928,213.12302
52582843,3.2068736E8,3.2068736E8,0.013145282,2.2947626,0.7320843,4.481339,23.037909,69.22546,75.06236,235.9785,-43.48074
51257019,4.3160304E8,4.3160304E8,0.010910314,2.2857037,0.7308626,96.906715,20.075804,45.60887,-94.541916,92.00161,145.0168
14694741,1.28766298E9,1.28766298E9,0.046758324,2.5650053,0.7915592,47.85742,37.856754,63.157146,28.79704,-179.83629,89.60474
64742827,6.6632806E8,6.6632806E8,0.012440255,2.3102455,0.7377777,82.38783,13.519163,57.83166,-215.40486,-332.52985,102.58426
30044618,3.52281856E8,3.52281856E8,0.014054633,2.2080784,0.6933937,97.40189,72.0155,49.04314,632.0384,-202.7877,-6.8649473
56178151,5.06549984E8,5.06549984E8,0.018019633,2.3602476,0.7573099,5.4733796,75.26171,47.369278,-658.1226,-241.22194,766.1325
29265662,3.3463392E8,3.3463392E8,0.008112152,2.0689745,0.65486526,61.860886,24.186676,98.43069,-25.540916,64.44273,103.51115
56222767,3.29074528E8,3.29074528E8,0.010226019,2.2277775,0.7102213,1.3855543,79.245255,42.99677,391.45764,-543.7401,292.31628
27029919,5.5271418E8,5.5271418E8,0.019709747,2.4275665,0.7729168,37.795845,37.943905,72.51856,217.62029,-6.752202,178.18343
53191623,8.6726797E8,8.6726797E8,0.025990147,2.524211,0.80515575,37.42715,75.367516,44.863667,-278.69638,-72.57081,-86.34383
17808349,7.4802458E8,7.4802458E8,0.026343703,2.3978825,0.7472191,77.81122,97.191055,41.56795,102.50282,-391.77567,-171.87454
8654954,3.6230896E8,3.6230896E8,0.0131477155,2.179367,0.6806946,40.17136,85.52775,89.739624,-34.172848,79.27326,199.94623
17143554,3.6798832E8,3.6798832E8,0.011176165,2.1675577,0.67708683,0.300621,56.930813,90.87252,-338.05536,-106.82479,-131.03307
61976073,1.6846441E9,1.6846441E9,0.031035746,2.6079912,0.83034515,62.057743,34.07427,20.820742,-97.02803,-742.30206,-642.8468
9398662,3.43991808E8,3.43991808E8,0.016600458,1.4630632,0.46541595,25.293842,72.62337,78.46723,85.820724,250.68596,-198.8191
64771922,1.29080589E9,1.29080589E9,0.03520425,2.7175322,0.8636589,75.24588,26.838129,61.366947,346.88467,299.6258,-236.10844
62953290,1.61299443E9,1.61299443E9,0.025257526,2.538066,0.8067188,84.96726,47.498955,8.153417,13.4346485,-264.43698,-227.88708
49710618,3.70528768E8,3.70528768E8,0.011127903,2.281128,0.7301645,15.934077,77.79188,52.581284,80.84445,-154.6936,97.58341
28150847,5.8669683E8,5.8669683E8,0.021161428,2.3457174,0.7367668,47.382492,89.17556,10.287887,148.19888,-67.09468,-111.17668
28037376,3.35516768E8,3.37651904E8,0.010171203,2.0316534,0.619957,22.281237,26.813019,45.393574,-39.682938,85.492065,59.881874
63870302,4.34806432E8,4.38318592E8,0.012097636,2.1948376,0.69571114,35.20295,78.023254,62.46331,23.645178,-194.09525,92.41089
25120413,1.44890918E9,1.44890918E9,0.04001925,2.7312288,0.8664799,69.213104,81.578255,87.48414,126.918755,-186.2863,76.13762
57785317,3.389416E8,3.389416E8,0.013864795,2.268505,0.72914886,53.042366,86.02903,13.274118,158.01218,316.72757,199.39914
29234355,3.8062848E8,3.8062848E8,0.01540155,2.2975836,0.73133945,78.48333,53.946102,8.650355,3.6317637,-87.90686,-37.822685
18023606,5.503737E8,5.503737E8,0.02805517,1.6740456,0.4395485,34.72186,34.430088,58.357063,5.0549846,-31.176477,-31.925465
8761801,7.2643955E8,7.2643955E8,0.026237601,1.6805086,0.5356865,59.33541,28.75095,23.693316,280.62222,21.762112,-502.7918
26636347,9.9707059E8,9.9707059E8,0.016315738,2.306406,0.7283535,69.76023,64.85396,96.96772,-319.78137,169.848,-121.69173
27647384,7.1037958E8,7.1037958E8,0.024953729,2.476715,0.78578377,82.61227,13.171486,62.677914,-41.58344,-35.775925,8.818013
49756781,3.9633648E8,3.9633648E8,0.013410428,2.2654934,0.7297163,92.67321,57.601723,2.0485208,74.19153,-8.701459,-358.0642
52588775,4.46139008E8,4.46139008E8,0.018575873,2.3627195,0.76036453,90.90711,45.967537,70.00263,111.57101,675.09125,-458.8024
56173612,3.98370144E8,3.98370144E8,0.014917861,2.299098,0.73849106,5.709658,75.8964,47.14391,253.30748,-65.894035,177.57753
16985748,8.6625939E8,8.6625939E8,0.039535053,0.27451897,-0.03053093,91.24926,98.51873,37.306095,-383.06348,-201.61363,31.611897
52595521,6.6627776E8,6.6627776E8,0.023576312,2.4661026,0.78552246,98.531685,73.58336,49.378098,199.69833,-178.92744,-726.58057
26757826,4.4857632E8,4.4857632E8,0.012399508,2.2360287,0.71277905,17.244255,79.4125,47.85649,-510.66547,164.17175,544.70233
19485633,1.22370099E9,1.22370099E9,0.042200007,2.7513657,0.8699055,85.63404,61.105156,39.729546,202.47836,415.96005,-91.44106
27264785,1.12413568E9,1.12413568E9,0.028401993,2.5521069,0.81326866,79.68174,42.935024,55.422485,-39.930374,363.50208,-116.54181
58324958,3.54474112E8,3.54474112E8,0.012113653,2.198656,0.6944666,9.068222,38.863033,77.41606,-167.055,61.801575,190.50423
59675910,4.35765536E8,4.35765536E8,0.0093431445,2.201764,0.7065029,10.466119,78.80689,53.995575,303.30887,-269.68982,-418.85184
8747002,7.5269402E8,7.5269402E8,0.021763628,1.1344242,0.35578537,15.22312,78.69573,78.49497,-88.820175,60.87966,-498.5243
8740960,6.4976032E8,6.4976032E8,0.015904687,0.973526,0.24366188,41.905983,28.86294,46.966305,176.28886,-230.93488,-144.3932
56132822,1.09740237E9,1.09740237E9,0.018908236,2.4062004,0.76758575,2.5419736,73.86579,48.359287,761.481,413.40652,-242.02808
59975414,4.29306528E8,4.29306528E8,0.010522969,2.2451792,0.7183523,9.045394,35.401226,54.401573,-0.41940793,-7.595635,42.57553
27920564,5.30420096E8,5.30420096E8,0.024099533,2.492177,0.79516125,35.93555,90.68931,91.52639,249.87718,20.584965,57.07931
27074928,1.2766153E9,1.2766153E9,0.024810381,2.348384,0.73158646,13.526005,67.225685,0.84973115,6.4529624,-56.478798,245.67082
58550941,4.07419552E8,4.07419552E8,0.013946652,2.2417831,0.7134495,94.09205,47.15828,2.4450617,-221.61484,16.80118,196.81087
60058234,3.5831824E8,3.5831824E8,0.013549517,2.2770576,0.73400974,52.21601,5.1121936,20.074135,1814.652,-378.8812,-26.397757
11008764,3.96508864E8,3.96508864E8,0.019021537,0.6425495,0.1271553,74.603745,75.99796,51.952473,270.33905,202.97401,-464.5699
25679508,7.6711386E8,7.6711386E8,0.020857345,2.427432,0.77295303,36.187267,10.636751,8.036012,356.63342,-225.2259,201.98767
50875465,3.39868704E8,3.42998528E8,0.012987853,2.2398186,0.7194929,55.664387,3.4766557,20.937582,201.39127,57.6915,146.5428
59969835,3.57525312E8,3.57525312E8,0.00573202,2.0407343,0.6601553,9.33865,34.54018,54.465572,228.90031,-311.5021,900.1186
51257288,6.0155661E8,6.0155661E8,0.015050798,2.3152332,0.74028397,96.511375,20.052185,45.645504,-45.627346,87.66095,136.50569
55564582,4.99195712E8,4.99195712E8,0.011063388,2.0983849,0.6528568,14.19683,5.6588936,98.90917,238.49193,-103.336845,189.37923
14783812,1.70661146E9,1.70661146E9,0.03655361,2.714695,0.8608799,40.408955,98.128136,99.01167,463.841,169.88593,608.24866
49699023,4.48047136E8,4.48047136E8,0.010964139,2.2425976,0.72012806,18.244513,80.12354,53.53719,-1395.1033,-766.86475,-4.723999
17189082,7.7043386E8,7.7043386E8,0.030868702,2.393261,0.74056816,85.75444,41.498573,22.952875,-232.1655,196.7055,162.76076
17254875,1.29814963E9,1.29814963E9,0.04371784,2.3877,0.71665,43.760998,77.49721,35.112263,51.181755,39.309727,-379.36172
14589544,2.02211546E9,2.02211546E9,0.02459275,1.6191044,0.46977615,83.55767,64.61752,73.26711,-241.50417,-61.5897,-253.14473
30151610,3.59091616E8,3.59091616E8,0.016559452,2.2728958,0.7184305,34.464573,76.036804,78.98979,58.738968,141.29951,-215.25421
53192950,3.32611808E8,3.32611808E8,0.0124122305,2.2282228,0.7169018,37.451878,75.388306,44.8677,-60.873043,34.325214,143.44658
16939130,8.9792435E8,8.9792435E8,0.031655863,2.5136776,0.79107285,93.93097,44.296444,59.41362,-58.680916,199.44507,43.23919
64692534,1.49154752E9,1.49154752E9,0.035072718,2.6637096,0.84918785,33.773796,66.09548,9.348347,-14.523318,-71.767586,-122.582275
26412478,4.07976992E8,4.07976992E8,0.018441048,2.3413553,0.74808216,6.932398,40.301342,83.67381,151.62675,-167.4705,-36.784195
52582296,3.83236448E8,3.83236448E8,0.016833212,2.324772,0.74013805,4.3153024,21.275776,68.225174,204.73692,46.804134,-73.91257
54953352,3.695152E8,3.695152E8,0.009908488,2.1593504,0.6853285,54.667274,35.896942,28.82871,530.1982,-73.07863,219.01933
56200255,3.316608E8,3.316608E8,0.0066900454,2.065073,0.6609793,79.251526,28.277094,55.452457,-281.28876,27.291237,29.091274
59970477,4.64446464E8,4.64446464E8,0.01225527,2.281148,0.7299242,9.328103,35.347656,54.799408,-231.17844,262.87878,215.50644
26836889,5.426249E8,5.426249E8,0.013392033,2.30373,0.7364454,66.467834,4.4568224,23.731833,-371.35214,154.87645,-47.1934
26131776,6.7892806E8,6.7892806E8,0.023398746,2.401455,0.76447487,96.6328,19.163815,45.377365,29.656029,422.9544,89.528114
61921896,1.78298035E9,1.78298035E9,0.034955077,2.7209606,0.8637333,76.11824,89.308044,41.88043,311.22287,779.5449,271.67593
52611831,3.2446912E8,3.2446912E8,0.011655893,2.1943846,0.7116928,68.9074,64.85315,96.92754,-36.174625,344.47733,-208.79033
20768804,1.55033933E9,1.55033933E9,0.034015134,2.6953497,0.8529911,16.093658,82.56587,64.48093,159.90909,-19.80134,-817.18066
27555873,3.78890208E8,3.78890208E8,0.017146304,2.3529644,0.7522297,86.937805,15.007508,64.95048,241.27162,-74.22671,339.8188
25884016,1.42386163E9,1.42386163E9,0.046223056,2.8320065,0.89417267,4.764522,59.53359,54.28941,-135.28085,-404.7475,-229.3992
58552276,3.21075904E8,3.21075904E8,0.0075465934,2.0499802,0.6529274,86.90658,46.17468,57.866547,-318.74643,209.39563,-99.39451
54970264,6.4105478E8,6.4105478E8,0.01580159,2.2595701,0.7185459,92.49268,66.52932,47.912006,392.18265,152.28485,157.2461
58913712,3.26554624E8,3.26554624E8,0.012946334,2.2497587,0.71536255,50.319916,70.58464,12.224377,-28.874641,14.681538,26.315834
28441163,4.50658176E8,4.50658176E8,0.012308065,2.1229954,0.6608019,12.885959,39.06012,80.31711,-162.16083,40.573814,-35.770645
12804481,3.38413184E8,3.38413184E8,0.011396687,0.8438873,0.2058239,89.846924,50.626358,74.88955,56.552692,-179.72269,-100.059906
24621209,1.7143959E9,1.7143959E9,0.013935275,2.4244137,0.77028465,61.3148,33.052498,20.236279,379.35815,525.8827,31.16477
25907666,4.16582304E8,4.16582304E8,0.018233592,2.3791447,0.76145935,78.94408,48.29192,57.881233,-286.25015,212.06407,257.22662
27812476,7.5493274E8,7.5493274E8,0.020465743,2.3578424,0.7474613,83.63275,0.89932376,58.29807,288.16565,-135.59552,47.96416
11302625,3.8784784E8,3.8784784E8,0.01797955,1.4489613,0.38822937,28.192541,32.08752,5.0257707,78.10518,242.83064,-243.67258
27284792,1.2610464E9,1.2610464E9,0.04008147,2.5084066,0.7769737,35.02035,71.41488,43.62659,-16.681488,356.6014,115.52897
56739832,3.33671136E8,3.33671136E8,0.015726805,2.2967749,0.7369404,24.660727,78.361755,52.351707,-701.2486,-27.017797,-224.04553
49672037,4.70217184E8,4.70217184E8,0.012570029,2.293128,0.73740196,11.166652,81.06889,54.702785,-170.80855,-743.0742,71.83069
19197205,4.99909664E8,4.99909664E8,0.014269976,2.2493238,0.71540546,60.772926,33.343716,19.582453,21.88619,226.9544,174.98364
29335043,4.9202464E8,4.9202464E8,0.0233267,2.3387861,0.72447395,47.416496,91.547104,45.501842,32.402035,-34.69618,-2.9586844
56157044,4.68636576E8,4.68636576E8,0.0132573815,2.2764769,0.7251854,0.87557036,74.00995,47.91203,914.948,-28.237976,-86.043
16351063,1.01612358E9,1.01612358E9,0.025635704,1.0817738,0.3160305,69.36123,79.54939,87.77393,339.31924,440.9557,203.13815
54986379,7.8428435E8,7.8428435E8,0.027525166,2.4811382,0.78694534,87.19365,65.24072,58.157295,-55.866444,48.002422,-42.330566
55037784,6.2349363E8,6.2349363E8,0.017910307,2.3263073,0.7395973,2.7624867,54.719685,57.249798,-280.43875,256.31882,-538.27344
9930834,4.51494432E8,4.51494432E8,0.017571451,1.7564507,0.49495125,53.925545,94.58548,24.48824,63.455498,-76.33344,-275.40085
25170063,1.72527117E9,1.72527117E9,0.03857476,2.6993399,0.84836006,37.127625,44.902737,97.29885,-255.85957,9.486593,-917.86456
60843104,4.36767776E8,4.36767776E8,0.013013189,2.2402477,0.71495724,52.48409,4.9758825,20.095078,1147.192,-1162.1069,1515.7603
54436685,1.710464E9,1.710464E9,0.03527001,2.6673822,0.8486748,79.663376,43.073963,55.490395,100.562065,278.37613,-38.260994
8230598,6.6582867E8,6.6582867E8,0.022326317,2.3328247,0.72296715,0.51368034,73.65745,48.679348,858.36115,-246.77562,-461.6954
11111597,5.28199584E8,5.28199584E8,0.012651011,0.81850624,0.20256042,31.472006,95.89055,54.22806,-53.378437,-310.48,-85.034485
51931706,3.69974112E8,3.69974112E8,0.012743899,2.1378288,0.65872765,53.772095,45.556076,79.1187,36.43885,-334.3529,332.48904
61971814,1.69801933E9,1.69801933E9,0.028916357,2.5875244,0.8227711,61.318317,33.154037,20.28726,-218.6769,-462.26645,-273.43878
