subid,grpid,sh_x,sh_y,sh_z,fof_x,fof_y,fof_z,mstar,fof_mass,dist
2680007,27000000000000,1.7973324,73.56632,48.96936,5.717667,75.61041,47.477654,4.42534016E8,5.52521169E14,21.772519426159306
2680756,27000000000000,7.015157,76.27484,46.731102,5.717667,75.61041,47.477654,1.77751616E9,5.52521169E14,2.6822852858103943
2681014,27000000000000,5.2109313,74.926445,48.30739,5.717667,75.61041,47.477654,2.1464864E9,5.52521169E14,1.4130526794042453
2681203,27000000000000,3.7838554,74.37248,47.3129,5.717667,75.61041,47.477654,2.4914391E9,5.52521169E14,5.299242514305888
2681530,27000000000000,6.6396947,75.001915,47.324913,5.717667,75.61041,47.477654,3.3880937E9,5.52521169E14,1.2437338797026314
2681679,27000000000000,7.6811895,75.57925,47.97495,5.717667,75.61041,47.477654,2.39316147E9,5.52521169E14,4.103694368687002
2682019,27000000000000,5.9865913,76.969986,47.536263,5.717667,75.61041,47.477654,1.78677184E8,5.52521169E14,1.9241949935787943
2682168,27000000000000,6.45411,77.07876,47.038643,5.717667,75.61041,47.477654,9.2915334E8,5.52521169E14,2.891117604442343
2682318,27000000000000,5.198575,75.181335,48.41641,5.717667,75.61041,47.477654,1.72683891E9,5.52521169E14,1.334824806410552
2682635,27000000000000,1.5344521,73.74715,47.511562,5.717667,75.61041,47.477654,2.13252122E9,5.52521169E14,20.972198882075645
2682873,27000000000000,4.7428203,76.938576,48.379116,5.717667,75.61041,47.477654,3.0589648E8,5.52521169E14,3.5269784441925367
2683106,27000000000000,1.6523547,73.57633,48.1449,5.717667,75.61041,47.477654,2.36722637E9,5.52521169E14,21.109467884039077
2683321,27000000000000,5.6034174,73.9701,47.7385,5.717667,75.61041,47.477654,3.07530086E9,5.52521169E14,2.7717173020575956
2683635,27000000000000,4.000579,76.598915,47.367996,5.717667,75.61041,47.477654,1.51957056E9,5.52521169E14,3.9375538819169833
2683911,27000000000000,7.380293,76.25,47.84991,5.717667,75.61041,47.477654,2.07084774E9,5.52521169E14,3.3119720088927807
2684179,27000000000000,5.196092,74.60371,47.416904,5.717667,75.61041,47.477654,2.2366848E8,5.52521169E14,1.2891883503334611
2684450,27000000000000,1.4464126,73.53272,47.578728,5.717667,75.61041,47.477654,8.2184109E8,5.52521169E14,22.570627592301207
2684709,27000000000000,0.9245049,73.30782,48.387135,5.717667,75.61041,47.477654,1.81447088E8,5.52521169E14,29.103479072750815
2685212,27000000000000,5.4732347,74.20996,46.312202,5.717667,75.61041,47.477654,2.52485984E8,5.52521169E14,3.3792882242159976
2685408,27000000000000,6.417175,75.078575,47.050224,5.717667,75.61041,47.477654,6.5435021E8,5.52521169E14,0.9548578487892883
2685842,27000000000000,6.349671,74.88889,47.830215,5.717667,75.61041,47.477654,1.52705702E9,5.52521169E14,1.0443190581863746
2685967,27000000000000,5.346313,75.64798,46.75869,5.717667,75.61041,47.477654,2.57020723E9,5.52521169E14,0.6562238510532552
2686584,27000000000000,1.2246456,73.129265,47.58473,5.717667,75.61041,47.477654,1.43879424E9,5.52521169E14,26.354801330044438
2686834,27000000000000,5.3387566,75.3791,48.0547,5.717667,75.61041,47.477654,5.5571872E8,5.52521169E14,0.5300615518101495
2687097,27000000000000,6.3982534,76.05132,46.997715,5.717667,75.61041,47.477654,3.79819008E8,5.52521169E14,0.8879406614598793
2687247,27000000000000,6.234039,76.37413,47.964355,5.717667,75.61041,47.477654,2.95806771E9,5.52521169E14,1.0867832145022476
2687554,27000000000000,7.0699205,74.19851,46.721485,5.717667,75.61041,47.477654,2.27397328E8,5.52521169E14,4.393851113203937
2687746,27000000000000,5.988098,75.27722,47.38005,5.717667,75.61041,47.477654,4.3439181E9,5.52521169E14,0.19367545134468855
2688235,27000000000000,4.2768364,73.95372,47.017097,5.717667,75.61041,47.477654,2.05863376E8,5.52521169E14,5.0327350405752895
2688375,27000000000000,3.5497081,75.16048,47.686703,5.717667,75.61041,47.477654,3.32822688E8,5.52521169E14,4.946190020878078
2688661,27000000000000,2.5965679,73.26802,47.63223,5.717667,75.61041,47.477654,1.2799561E7,5.52521169E14,15.251954095017084
2688770,27000000000000,2.5985003,73.27161,47.63334,5.717667,75.61041,47.477654,6.3989082E8,5.52521169E14,15.223454014387471
2688863,27000000000000,5.9322085,77.13131,48.168015,5.717667,75.61041,47.477654,1.48441498E9,5.52521169E14,2.835753785221641
2689152,27000000000000,3.0911076,72.42487,47.63089,5.717667,75.61041,47.477654,1.86909568E9,5.52521169E14,17.069956461894037
2689359,27000000000000,4.4273095,73.61877,47.745132,5.717667,75.61041,47.477654,4.91654784E8,5.52521169E14,5.703220738625532
2689509,27000000000000,2.5157182,73.630135,48.34851,5.717667,75.61041,47.477654,2.23014067E9,5.52521169E14,14.932369985044318
2689727,27000000000000,4.8646717,75.90853,48.113255,5.717667,75.61041,47.477654,3.15043456E8,5.52521169E14,1.2204645262556824
2689964,27000000000000,6.045165,75.69866,47.977898,5.717667,75.61041,47.477654,1.48220109E9,5.52521169E14,0.36528703592398415
2690237,27000000000000,0.9647806,73.45441,47.980106,5.717667,75.61041,47.477654,2.67648304E8,5.52521169E14,27.490748268703328
2690440,27000000000000,1.4466276,72.960075,47.12166,5.717667,75.61041,47.477654,1.22343256E8,5.52521169E14,25.392798232982614
2690579,27000000000000,3.4373775,73.21291,47.29136,5.717667,75.61041,47.477654,1.63227952E8,5.52521169E14,10.982428409247404
2690673,27000000000000,2.5680783,74.16735,47.53384,5.717667,75.61041,47.477654,8.1661133E8,5.52521169E14,12.005494139736186
2690814,27000000000000,4.9263144,74.782295,48.578465,5.717667,75.61041,47.477654,1.65105421E9,5.52521169E14,2.5238024205775673
2691136,27000000000000,1.8189253,73.711975,48.08712,5.717667,75.61041,47.477654,3.65480064E9,5.52521169E14,19.17570143600551
2691548,27000000000000,5.820317,76.14227,46.8648,5.717667,75.61041,47.477654,9.8943232E8,5.52521169E14,0.6690024222625652
2691733,27000000000000,3.1366804,74.15309,48.05124,5.717667,75.61041,47.477654,5.7520045E8,5.52521169E14,9.114277864126564
2691948,27000000000000,4.455269,73.53786,47.535442,5.717667,75.61041,47.477654,4.58853184E8,5.52521169E14,5.89247534950141
2692094,27000000000000,3.470628,74.607056,48.256123,5.717667,75.61041,47.477654,1.00350208E9,5.52521169E14,6.661923879117751
2692298,27000000000000,4.500763,75.7484,47.04642,5.717667,75.61041,47.477654,1.2490944E9,5.52521169E14,1.6858570943588802
2692425,27000000000000,6.6619644,74.22747,48.472145,5.717667,75.61041,47.477654,9.4252205E8,5.52521169E14,3.7932400413922096
2692541,27000000000000,5.0343556,75.484825,47.399452,5.717667,75.61041,47.477654,1.24068774E9,5.52521169E14,0.4888022079830989
2692845,27000000000000,6.7833247,75.74896,47.19919,5.717667,75.61041,47.477654,3.09152352E8,5.52521169E14,1.2323651093474837
2693262,27000000000000,6.4978104,75.63959,46.921444,5.717667,75.61041,47.477654,1.9927768E8,5.52521169E14,0.918843756160868
2693396,27000000000000,5.5813317,75.80049,48.34021,5.717667,75.61041,47.477654,2.35273293E9,5.52521169E14,0.7987209019520378
2693766,27000000000000,5.2696257,74.6988,47.51598,5.717667,75.61041,47.477654,1.34983536E8,5.52521169E14,1.0332491419742382
2694138,27000000000000,2.458124,73.352684,48.953697,5.717667,75.61041,47.477654,4.59292448E8,5.52521169E14,17.900665078957502
2694346,27000000000000,3.3186138,74.54619,47.79021,5.717667,75.61041,47.477654,1.69736269E9,5.52521169E14,6.985722160884563
2694520,27000000000000,3.3118849,74.55279,47.78096,5.717667,75.61041,47.477654,5811770.0,5.52521169E14,6.998353237823039
2694580,27000000000000,6.335434,74.340546,48.66096,5.717667,75.61041,47.477654,1.62736192E8,5.52521169E14,3.394414932743757
2694726,27000000000000,6.3411045,74.33226,48.640175,5.717667,75.61041,47.477654,2173477.0,5.52521169E14,3.3738038411922844
2694961,27000000000000,5.0348444,75.87279,47.33947,5.717667,75.61041,47.477654,2.68307251E9,5.52521169E14,0.5541821276785868
2695327,27000000000000,5.120572,76.310196,46.12717,5.717667,75.61041,47.477654,1.01121491E9,5.52521169E14,2.6700233294216105
2695498,27000000000000,2.1130793,73.97191,47.90821,5.717667,75.61041,47.477654,2.61075635E9,5.52521169E14,15.863128157159792
2695856,27000000000000,4.998129,76.89041,45.41002,5.717667,75.61041,47.477654,6.7460864E8,5.52521169E14,6.431244880104941
2696009,27000000000000,7.015514,74.63269,46.678776,5.717667,75.61041,47.477654,4.43576448E8,5.52521169E14,3.2785525439912817
2696409,27000000000000,6.1717343,77.00659,48.551064,5.717667,75.61041,47.477654,3.6978464E8,5.52521169E14,3.3077025073725963
2696510,27000000000000,1.9402949,73.60871,47.854443,5.717667,75.61041,47.477654,8.7127976E7,5.52521169E14,18.417320282973378
2696764,27000000000000,6.489646,75.41189,47.732555,5.717667,75.61041,47.477654,2.12976845E9,5.52521169E14,0.7003382914647318
2696921,27000000000000,3.0093353,74.54625,48.32568,5.717667,75.61041,47.477654,2.65859968E8,5.52521169E14,9.186653162809364
2697361,27000000000000,5.4631996,75.52977,47.853752,5.717667,75.61041,47.477654,4.4628672E8,5.52521169E14,0.2127071288089155
2697535,27000000000000,7.274529,76.59958,47.760925,5.717667,75.61041,47.477654,1.98676848E8,5.52521169E14,3.4825117016443983
2697790,27000000000000,3.7108955,73.045,47.477154,5.717667,75.61041,47.477654,1.27374504E8,5.52521169E14,10.60848355278381
2697898,27000000000000,5.5431347,74.55588,48.36448,5.717667,75.61041,47.477654,1.16061581E9,5.52521169E14,1.9289650207849718
2698273,27000000000000,7.138313,75.71578,47.418777,5.717667,75.61041,47.477654,1.88969702E9,5.52521169E14,2.0328033777923338
2698566,27000000000000,5.6824365,76.18656,47.90853,5.717667,75.61041,47.477654,1.22914957E9,5.52521169E14,0.5188444326668105
2698734,27000000000000,6.031193,75.73773,47.26506,5.717667,75.61041,47.477654,1.05383667E9,5.52521169E14,0.159704380345147
2698913,27000000000000,2.6125288,74.139755,47.177654,5.717667,75.61041,47.477654,6.1261261E8,5.52521169E14,11.894716452936564
2699136,27000000000000,3.0275047,72.55184,47.83093,5.717667,75.61041,47.477654,3.09319782E9,5.52521169E14,16.716633001135108
2699479,27000000000000,5.742556,75.02865,46.892536,5.717667,75.61041,47.477654,8.6726451E8,5.52521169E14,0.6814313726681576
2699631,27000000000000,4.9270196,75.43001,47.75072,5.717667,75.61041,47.477654,1.29753997E9,5.52521169E14,0.7322351678922132
2699903,27000000000000,5.963142,75.50267,47.67842,5.717667,75.61041,47.477654,9.5503706E8,5.52521169E14,0.11217388617023971
2700088,27000000000000,2.853307,74.1433,47.346195,5.717667,75.61041,47.477654,2.65236864E8,5.52521169E14,10.374250842198819
2700243,27000000000000,2.535651,73.55615,47.241978,5.717667,75.61041,47.477654,7.6562918E8,5.52521169E14,14.4007549577355
2700364,27000000000000,4.5977745,74.2727,48.17528,5.717667,75.61041,47.477654,1.95788902E9,5.52521169E14,3.530326104945061
2700641,27000000000000,3.2726283,72.94113,47.458736,5.717667,75.61041,47.477654,9.7712864E7,5.52521169E14,13.103633655658086
2701173,27000000000000,5.8161902,75.55585,46.85027,5.717667,75.61041,47.477654,1.30786227E9,5.52521169E14,0.4062951118039564
2701416,27000000000000,5.104355,74.92128,46.966736,5.717667,75.61041,47.477654,7.1366803E8,5.52521169E14,1.1120926331207102
2701550,27000000000000,3.524108,72.461006,47.965492,5.717667,75.61041,47.477654,1.37391168E9,5.52521169E14,14.968449353402548
2701726,27000000000000,7.4515243,76.2261,47.096798,5.717667,75.61041,47.477654,3.30008928E8,5.52521169E14,3.530379006188923
2701900,27000000000000,2.6942222,73.25318,47.574135,5.717667,75.61041,47.477654,1.09907904E9,5.52521169E14,14.707066302533406
2702234,27000000000000,2.5740223,74.512856,47.49307,5.717667,75.61041,47.477654,9.371303E8,5.52521169E14,11.087371835065142
2702328,27000000000000,4.090689,73.58767,47.410286,5.717667,75.61041,47.477654,5.4445958E8,5.52521169E14,6.743085695870832
2702606,27000000000000,7.338106,75.938995,46.588184,5.717667,75.61041,47.477654,4.5997792E8,5.52521169E14,3.5249447186963607
2702751,27000000000000,5.8598332,75.63709,46.74074,5.717667,75.61041,47.477654,5.4369837E8,5.52521169E14,0.5639619949070038
2702989,27000000000000,6.1042957,76.52266,46.845657,5.717667,75.61041,47.477654,1.091242E8,5.52521169E14,1.38109488462419
2703352,27000000000000,6.9999056,74.42235,48.412376,5.717667,75.61041,47.477654,4.59370368E8,5.52521169E14,3.9293398637348673
2703577,27000000000000,3.3324294,71.980515,48.233944,5.717667,75.61041,47.477654,5.9723475E8,5.52521169E14,19.43749408707754
2703851,27000000000000,6.718874,76.85476,47.403038,5.717667,75.61041,47.477654,9.5347488E8,5.52521169E14,2.5563811832273586
2704152,27000000000000,5.007605,74.87508,47.33896,5.717667,75.61041,47.477654,1.44942093E9,5.52521169E14,1.0641437990452687
2704256,27000000000000,5.01473,75.9394,48.03807,5.717667,75.61041,47.477654,1.0730631E9,5.52521169E14,0.9164205398637932
2704401,27000000000000,6.473765,75.05468,47.358025,5.717667,75.61041,47.477654,3.29233728E8,5.52521169E14,0.8948338125810551
2704560,27000000000000,4.25667,76.4251,47.56435,5.717667,75.61041,47.477654,4.19811296E8,5.52521169E14,2.8057480479058086
2705031,27000000000000,4.7571115,76.55316,47.649338,5.717667,75.61041,47.477654,4.26686976E8,5.52521169E14,1.8409181793251719
2705197,27000000000000,4.940201,75.61438,46.8291,5.717667,75.61041,47.477654,1.3235895E9,5.52521169E14,1.025089202623576
2705365,27000000000000,5.617394,74.26075,47.32194,5.717667,75.61041,47.477654,3.74883328E8,5.52521169E14,1.8558905895479256
2705620,27000000000000,5.810762,77.16214,48.573555,5.717667,75.61041,47.477654,1.63284128E8,5.52521169E14,3.617524318543474
2705725,27000000000000,6.5048814,75.40444,48.206017,5.717667,75.61041,47.477654,3.2582848E8,5.52521169E14,1.1926429908526188
2705928,27000000000000,6.696433,76.519,48.136482,5.717667,75.61041,47.477654,5.9410995E8,5.52521169E14,2.2175640815787574
