subid,grpid,sh_x,sh_y,sh_z,fof_x,fof_y,fof_z,mstar,fof_mass,dist
23916146,27000000000000,6.214515,75.68377,47.706223,5.717667,75.61041,47.477654,1044259.56,5.52521169E14,0.30448303757384565
23916465,27000000000000,2.6394448,73.88125,48.150864,5.717667,75.61041,47.477654,1031515.0,5.52521169E14,12.918672837116901
23916623,27000000000000,2.2300005,73.77727,47.827183,5.717667,75.61041,47.477654,1029660.9,5.52521169E14,15.646410179124587
23916834,27000000000000,2.3298411,73.67029,48.08,5.717667,75.61041,47.477654,3204685.0,5.52521169E14,15.604271403878556
23916860,27000000000000,2.1881912,73.811134,48.274082,5.717667,75.61041,47.477654,3113298.5,5.52521169E14,16.328901219067177
23917057,27000000000000,2.3287842,73.933624,47.846252,5.717667,75.61041,47.477654,1030099.94,5.52521169E14,14.432011424439736
23917261,27000000000000,6.9818177,76.23982,47.29095,5.717667,75.61041,47.477654,4137349.2,5.52521169E14,2.0290913813405496
23917548,27000000000000,5.098875,75.93271,46.005123,5.717667,75.61041,47.477654,1030063.2,5.52521169E14,2.6551240891915313
23920358,27000000000000,4.7208104,75.70978,47.14485,5.717667,75.61041,47.477654,2068689.6,5.52521169E14,1.114353759738151
23921625,27000000000000,5.6260486,75.39809,47.330303,5.717667,75.61041,47.477654,4196572.0,5.52521169E14,0.07518842214722099
23921738,27000000000000,5.883799,75.65485,47.60451,5.717667,75.61041,47.477654,1081967.6,5.52521169E14,0.045667067450267496
23921776,27000000000000,5.048847,74.96225,47.654057,5.717667,75.61041,47.477654,4161992.0,5.52521169E14,0.8985531684268153
23921891,27000000000000,3.8100073,74.406845,46.85098,5.717667,75.61041,47.477654,1030365.9,5.52521169E14,5.480461652877295
23921915,27000000000000,6.577314,75.86704,47.08123,5.717667,75.61041,47.477654,3375681.5,5.52521169E14,0.9620030083542588
23921961,27000000000000,7.2802916,76.31296,48.468067,5.717667,75.61041,47.477654,1033916.5,5.52521169E14,3.916284125434913
23922036,27000000000000,6.316093,75.754425,47.088535,5.717667,75.61041,47.477654,4267307.0,5.52521169E14,0.5302660715542515
23922089,27000000000000,5.8359656,76.03417,47.17566,5.717667,75.61041,47.477654,5266249.5,5.52521169E14,0.28476719422269525
23922168,27000000000000,5.098271,75.87968,46.205948,5.717667,75.61041,47.477654,1031727.9,5.52521169E14,2.0733900882914895
23922554,27000000000000,6.0014577,75.45414,46.87471,5.717667,75.61041,47.477654,2062516.8,5.52521169E14,0.4684990818495862
23922610,27000000000000,5.0438476,76.10673,47.22128,5.717667,75.61041,47.477654,1039140.06,5.52521169E14,0.7660891687564799
23922808,27000000000000,5.6421466,75.49549,48.06979,5.717667,75.61041,47.477654,1033701.3,5.52521169E14,0.36953581160287285
23922849,27000000000000,5.52945,75.59018,48.024403,5.717667,75.61041,47.477654,1036375.94,5.52521169E14,0.3347696757555241
23923019,27000000000000,7.034401,75.70045,47.988846,5.717667,75.61041,47.477654,2059987.5,5.52521169E14,2.003211796145706
23923266,27000000000000,6.1367583,75.92823,47.67742,5.717667,75.61041,47.477654,1028623.1,5.52521169E14,0.3165528177496526
23923418,27000000000000,5.421249,75.251625,48.08698,5.717667,75.61041,47.477654,1030209.0,5.52521169E14,0.5878696937734276
23923520,27000000000000,5.876544,75.16831,48.06082,5.717667,75.61041,47.477654,1034550.5,5.52521169E14,0.5607796931346911
23923717,27000000000000,6.6137156,75.21216,47.943188,5.717667,75.61041,47.477654,1048464.1,5.52521169E14,1.1782316601320417
23923755,27000000000000,5.9649286,75.98433,47.39226,5.717667,75.61041,47.477654,2145065.8,5.52521169E14,0.20824369790375385
23808513,27000000000000,2.6114902,73.61777,47.885048,5.717667,75.61041,47.477654,1040303.56,5.52521169E14,13.784939994695605
23808679,27000000000000,5.1046824,75.832756,47.57686,5.717667,75.61041,47.477654,1.5957993E7,5.52521169E14,0.43502843294209015
23809217,27000000000000,1.1285686,73.49877,48.18647,5.717667,75.61041,47.477654,1032047.3,5.52521169E14,26.02127290492922
23809263,27000000000000,6.956995,74.52273,46.50347,5.717667,75.61041,47.477654,3134417.0,5.52521169E14,3.6680223400128398
23809581,27000000000000,6.1501765,75.9141,47.878628,5.717667,75.61041,47.477654,6320495.5,5.52521169E14,0.4400711998323459
23809656,27000000000000,4.7138753,76.61605,46.216713,5.717667,75.61041,47.477654,4228378.5,5.52521169E14,3.608877104590647
23809730,27000000000000,5.8832173,75.86952,47.254807,5.717667,75.61041,47.477654,1035331.3,5.52521169E14,0.14420538942795247
23809853,27000000000000,6.2862425,76.23025,47.866425,5.717667,75.61041,47.477654,1036483.94,5.52521169E14,0.858616203279098
23809886,27000000000000,6.1180816,75.64093,47.182556,5.717667,75.61041,47.477654,2076581.0,5.52521169E14,0.24834551445474062
23809936,27000000000000,5.742328,75.01462,48.393116,5.717667,75.61041,47.477654,2076604.0,5.52521169E14,1.1936510438326877
23809972,27000000000000,5.238121,75.45549,47.73265,5.717667,75.61041,47.477654,3129274.0,5.52521169E14,0.3189890090654899
23810025,27000000000000,4.910798,75.48426,46.41945,5.717667,75.61041,47.477654,9389483.0,5.52521169E14,1.78674905154935
23810159,27000000000000,7.311579,75.491104,47.5875,5.717667,75.61041,47.477654,2087471.6,5.52521169E14,2.566856960507721
23810182,27000000000000,6.554218,75.78538,47.158127,5.717667,75.61041,47.477654,3133585.2,5.52521169E14,0.8325271069852533
23810244,27000000000000,6.5710855,75.96326,48.416794,5.717667,75.61041,47.477654,3125250.8,5.52521169E14,1.7348064772995713
23810302,27000000000000,6.3331037,76.713005,47.848812,5.717667,75.61041,47.477654,5315834.5,5.52521169E14,1.7322310092567932
23810367,27000000000000,5.3087096,75.303734,47.21202,5.717667,75.61041,47.477654,2080076.0,5.52521169E14,0.3318587845578804
23810481,27000000000000,2.1766288,73.965065,48.148937,5.717667,75.61041,47.477654,4150648.0,5.52521169E14,15.696742607749968
23810558,27000000000000,2.9378912,73.78774,47.64032,5.717667,75.61041,47.477654,2063896.9,5.52521169E14,11.07574001882955
23810648,27000000000000,2.6459088,74.82184,47.994255,5.717667,75.61041,47.477654,2065049.2,5.52521169E14,10.32442534378788
23810673,27000000000000,2.5319273,73.67554,48.117252,5.717667,75.61041,47.477654,2067635.8,5.52521169E14,14.301767630117922
23810773,27000000000000,2.3663895,73.50324,47.90544,5.717667,75.61041,47.477654,6353946.5,5.52521169E14,15.854229720574551
23810908,27000000000000,5.54156,73.85334,47.390358,5.717667,75.61041,47.477654,2072223.1,5.52521169E14,3.1259377507506088
23810959,27000000000000,3.2307649,74.95604,47.920506,5.717667,75.61041,47.477654,3126795.8,5.52521169E14,6.809004892176745
23811127,27000000000000,6.8793907,75.380394,47.10415,5.717667,75.61041,47.477654,4197334.0,5.52521169E14,1.542016033407208
23811152,27000000000000,6.2983584,76.32538,47.120388,5.717667,75.61041,47.477654,2109369.5,5.52521169E14,0.9760171715397519
23811321,27000000000000,6.731153,76.39491,48.00758,5.717667,75.61041,47.477654,6203373.0,5.52521169E14,1.9234160117566717
23812053,27000000000000,4.730221,74.52204,46.84259,5.717667,75.61041,47.477654,6304013.0,5.52521169E14,2.5629074793871496
23812158,27000000000000,5.304997,75.82318,47.216,5.717667,75.61041,47.477654,1044788.3,5.52521169E14,0.28402986205765046
23812251,27000000000000,2.2584307,74.0924,48.6155,5.717667,75.61041,47.477654,1036847.56,5.52521169E14,15.565377670576765
23812440,27000000000000,4.688522,75.204445,48.332787,5.717667,75.61041,47.477654,3089498.5,5.52521169E14,1.9552022547004526
23812737,27000000000000,5.1040144,76.04296,46.17968,5.717667,75.61041,47.477654,2076726.9,5.52521169E14,2.2484034199426333
23812791,27000000000000,5.1915493,75.95643,46.281258,5.717667,75.61041,47.477654,3119631.2,5.52521169E14,1.827890052545854
23812827,27000000000000,6.234651,75.97513,47.56919,5.717667,75.61041,47.477654,1033380.2,5.52521169E14,0.408669002616989
23812890,27000000000000,5.0524883,75.89589,46.254234,5.717667,75.61041,47.477654,3100484.5,5.52521169E14,2.0207142543133614
23812995,27000000000000,5.995486,76.39181,47.675133,5.717667,75.61041,47.477654,2064709.5,5.52521169E14,0.7267593534234038
23813030,27000000000000,5.415507,75.24249,47.868195,5.717667,75.61041,47.477654,4181488.2,5.52521169E14,0.3791882260447892
23813063,27000000000000,5.381889,75.54884,47.54819,5.717667,75.61041,47.477654,1031319.94,5.52521169E14,0.12151334050668083
23813115,27000000000000,6.5292764,76.52807,47.339375,5.717667,75.61041,47.477654,1044841.3,5.52521169E14,1.5199231083861378
23813189,27000000000000,7.019839,75.87993,47.74825,5.717667,75.61041,47.477654,1029891.1,5.52521169E14,1.841511976399488
23813257,27000000000000,6.1716857,75.63421,47.70966,5.717667,75.61041,47.477654,2060773.2,5.52521169E14,0.26052595404416934
23813319,27000000000000,5.836239,75.92761,48.395267,5.717667,75.61041,47.477654,1068393.1,5.52521169E14,0.9566903380803069
23813382,27000000000000,3.475188,74.230225,48.211765,5.717667,75.61041,47.477654,1032293.9,5.52521169E14,7.47255144797515
23813639,27000000000000,2.186073,73.41312,48.118507,5.717667,75.61041,47.477654,9605933.0,5.52521169E14,17.710960485358157
23813669,27000000000000,1.89385,74.146324,48.410477,5.717667,75.61041,47.477654,5195543.0,5.52521169E14,17.635292432468304
23813701,27000000000000,3.1292346,74.61457,48.09401,5.717667,75.61041,47.477654,1039943.25,5.52521169E14,8.071578907747664
23813751,27000000000000,3.1966627,73.929375,47.567444,5.717667,75.61041,47.477654,3089418.5,5.52521169E14,9.189414115110196
23813778,27000000000000,2.5855565,72.928856,47.112553,5.717667,75.61041,47.477654,7250401.5,5.52521169E14,17.134161766342004
23814009,27000000000000,6.7656465,75.556244,47.19646,5.717667,75.61041,47.477654,2107103.0,5.52521169E14,1.180264355662075
23814233,27000000000000,5.0795484,74.54092,47.727592,5.717667,75.61041,47.477654,2063943.4,5.52521169E14,1.6134870425594272
23814387,27000000000000,6.012432,75.93974,47.23026,5.717667,75.61041,47.477654,1061553.5,5.52521169E14,0.25654901337497904
23814839,27000000000000,5.447273,75.92106,46.99713,5.717667,75.61041,47.477654,2073802.4,5.52521169E14,0.4005156061184607
23814867,27000000000000,5.0901594,75.98436,46.866882,5.717667,75.61041,47.477654,2118858.8,5.52521169E14,0.906643796274011
23815006,27000000000000,7.0915613,76.09104,48.268505,5.717667,75.61041,47.477654,1.4363708E7,5.52521169E14,2.74403575936617
23815333,27000000000000,3.769932,74.195885,47.2075,5.717667,75.61041,47.477654,3228864.8,5.52521169E14,5.867543735852507
23815471,27000000000000,5.7280188,76.33642,47.550014,5.717667,75.61041,47.477654,1081323.1,5.52521169E14,0.5324273347744111
23815545,27000000000000,7.17088,76.35574,48.28392,5.717667,75.61041,47.477654,8327976.0,5.52521169E14,3.3174114072025986
23816429,27000000000000,6.7832446,75.2724,47.60548,5.717667,75.61041,47.477654,2121260.2,5.52521169E14,1.266047668505962
23816557,27000000000000,5.7743573,76.01909,47.48103,5.717667,75.61041,47.477654,4259962.5,5.52521169E14,0.17024137152475305
23816603,27000000000000,6.4511094,75.97385,47.55063,5.717667,75.61041,47.477654,2083047.0,5.52521169E14,0.6753471453012025
23816632,27000000000000,4.1218777,74.3946,47.387524,5.717667,75.61041,47.477654,2085736.6,5.52521169E14,4.032867783635311
23816660,27000000000000,5.259158,75.15983,47.337036,5.717667,75.61041,47.477654,1047544.6,5.52521169E14,0.4330300309723043
23816710,27000000000000,6.687599,75.858986,47.457096,5.717667,75.61041,47.477654,1036702.0,5.52521169E14,1.0029795324010138
23816780,27000000000000,5.6987805,75.00983,47.597523,5.717667,75.61041,47.477654,2080720.9,5.52521169E14,0.37542880352702923
23816810,27000000000000,6.876144,75.97572,46.572132,5.717667,75.61041,47.477654,6363868.0,5.52521169E14,2.295489442259168
23816837,27000000000000,4.828432,75.895454,46.26287,5.717667,75.61041,47.477654,3191535.8,5.52521169E14,2.3476847974400243
23816890,27000000000000,5.4130282,75.4842,47.261013,5.717667,75.61041,47.477654,2063763.4,5.52521169E14,0.15566767087966582
23816947,27000000000000,5.731372,75.7304,47.015884,5.717667,75.61041,47.477654,2092952.5,5.52521169E14,0.22781552354558698
23816987,27000000000000,5.5835934,75.6152,47.426876,5.717667,75.61041,47.477654,3230373.0,5.52521169E14,0.02057699728015905
23817041,27000000000000,6.5303254,75.32824,47.25902,5.717667,75.61041,47.477654,6262582.0,5.52521169E14,0.7878350587452587
23817116,27000000000000,6.2039504,76.35392,47.972263,5.717667,75.61041,47.477654,2085530.2,5.52521169E14,1.0339135686963346
23817476,27000000000000,2.2655666,73.71242,47.81264,5.717667,75.61041,47.477654,1.4476397E7,5.52521169E14,15.631599688885274
23817541,27000000000000,3.5176973,72.17811,47.960686,5.717667,75.61041,47.477654,2076872.0,5.52521169E14,16.853900487240253
23817600,27000000000000,1.9716513,74.26555,48.086407,5.717667,75.61041,47.477654,4137210.5,5.52521169E14,16.21187362812185
23817623,27000000000000,2.043868,73.71854,47.809933,5.717667,75.61041,47.477654,1029969.1,5.52521169E14,17.18640447587154
23707646,27000000000000,5.7509437,74.46001,48.055893,5.717667,75.61041,47.477654,2059316.9,5.52521169E14,1.6589018777967794
23707868,27000000000000,6.641169,75.50587,47.046635,5.717667,75.61041,47.477654,8312397.0,5.52521169E14,1.049562897929718
23707989,27000000000000,6.47675,76.881546,47.735817,5.717667,75.61041,47.477654,8705549.0,5.52521169E14,2.2586352351499954
23708117,27000000000000,1.6002164,73.47365,47.524456,5.717667,75.61041,47.477654,2084822.4,5.52521169E14,21.521353500225814
23708471,27000000000000,6.2941475,75.46233,47.17983,5.717667,75.61041,47.477654,8333090.0,5.52521169E14,0.4429566515866554
23708616,27000000000000,5.4498935,74.59077,48.209312,5.717667,75.61041,47.477654,8366973.5,5.52521169E14,1.6467048489512308
23708671,27000000000000,5.286796,74.93189,47.970387,5.717667,75.61041,47.477654,8486569.0,5.52521169E14,0.8888253034683657
23708741,27000000000000,6.232755,75.82528,46.7726,5.717667,75.61041,47.477654,3093584.8,5.52521169E14,0.8085862907255432
23708769,27000000000000,6.227253,75.36978,46.57651,5.717667,75.61041,47.477654,4126646.8,5.52521169E14,1.1296381951217427
23708832,27000000000000,4.8088946,74.59986,47.919483,5.717667,75.61041,47.477654,4218151.0,5.52521169E14,2.0422951054142686
23708902,27000000000000,2.5088239,73.84384,47.864742,5.717667,75.61041,47.477654,1.00422808E8,5.52521169E14,13.567285859404365
23709176,27000000000000,2.1190884,74.68546,48.41735,5.717667,75.61041,47.477654,2085809.1,5.52521169E14,14.68833139744362
23709209,27000000000000,2.7137113,74.18127,47.937675,5.717667,75.61041,47.477654,2.7090384E7,5.52521169E14,11.277828665173729
23709277,27000000000000,4.439224,74.428894,46.799995,5.717667,75.61041,47.477654,2064510.5,5.52521169E14,3.4896239344971036
23709404,27000000000000,5.6011496,75.274025,47.38651,5.717667,75.61041,47.477654,4131399.5,5.52521169E14,0.13504030964600133
23709519,27000000000000,5.2848196,75.08427,47.82299,5.717667,75.61041,47.477654,5210223.0,5.52521169E14,0.5834440873170479
23709583,27000000000000,2.6638749,73.708664,47.644737,5.717667,75.61041,47.477654,1036296.9,5.52521169E14,12.970211965820965
23709632,27000000000000,5.5556216,75.536316,47.34021,5.717667,75.61041,47.477654,1029655.75,5.52521169E14,0.05063978251655499
23709850,27000000000000,3.1781433,73.70248,47.49879,5.717667,75.61041,47.477654,5306835.5,5.52521169E14,10.089848263638544
23710115,27000000000000,6.9140368,76.4097,46.420383,5.717667,75.61041,47.477654,2087756.9,5.52521169E14,3.1879782251673987
23710397,27000000000000,6.2887607,75.706245,47.35907,5.717667,75.61041,47.477654,9514468.0,5.52521169E14,0.34939387269787403
23710484,27000000000000,1.1237961,73.59352,47.780666,5.717667,75.61041,47.477654,2082537.2,5.52521169E14,25.263319862323442
23710509,27000000000000,2.864684,73.90198,47.620003,5.717667,75.61041,47.477654,7271641.0,5.52521169E14,11.078525642735485
23710800,27000000000000,5.095862,76.46883,47.39996,5.717667,75.61041,47.477654,4246257.0,5.52521169E14,1.1295521177707997
23710900,27000000000000,6.3653398,76.255005,47.45027,5.717667,75.61041,47.477654,3108670.0,5.52521169E14,0.835728848065628
23710930,27000000000000,6.0943046,76.176445,46.622402,5.717667,75.61041,47.477654,4208888.5,5.52521169E14,1.1937032712821747
23711176,27000000000000,5.8033447,75.40948,47.538345,5.717667,75.61041,47.477654,2075709.0,5.52521169E14,0.05139917427754881
23711363,27000000000000,5.685838,75.62079,46.404636,5.717667,75.61041,47.477654,1041678.7,5.52521169E14,1.1524864790999345
23711391,27000000000000,5.7045717,74.86066,46.619423,5.717667,75.61041,47.477654,1029610.06,5.52521169E14,1.2988650846348264
23711493,27000000000000,3.4519615,74.56314,47.570557,5.717667,75.61041,47.477654,4165961.8,5.52521169E14,6.238830866325088
23711542,27000000000000,5.2558737,74.67229,48.230118,5.717667,75.61041,47.477654,6299573.0,5.52521169E14,1.6595353404429716
23711613,27000000000000,5.5918837,75.207,47.78541,5.717667,75.61041,47.477654,1.4914826E7,5.52521169E14,0.2732777981420895
23711739,27000000000000,6.575151,76.887024,47.70345,5.717667,75.61041,47.477654,3144266.8,5.52521169E14,2.415998778670655
23711784,27000000000000,6.5627522,76.45557,47.672768,5.717667,75.61041,47.477654,3115662.8,5.52521169E14,1.466523386829067
23711974,27000000000000,6.1585007,75.59189,47.9102,5.717667,75.61041,47.477654,2118930.8,5.52521169E14,0.3817723046888659
23712087,27000000000000,5.222907,75.41872,46.96401,5.717667,75.61041,47.477654,6428975.0,5.52521169E14,0.5453662769671155
23712176,27000000000000,4.9808807,75.80043,46.73751,5.717667,75.61041,47.477654,2072346.8,5.52521169E14,1.126772272138851
23712275,27000000000000,3.3472002,73.84391,47.6279,5.717667,75.61041,47.477654,5178900.5,5.52521169E14,8.762217969613232
23712350,27000000000000,7.21289,76.307144,47.233574,5.717667,75.61041,47.477654,7352946.5,5.52521169E14,2.7807016785091037
23712524,27000000000000,7.02544,76.526985,48.286552,5.717667,75.61041,47.477654,1.6150589E7,5.52521169E14,3.2046932654159264
23712840,27000000000000,5.029673,76.360435,46.183605,5.717667,75.61041,47.477654,4206723.5,5.52521169E14,2.7104311082403
23712975,27000000000000,4.980832,75.72415,46.345886,5.717667,75.61041,47.477654,3094898.8,5.52521169E14,1.8367595448473821
23713060,27000000000000,6.0902205,75.658806,48.46752,5.717667,75.61041,47.477654,3108593.2,5.52521169E14,1.1209768863320733
23713092,27000000000000,4.61372,74.92898,47.655544,5.717667,75.61041,47.477654,4157384.0,5.52521169E14,1.7146976234255362
23713145,27000000000000,5.3010063,76.70502,48.510662,5.717667,75.61041,47.477654,3109589.5,5.52521169E14,2.438871921567852
23713195,27000000000000,2.652362,73.77117,47.58265,5.717667,75.61041,47.477654,7432866.5,5.52521169E14,12.789926371078366
23713249,27000000000000,2.1720247,74.21919,48.31956,5.717667,75.61041,47.477654,3126875.0,5.52521169E14,15.215881445252535
23713278,27000000000000,1.7460991,74.02411,48.575035,5.717667,75.61041,47.477654,8319251.0,5.52521169E14,19.493959054693732
23713394,27000000000000,3.283794,74.61101,48.586967,5.717667,75.61041,47.477654,4122261.2,5.52521169E14,8.15312628083575
23713419,27000000000000,3.422146,74.363266,47.81295,5.717667,75.61041,47.477654,5206579.0,5.52521169E14,6.93721524597828
23713481,27000000000000,6.1959515,75.11935,48.074265,5.717667,75.61041,47.477654,2061454.1,5.52521169E14,0.8258464364828342
23713655,27000000000000,5.5053077,75.665306,46.96904,5.717667,75.61041,47.477654,1030545.0,5.52521169E14,0.3067976027750774
23713804,27000000000000,7.0854897,76.515884,47.82705,5.717667,75.61041,47.477654,3110400.5,5.52521169E14,2.812895369166654
23713927,27000000000000,6.0399475,75.88453,47.334095,5.717667,75.61041,47.477654,1029826.06,5.52521169E14,0.19961356866429014
23714214,27000000000000,3.8808696,74.97031,48.667225,5.717667,75.61041,47.477654,2068719.9,5.52521169E14,5.1986409855172155
23714334,27000000000000,6.9785233,75.84179,48.380966,5.717667,75.61041,47.477654,3124502.0,5.52521169E14,2.4592671916545896
23714363,27000000000000,5.9861755,75.99057,47.78671,5.717667,75.61041,47.477654,3095563.2,5.52521169E14,0.3121316778126584
23714553,27000000000000,2.9414854,74.849335,48.626408,5.717667,75.61041,47.477654,1033166.2,5.52521169E14,9.60606038811079
23714626,27000000000000,5.118254,75.608765,47.98452,5.717667,75.61041,47.477654,6198105.0,5.52521169E14,0.616212165394245
23714689,27000000000000,6.0325212,75.01616,47.18188,5.717667,75.61041,47.477654,5223157.0,5.52521169E14,0.5397518053107433
23714734,27000000000000,6.9998536,75.62206,47.149376,5.717667,75.61041,47.477654,3114810.5,5.52521169E14,1.7519041409577767
23714761,27000000000000,2.6655264,74.46253,48.670963,5.717667,75.61041,47.477654,4184441.0,5.52521169E14,12.05718093749806
23714920,27000000000000,4.9234357,74.73643,48.529057,5.717667,75.61041,47.477654,5170731.0,5.52521169E14,2.50010219271644
23715017,27000000000000,5.5398026,74.88707,48.65434,5.717667,75.61041,47.477654,3105929.8,5.52521169E14,1.9394491166679018
23715113,27000000000000,5.476274,75.99342,47.763996,5.717667,75.61041,47.477654,4145485.2,5.52521169E14,0.28696004221365
23715260,27000000000000,4.9236507,75.42845,47.27465,5.717667,75.61041,47.477654,2077544.9,5.52521169E14,0.7047819985730257
23715312,27000000000000,6.756955,76.92107,47.47559,5.717667,75.61041,47.477654,7524901.5,5.52521169E14,2.797936983417685
23715382,27000000000000,6.8515096,76.341805,48.115986,5.717667,75.61041,47.477654,6394440.0,5.52521169E14,2.228001074763597
23715450,27000000000000,6.4216948,75.614655,47.464325,5.717667,75.61041,47.477654,7257263.5,5.52521169E14,0.4958505802117088
23715494,27000000000000,6.252592,74.543365,47.842777,5.717667,75.61041,47.477654,4153669.5,5.52521169E14,1.5580496448731083
23715527,27000000000000,6.070087,75.45913,46.77267,5.717667,75.61041,47.477654,5209864.0,5.52521169E14,0.6440870674205144
23715573,27000000000000,6.0587096,76.076004,47.43366,5.717667,75.61041,47.477654,2064016.5,5.52521169E14,0.3350209313512096
23715605,27000000000000,5.1957283,74.59356,48.22016,5.717667,75.61041,47.477654,1.254583E7,5.52521169E14,1.8577288445487738
23715665,27000000000000,4.847413,75.94762,46.040676,5.717667,75.61041,47.477654,5182191.0,5.52521169E14,2.935952626751032
23715763,27000000000000,2.7089257,73.885284,47.115894,5.717667,75.61041,47.477654,5235244.0,5.52521169E14,12.159461609047867
23817714,27000000000000,2.8932254,74.02864,48.072872,5.717667,75.61041,47.477654,2061656.0,5.52521169E14,10.83375819364943
23817880,27000000000000,2.5023003,74.44776,48.28892,5.717667,75.61041,47.477654,1040194.6,5.52521169E14,12.348496939059487
23817905,27000000000000,5.724296,76.29837,48.16243,5.717667,75.61041,47.477654,4207506.5,5.52521169E14,0.9422484175747741
23818228,27000000000000,2.207558,73.74111,48.13529,5.717667,75.61041,47.477654,1051510.0,5.52521169E14,16.24763558264027
23818407,27000000000000,5.849166,76.11991,47.346363,5.717667,75.61041,47.477654,3107604.8,5.52521169E14,0.2941179360370825
23818680,27000000000000,5.241045,75.45622,48.022034,5.717667,75.61041,47.477654,3114845.5,5.52521169E14,0.547292995385078
23818980,27000000000000,2.1083074,72.29485,48.40652,5.717667,75.61041,47.477654,2079473.6,5.52521169E14,24.883206327052903
23819649,27000000000000,5.374561,76.0423,47.579033,5.717667,75.61041,47.477654,3105927.5,5.52521169E14,0.31452414481555024
23819999,27000000000000,5.163282,75.11303,47.825996,5.717667,75.61041,47.477654,2061215.5,5.52521169E14,0.67607567221512
23820034,27000000000000,6.4336224,76.47235,47.689518,5.717667,75.61041,47.477654,1031081.3,5.52521169E14,1.3004164222568306
23820066,27000000000000,5.282684,76.16633,46.859993,5.717667,75.61041,47.477654,2075424.2,5.52521169E14,0.8797573646597812
23820090,27000000000000,6.051674,75.671875,47.39593,5.717667,75.61041,47.477654,1029748.3,5.52521169E14,0.12201668792863529
23820120,27000000000000,6.0824575,75.193695,48.60697,5.717667,75.61041,47.477654,2076898.6,5.52521169E14,1.5820852451599876
23820149,27000000000000,5.282993,75.49512,46.91889,5.717667,75.61041,47.477654,3116637.5,5.52521169E14,0.5144492684421493
23820199,27000000000000,4.612005,75.8849,46.334328,5.717667,75.61041,47.477654,3120119.0,5.52521169E14,2.60502702234794
23820288,27000000000000,4.8880343,75.87642,46.032307,5.717667,75.61041,47.477654,2079841.2,5.52521169E14,2.848077422467213
23820342,27000000000000,6.2438903,75.76061,47.392124,5.717667,75.61041,47.477654,1046347.75,5.52521169E14,0.3067861108293073
23820408,27000000000000,6.1215873,75.76102,47.358585,5.717667,75.61041,47.477654,1066661.8,5.52521169E14,0.20001036953999574
23820781,27000000000000,2.5487034,74.14589,47.827724,5.717667,75.61041,47.477654,3141825.8,5.52521169E14,12.309708960240243
23820807,27000000000000,2.973068,74.40626,48.1999,5.717667,75.61041,47.477654,4218008.5,5.52521169E14,9.504455714166909
23820868,27000000000000,2.366441,74.16448,48.247166,5.717667,75.61041,47.477654,6272129.0,5.52521169E14,13.913580261142272
23821018,27000000000000,4.7826757,75.40515,47.479767,5.717667,75.61041,47.477654,4174015.2,5.52521169E14,0.9163454816828107
23821045,27000000000000,2.7727482,73.0472,47.126602,5.717667,75.61041,47.477654,1048199.56,5.52521169E14,15.365827306634458
23821091,27000000000000,1.3544896,73.39403,48.050846,5.717667,75.61041,47.477654,1028628.0,5.52521169E14,24.27822786988054
23821184,27000000000000,2.4695876,74.17169,48.02363,5.717667,75.61041,47.477654,7311008.5,5.52521169E14,12.918026356394932
23821396,27000000000000,6.313482,75.96926,47.321445,5.717667,75.61041,47.477654,1040014.3,5.52521169E14,0.5081684112747098
23821420,27000000000000,6.4022756,76.38298,46.54179,5.717667,75.61041,47.477654,2070203.5,5.52521169E14,1.9413901506486582
23821478,27000000000000,2.1639876,74.22245,47.90821,5.717667,75.61041,47.477654,3108595.0,5.52521169E14,14.74045675608886
23821622,27000000000000,2.192988,73.86043,48.342525,5.717667,75.61041,47.477654,1121251.4,5.52521169E14,16.2338134839556
23821693,27000000000000,6.9541597,75.20572,46.362095,5.717667,75.61041,47.477654,2128009.2,5.52521169E14,2.9371619903943156
23821846,27000000000000,3.614885,73.953354,47.844246,5.717667,75.61041,47.477654,2089361.1,5.52521169E14,7.301925766632451
23821908,27000000000000,6.480294,75.75831,48.13177,5.717667,75.61041,47.477654,1030990.3,5.52521169E14,1.03134311695635
23821938,27000000000000,5.844673,76.55293,45.595715,5.717667,75.61041,47.477654,3097506.5,5.52521169E14,4.446168907590845
23822123,27000000000000,6.498433,75.83996,47.51559,5.717667,75.61041,47.477654,3128683.0,5.52521169E14,0.6637259706369605
23822274,27000000000000,5.4213967,74.23042,46.340282,5.717667,75.61041,47.477654,1137754.6,5.52521169E14,3.2857604303171684
23822805,27000000000000,6.3327794,75.918945,47.430004,5.717667,75.61041,47.477654,2087480.6,5.52521169E14,0.47582604725903366
23823292,27000000000000,5.4341383,74.625374,48.264507,5.717667,75.61041,47.477654,1036221.06,5.52521169E14,1.6698288238533223
23823316,27000000000000,4.401916,74.5912,48.499523,5.717667,75.61041,47.477654,2067868.2,5.52521169E14,3.814209180462967
23823408,27000000000000,7.43166,76.56588,48.156254,5.717667,75.61041,47.477654,5334848.5,5.52521169E14,4.311188251449494
23823453,27000000000000,6.169068,75.56163,47.48752,5.717667,75.61041,47.477654,3111916.5,5.52521169E14,0.20623967522988096
23823604,27000000000000,5.1996474,75.637764,46.755653,5.717667,75.61041,47.477654,4169181.0,5.52521169E14,0.7903766591634849
23823655,27000000000000,5.686293,75.34348,47.707123,5.717667,75.61041,47.477654,2088314.2,5.52521169E14,0.12489191128770472
