x,y,z,fof_x,fof_y,fof_z,mstar,astar,grpid,fof_mass,dist
2.2359867,73.474815,47.994137,5.717667,75.61041,47.477654,3.09881664E8,3.09881664E8,27000000000000,5.52521169E14,16.949628891345355
3.7371964,74.18651,46.622395,5.717667,75.61041,47.477654,4.23528096E8,4.20201984E8,27000000000000,5.52521169E14,6.68123567618386
3.1934679,74.1057,46.919575,5.717667,75.61041,47.477654,1.6766094E7,1.6766094E7,27000000000000,5.52521169E14,8.947200877651596
3.341246,74.36902,48.58181,5.717667,75.61041,47.477654,9.3341664E7,9.3341664E7,27000000000000,5.52521169E14,8.407598515780649
7.8161273,76.74754,47.256905,5.717667,75.61041,47.477654,1.03879664E8,1.03879664E8,27000000000000,5.52521169E14,5.745331591454487
6.424973,76.18745,46.753025,5.717667,75.61041,47.477654,5.564358E7,5.564358E7,27000000000000,5.52521169E14,1.3583362693461822
2.802566,74.84762,48.066925,5.717667,75.61041,47.477654,3.78749472E8,3.77715328E8,27000000000000,5.52521169E14,9.426910534734816
2.7974274,72.64836,47.84511,5.717667,75.61041,47.477654,6.1707984E7,6.1707984E7,27000000000000,5.52521169E14,17.43657391003177
5.475959,73.76964,47.96303,5.717667,75.61041,47.477654,1.06712424E8,1.03571328E8,27000000000000,5.52521169E14,3.6824658453499524
5.588865,75.0616,47.33897,5.717667,75.61041,47.477654,4.96927616E8,4.96927616E8,27000000000000,5.52521169E14,0.33701865746934345
4.1288257,75.72499,47.643623,5.717667,75.61041,47.477654,3.5458528E7,3.5458528E7,27000000000000,5.52521169E14,2.5650912813953255
3.4991577,72.13948,48.02145,5.717667,75.61041,47.477654,1.02546118E9,1.02546118E9,27000000000000,5.52521169E14,17.264867788324466
1.6669327,74.477135,48.01594,5.717667,75.61041,47.477654,2.6677414E7,2.6677414E7,27000000000000,5.52521169E14,17.982523030413176
2.2081516,72.31332,48.25372,5.717667,75.61041,47.477654,1.09728312E8,1.09728312E8,27000000000000,5.52521169E14,23.789821077362888
6.577736,75.66128,47.07513,5.717667,75.61041,47.477654,2.1109488E7,2.1109488E7,27000000000000,5.52521169E14,0.9043304016161073
5.8298573,76.03125,48.12289,5.717667,75.61041,47.477654,5.730104E7,5.730104E7,27000000000000,5.52521169E14,0.6060215167963179
5.9758196,75.67113,47.970726,5.717667,75.61041,47.477654,1.2935216E8,1.2935216E8,27000000000000,5.52521169E14,0.3134494827720573
5.9800935,76.833466,47.48965,5.717667,75.61041,47.477654,1.0354993E7,1.0354993E7,27000000000000,5.52521169E14,1.5648701246136625
3.4706185,74.40074,48.67208,5.717667,75.61041,47.477654,3.0112432E7,3.0112432E7,27000000000000,5.52521169E14,7.939188491790958
6.4894133,75.29506,48.274647,5.717667,75.61041,47.477654,1.9491072E7,1.9491072E7,27000000000000,5.52521169E14,1.3302381456362582
2.3334136,74.088165,47.002804,5.717667,75.61041,47.477654,1.3948365E7,1.3948365E7,27000000000000,5.52521169E14,13.995890889899783
5.2774386,73.82851,47.795704,5.717667,75.61041,47.477654,1.18842032E8,1.18842032E8,27000000000000,5.52521169E14,3.470146594795551
4.6062937,75.15115,47.170288,5.717667,75.61041,47.477654,1.8364174E7,1.8364174E7,27000000000000,5.52521169E14,1.5405432481932166
1.5805577,74.03047,48.19306,5.717667,75.61041,47.477654,1.20728344E8,1.20728344E8,27000000000000,5.52521169E14,20.12369518192486
2.4431787,73.36855,47.18512,5.717667,75.61041,47.477654,1.3571465E7,1.3571465E7,27000000000000,5.52521169E14,15.833784401944285
3.858821,74.02036,47.002823,5.717667,75.61041,47.477654,1.6752287E7,1.6752287E7,27000000000000,5.52521169E14,6.209031461168934
5.735465,75.96872,47.425964,5.717667,75.61041,47.477654,2.046401E7,2.046401E7,27000000000000,5.52521169E14,0.13137235860108376
2.8835099,73.714714,47.90953,5.717667,75.61041,47.477654,3.848082E7,3.848082E7,27000000000000,5.52521169E14,11.81263803896178
4.948105,75.02681,47.525066,5.717667,75.61041,47.477654,4.0290896E7,4.0290896E7,27000000000000,5.52521169E14,0.9350663795341916
6.72535,76.89269,47.712486,5.717667,75.61041,47.477654,5.1398456E7,5.1398456E7,27000000000000,5.52521169E14,2.7148129699053243
3.5494802,74.48837,48.266186,5.717667,75.61041,47.477654,4.39558E7,4.39558E7,27000000000000,5.52521169E14,6.581790868184328
4.9223228,75.16433,47.680534,5.717667,75.61041,47.477654,2.3597042E7,2.3597042E7,27000000000000,5.52521169E14,0.8727233868203257
6.1889358,77.007416,47.18995,5.717667,75.61041,47.477654,2.8148728E7,2.8148728E7,27000000000000,5.52521169E14,2.2564858725827435
6.098867,77.12592,48.32803,5.717667,75.61041,47.477654,5.0125164E7,5.0125164E7,27000000000000,5.52521169E14,3.165225131241641
6.7987714,76.12294,47.71282,5.717667,75.61041,47.477654,1.376446E7,1.376446E7,27000000000000,5.52521169E14,1.486773273354629
5.4883127,75.47397,47.98921,5.717667,75.61041,47.477654,3.8212832E7,3.8212832E7,27000000000000,5.52521169E14,0.3329086520536748
4.5039897,74.38251,47.88096,5.717667,75.61041,47.477654,2.7364618E7,2.7364618E7,27000000000000,5.52521169E14,3.1434191734742853
5.3909984,75.95804,47.65691,5.717667,75.61041,47.477654,2.3089648E7,2.3089648E7,27000000000000,5.52521169E14,0.2596889860878946
6.601484,75.097916,48.3816,5.717667,75.61041,47.477654,5.7370472E7,5.7370472E7,27000000000000,5.52521169E14,1.860903346278974
5.880534,75.44371,47.173428,5.717667,75.61041,47.477654,1.47636128E8,1.47636128E8,27000000000000,5.52521169E14,0.1468687406288609
2.508074,75.23757,48.113136,5.717667,75.61041,47.477654,1.037674E7,1.037674E7,27000000000000,5.52521169E14,10.84433629235997
2.4912534,73.6859,47.760124,5.717667,75.61041,47.477654,1.1413267E7,1.1413267E7,27000000000000,5.52521169E14,14.193292336552986
6.8417,75.46846,48.728172,5.717667,75.61041,47.477654,2.7245054E7,2.7245054E7,27000000000000,5.52521169E14,2.847397909823485
5.958804,75.23913,46.8612,5.717667,75.61041,47.477654,6.6156744E7,6.6156744E7,27000000000000,5.52521169E14,0.5760160981938043
5.511232,76.49889,47.603565,5.717667,75.61041,47.477654,2.6200048E7,2.6200048E7,27000000000000,5.52521169E14,0.8478679890258718
5.005614,76.06131,46.028152,5.717667,75.61041,47.477654,8.373292E7,8.373292E7,27000000000000,5.52521169E14,2.8113814586577064
0.54355043,73.56253,48.68922,5.717667,75.61041,47.477654,5.6217568E7,5.6217568E7,27000000000000,5.52521169E14,32.433198136978035
6.329683,75.73007,47.383152,5.717667,75.61041,47.477654,1.866348E7,1.866348E7,27000000000000,5.52521169E14,0.39781215698258166
3.711876,74.60835,47.608707,5.717667,75.61041,47.477654,7.3101816E7,7.3101816E7,27000000000000,5.52521169E14,5.044497534523771
6.4987817,75.29684,47.530037,5.717667,75.61041,47.477654,1.4083667E7,1.4083667E7,27000000000000,5.52521169E14,0.7112137549593172
5.4062605,75.33031,47.898697,5.717667,75.61041,47.477654,5.3800876E7,5.3800876E7,27000000000000,5.52521169E14,0.35271076156482195
3.3280175,74.5566,48.278053,5.717667,75.61041,47.477654,1.0438759E7,1.0438759E7,27000000000000,5.52521169E14,7.461580928707519
5.1502156,76.27491,45.80057,5.717667,75.61041,47.477654,3.3302844E7,3.3302844E7,27000000000000,5.52521169E14,3.576162182740518
3.1978376,73.64535,48.489094,5.717667,75.61041,47.477654,5.6655756E7,5.6655756E7,27000000000000,5.52521169E14,11.234032665703637
6.2757683,76.19503,48.249195,5.717667,75.61041,47.477654,8.4677888E7,8.4677888E7,27000000000000,5.52521169E14,1.2485311130042192
6.913601,75.80362,47.604523,5.717667,75.61041,47.477654,6.2051176E7,6.2051176E7,27000000000000,5.52521169E14,1.4836823559055574
3.4728055,71.661285,47.83384,5.717667,75.61041,47.477654,4.3363968E7,4.3363968E7,27000000000000,5.52521169E14,20.761877640514285
6.7500415,74.51488,47.386246,5.717667,75.61041,47.477654,1.9696544E7,1.9696544E7,27000000000000,5.52521169E14,2.274349792184694
3.1372721,73.418304,47.948418,5.717667,75.61041,47.477654,2.8229794E7,2.8229794E7,27000000000000,5.52521169E14,11.685395324419062
6.1849113,74.95635,48.011497,5.717667,75.61041,47.477654,9.7681424E7,9.7681424E7,27000000000000,5.52521169E14,0.9311014636123218
6.031475,76.1062,47.672947,5.717667,75.61041,47.477654,1.32822208E8,1.32822208E8,27000000000000,5.52521169E14,0.38242127123908176
5.3153925,76.22499,48.099556,5.717667,75.61041,47.477654,1.5360752E8,1.5360752E8,27000000000000,5.52521169E14,0.9262939594993895
6.383505,76.733185,48.02124,5.717667,75.61041,47.477654,7.2674384E7,7.2674384E7,27000000000000,5.52521169E14,1.9994439138374673
7.1826687,75.59388,46.54326,5.717667,75.61041,47.477654,3.9218728E7,3.9218728E7,27000000000000,5.52521169E14,3.019596685537408
6.02527,76.03777,48.669453,5.717667,75.61041,47.477654,1.6206638E7,1.6206638E7,27000000000000,5.52521169E14,1.697641806721549
3.096717,74.07624,47.08117,5.717667,75.61041,47.477654,3.3405284E7,3.3405284E7,27000000000000,5.52521169E14,9.380263829773185
2.9132798,74.00878,47.36068,5.717667,75.61041,47.477654,1.5843735E7,1.5843735E7,27000000000000,5.52521169E14,10.44349357747302
4.058371,75.768456,47.063656,5.717667,75.61041,47.477654,2.504509E7,2.504509E7,27000000000000,5.52521169E14,2.9496349493165326
4.1839356,73.67547,47.58407,5.717667,75.61041,47.477654,7.9118952E7,7.9118952E7,27000000000000,5.52521169E14,6.107665176303271
7.017887,74.476616,48.40483,5.717667,75.61041,47.477654,9.2661304E7,9.2661304E7,27000000000000,5.52521169E14,3.8357250051014944
2.650151,72.43997,48.2022,5.717667,75.61041,47.477654,1.2177676E7,1.2177676E7,27000000000000,5.52521169E14,19.986319316152787
5.049065,74.22922,48.573803,5.717667,75.61041,47.477654,6.2872816E7,6.2872816E7,27000000000000,5.52521169E14,3.556272042405908
2.503068,73.35479,48.94171,5.717667,75.61041,47.477654,1.5182318E7,1.5182318E7,27000000000000,5.52521169E14,17.564947686507594
6.0888968,74.65397,48.414253,5.717667,75.61041,47.477654,8.1732104E7,8.1732104E7,27000000000000,5.52521169E14,1.929815225901848
5.396112,74.24348,49.028824,5.717667,75.61041,47.477654,1.87915712E8,1.83777344E8,27000000000000,5.52521169E14,4.378040448428692
5.5012474,75.26009,47.52349,5.717667,75.61041,47.477654,2.05510369E10,2.05510369E10,27000000000000,5.52521169E14,0.17166189040676727
6.0976963,75.84618,47.416058,5.717667,75.61041,47.477654,1.62583388E10,1.62583388E10,27000000000000,5.52521169E14,0.20380429989950244
5.874624,76.01387,47.24675,5.717667,75.61041,47.477654,1.05509786E10,1.05267374E10,27000000000000,5.52521169E14,0.24072994992548047
6.7081876,75.67665,48.01256,5.717667,75.61041,47.477654,1.53484503E10,1.52630528E10,27000000000000,5.52521169E14,1.2716452257300261
6.577609,75.91459,46.265446,5.717667,75.61041,47.477654,7.0600407E9,6.9997102E9,27000000000000,5.52521169E14,2.3014711498747147
3.080688,73.99744,48.00986,5.717667,75.61041,47.477654,9.5161262E9,9.3879685E9,27000000000000,5.52521169E14,9.83859541748916
5.922928,76.47023,46.754227,5.717667,75.61041,47.477654,8.8471716E9,8.4492457E9,27000000000000,5.52521169E14,1.304764480912354
4.102453,73.56991,47.59083,5.717667,75.61041,47.477654,3.26686413E9,3.23389184E9,27000000000000,5.52521169E14,6.785383599255738
6.1097307,76.13813,48.18531,5.717667,75.61041,47.477654,1.15452969E10,1.13855068E10,27000000000000,5.52521169E14,0.9329779674774272
6.6020803,76.88094,47.86127,5.717667,75.61041,47.477654,8.966569E9,8.965506E9,27000000000000,5.52521169E14,2.5435973550504514
5.503017,75.09109,46.65477,5.717667,75.61041,47.477654,6.5786081E9,6.2879483E9,27000000000000,5.52521169E14,0.9929108394944706
5.6504645,75.157974,47.87961,5.717667,75.61041,47.477654,1.23411866E10,1.23351368E10,27000000000000,5.52521169E14,0.370784191131861
5.5620728,76.207825,48.72422,5.717667,75.61041,47.477654,6.9953347E9,6.9385462E9,27000000000000,5.52521169E14,1.9350395480435054
5.888245,76.87593,48.244038,5.717667,75.61041,47.477654,4.3697413E9,4.28474854E9,27000000000000,5.52521169E14,2.2179777671262855
6.892608,75.19831,46.41716,5.717667,75.61041,47.477654,4.16048307E9,4.03711386E9,27000000000000,5.52521169E14,2.6749607483807267
4.882665,76.953896,45.3637,5.717667,75.61041,47.477654,4.7432095E9,4.6576886E9,27000000000000,5.52521169E14,6.97097049315289
3.472418,74.06932,47.463345,5.717667,75.61041,47.477654,5.1833974E9,5.1324703E9,27000000000000,5.52521169E14,7.416312268172135
6.2462907,75.83616,47.953636,5.717667,75.61041,47.477654,1.36463913E10,1.3507966E10,27000000000000,5.52521169E14,0.556963715065649
2.611917,73.470055,47.530693,5.717667,75.61041,47.477654,2.89032141E9,2.87878374E9,27000000000000,5.52521169E14,14.229629022579502
2.377686,73.96167,48.100353,5.717667,75.61041,47.477654,9.3009213E9,9.2998912E9,27000000000000,5.52521169E14,14.261580982842133
7.6132517,76.20924,46.343914,5.717667,75.61041,47.477654,2.19396582E9,2.16041267E9,27000000000000,5.52521169E14,5.237204879726278
6.995439,76.671425,47.10555,5.717667,75.61041,47.477654,5.137835E9,5.052905E9,27000000000000,5.52521169E14,2.896910055264925
5.62982,76.53228,45.790783,5.717667,75.61041,47.477654,1.04658893E10,1.03327365E10,27000000000000,5.52521169E14,3.7030889219370238
6.0393305,74.96915,47.635353,5.717667,75.61041,47.477654,7.0697677E9,7.0697677E9,27000000000000,5.52521169E14,0.5395584038417383
5.758714,75.22989,46.266212,5.717667,75.61041,47.477654,2.31064038E9,2.27316685E9,27000000000000,5.52521169E14,1.6140725298910183
1.0249876,73.97613,47.90421,5.717667,75.61041,47.477654,2.74251494E9,2.72797261E9,27000000000000,5.52521169E14,24.874077082059557
6.2423997,75.618225,47.174026,5.717667,75.61041,47.477654,7.2292285E9,7.2177116E9,27000000000000,5.52521169E14,0.36759468960008235
2.3249938,72.73627,47.385452,5.717667,75.61041,47.477654,1.3226944E9,1.31192077E9,27000000000000,5.52521169E14,19.779445275924502
2.8229167,73.63669,47.949833,5.717667,75.61041,47.477654,5.0786181E9,5.0686413E9,27000000000000,5.52521169E14,12.498120895296836
5.9208307,75.75302,47.490482,5.717667,75.61041,47.477654,1.69773015E10,1.69761659E10,27000000000000,5.52521169E14,0.061777261777251624
6.623135,75.007164,47.954456,5.717667,75.61041,47.477654,5.2302469E9,5.1926405E9,27000000000000,5.52521169E14,1.4111220792110544
3.7763402,74.53968,48.245987,5.717667,75.61041,47.477654,4.7687066E9,4.7296353E9,27000000000000,5.52521169E14,5.505553497367657
5.6391463,75.60942,47.613827,5.717667,75.61041,47.477654,8.9541181E9,8.9541181E9,27000000000000,5.52521169E14,0.024709649341275508
4.00804,74.291725,47.07625,5.717667,75.61041,47.477654,3.02164429E9,3.00419174E9,27000000000000,5.52521169E14,4.822887801336037
6.115284,76.085915,47.738663,5.717667,75.61041,47.477654,8.9867284E9,8.9812931E9,27000000000000,5.52521169E14,0.45232714640974336
2.8632805,72.506775,47.959446,5.717667,75.61041,47.477654,1.92876544E9,1.91196518E9,27000000000000,5.52521169E14,18.012213588569978
5.5725365,76.05303,47.64899,5.717667,75.61041,47.477654,8.1652408E9,8.1619758E9,27000000000000,5.52521169E14,0.24633117807775307
1.9214926,73.2799,47.33012,5.717667,75.61041,47.477654,6.6646643E8,6.6116525E8,27000000000000,5.52521169E14,19.863997987982884
6.0593133,74.99295,47.59539,5.717667,75.61041,47.477654,1.12975903E10,1.12452475E10,27000000000000,5.52521169E14,0.5118435969379789
6.6991286,76.291214,46.895767,5.717667,75.61041,47.477654,3.75667507E9,3.71734451E9,27000000000000,5.52521169E14,1.7653489160302342
3.0232954,72.923805,48.764713,5.717667,75.61041,47.477654,1.3209769E9,1.22543859E9,27000000000000,5.52521169E14,16.13402085804978
3.0442612,72.91827,48.79447,5.717667,75.61041,47.477654,1.4107181E7,1.4107181E7,27000000000000,5.52521169E14,16.128761007213654
2.316459,73.463135,48.177113,5.717667,75.61041,47.477654,9.3039176E9,9.2961802E9,27000000000000,5.52521169E14,16.668262050179294
2.5206041,73.02538,47.58894,5.717667,75.61041,47.477654,3.50920499E9,3.43738189E9,27000000000000,5.52521169E14,16.91597428270711
3.8837795,73.65535,47.321327,5.717667,75.61041,47.477654,1.28607962E9,1.27974016E9,27000000000000,5.52521169E14,7.209852366299174
3.7270138,73.25736,47.455776,5.717667,75.61041,47.477654,1.9793504E9,1.95146368E9,27000000000000,5.52521169E14,9.500024476783949
4.0223284,74.911194,47.11464,5.717667,75.61041,47.477654,2.48457805E9,2.4325783E9,27000000000000,5.52521169E14,3.4948595811622454
5.5342984,74.28759,48.578552,5.717667,75.61041,47.477654,1.0381271E10,1.03500268E10,27000000000000,5.52521169E14,2.9954616692994023
5.635874,75.71239,47.367603,5.717667,75.61041,47.477654,5.2731668E9,5.2731668E9,27000000000000,5.52521169E14,0.029199988168556956
5.1876187,76.135895,47.60682,5.717667,75.61041,47.477654,6.6645069E9,6.6370668E9,27000000000000,5.52521169E14,0.5737665590277174
6.5281563,76.096504,47.789238,5.717667,75.61041,47.477654,1.33232916E10,1.33232916E10,27000000000000,5.52521169E14,0.9902626477526155
6.2436433,76.37182,48.226524,5.717667,75.61041,47.477654,3.40024474E9,3.33665997E9,27000000000000,5.52521169E14,1.4171975052195194
6.661957,75.84386,47.303062,5.717667,75.61041,47.477654,8.0827674E8,8.0186592E8,27000000000000,5.52521169E14,0.9766612486421309
