id,x,y,z,g_x,g_y,g_z,M,R,grpid
5930297,80.7679,44.682148,10.200787,80.76796,44.684204,10.201152,5.113249E10,75.73189,27000200003670
5940719,84.71658,46.07772,10.064807,84.71766,46.078182,10.064807,5.11447E10,75.74204,27000200003593
6238475,87.83526,15.604419,64.72143,87.83418,15.6038885,64.72224,5.1198448E10,75.761894,27000200001343
5740894,86.16066,87.2827,23.857492,86.16062,87.282005,23.858524,5.142519E10,75.874626,27000200001936
4875523,60.108826,1.1226279,14.524568,60.11124,1.1227326,14.524749,5.1515343E10,75.9225,27000200001046
4853061,85.05837,69.68372,10.070263,85.0594,69.68423,10.070084,5.1602788E10,75.96371,27000100005542
91672,15.150734,79.333824,53.13729,15.150572,79.34111,53.13851,5.1605725E10,75.9681,27000100003383
1336906,56.741844,54.62706,45.00629,56.74502,54.62964,45.007175,5.1611021E10,75.97115,27000200001179
6233758,72.50555,73.082275,83.8371,72.508965,73.08369,83.836945,5.1625091E10,75.97333,27000100004945
5911105,5.3343616,39.73638,87.63494,5.3362374,39.734962,87.63591,5.1652649E10,75.986626,27000200003096
4979689,35.99089,65.96043,16.410366,35.993614,65.95806,16.410437,5.1922981E10,76.11996,27000100006061
5559358,34.594234,90.82666,0.6127027,34.590336,90.82717,0.61147857,5.2161745E10,76.240456,27000200002600
5780022,14.311094,97.28977,60.21911,14.310971,97.287926,60.219963,5.2253172E10,76.28171,27000200003508
6237449,22.81837,78.02743,48.39781,22.818861,78.0243,48.398884,5.2280394E10,76.29873,27000100005855
5838990,18.306711,91.62877,58.314716,18.306736,91.62743,58.31494,5.2311851E10,76.31128,27000200003634
6158057,90.62589,45.13748,69.566895,90.62571,45.13662,69.566376,5.2367446E10,76.339035,27000100004319
4755912,86.16615,70.50234,13.184252,86.166466,70.50448,13.18583,5.2658377E10,76.48178,27000200000259
4982814,70.275635,72.81774,28.381723,70.27525,72.81717,28.383986,5.2952596E10,76.620224,27000100005893
5007073,8.119644,51.940865,63.044888,8.123652,51.94561,63.040565,5.2975665E10,76.63395,27000100003476
4846669,12.277228,2.2623272,41.45037,12.271512,2.2661448,41.457973,5.3011309E10,76.65071,27000100005022
5895245,18.315254,80.04779,51.227467,18.316343,80.04752,51.221573,5.3036073E10,76.65994,27000100000370
4675287,66.19787,86.99605,41.50081,66.17955,87.0069,41.49916,5.3091688E10,76.68685,27000100004136
5820445,18.465921,84.346146,42.60108,18.467344,84.34724,42.602043,5.3333877E10,76.80165,27000200003038
5916354,58.640934,92.95211,27.308462,58.63887,92.95277,27.308516,5.338565E10,76.826454,27000200001486
7213971,79.76807,47.942684,58.083115,79.767365,47.94294,58.083065,5.3464383E10,76.86741,27000200001560
5401531,73.054405,83.38343,40.16263,73.05082,83.38169,40.16878,5.352815E10,76.90065,27000200000127
5315073,73.1003,27.466522,26.16716,73.100044,27.466152,26.165398,5.353866E10,76.902664,27000100000418
5223964,15.672474,59.397606,49.701687,15.67324,59.39969,49.702957,5.3648048E10,76.956665,27000200000388
3410520,9.523259,80.10679,55.657185,9.52434,80.105034,55.655502,5.37455E10,77.00084,27000100000541
5358618,89.07023,51.74344,3.498954,89.07799,51.73872,3.49519,5.3791039E10,77.0241,27000100007028
5251747,53.78324,94.101555,23.004248,53.78298,94.10383,23.007578,5.3922505E10,77.08771,27000200000066
5819028,89.24975,94.45356,71.12079,89.25053,94.446686,71.11596,5.3926732E10,77.08583,27000200002776
2069727,33.14223,93.895454,38.293312,33.132977,93.89309,38.292168,5.3997232E10,77.120125,27000100002761
4238136,58.03009,81.57781,14.06995,58.032917,81.567215,14.07428,5.399946E10,77.123474,27000100003085
5710087,8.8226,68.27357,49.58273,8.822177,68.27452,49.58143,5.4065918E10,77.15458,27000200002656
5415041,64.24635,79.89996,66.75723,64.24036,79.90094,66.75294,5.4120989E10,77.18249,27000100007514
1051728,4.793183,25.072206,70.15553,4.794479,25.071613,70.1553,5.4237491E10,77.23483,27000200000692
5378860,53.84217,95.70908,18.977085,53.842575,95.708824,18.976381,5.4306005E10,77.2668,27000100007540
5761878,1.1998086,70.159904,39.11599,1.2009392,70.1631,39.116207,5.4311711E10,77.26848,27000200002420
5737380,23.062092,0.42319134,34.129803,23.061745,0.42378286,34.129013,5.4321967E10,77.272766,27000200003027
1029972,52.318176,96.1294,96.23955,52.31821,96.12806,96.23926,5.4609818E10,77.41154,27000200000510
5032369,9.682292,73.20867,81.65241,9.681805,73.21041,81.650734,5.4632088E10,77.42569,27000100006129
4770149,15.755118,75.11029,91.340294,15.7574215,75.11146,91.341354,5.4632874E10,77.423485,27000100005763
5623334,40.67235,22.608906,5.7651253,40.67514,22.61215,5.7638946,5.4655164E10,77.43359,27000200001625
5400843,65.1559,80.451866,75.86234,65.158066,80.44844,75.862144,5.4937133E10,77.56854,27000200000896
5775840,21.49506,63.749527,20.4887,21.494839,63.750637,20.485254,5.5191769E10,77.68582,27000200003121
5102985,83.72103,41.04944,7.7040634,83.72401,41.046497,7.711177,5.5274054E10,77.72819,27000200000222
5646458,73.09426,4.6362934,80.10208,73.09624,4.633352,80.103226,5.5456076E10,77.812004,27000200001184
5634151,82.62479,26.108946,6.979068,82.631004,26.110624,6.9751697,5.5469261E10,77.81439,27000200001533
5042831,66.63486,36.141327,19.173656,66.639626,36.141068,19.17494,5.5702237E10,77.92729,27000100007102
5359205,87.81147,49.82522,5.7611094,87.811455,49.825073,5.7610235,5.5718769E10,77.93206,27000100005961
4335081,83.77233,42.74367,8.43308,83.76353,42.744637,8.43746,5.5720305E10,77.935135,27000100002737
5942278,64.083336,32.431572,21.971899,64.084206,32.430367,21.967806,5.5814558E10,77.97578,27000100006400
5763974,95.07302,79.65247,54.239292,95.073784,79.651115,54.240326,5.584599E10,77.990616,27000200002515
5856110,49.783276,5.2608266,20.00759,49.78592,5.2620687,20.005238,5.593079E10,78.029785,27000100001051
4947083,66.360565,66.79941,94.9254,66.368195,66.79716,94.92541,5.5941468E10,78.03518,27000100004973
5095293,45.993404,16.93213,6.404043,45.986687,16.933424,6.4057393,5.5952724E10,78.0441,27000100005569
5439571,8.801438,78.35209,46.96984,8.799105,78.34875,46.97164,5.5984693E10,78.05955,27000200000754
211867,64.60526,81.500694,95.62307,64.60692,81.49864,95.61904,5.6001421E10,78.06634,27000100004741
2498593,9.57647,38.612934,76.98137,9.57625,38.613758,76.98084,5.6001729E10,78.06481,27000100007300
5507958,9.204033,39.439953,81.81329,9.202826,39.43853,81.81459,5.6008507E10,78.06863,27000200000966
5404680,73.78612,73.07741,36.377396,73.7919,73.07933,36.379322,5.601119E10,78.066605,27000200000633
5191855,39.38151,63.88783,7.83439,39.37924,63.885788,7.836184,5.6039866E10,78.08074,27000100007427
4910308,23.015636,77.57918,43.721294,23.01766,77.567986,43.718334,5.6049619E10,78.08917,27000100005483
5635680,21.156897,78.31236,50.619587,21.16034,78.31469,50.618572,5.6135553E10,78.1246,27000100001169
7161709,21.063257,78.17565,50.63955,21.16034,78.31469,50.618572,5.6135553E10,78.1246,27000100001169
5653923,43.620533,76.013306,35.97957,43.621002,76.01353,35.980774,5.6219025E10,78.16553,27000200000923
3429194,33.151722,23.564604,45.824192,33.14903,23.563965,45.822094,5.6328233E10,78.21525,27000100005296
3088184,83.173225,45.01214,7.763031,83.17273,45.01845,7.762798,5.6379154E10,78.24062,27000100003909
5445533,52.185665,65.445114,44.768574,52.181118,65.443825,44.766933,5.6379675E10,78.237144,27000100007431
5716284,41.22682,53.64441,1.1580336,41.22605,53.6468,1.1582618,5.6381268E10,78.2368,27000200002282
5615982,90.144905,56.22787,8.110022,90.14438,56.22834,8.1119375,5.6386765E10,78.24045,27000200001456
3383828,26.174421,78.35848,47.429226,26.170935,78.35599,47.426315,5.645208E10,78.271965,27000100004142
5737646,42.066223,46.802055,98.82913,42.06614,46.802868,98.82999,5.6477348E10,78.28508,27000200001464
2307251,26.414228,7.4379187,23.175783,26.413883,7.4407597,23.176281,5.6564929E10,78.32279,27000100005742
3500839,9.1189165,36.675365,52.575916,9.120617,36.67452,52.57483,5.6729063E10,78.40124,27000100006986
3241058,52.15546,35.49108,38.355682,52.15663,35.4931,38.35185,5.6835265E10,78.4478,27000100003694
5243705,92.39665,66.36912,11.723204,92.39812,66.37383,11.723421,5.684224E10,78.44973,27000200000157
5725705,54.954285,5.074698,19.94778,54.95538,5.0745707,19.947737,5.6875569E10,78.46705,27000100004537
5474781,19.556593,67.491135,80.92651,19.55863,67.4935,80.92409,5.6894927E10,78.47761,27000100007368
4146611,72.24587,43.77798,35.56433,72.245476,43.7818,35.56006,5.6908964E10,78.48513,27000100003777
5568676,41.891922,65.03229,97.79466,41.89073,65.0324,97.79118,5.6961339E10,78.50927,27000200001465
4612276,81.040306,55.951607,49.544167,81.03977,55.94835,49.5483,5.7008099E10,78.528885,27000100001393
4906882,15.173604,7.3685365,10.854888,15.173603,7.3641124,10.854391,5.7029022E10,78.53584,27000100005549
5591737,36.19923,39.37608,77.759155,36.199913,39.376087,77.75854,5.7215537E10,78.625435,27000200001549
4813624,88.333466,87.56182,41.30301,88.33347,87.55439,41.313084,5.7361347E10,78.693474,27000100004892
5077088,53.195496,13.557805,14.360177,53.200275,13.551269,14.355673,5.7384018E10,78.69933,27000100006754
5735164,36.414684,82.43012,41.90855,36.41506,82.43141,41.9069,5.743333E10,78.72672,27000200003339
5982029,77.62545,62.42777,70.531845,77.62281,62.424225,70.53545,5.744053E10,78.72583,27000100002972
5910411,54.94956,46.232887,81.03753,54.950027,46.234535,81.038216,5.7537102E10,78.771835,27000200001102
3497902,9.376443,37.687027,52.961834,9.377343,37.68546,52.963463,5.7603367E10,78.80201,27000100004627
4828283,52.415047,7.6262126,19.362139,52.41551,7.6265464,19.359135,5.7616376E10,78.805405,27000200002348
5559537,47.203827,22.679012,41.054,47.20778,22.682451,41.04974,5.7646498E10,78.81997,27000200000950
5759398,61.6841,39.948315,35.112198,61.683964,39.946423,35.114704,5.7647047E10,78.818954,27000200002692
4417737,0.39276186,24.36992,47.272232,0.399742,24.372196,47.264633,5.7763668E10,78.87288,27000100004342
5184284,13.973105,64.60196,1.766025,13.974772,64.60163,1.7633038,5.7851167E10,78.912926,27000100007006
3615367,17.333605,94.104385,95.69643,17.334146,94.10233,95.698685,5.785412E10,78.91477,27000100007194
4348003,21.373716,6.963771,71.90594,21.378954,6.9605694,71.89569,5.7963102E10,78.9652,27000100003130
4678130,79.345375,87.84126,8.77722,79.35264,87.83143,8.773042,5.7971458E10,78.96995,27000100003437
5481776,82.67672,13.208955,53.15178,82.67633,13.208879,53.151386,5.7991733E10,78.97899,27000200001231
6618081,79.5329,2.3075728,38.827267,79.52523,2.292098,38.816345,5.8025665E10,78.99528,27000100002805
4987953,31.246536,66.71277,12.611463,31.242086,66.709724,12.614133,5.8072261E10,79.01207,27000200000912
3282396,29.02421,80.219666,49.17217,29.030064,80.21727,49.168785,5.808826E10,79.024155,27000100004710
4144408,24.369474,28.297443,79.95439,24.379608,28.297287,79.94658,5.8386956E10,79.15529,27000100001879
5984863,76.23727,62.701843,71.83705,76.237206,62.702065,71.83593,5.8413474E10,79.17068,27000200000900
5419091,51.57156,76.59001,25.968058,51.571426,76.5902,25.96835,5.8601583E10,79.255135,27000200000957
5412823,23.710781,73.967705,36.914257,23.715387,73.969215,36.92049,5.8605036E10,79.25532,27000200000328
3288969,51.010326,9.150055,32.60755,51.00668,9.143499,32.598793,5.8614845E10,79.259766,27000100004213
4639918,27.353127,10.746115,16.206705,27.343718,10.740471,16.210974,5.8631262E10,79.26874,27000100003974
5450940,99.088135,29.56076,54.008835,99.08801,29.566582,54.001045,5.8705621E10,79.30378,27000200000706
5006074,69.671684,91.115425,42.872734,69.67519,91.11548,42.8733,5.8726392E10,79.31225,27000200000992
5389269,57.241184,74.52381,73.02798,57.24055,74.519966,73.02702,5.8738631E10,79.31542,27000200000357
4732978,20.919937,84.6163,63.480007,20.917812,84.61965,63.473034,5.8746233E10,79.31598,27000100005375
5505794,19.334385,89.46722,56.612404,19.33581,89.470276,56.612213,5.90616E10,79.45958,27000200001016
4092409,0.14377384,55.385395,90.6148,0.14644045,55.37376,90.61996,5.9093115E10,79.47662,27000100001857
5624911,81.2395,34.990543,10.089544,81.237656,34.99198,10.090766,5.9155935E10,79.50147,27000200001235
5657716,18.327524,8.267404,11.883607,18.3271,8.264647,11.882438,5.9162358E10,79.5069,27000200002599
5255905,8.801186,56.385273,29.848982,8.798913,56.381397,29.84997,5.9163509E10,79.50706,27000200000006
5483907,72.62066,89.25241,4.6436987,72.620384,89.25391,4.6427593,5.9400815E10,79.611404,27000200001629
5249862,16.1199,68.16584,18.594334,16.120468,68.16609,18.59524,5.9446227E10,79.63377,27000200000813
4684272,82.5246,21.673592,53.473724,82.52118,21.670124,53.478184,5.9511927E10,79.66089,27000100005289
4998253,16.99704,24.101702,64.75864,16.995163,24.102688,64.75631,5.9517919E10,79.66657,27000100005861
4913009,38.39884,21.999006,99.31394,38.40301,21.997911,99.30988,5.9556618E10,79.684044,27000100006193
4986714,52.66564,37.029755,39.720055,52.667786,37.02873,39.72054,5.9565515E10,79.688576,27000100005617
5192735,66.48698,35.65621,48.211132,66.49426,35.655052,48.211903,5.9597607E10,79.69797,27000100006834
5207968,25.269243,45.004543,91.15592,25.269873,45.00652,91.153305,5.9748221E10,79.76432,27000200000129
5470290,23.184284,61.710186,6.5815167,23.185991,61.70984,6.5838842,5.9817484E10,79.795784,27000200000363
4883059,55.748287,98.412704,22.008032,55.74891,98.413925,22.00971,5.9830108E10,79.80477,27000100005544
5005679,70.06806,15.641824,28.003885,70.06939,15.639803,28.006432,5.9840946E10,79.80772,27000100006773
5473818,59.771023,12.086096,60.586117,59.766697,12.090179,60.58497,5.985443E10,79.8143,27000200000880
5432745,60.813625,0.8472205,13.487578,60.818375,0.8459214,13.483927,5.9856486E10,79.81714,27000200000366
6595891,11.794436,76.70758,50.383667,11.791431,76.70883,50.38214,5.9912663E10,79.84414,27000100006695
4881232,87.70723,1.4774294,32.22464,87.70933,1.4715687,32.226814,5.9917197E10,79.845406,27000100006647
5431828,4.639825,21.419033,99.21563,4.639856,21.424349,99.21612,5.9991757E10,79.87799,27000200000934
3638874,29.786245,80.51126,50.494152,29.785433,80.51287,50.494564,6.0052632E10,79.903114,27000100000562
5562076,24.622421,56.72529,48.379265,24.621378,56.72699,48.377182,6.0054962E10,79.902855,27000200001682
4636124,57.039356,34.834843,24.276897,57.04051,34.82983,24.276283,6.031199E10,80.01423,27000100005051
5417736,29.38125,15.30486,11.963738,29.379118,15.301834,11.967586,6.0360249E10,80.04187,27000200000982
4994967,29.761055,80.57561,47.99405,29.759098,80.57887,47.996475,6.0360651E10,80.036674,27000200000847
5226406,87.03116,36.660515,78.31889,87.02624,36.65829,78.320045,6.0361683E10,80.03767,27000200000634
5164722,5.937307,46.179787,63.83628,5.9414797,46.181747,63.834743,6.0407034E10,80.05898,27000100006513
5511815,85.27579,35.13577,88.72382,85.27456,35.134983,88.72432,6.0481835E10,80.09513,27000200001336
5230085,8.34473,38.444324,54.33718,8.344321,38.446243,54.339203,6.0489105E10,80.096794,27000100000395
5726866,36.02096,53.234085,1.7882795,36.02137,53.23476,1.7892523,6.0548588E10,80.121086,27000200001644
