id,x,y,z,g_x,g_y,g_z,M,R,grpid
3372608,98.426765,42.89589,59.71079,98.43207,42.893528,59.70703,1.20078655E11,100.66823,27000100000635
12900283,67.8578,9.177282,26.689028,67.85925,9.179201,26.689358,1.20098914E11,100.6733,27000100001723
3673711,76.684784,38.549114,28.263254,76.68518,38.550915,28.261,1.20107852E11,100.67215,27000100000410
3959732,3.7610037,94.79457,81.06591,3.7566636,94.79937,81.06645,1.2015829E11,100.68327,27000100002044
3938442,31.87817,96.218994,35.665226,31.878181,96.221405,35.667847,1.20169267E11,100.690796,27000100001922
4017935,30.244236,22.839582,49.394875,30.243774,22.83955,49.39587,1.20171225E11,100.68524,27000100002222
4051386,14.650346,2.8041883,59.58597,14.646577,2.804629,59.583694,1.20213889E11,100.702644,27000100001423
3307094,65.511406,44.693188,36.871933,65.51131,44.693333,36.87172,1.20247648E11,100.71066,27000100002638
7693740,89.06449,0.6147884,29.854486,89.0678,0.6116014,29.8561,1.20252097E11,100.710304,27000000007389
3790609,8.818731,64.464485,44.62672,8.820271,64.46328,44.628185,1.20255193E11,100.71069,27000100001234
3936943,4.303591,90.13024,56.82842,4.3023534,90.131256,56.831436,1.20283693E11,100.71775,27000100001939
13509962,47.73499,57.356655,82.422134,47.735043,57.36021,82.42195,1.20302109E11,100.724396,27000100000116
3352120,88.67231,17.722475,79.644196,88.67356,17.722956,79.642525,1.2030686E11,100.729126,27000100001211
3369262,55.812576,84.389824,90.65581,55.81153,84.38894,90.65462,1.20320737E11,100.729706,27000100000317
3919111,52.11683,7.365339,6.3959208,52.118015,7.3591547,6.3959885,1.20336572E11,100.736115,27000100001771
13042404,61.569534,60.003925,86.06628,61.571663,60.001106,86.07441,1.20349532E11,100.73912,27000000007288
13371685,92.22345,47.339603,38.824123,92.21633,47.336563,38.816124,1.20356102E11,100.74093,27000000007067
2654185,2.9342222,76.2695,48.340843,2.9368594,76.27175,48.34404,1.20357986E11,100.74179,27000100001767
3668487,45.864643,41.896957,87.77659,45.871765,41.896263,87.76916,1.20384954E11,100.75221,27000100000332
3899844,4.86327,93.15215,42.92212,4.863319,93.1519,42.921906,1.20392622E11,100.75241,27000100001988
3908001,18.877834,79.69345,57.430077,18.874023,79.69486,57.430813,1.20415191E11,100.76124,27000100001575
3858481,95.33844,67.45875,27.105745,95.338646,67.45759,27.105185,1.2043205E11,100.76106,27000100001635
4035578,21.862186,68.91124,19.994053,21.871853,68.90724,20.01402,1.20448E11,100.76551,27000100002311
13349645,62.535866,69.973434,70.287674,62.5302,69.96603,70.28981,1.20453046E11,100.76641,27000000007292
3719116,26.897934,38.41794,69.04286,26.89851,38.41435,69.044525,1.20508662E11,100.78455,27000100000688
4045982,53.432453,34.839256,32.061504,53.432205,34.839478,32.06262,1.20521089E11,100.78728,27000100001985
13756610,96.091156,25.147625,51.21652,96.085846,25.150953,51.212868,1.20546591E11,100.79844,27000100001040
3714938,77.14291,27.636465,44.166462,77.14093,27.632483,44.16398,1.20565473E11,100.801315,27000100000818
3654608,4.32178,17.051245,0.8422937,4.3191795,17.054491,0.8435611,1.20565981E11,100.80424,27000100000633
3962069,75.014755,92.02735,4.1773834,75.01666,92.03017,4.171102,1.20590328E11,100.80412,27000100002016
3994201,50.168594,85.723564,57.71365,50.16943,85.72195,57.713104,1.20612258E11,100.81173,27000100002159
3811440,79.65471,73.269325,41.354935,79.65621,73.267586,41.358597,1.20613167E11,100.81012,27000100001001
3385687,54.747597,78.35047,28.90403,54.751198,78.35042,28.904627,1.2063445E11,100.817375,27000100001524
3962917,50.697563,77.439575,65.95787,50.695477,77.441055,65.9605,1.20683987E11,100.83427,27000100001268
13765394,10.305653,42.930996,68.46937,10.303786,42.93273,68.46713,1.20689263E11,100.83861,27000100000917
3813178,51.453026,10.697485,34.657276,51.45477,10.701086,34.65936,1.20702411E11,100.83712,27000100001217
13064017,31.81389,39.416405,78.54951,31.816721,39.41764,78.53905,1.20732E11,100.8477,27000000006715
3770413,39.241135,9.764538,2.7203758,39.238354,9.762749,2.7202156,1.20739783E11,100.84494,27000100001220
3944494,12.648929,45.573948,6.3009977,12.645594,45.573883,6.302914,1.20745083E11,100.850845,27000100001818
3884247,9.674017,57.66338,50.478233,9.673561,57.665386,50.47795,1.20770855E11,100.85855,27000100001311
3628815,1.0293849,5.815214,30.381744,1.0279664,5.8170104,30.386812,1.20799977E11,100.86295,27000100000065
3801075,67.26393,65.83627,12.607788,67.25816,65.84019,12.602481,1.208204E11,100.867035,27000100001359
3804578,13.908703,40.97909,4.024326,13.907374,40.977722,4.0253158,1.20857379E11,100.88205,27000100001646
3800218,87.807465,83.64562,38.20167,87.808105,83.63893,38.199665,1.20870216E11,100.88746,27000100000946
3933035,5.541158,73.64122,27.443481,5.540484,73.6416,27.44053,1.20873525E11,100.88239,27000100001728
13450111,66.11629,54.91036,70.08705,66.122215,54.915276,70.09003,1.20916115E11,100.89508,27000100000073
3776139,58.34037,77.07129,30.934092,58.337734,77.06661,30.932377,1.20931025E11,100.898544,27000100001473
3914594,94.44434,79.021805,44.62392,94.442986,79.01936,44.626137,1.20944017E11,100.90084,27000100001612
4056179,82.33378,10.451157,67.77238,82.33696,10.452708,67.77298,1.20967578E11,100.91525,27000100001585
3966589,90.60865,5.050547,17.958303,90.60774,5.0489945,17.960339,1.20973541E11,100.91422,27000100001862
3778883,97.55333,98.218506,78.73761,97.55385,98.21791,78.73871,1.21019433E11,100.923294,27000100000975
3354292,44.874355,86.521675,71.58904,44.876102,86.52165,71.583305,1.21030959E11,100.92713,27000000005473
3860475,90.02351,39.61267,30.775051,90.027855,39.61656,30.77027,1.21041781E11,100.93236,27000100001476
3613170,92.4434,85.76423,28.216522,92.43979,85.761566,28.213137,1.21085182E11,100.94473,27000100000125
3990429,32.495697,33.08842,89.44061,32.49579,33.087708,89.44155,1.21091129E11,100.94215,27000100002228
3987034,51.85427,61.452713,5.4543686,51.851517,61.454777,5.456938,1.2110898E11,100.94955,27000100001840
11800219,87.663506,39.692417,67.75999,87.64562,39.668736,67.75038,1.21117499E11,100.95231,27000000004492
3917383,8.376776,1.3158087,90.22333,8.381334,1.3152453,90.226295,1.21130254E11,100.9574,27000100001649
3255414,72.75449,95.18592,36.052105,72.75154,95.17467,36.045177,1.21147564E11,100.95987,27000100000947
3883751,75.22302,98.753624,31.807587,75.22955,98.753624,31.804775,1.21214722E11,100.98135,27000100001326
4055788,49.739475,37.24836,17.593264,49.74211,37.251328,17.594116,1.21227936E11,100.98255,27000100002185
13542309,37.09718,80.56244,86.79136,37.09101,80.56921,86.78489,1.21237242E11,100.986946,27000100000488
4102854,65.920654,70.7261,13.443692,65.92143,70.72629,13.447888,1.2124604E11,100.98577,27000100002054
3814294,6.5963783,14.682976,12.715914,6.595255,14.679591,12.715395,1.21302278E11,101.00745,27000100001563
3880081,79.23927,95.23446,41.03162,79.23952,95.233284,41.029713,1.21316073E11,101.007866,27000100001481
3909795,23.48326,35.178986,66.61285,23.4863,35.17829,66.60928,1.21335366E11,101.01058,27000100001681
2963767,64.78894,37.49224,19.91646,64.78856,37.4966,19.915983,1.21370305E11,101.02367,27000100001320
3626079,49.630585,99.06985,31.442638,49.620342,99.07208,31.426823,1.21372467E11,101.02201,27000000007042
4064608,78.165955,33.610493,25.833176,78.16495,33.610924,25.837349,1.21406743E11,101.03214,27000100002092
3900741,90.57507,16.477388,16.058666,90.575035,16.478415,16.059593,1.21412919E11,101.03313,27000100001497
3838410,74.855865,24.826855,47.867428,74.854614,24.82604,47.86948,1.21416008E11,101.03327,27000100001540
3627409,28.117954,76.84648,66.7646,28.114191,76.84463,66.76339,1.21425609E11,101.04062,27000100000296
3180730,78.86791,52.4789,7.4489155,78.867905,52.47492,7.4493694,1.21430819E11,101.04245,27000100001342
12587306,65.304756,61.46783,33.825382,65.30243,61.449257,33.810642,1.21432179E11,101.040115,27000000005852
13554538,53.268803,24.529959,0.56126976,53.27014,24.529013,0.55092216,1.21449374E11,101.04386,27000100000574
3372995,10.752225,75.73393,45.61227,10.752801,75.73146,45.61036,1.21461948E11,101.04821,27000100002060
12938582,85.11727,25.522501,53.720573,85.12191,25.504519,53.72169,1.21469182E11,101.05084,27000000006906
4020531,61.654278,66.18466,97.35857,61.655735,66.182846,97.36007,1.21512337E11,101.06088,27000100002535
3609898,59.769283,40.344234,94.36253,59.772396,40.35016,94.35452,1.21513148E11,101.061195,27000100000316
3842532,74.30142,2.8261006,65.771774,74.29964,2.823486,65.77344,1.21563972E11,101.078186,27000100001582
3417848,66.58439,5.4677362,13.53979,66.581604,5.461047,13.534787,1.21568412E11,101.078186,27000100000585
3796234,36.323174,99.38791,64.394554,36.32022,99.38938,64.396996,1.21572229E11,101.07513,27000100001202
3152196,61.91131,56.007973,11.143023,61.91033,55.995144,11.1443,1.21575096E11,101.084015,27000100000769
4075458,19.077871,77.2195,48.053783,19.078276,77.22025,48.054688,1.21591308E11,101.08185,27000100002093
13122800,56.745163,46.581703,37.02233,56.736195,46.584904,37.00871,1.21605177E11,101.09038,27000000006734
3982478,96.779976,41.709496,29.254213,96.7818,41.710167,29.255722,1.21623994E11,101.09555,27000100001942
3950004,88.95575,44.899345,30.392477,88.953865,44.90163,30.391304,1.21624076E11,101.089874,27000100001279
3879878,14.974885,62.29699,64.9601,14.975252,62.296127,64.9609,1.21711804E11,101.11492,27000100001890
3799877,7.3297353,49.708454,45.888645,7.3337665,49.701008,45.895473,1.21721037E11,101.12426,27000100000799
3953567,32.45782,66.991394,58.22623,32.46126,66.99053,58.223324,1.21726845E11,101.12597,27000100002025
3887487,69.704384,80.67508,54.070423,69.70442,80.67602,54.071564,1.21736315E11,101.1274,27000100001617
3889825,16.047262,77.92819,44.473667,16.047417,77.92656,44.47731,1.21740567E11,101.12714,27000000004194
3756271,15.811158,78.070045,44.258194,16.047417,77.92656,44.47731,1.21740567E11,101.12714,27000000004194
3655919,47.562412,2.8592944,49.43598,47.54618,2.879454,49.434925,1.21742303E11,101.12236,27000100001584
3931685,53.75947,82.97169,72.02215,53.76107,82.97225,72.02165,1.21759039E11,101.12715,27000100001872
3715960,7.4337945,15.246791,24.029104,7.4326563,15.246699,24.032429,1.21772343E11,101.136795,27000100001565
2510371,74.00206,31.033224,37.589596,74.00331,31.032896,37.58613,1.21793626E11,101.141594,27000100001376
3885025,59.27199,33.62558,12.341549,59.27001,33.62848,12.337714,1.21814344E11,101.150085,27000100001146
3912316,55.961075,88.701225,77.58283,55.959385,88.700424,77.57948,1.21824936E11,101.151115,27000100001691
3854566,84.3404,61.07955,48.41281,84.341805,61.077984,48.413986,1.21831703E11,101.15368,27000100001616
3651462,29.910055,83.15418,84.48806,29.91076,83.154755,84.48548,1.2185097E11,101.15265,27000100000421
3583612,58.669506,67.421684,50.757652,58.68529,67.42641,50.758266,1.21859056E11,101.15596,27000000007259
3617511,77.22118,66.26468,75.381546,77.224976,66.262726,75.37652,1.21861915E11,101.156876,27000100000145
3884557,24.32078,41.900204,95.10276,24.319138,41.904118,95.09924,1.21904472E11,101.174194,27000100001929
3978395,77.77941,54.04792,25.687773,77.7843,54.046665,25.68583,1.21966879E11,101.19092,27000100001798
3892761,44.81591,40.328392,73.584076,44.817074,40.33218,73.58426,1.21973768E11,101.193184,27000100001407
3739963,71.1849,39.626625,56.918747,71.17962,39.62325,56.916847,1.22001048E11,101.199776,27000100001436
3901087,65.93803,97.54501,23.19717,65.93451,97.54241,23.20408,1.22008625E11,101.196686,27000100001816
3924532,54.42826,48.47504,2.2416058,54.42753,48.469498,2.2452207,1.2205251E11,101.21566,27000100001721
3994895,63.246414,77.56578,98.20314,63.246975,77.56595,98.20419,1.22053476E11,101.21197,27000100001709
13765198,9.590727,9.037763,36.951866,9.59447,9.036472,36.957962,1.22074464E11,101.21869,27000100000774
6028639,69.2481,81.50804,85.98571,69.24763,81.50732,85.988,1.22085859E11,101.221535,27000100001753
13556408,19.472935,11.91114,20.161097,19.472992,11.910548,20.16235,1.22112106E11,101.22771,27000100000150
13046803,96.28853,59.393692,40.276016,96.29693,59.390617,40.283516,1.22120684E11,101.23301,27000000006901
3793428,74.35727,83.47053,43.236847,74.35734,83.47249,43.23555,1.22122068E11,101.23275,27000100001267
3430147,79.44776,12.191133,38.215435,79.43579,12.17436,38.19849,1.22124657E11,101.23155,27000000007062
3872088,38.111145,42.116306,7.358911,38.11302,42.114334,7.363536,1.22160153E11,101.24197,27000100001356
3955743,25.8826,78.65045,44.184258,25.881966,78.65167,44.183693,1.22177552E11,101.243866,27000100002232
3387298,24.244923,44.490314,89.65533,24.239603,44.487778,89.65212,1.22179625E11,101.247475,27000100000514
3867919,70.275375,77.19281,12.468097,70.27464,77.19593,12.471919,1.22195796E11,101.25308,27000100001674
3935490,23.108585,60.540184,23.357119,23.10983,60.542114,23.35814,1.22213032E11,101.256744,27000100001902
3687328,32.731014,9.888561,59.59207,32.727055,9.89005,59.581284,1.22256138E11,101.26774,27000100000912
3812809,43.49492,18.820017,50.329697,43.489902,18.81871,50.33333,1.22294551E11,101.27606,27000100001096
3752567,72.799225,67.61397,26.864378,72.79908,67.61234,26.867111,1.22330235E11,101.28657,27000100001012
3866360,89.07759,54.583836,7.78363,89.08065,54.586258,7.783754,1.22341007E11,101.290565,27000100000424
3772197,96.03884,48.33356,47.263485,96.04542,48.331623,47.260136,1.22358645E11,101.29932,27000100001205
3872852,64.50608,91.0444,95.96247,64.50713,91.04463,95.964714,1.22396271E11,101.30956,27000100001203
3774639,3.7170324,21.664083,87.44003,3.7140458,21.649143,87.4394,1.22417136E11,101.313736,27000100001235
4033833,29.504957,7.309942,22.02766,29.503962,7.3107166,22.023544,1.22439631E11,101.32025,27000100002132
3301084,89.14133,64.22286,11.532681,89.187546,63.978382,11.546986,1.22439926E11,101.317345,27000000004799
3301248,89.18609,63.990566,11.545795,89.187546,63.978382,11.546986,1.22439926E11,101.317345,27000000004799
3924992,37.364265,49.68083,62.651794,37.3656,49.67526,62.649845,1.22445996E11,101.32275,27000100001783
3689282,17.793447,37.943447,59.43138,17.788984,37.94208,59.430336,1.2245146E11,101.32207,27000100000913
3905200,42.65718,38.762444,89.48958,42.65308,38.761494,89.48465,1.22462257E11,101.32868,27000100001826
4035999,89.82646,35.633034,40.755867,89.82669,35.633327,40.75804,1.22465493E11,101.32274,27000100002284
3379562,50.196182,88.93163,12.442895,50.191673,88.93349,12.43583,1.22466968E11,101.32282,27000000006464
3766478,23.983244,35.421825,77.549866,23.98208,35.422077,77.54846,1.22494214E11,101.33875,27000100001037
3815169,65.30704,13.413655,84.50087,65.306335,13.408451,84.50058,1.22498597E11,101.33211,27000100001083
3867379,70.24007,90.64063,33.242653,70.244446,90.634834,33.235962,1.2251281E11,101.3385,27000100001192
3887109,57.861954,96.858894,19.741638,57.86347,96.857895,19.745996,1.2261512E11,101.36769,27000000006647
3805081,75.55867,79.86937,50.486095,75.55646,79.86279,50.487232,1.22665787E11,101.38045,27000100001288
3888264,86.44118,62.047234,48.746494,86.43933,62.04586,48.747723,1.22675036E11,101.38691,27000100001712
3709600,54.28765,12.170321,61.61778,54.292286,12.163981,61.619514,1.22710721E11,101.39655,27000100000343
3894585,55.898464,15.794389,3.8408136,55.90095,15.793352,3.8422694,1.22733339E11,101.39585,27000100001583
3833274,14.950539,11.227326,47.65963,14.950373,11.225651,47.66431,1.2273904E11,101.40394,27000100001464
3366098,41.3577,78.95529,37.694572,41.35738,78.95802,37.69424,1.22778362E11,101.411095,27000100002130
13439943,92.68224,96.97761,68.22323,92.6851,96.97262,68.22552,1.22796057E11,101.41475,27000100000240
3731728,47.118305,31.914642,43.391438,47.117584,31.917517,43.38988,1.22851459E11,101.429,27000100001095
2556745,63.826935,46.620213,38.580402,63.82562,46.619118,38.57866,1.22864263E11,101.43196,27000100001665
3955152,63.240585,35.39923,21.90339,63.241535,35.397446,21.902143,1.22879492E11,101.44346,27000100002177
13065731,9.704745,79.09965,43.89382,9.714658,79.1024,43.89222,1.22887496E11,101.44199,27000000006736
3808859,80.73329,6.551905,3.5208728,80.73258,6.550889,3.5189664,1.228969E11,101.44806,27000100001238
13533872,82.76402,55.696106,11.400754,82.768684,55.7039,11.409825,1.22904691E11,101.44851,27000100000404
3957775,15.924423,6.902569,31.766191,15.91757,6.901096,31.760197,1.22932912E11,101.45772,27000100001970
3332943,66.96465,62.966564,84.91865,66.99582,62.81301,84.819954,1.22964967E11,101.46386,27000000005166
12495532,66.98174,62.85911,84.844475,66.99582,62.81301,84.819954,1.22964967E11,101.46386,27000000005166
3985696,72.285324,64.649025,40.41012,72.28141,64.64984,40.4099,1.22965844E11,101.45998,27000100001453
13517048,58.75254,50.340122,55.604992,58.7516,50.334835,55.597908,1.22989584E11,101.47143,27000100000620
3911115,75.91608,46.208557,91.06283,75.91541,46.2073,91.06305,1.22995827E11,101.468376,27000100001795
3612053,45.587215,47.79765,99.018005,45.595493,47.8013,99.02082,1.23042669E11,101.48361,27000100000148
3782744,46.72401,11.083759,39.700115,46.72272,11.084054,39.70118,1.23086217E11,101.49326,27000100001129
4012420,13.292545,70.59199,93.735886,13.294597,70.59502,93.73307,1.23092173E11,101.49999,27000100002081
3226890,56.277386,6.556329,19.776772,56.27398,6.558677,19.781364,1.23096965E11,101.49993,27000000006133
3741107,5.0355573,80.5642,11.889652,5.0337777,80.5602,11.888762,1.23116544E11,101.50547,27000100001553
13522595,73.904465,82.3796,91.09464,73.902084,82.374016,91.09525,1.23145994E11,101.51784,27000100000207
3880608,83.663666,39.68629,23.752245,83.667564,39.688515,23.756344,1.23164492E11,101.51507,27000100001315
3936697,91.8254,59.281887,13.997357,91.82132,59.27624,13.999581,1.23172921E11,101.525,27000100001701
4008144,97.35532,68.200096,44.189293,97.34695,68.20662,44.191513,1.23184013E11,101.52248,27000100001947
13754163,69.26657,64.68773,88.75436,69.27191,64.69101,88.75638,1.23215102E11,101.53193,27000100000822
3749796,35.42127,38.764923,81.10519,35.42525,38.76471,81.097336,1.23227275E11,101.53493,27000100000489
13586034,24.505623,18.628038,60.55189,24.506067,18.629042,60.55168,1.2328865E11,101.55644,27000100000795
3897061,71.74686,10.376886,55.261314,71.75053,10.375461,55.254967,1.23299471E11,101.55768,27000100001374
3986588,92.72214,97.49571,22.895245,92.72113,97.50387,22.8948,1.2332195E11,101.56473,27000100001893
3250639,79.89802,57.6289,41.841904,79.90137,57.62842,41.840633,1.23378098E11,101.573265,27000100001621
3988592,97.66711,89.335724,53.11996,97.666214,89.33445,53.118786,1.23422769E11,101.5908,27000100001880
4005557,53.352287,97.90409,19.526047,53.35084,97.90527,19.526749,1.2342399E11,101.59389,27000100001036
13757573,74.76405,97.01593,10.104184,74.76884,97.01994,10.100832,1.23435287E11,101.59462,27000100001435
3612935,10.33514,74.47514,81.2501,10.347702,74.482475,81.245415,1.2347963E11,101.601974,27000000007408
3961255,71.253624,61.326466,11.060709,71.255905,61.32697,11.062367,1.23495571E11,101.608284,27000100001920
3404121,84.1838,25.313717,52.62949,84.18147,25.314083,52.628445,1.23497546E11,101.61036,27000100000967
13521970,50.721046,81.103745,5.4927053,50.7223,81.105774,5.4890065,1.23525972E11,101.61889,27000100001838
3615908,33.063656,66.264244,14.038621,33.06123,66.26825,14.037853,1.23550007E11,101.62094,27000100001573
3906227,27.447527,61.243504,65.82079,27.448832,61.244724,65.82137,1.23571077E11,101.63365,27000100001968
3909033,81.627396,57.43096,19.410955,81.62915,57.431076,19.413235,1.23681948E11,101.657715,27000100001519
3752786,71.55351,73.61683,34.877876,71.54977,73.614044,34.87652,1.23698332E11,101.661255,27000100000905
3860704,70.51244,28.847736,49.51359,70.51225,28.848124,49.513077,1.2370953E11,101.668396,27000100001535
3663559,5.526325,31.330084,19.622522,5.525813,31.33056,19.618711,1.23711857E11,101.66622,27000100001071
3902585,79.27771,73.83939,11.675825,79.276764,73.845985,11.671474,1.23718779E11,101.670586,27000100001586
3866691,79.58273,58.49627,42.0751,79.580414,58.49665,42.07522,1.23726209E11,101.67542,27000000007081
13062083,42.60922,68.19042,12.825396,42.627,68.18119,12.831428,1.23796283E11,101.6932,27000000006607
3785359,7.5568705,36.823166,64.86747,7.5531163,36.825428,64.87083,1.23810636E11,101.69331,27000100000397
12807913,61.886356,12.801398,19.592344,61.89138,12.822884,19.586275,1.2381583E11,101.69715,27000000005629
3696283,64.27232,54.69494,65.98297,64.26791,54.69561,65.98008,1.2385416E11,101.71111,27000100000982
3922663,20.998344,97.587944,36.811543,20.997034,97.59089,36.81298,1.23857183E11,101.709145,27000100001841
4037463,95.70305,25.421766,47.025997,95.70101,25.421011,47.034355,1.23878564E11,101.71543,27000100001844
3920820,79.83908,62.21446,62.577408,79.83867,62.215416,62.580647,1.23910676E11,101.723946,27000100001634
3584821,24.943897,11.628465,3.602511,24.942917,11.627351,3.602864,1.23911676E11,101.719055,27000100000701
3397894,88.397285,16.93092,26.337431,88.39733,16.930262,26.344072,1.23985265E11,101.74193,27000100000388
3735621,74.01873,42.63568,32.099213,74.021286,42.634922,32.097797,1.24062532E11,101.76193,27000100000863
3755098,67.37649,23.419088,47.400524,67.375946,23.41432,47.395725,1.24062786E11,101.76369,27000100001089
2652859,4.441573,76.698395,46.619625,4.441877,76.69702,46.61689,1.24064629E11,101.768364,27000100000877
3853798,50.564827,51.615067,72.85842,50.56788,51.61741,72.8602,1.24084756E11,101.76767,27000100001498
3388797,52.078674,86.071945,50.688553,52.074898,86.07654,50.69591,1.24108866E11,101.776215,27000000007075
3756506,82.70065,52.903805,18.263704,82.70184,52.9092,18.260653,1.24122038E11,101.77929,27000100001156
13582769,19.117123,92.29993,45.938934,19.12099,92.30436,45.944004,1.24137382E11,101.784744,27000100000737
3684824,91.65918,94.03964,63.56474,91.65903,94.039,63.56725,1.2416562E11,101.79131,27000100000694
3819573,89.93436,56.763218,4.0706253,89.93269,56.76444,4.068926,1.24166914E11,101.79472,27000100001494
13005539,99.76617,85.15397,42.642136,99.76873,85.16342,42.639816,1.24182274E11,101.7931,27000000006658
13498775,44.470596,29.86986,12.708288,44.46807,29.87785,12.703121,1.24188164E11,101.80192,27000100000121
1380741,37.31125,93.683105,42.6339,37.309254,93.68262,42.634743,1.24219998E11,101.80419,27000100001145
3928703,74.600716,5.231166,33.169106,74.59679,5.231816,33.17047,1.24372926E11,101.85311,27000100001739
3646268,98.12156,91.83383,63.026417,98.10984,91.83976,63.02878,1.24385059E11,101.85085,27000100000590
62813,12.656988,79.41405,56.522495,12.655982,79.415794,56.520782,1.24393898E11,101.85192,27000100000559
3658676,85.63064,42.589607,83.39014,85.63906,42.591953,83.39437,1.24396036E11,101.85347,27000100000736
3734468,51.78406,58.751118,3.3470001,51.782703,58.74541,3.338822,1.24405883E11,101.857956,27000100001131
3907123,91.66389,44.11139,10.07168,91.66238,44.110493,10.073113,1.24410618E11,101.86083,27000100001485
3915451,87.773155,58.4184,70.702484,87.775986,58.41671,70.704155,1.24414575E11,101.86243,27000100001736
3818943,6.4526105,40.157234,84.50805,6.45296,40.156654,84.50817,1.24437512E11,101.86286,27000000007241
3623937,51.720734,46.136456,76.376076,51.719494,46.140404,76.37379,1.24465455E11,101.87409,27000100001032
3710975,49.420006,99.53175,28.584078,49.420002,99.54209,28.588516,1.24474171E11,101.8817,27000000007428
3714332,11.412116,39.112923,79.24537,11.411717,39.11437,79.2502,1.2454871E11,101.89899,27000100001352
3844968,45.45769,93.86301,45.047367,45.459534,93.863075,45.047733,1.24692939E11,101.94095,27000100001252
3812187,91.295555,74.05637,16.287241,91.29673,74.05405,16.287666,1.24741116E11,101.950165,27000100000780
3750136,77.94579,63.612534,25.221737,77.94529,63.612,25.224648,1.24742762E11,101.94649,27000100001254
3716781,5.5617757,45.210663,66.161545,5.5608745,45.210003,66.16096,1.24748366E11,101.954094,27000100000601
3904946,53.09876,92.46249,14.966105,53.10137,92.46037,14.967064,1.24750422E11,101.95257,27000100001611
13125822,62.322147,76.10022,94.87175,62.312668,76.0955,94.88548,1.24756304E11,101.955574,27000000006601
3908602,44.94736,75.082115,67.14035,44.945736,75.08193,67.14229,1.2475741E11,101.95281,27000100001474
3661527,6.018868,88.31147,66.22906,6.015324,88.311775,66.22955,1.24785025E11,101.96199,27000100000485
3863462,79.55125,12.389581,22.347338,79.55324,12.389727,22.350723,1.24804661E11,101.966156,27000100001487
3736159,77.0176,73.688576,32.42043,77.017296,73.685616,32.42356,1.24849201E11,101.977234,27000100001372
3829384,74.63906,82.397285,9.727249,74.63816,82.39478,9.725511,1.24880495E11,101.98987,27000100001207
3682379,54.94969,99.504555,21.850464,54.95146,99.5109,21.84584,1.2492324E11,102.00115,27000100000403
3734735,29.633322,76.255875,96.406654,29.633915,76.256966,96.404724,1.24925247E11,102.00482,27000100000955
13605538,43.217224,39.24612,88.14379,43.2178,39.248512,88.146774,1.24936339E11,102.006645,27000100001351
3819279,41.862946,35.009388,86.72462,41.86011,35.008026,86.72949,1.24962791E11,102.0134,27000100001188
3296576,86.26152,99.177345,21.747007,86.26384,99.17788,21.745201,1.24983566E11,102.01404,27000100000465
4028775,48.130608,88.105995,10.445549,48.131214,88.106384,10.447053,1.25050266E11,102.03822,27000100002052
3196926,58.166832,33.069157,22.791285,58.166176,33.070415,22.792973,1.25066052E11,102.041794,27000100001525
12613259,67.845894,26.4459,44.906094,67.870346,26.436604,44.91537,1.25091348E11,102.04548,27000000005704
3346837,67.61694,26.53857,44.810238,67.870346,26.436604,44.91537,1.25091348E11,102.04548,27000000005704
3636099,64.82728,70.75566,19.50878,64.82247,70.756874,19.507515,1.25121921E11,102.05452,27000100000457
3816975,71.984146,51.18107,79.547646,72.00385,51.175735,79.55594,1.25161062E11,102.06848,27000100000854
3401795,52.311756,8.2415085,24.532942,52.31004,8.240781,24.53296,1.25161398E11,102.06696,27000000007007
4130932,82.62867,60.83626,42.71444,82.62995,60.837376,42.715454,1.25166256E11,102.06174,27000000007275
3708085,70.224915,30.712444,61.72191,70.22888,30.709011,61.723217,1.25204079E11,102.078865,27000100000945
3943193,26.530727,95.67266,59.8637,26.532722,95.67287,59.86243,1.25274751E11,102.09431,27000100001956
3729104,96.79048,92.409294,63.55415,96.79541,92.40495,63.547688,1.25275472E11,102.094666,27000000007328
12242752,62.471947,62.470486,96.7706,62.4726,62.46437,96.7911,1.25348585E11,102.11523,27000000004903
13764444,67.4499,19.255919,10.710722,67.450134,19.259176,10.706829,1.25378437E11,102.12701,27000100000970
3605136,57.063232,26.823612,16.239622,57.062912,26.829659,16.220356,1.25392454E11,102.127884,27000000007355
3371300,56.341084,91.96841,60.152134,56.34335,91.9739,60.152157,1.25433004E11,102.136505,27000100001500
3875983,58.875053,47.043266,80.26354,58.882652,47.042606,80.26448,1.25439132E11,102.14183,27000100001026
3701052,83.542076,31.644657,66.47273,83.53983,31.647846,66.47359,1.2548055E11,102.150856,27000100000506
3797821,77.55562,93.41719,42.555614,77.555534,93.41648,42.555767,1.25488488E11,102.15326,27000000007060
12944725,86.13299,23.482075,32.598347,86.13146,23.482563,32.590183,1.25495075E11,102.15253,27000000006358
3645753,50.118862,43.794506,79.26335,50.11846,43.798134,79.262566,1.25604569E11,102.18927,27000000007477
3723622,52.47405,16.413675,12.138215,52.474392,16.41395,12.138105,1.25605183E11,102.187035,27000100000687
3896816,46.30696,90.46257,13.062064,46.304245,90.45798,13.063636,1.25621142E11,102.18687,27000100001596
4023910,64.61416,35.240685,16.323242,64.615105,35.241463,16.3247,1.25627867E11,102.194824,27000100002072
3742248,76.02727,51.95063,5.1912794,76.02695,51.950367,5.1925387,1.25654335E11,102.19764,27000100001803
3748288,74.529175,17.78982,45.37097,74.52866,17.793306,45.37442,1.25656375E11,102.20169,27000100001429
