id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,  8.7890,  2.6586,  0.7626,  2.8077,  4.2377,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,  7.9695,  2.0628,  0.1757,  1.2780,  3.1703,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,  6.6798,  1.1568,  1.0484,  1.8738,  3.1703,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,  5.2921,  0.4015,  1.6208,  2.3133,  1.8869,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,  4.7961,  3.0508,  0.0817,  3.2683,  2.5549,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,  2.5458,  4.4311,  0.5393,  0.6690,  2.2785,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,  6.3997,  3.3200,  0.0490,  0.9954,  2.5549,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,  5.1384, -1.4655,  0.2499,  0.8285,  1.8869,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,  6.6932,  3.2932,  0.1200,  0.9420,  2.5549,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,  9.6163, -0.9539,  0.0029,  3.6243,  3.3355,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,  7.2273,  1.0373,  0.8740,  1.8738,  3.1703,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,  9.7182, -1.1892,  0.0450,  3.6162,  3.3355,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,  6.5720,  0.6918,  1.2079,  3.1700,  1.8869,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,  5.0832,  1.7608,  0.9884,  2.7600,  2.5549,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
148139, 73.6666, -1.5618,  0.0049,  4.2040,  5.0796,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 74.2366, -1.9796,  0.0592,  3.7954,  5.0796,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 74.0988, -2.6258,  0.1977,  3.2729,  5.0796,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 73.9708, -1.7370,  0.0193,  4.2030,  5.0796,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 74.5004, -2.1096,  0.1433,  3.0504,  5.0796,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 73.2089, -1.3260,  0.0556,  5.6718,  5.0796,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 74.0444, -2.5019,  0.1608,  3.2729,  5.0796,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
161352, 57.2935,-22.5259,  0.2058,  0.2429,  1.0905,2463917310.0000, 54.5955,  0.0108, 47.2484, 78.2590
188454, 69.0952,-11.5575,  0.7334,  0.2542,  1.1667,2964344320.0000, 63.0430,  0.0160, 55.5792, 89.1666
210543, 70.3314, 13.0794,  0.0195,  3.1594,  5.5618,1459284860.0000, 63.5186,  0.0161, 79.6179, 96.7363
212420, 70.4251, 12.4595,  0.2448,  3.4013,  5.5618,1457008000.0000, 63.8478,  0.0172, 79.1833, 96.3024
215850,  6.4349,-80.7292,  0.3317,  0.0000,  1.5150,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092, -9.1400,-13.5096,  0.0619,  1.6403,  7.2489,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
242403, 82.7990,-32.8948,  0.3710,  1.5703,  3.8889,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
628809, 52.2816,-68.2973,  0.1142,  0.8198,  5.1053,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
655366, 84.2241,-54.9245,  0.3169,  1.0604,  1.5123,1780492030.0000, 70.2187,  0.0158,  5.9580, 93.5298
655555, 84.2231,-53.7681,  0.0737,  3.7965,  3.4694,2774905090.0000, 69.3366,  0.0131,  6.4215, 94.9733
656028, 84.3236,-54.3277,  0.0027,  1.3052,  1.5123,1092067840.0000, 70.4603,  0.0132,  6.6666, 93.5251
983785, 78.8539,-61.8338,  0.0027,  0.7032,  1.1931,1039448700.0000, 76.9730,  0.0124,  8.5831, 74.2066
1001280,  0.9077,-16.5952,  0.4464,  1.3406,  2.6996,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 49.7311, -3.3629,  0.7464,  0.0000,  0.7554,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827, 13.2134,  8.0270,  0.0166,  0.1627,  3.0239,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1029650, 58.5382, 28.7555,  1.1943,  0.0000,  2.1879,3794312960.0000, 52.6491,  0.0171, 96.0205, 95.6970
1029972, 58.5473, 29.1318,  1.5692,  0.0000,  2.1879,1168428420.0000, 52.3182,  0.0144, 96.1294, 96.2395
1033242, 60.7343,-68.2479,  0.0332,  5.0794,  2.7883,1677041150.0000, 61.5549,  0.0175,  4.2933, 63.2808
1033761, 60.9233,-67.8733,  0.3649,  4.9591,  2.7883,1671398780.0000, 61.9737,  0.0127,  4.8487, 63.1341
1042132,  2.4332,-25.1546,  0.2342,  0.8790,  0.5633,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,  2.1174,-25.3946,  0.5951,  0.7142,  0.5633,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1352805, 19.0557, -5.8785,  0.0662,  1.5467,  7.5389,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183,  0.8792,-19.6144,  0.1018,  0.8956,  4.6781,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576,  0.3657,-18.1593,  0.0617,  3.1175,  3.9709,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
