352
169 72 17
 3.15205 -72.4488
 5.5413 -71.8917
 6.24265 -71.8308
 6.6118 -72.4402
 7.32685 -73.5061
 8.11465 -74.5654
 8.4448 -75.1779
 8.5338 -75.128
 9.121 -75.5464
 9.5195 -76.1321
 9.4837 -76.5354
 9.55965 -77.1251
 9.6424 -77.6087
 9.7144 -77.8207
 9.78745 -77.9146
 9.82775 -78.017
 9.7956 -78.025
169 95 4
 3.15205 -72.4488
 1.14405 -72.8867
 0.8784 -72.8204
 0.8192 -72.7904
170 47 10
 22.975 -83.7583
 22.0338 -83.6631
 21.3015 -82.8611
 21.1328 -82.8969
 20.8727 -82.7338
 20.0257 -82.1684
 19.2092 -81.6356
 18.9525 -81.4863
 18.8535 -81.4817
 18.8531 -81.4816
170 145 5
 22.975 -83.7583
 23.395 -83.0079
 23.7338 -82.7852
 23.948 -82.56
 23.9371 -82.5352
171 83 45
 -4.22935 -8.80415
 -4.5173 -8.00055
 -4.47635 -7.33765
 -4.66295 -6.64485
 -4.88265 -6.359
 -4.88505 -6.1989
 -5.12225 -6.0288
 -5.3702 -5.9828
 -5.43675 -5.95845
 -5.54255 -5.91255
 -5.9148 -5.8334
 -6.11825 -5.6851
 -5.9732 -5.5028
 -5.9809 -5.32235
 -5.9117 -5.16465
 -5.8273 -5.04115
 -5.89305 -4.9596
 -5.88365 -4.9422
 -5.82305 -4.8938
 -5.73175 -4.79145
 -5.56165 -4.79345
 -5.42325 -4.84575
 -5.3871 -4.7809
 -5.42265 -4.6672
 -5.5699 -4.5545
 -5.51335 -4.5021
 -5.32795 -4.4161
 -5.2229 -4.0769
 -5.1287 -3.8396
 -5.12575 -3.7893
 -4.97545 -3.98665
 -4.8248 -4.21185
 -4.7464 -4.24165
 -4.6421 -4.07305
 -4.5555 -3.9765
 -4.4489 -3.9098
 -4.3354 -3.76425
 -4.1477 -3.71235
 -3.9608 -3.73935
 -3.8588 -3.74575
 -3.7968 -3.73215
 -3.76855 -3.74195
 -3.7142 -3.7274
 -3.6651 -3.69055
 -3.6573 -3.6782
171 35 4
 -4.22935 -8.80415
 -3.8963 -9.67465
 -3.88285 -10.0216
 -3.9314 -10.0764
172 83 23
 -2.2799 -1.10945
 -1.9024 -1.65365
 -1.6655 -2.20435
 -1.65555 -2.69385
 -1.9707 -2.9747
 -2.15125 -3.11435
 -2.40945 -3.0747
 -2.5977 -2.9947
 -2.81375 -3.15105
 -3.047 -3.22555
 -3.15625 -3.1862
 -3.1871 -3.23535
 -3.1814 -3.3567
 -3.21665 -3.4916
 -3.23015 -3.6042
 -3.2667 -3.6999
 -3.3073 -3.7442
 -3.36235 -3.7304
 -3.42095 -3.67495
 -3.49185 -3.64775
 -3.6005 -3.65295
 -3.65205 -3.6722
 -3.6573 -3.6782
172 157 7
 -2.2799 -1.10945
 -2.86205 -0.86045
 -3.15265 -0.8327
 -3.2932 -0.7281
 -3.3537 -0.80705
 -3.39105 -0.9608
 -3.4121 -0.9927
173 66 29
 21.6502 -13.6427
 22.2267 -12.8802
 22.1814 -12.3794
 21.6919 -11.7605
 21.2267 -11.0723
 21.0734 -10.6644
 21.101 -10.2206
 21.2274 -9.72505
 21.1198 -9.495
 20.9386 -9.3635
 20.7848 -9.17365
 20.5826 -9.07075
 20.4218 -9.07435
 20.2937 -8.99235
 20.0945 -8.9284
 20.0663 -8.6805
 20.142 -8.38875
 20.152 -7.9753
 20.4291 -7.16475
 20.6463 -6.5472
 20.2033 -6.2458
 19.4953 -6.01835
 19.1171 -5.905
 19.0793 -5.9669
 18.7227 -6.403
 18.2393 -6.6754
 18.1164 -6.5734
 18.0634 -6.537
 18.0301 -6.5273
173 59 9
 21.6502 -13.6427
 20.7229 -14.3811
