id,xslice,yslice
56213611,69.93935481386326,45.18603652484301
56213330,69.80334570764555,44.88671124553083
58741583,67.78867756087699,44.096262638108804
9081721,48.05326680910405,-26.229416218361976
2835378,24.170571492125315,46.69936203136536
53787180,62.336087825345714,9.690347573890527
53787337,62.06513499062163,9.984211965360931
17382334,50.14096370658396,-20.20892243640465
2624874,50.11994719828413,-20.245952805076236
58650319,23.60201198184232,8.781013718423528
3248964,87.9077983613897,42.95624423092457
2495474,50.8540336672574,-20.25217055605459
59455678,61.98130930792948,42.86715054917304
2888447,71.45989841191326,43.90140466697192
2873256,25.32507414366677,7.566573745905159
3075172,32.52800486798083,-8.591684057615415
2834985,24.15093453575041,46.69915745108506
11863802,-7.213605823103244,19.989006845914783
59170121,54.23806843786288,4.3130849923129615
3028628,92.78702670389309,32.90423116542577
2580558,17.11870717711732,-49.996475804181145
3029754,21.991999051217345,-6.869810155551598
2815618,34.26190220516051,46.27832274139015
58898104,87.68439388233124,-37.89103852755185
2965595,32.74939938680394,-61.00270513261564
2115436,91.42648780030534,34.00898262848295
3211434,36.21658433063648,-4.295141071174492
11813500,89.1604027149303,37.6121250648434
3169107,62.05446726600476,42.80547822055181
2750582,71.9820329091924,43.53711304028705
2835509,24.33131624506119,46.44085761272003
2570346,48.14735834038255,28.880943191425644
2115199,91.48389811784747,34.418990315662384
2801275,-12.741759955876134,46.70072323964237
2535191,32.85841886865708,-4.934339113253468
3016662,23.219358020950082,13.09414140116845
3098501,38.61960569352925,22.498641467273604
2816969,-4.689723850837032,-22.208618186330977
3017361,95.63741523051256,-17.502350146187627
4955584,37.781618856219225,19.864436997802397
4943009,67.99688351615791,44.64743899435967
3183489,25.396203818246917,-46.439584685759726
2978458,-4.904329890146418,-46.133982424190066
2998847,-8.020732160001383,-40.76058822414937
3274716,-7.526067287613915,18.73767157938951
4446842,32.37123220725377,46.88867638945525
3581959,91.21612879106667,-35.845987987084726
59557234,-9.036679700187237,-10.724939168771357
3902336,-6.518122103817957,23.329149151660857
3431642,52.77513181611355,-22.49040416363261
2786223,71.72595977323816,46.920818831010116
3053276,87.6497632469051,41.07846739327905
4183290,18.497454907821382,1.555220027287296
4123480,27.978676018082552,12.65116636640251
4219253,22.573828998214154,0.39831025512231755
3753766,-10.496836794013987,8.364243099247123
3035607,30.732015982289003,0.9177606791541271
11829781,40.02370759466649,20.155627651731685
2816573,-4.60050277473114,-21.99579503159186
3818223,49.44177942992163,-20.83342609377474
3687328,25.814949393541497,-45.82166094564785
3095976,86.10465158323942,37.78519295771866
3906227,22.644795079114978,3.9086352035375596
3819866,23.588258863221476,-4.63344128563038
4051386,7.982791961212878,-53.09707877257821
10782984,59.639180335938406,13.674687567301214
3669670,9.218641889835869,-11.948413395397298
2872485,25.37691596297934,7.567503855760868
2046514,-7.385483166148223,24.414830648988275
