id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,-23.8830, 35.2517,  0.8654,  0.0000,  0.5781,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,-24.4706, 34.4176,  0.0489,  0.4006,  1.0333,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,-25.9382, 34.4961,  0.0797,  2.3032,  2.1608,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,-26.8076, 32.8019,  0.9212,  0.3656,  7.3155,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,-28.3705, 35.8369,  0.2993,  0.8229,  2.2138,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,-31.6750, 38.3225,  0.4174,  0.9345,  0.6425,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,-27.2121, 37.3107,  0.3105,  4.2110,  4.7766,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,-26.8375, 32.1738,  0.7025,  0.0259,  7.3155,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,-27.1349, 37.9131,  0.3326,  2.4401,  4.7766,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,-22.6768, 33.8883,  0.0180,  0.8571,  6.2465,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,-24.6168, 32.6031,  1.0439,  1.0038,  7.3155,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,-22.4802, 33.6296,  0.1015,  1.1401,  6.2465,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,-25.9754, 34.2254,  0.3117,  2.8751,  2.1608,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,-27.9443, 35.3387,  0.2775,  0.7884,  2.2138,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
148139, 38.2406, 53.6211,  0.3510,  1.3916,  8.5266,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 38.9344, 53.3467,  0.0916,  1.9314,  8.5266,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 38.6006, 53.7237,  0.0024,  1.4691,  8.5266,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 38.3509, 54.1458,  0.0076,  1.3366,  8.5266,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 39.2013, 53.3678,  0.3495,  2.1234,  8.5266,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 37.9047, 53.2613,  0.0805,  3.0639,  5.0714,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
