id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
148139, 44.5101, 61.4691,  0.2112,  1.1455,  3.6716,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 45.1939, 61.1538,  0.3241,  1.4241,  3.6716,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 44.7970, 61.1803,  0.0110,  1.3175,  3.6716,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 44.5898, 61.7947,  0.2284,  1.0786,  3.6716,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 45.4544, 61.1359,  0.5414,  1.4670,  3.6716,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 44.2000, 61.2743,  0.5014,  1.0601,  3.6716,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 44.7019, 61.3075,  0.0111,  1.0900,  3.6716,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
161352, 28.7907, 45.2057,  0.2916,  0.1752,  4.0079,2463917310.0000, 54.5955,  0.0108, 47.2484, 78.2590
174508, 11.2295, 49.9677,  0.8475,  0.4529,  1.5166,5855156700.0000, 28.9666,  0.0176, 22.8306, 93.5284
175125, 13.0000, 50.6373,  0.8211,  0.5500,  1.5166,4134272260.0000, 30.6215,  0.0148, 23.0823, 94.4346
188454, 38.3292, 57.4827,  0.0007,  3.9233,  4.3161,2964344320.0000, 63.0430,  0.0160, 55.5792, 89.1666
215850, -4.2625,-27.1386,  0.2215,  2.1748,  3.1221,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
242403, 62.1578, 31.3473,  0.1783,  0.3751,  2.0314,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
628809, 41.4160,-10.8513,  2.4881,  0.0000,  2.3391,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
655366, 53.2520, 35.8813,  0.5742,  2.5922,  1.8652,1780492030.0000, 70.2187,  0.0158,  5.9580, 93.5298
655555, 52.6821, 37.4744,  0.4193,  0.8468,  1.5553,2774905090.0000, 69.3366,  0.0131,  6.4215, 94.9733
656028, 53.3832, 36.1909,  0.6125,  2.4626,  1.8652,1092067840.0000, 70.4603,  0.0132,  6.6666, 93.5251
983785, 54.7792, 19.6010,  0.2126,  2.8518,  4.8350,1039448700.0000, 76.9730,  0.0124,  8.5831, 74.2066
1001280,-27.2554, 37.1263,  0.3246,  0.2012,  9.0138,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1033242, 37.9680, 10.2726,  0.4619,  3.4222,  2.3736,1677041150.0000, 61.5549,  0.0175,  4.2933, 63.2808
1033761, 38.2574, 10.3599,  0.2042,  3.2643,  2.3736,1671398780.0000, 61.9737,  0.0127,  4.8487, 63.1341
1042132,-24.3145, 30.1990,  0.5609,  1.7221,  2.4549,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,-24.4987, 29.7849,  0.8268,  1.7441,  2.4549,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1363183,-25.3236, 32.1841,  0.0092,  4.0652,  4.6126,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576,-25.7907, 32.8432,  0.1332,  1.5296,  4.6126,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1398177, 17.5789, -5.9593,  0.1943,  0.0000,  1.1480,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
1412359,-12.1686, 22.1044,  0.1695,  2.3368,  1.3711,1305171460.0000, 16.3585,  0.0148, 33.9932, 52.6941
1421963,-26.9303, 38.5410,  0.8113,  0.0000,  9.0138,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1709590, 24.8637,-18.1022,  0.0816,  0.6222,  3.5897,2769433090.0000, 59.3787,  0.0150, 15.4440, 23.5671
1727247, 56.8940, 11.4257,  0.1871,  1.2332,  2.6830,5540513800.0000, 82.7279,  0.0134, 13.5734, 62.7956
1727932, 56.9164, 11.8654,  0.0932,  1.3169,  2.6830,1250082820.0000, 82.4914,  0.0121, 13.0769, 63.5514
1728505, 56.1803, 11.5328,  0.3227,  0.8424,  2.6830,3347457540.0000, 82.1438,  0.0181, 14.1491, 62.4960
1731981,  8.9737, 15.7995,  0.0358,  3.7570,  4.1311,1225141380.0000, 34.3473,  0.0137, 16.2824, 58.4122
1743068,  3.6976,-30.0898,  0.1776,  2.9544,  4.5433,1042692740.0000, 41.3178,  0.0140, 14.6873,  7.1006
1755167, 23.9039,-12.9227,  0.4804,  0.0000,  2.1445,1222929790.0000, 60.3818,  0.0138, 27.7229, 22.7498
1766384,-11.8703, 61.4091,  0.5558,  0.1953,  1.7652,1266968960.0000,  7.2456,  0.0139, 39.2590, 93.9038
