id,xslice,yslice,SM,x,Metal,y,z
144242, 41.2659, 43.6169,2382857730.0000, 69.5991,  0.0136, 54.8045, 74.5584
144412, 40.8759, 44.1103,2900176640.0000, 69.0937,  0.0121, 54.8804, 75.0061
144877, 41.2152, 43.9617,2585387010.0000, 69.4606,  0.0139, 54.8316, 74.9211
150906, 45.0024, 60.4302,1833281790.0000, 72.2340,  0.0137, 67.6334, 87.2230
153309, 45.8855, 27.6464,10477152300.0000, 77.3900,  0.0248, 50.3040, 59.8302
154201, 46.2948, 27.2333,4309050400.0000, 77.9558,  0.0153, 50.4569, 59.3552
154676, 45.7743, 27.6817,3600735490.0000, 77.2411,  0.0168, 50.2029, 59.9045
155195, 45.8319, 27.2658,3084574720.0000, 77.3543,  0.0170, 49.9884, 59.5618
155670, 44.8958, 27.9672,1505338750.0000, 76.4200,  0.0136, 50.6958, 59.8208
156798, 28.6041, 45.3987,49823547000.0000, 54.1136,  0.0251, 46.3734, 78.9037
159350, 28.2779, 45.1560,27196526600.0000, 53.7698,  0.0241, 46.0671, 78.7399
160527, 28.5360, 45.3941,21739722800.0000, 53.9907,  0.0235, 46.1705, 78.9940
161708, 28.0642, 45.1715,4282664450.0000, 53.5011,  0.0161, 45.8836, 78.8186
162233, 28.3882, 45.2702,4711344600.0000, 53.9267,  0.0165, 46.3499, 78.7370
162562, 28.7958, 45.3402,3434020100.0000, 54.2045,  0.0168, 45.9503, 79.0919
163512, 28.2231, 45.7926,1166863870.0000, 53.6675,  0.0120, 46.5316, 79.1984
165250, 40.1321, 42.2565,44485825000.0000, 69.5084,  0.0220, 57.2165, 71.5856
168530, 40.4459, 42.0485,23519096800.0000, 69.7662,  0.0178, 56.8062, 71.6200
169859, 40.2159, 42.2135,12846335000.0000, 69.5590,  0.0229, 57.0538, 71.6367
171175, 39.5116, 42.3150,1684715140.0000, 68.9941,  0.0155, 57.6592, 71.3168
171945, 40.5619, 41.8438,1463675010.0000, 69.8645,  0.0131, 56.5376, 71.5513
172898, 11.9760, 50.7483,10947356700.0000, 29.5777,  0.0192, 23.1214, 94.3704
173442, 11.8416, 50.8655,9915372500.0000, 29.4654,  0.0197, 23.3183, 94.3759
174075, 12.0054, 50.6173,1847294980.0000, 29.3153,  0.0112, 21.9352, 94.8517
174796, 11.6938, 50.9342,5821623800.0000, 29.3606,  0.0200, 23.5427, 94.3107
175400, 12.2924, 50.2595,4854688800.0000, 29.8823,  0.0175, 22.5899, 94.1551
175727, 11.5520, 50.9929,2659377660.0000, 29.0951,  0.0134, 23.1538, 94.5573
176242, 12.2145, 50.6338,1011099710.0000, 29.8643,  0.0120, 23.1808, 94.2502
176936, 12.1590, 50.4687,1656265730.0000, 29.6195,  0.0125, 22.3312, 94.5029
178191, 12.3505, 50.7999,1468319740.0000, 29.9173,  0.0148, 23.0470, 94.5285
178838,-14.6678, 52.5009,23059789800.0000,  7.1042,  0.0281, 39.9571, 83.1233
179792,-14.4117, 53.3254,1055255100.0000,  7.0873,  0.0138, 39.7946, 84.1720
180003,-14.6354, 52.3305,12308046800.0000,  7.0483,  0.0218, 39.4675, 83.1953
180676,-14.6360, 52.3001,19592286200.0000,  7.1096,  0.0228, 39.6610, 83.0596
181519,-14.7269, 53.4998,6054721500.0000,  6.8604,  0.0194, 40.2881, 84.0561
181931,-14.8963, 52.9924,5518792700.0000,  6.8704,  0.0161, 40.4299, 83.3868
182434,-14.2340, 52.2249,1578373890.0000,  7.5779,  0.0143, 39.8254, 82.9550
183247,-14.5269, 52.3330,7170709500.0000,  7.2809,  0.0253, 39.9191, 82.9787
183915,-14.6547, 52.6308,1073596420.0000,  7.1651,  0.0113, 40.2603, 83.1113
183995,-14.8648, 51.7067,2636824060.0000,  7.1065,  0.0129, 39.8843, 82.2416
184211,-14.7201, 52.5076,2361155330.0000,  7.0494,  0.0164, 39.9550, 83.1233
184730,-14.5203, 53.2223,1927102460.0000,  7.1431,  0.0149, 40.2860, 83.7809
185374,-14.6953, 52.3648,1462931840.0000,  7.0488,  0.0165, 39.7204, 83.0910
185895, 37.6212, 57.6321,4024087810.0000, 62.0904,  0.0196, 54.8438, 89.6039
186216, 38.7671, 56.7050,5451417100.0000, 63.3816,  0.0166, 54.4427, 88.9661
186848, 38.0242, 57.5979,9181998100.0000, 62.5705,  0.0175, 55.0887, 89.5030
187285, 38.1865, 57.1594,1657235070.0000, 62.7029,  0.0145, 54.5418, 89.3268
187612, 39.0891, 57.4389,1937075580.0000, 63.4329,  0.0153, 54.1975, 89.9678
187918, 38.5590, 57.5141,4990489600.0000, 62.9709,  0.0169, 54.5191, 89.7962
188720, 38.4223, 57.1908,2836232190.0000, 62.9687,  0.0164, 54.6818, 89.3270
188920, 38.5504, 56.9789,1861643650.0000, 63.0781,  0.0143, 54.4026, 89.2578
189414, 38.1665, 56.9833,1342513540.0000, 62.6107,  0.0112, 54.1048, 89.3562
189622, 37.7790, 57.5235,1117403010.0000, 62.2743,  0.0130, 54.8300, 89.5156
190489, 38.1402, 57.3504,1658067580.0000, 62.6885,  0.0148, 54.8482, 89.3717
191713, 72.1737, 58.9986,7426806300.0000, 96.5004,  0.0188, 55.6950, 96.3433
192376, 72.3259, 59.1342,9410404400.0000, 96.8306,  0.0178, 56.4747, 96.1103
192844, 72.4753, 59.2145,7393898000.0000, 96.9325,  0.0195, 56.3832, 96.2726
193277, 71.6334, 59.7829,4796457000.0000, 95.9208,  0.0163, 56.3375, 96.7939
193657, 72.8479, 59.0571,1905333250.0000, 97.2117,  0.0149, 55.8877, 96.4180
194064, 72.1219, 59.5498,5758620700.0000, 96.4268,  0.0188, 56.1675, 96.7027
194557, 71.9565, 59.8048,4424366600.0000, 96.2112,  0.0147, 56.2408, 96.9221
195171, 72.3530, 59.2506,6471346200.0000, 96.7929,  0.0166, 56.3565, 96.3069
195528, 72.4512, 59.4546,2189497090.0000, 96.9048,  0.0137, 56.6102, 96.4177
195753, 72.4540, 59.6990,1254748290.0000, 96.7150,  0.0127, 56.1581, 96.9288
196085, 72.1288, 59.5480,2779557380.0000, 96.4072,  0.0177, 56.0700, 96.7530
213585, -4.6944,-26.2670,23364524000.0000, 30.7752,  0.0198, 10.7319, 12.0757
215056, -4.6101,-26.3519,5404716000.0000, 30.8709,  0.0191, 10.6883, 12.0176
215479, -4.3565,-26.3698,3041723900.0000, 31.1517,  0.0160, 10.7684, 11.9970
