id,xslice,yslice,SM,x,Metal,y,z
645637, 15.3346, 25.7717,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
2104305,-35.8290,-34.1738,1733908860.0000, 10.0930,  0.0138, 39.6900,  0.5880
2418270, -0.2379, -7.1018,1003955520.0000, 32.6456,  0.0126, 30.4378, 51.6594
2433238,-38.6544, -4.6359,1083441150.0000,  1.4249,  0.0140, 52.9506, 27.9925
2433568,-38.8884, -4.5662,1188217340.0000,  1.2118,  0.0137, 53.0787, 27.9314
2474360,-19.2878,-15.0706,4696715300.0000, 28.0601,  0.0162, 62.7656,  7.4556
2505242,  7.7424,-38.2789,6779053100.0000, 51.1094,  0.0185, 28.4668, 12.1744
2506089,  7.7993,-38.3960,1365534850.0000, 51.1348,  0.0108, 28.2619, 12.2161
2526168,-13.8112, 70.1720,1972157310.0000, 14.5784,  0.0169, 95.1917, 94.1129
2621837, -0.9168,-35.5842,4461015600.0000, 43.7677,  0.0154, 34.8320,  8.5441
2622403, -0.7492,-35.2348,4967497700.0000, 43.8862,  0.0146, 35.0445,  8.8465
2744130, -3.6345,-17.0603,1592496510.0000, 44.5184,  0.0146, 63.0187,  6.8817
2744357, -3.0898,-16.9413,1070230080.0000, 44.8908,  0.0134, 62.6575,  7.4668
2754914, 61.1076, 42.2694,10615875600.0000, 89.0320,  0.0172, 65.9933, 94.9046
2812916, 43.6142,-28.8000,3855235070.0000, 89.1264,  0.0155, 43.9219, 16.0181
2813386, 43.7229,-28.9340,2521752060.0000, 89.2109,  0.0170, 43.7206, 16.0413
2837822, -4.9555, 69.9928,2446077180.0000, 23.8525,  0.0174, 96.1782, 94.2862
2848477, 38.5341,-59.3973,2298459140.0000, 80.7165,  0.0134,  4.0481, 11.0173
2849083, 38.5117,-59.1634,2335892220.0000, 80.6631,  0.0150,  4.1958, 11.1941
2866135,-31.5184, 43.4055,1853459970.0000,  7.2474,  0.0174, 97.3327, 52.8716
2868608,-17.8152,-25.4307,3109185020.0000, 17.9794,  0.0163, 20.2189, 33.5890
2933951, -4.7527,-16.3607,2725242370.0000, 41.2597,  0.0136, 57.7549, 12.6214
2966845,  3.5282, 72.4679,1751360770.0000, 32.6982,  0.0148, 99.6622, 95.6749
2976547, 46.6404, 66.2126,4737879600.0000, 75.7923,  0.0132, 93.3563, 99.6279
2988163,-31.4837,-33.0174,1252846590.0000, 13.6798,  0.0117, 38.7334,  3.7276
3006612, 33.3899,-61.1782,3650044160.0000, 75.7733,  0.0149,  2.8273,  8.9536
3009685,  4.5730,-30.5714,1336237700.0000, 47.7000,  0.0150, 35.5056, 15.5867
3017361, 69.9697, 12.2222,4259845890.0000, 99.5381,  0.0145, 40.5260, 79.2134
3020094,-11.6351, 36.9398,4550677000.0000, 22.2065,  0.0124, 77.1486, 66.0693
