id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,-19.6215, 32.0384,  1.5331,  3.0630,  1.3868,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,-20.2502, 31.2443,  1.2070,  2.8980,  3.6264,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,-21.8464, 30.5521,  1.0068,  1.0258,  1.8307,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,-22.7436, 29.2741,  0.2570,  1.4861,  1.8307,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,-24.1709, 32.2379,  0.1284,  1.2575,  2.1539,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590,-27.4868, 33.9821,  0.5893,  2.4439,  4.0688,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,-23.0234, 33.1109,  0.4096,  5.1750,  5.0222,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,-22.9521, 27.7298,  0.7169,  0.2049,  1.3654,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,-22.9728, 33.3463,  0.2928,  5.3854,  5.0222,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,-18.7320, 29.0771,  0.0223,  3.1701,  3.6264,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,-20.4359, 29.7811,  0.0196,  1.5551,  3.6264,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,-18.5468, 28.8224,  0.0071,  2.7154,  3.6264,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,-21.9238, 30.1183,  0.8005,  1.3878,  1.8307,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,-23.8573, 31.1754,  0.1207,  0.9709,  2.1539,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
148139, 42.3929, 41.0234,  0.1165,  1.4602,  5.2800,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 43.0648, 40.6713,  0.0068,  2.5241,  5.2800,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 42.6388, 40.3594,  0.0684,  1.8997,  5.2800,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 42.4642, 41.1270,  0.2384,  1.4293,  5.2800,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 43.3214, 40.6091,  0.2362,  2.7593,  5.2800,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 42.0916, 41.0138,  0.0872,  1.4874,  5.2800,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 42.5476, 40.4873,  0.0007,  1.7993,  5.2800,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
188454, 35.7823, 33.7044,  3.8551,  1.9906,  3.6033,2964344320.0000, 63.0430,  0.0160, 55.5792, 89.1666
210543, 35.5789, 55.8515,  0.3597,  3.8637,  2.7456,1459284860.0000, 63.5186,  0.0161, 79.6179, 96.7363
212420, 35.8323, 55.2056,  0.1454,  1.5511,  2.7456,1457008000.0000, 63.8478,  0.0172, 79.1833, 96.3024
215850, -9.5132,-49.2811,  0.6604,  0.0000,  6.7555,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092,-30.1292,  9.1917,  0.1196,  2.2678,  6.6508,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
242403, 58.9889,  9.5819,  0.0042,  0.3293,  1.8388,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
248932, 58.9120, 13.6544,  0.3941,  1.1972,  1.8281,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809, 36.8641,-32.2178,  0.6313,  0.2953,  1.9940,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
1001280,-30.2906, 17.0857,  0.0677,  1.1191,  6.6508,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 26.9623, 28.3695,  0.6901,  1.6575,  1.4575,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827,-18.0717, 39.7472,  0.1730,  0.9265,  4.9719,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1029650, 23.1076, 67.7915,  1.2866,  0.0054,  2.9370,3794312960.0000, 52.6491,  0.0171, 96.0205, 95.6970
1029972, 22.9149, 68.2856,  1.8164,  0.0054,  2.9370,1168428420.0000, 52.3182,  0.0144, 96.1294, 96.2395
1042132,-27.6538,  9.1587,  0.0558, 10.1820, 13.0348,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,-27.8470,  8.8009,  0.4624,  4.5799,  8.4995,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 32.3614, 12.8810,  0.0837,  0.1897, 13.8762,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 31.7537, 12.0349,  1.1252,  0.2049, 13.8762,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 32.5497, 12.9537,  0.0001,  0.0000, 13.8762,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805, -5.6263, 23.1905,  0.0311,  3.5371,  2.6461,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183,-28.4491, 12.9087,  0.0417,  6.2204,  5.3544,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576,-28.8619, 13.9636,  0.4976,  7.6165,  6.6508,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1399316, -9.7303, 28.0115,  1.6074,  3.8357,  6.7051,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1414578,-11.6677,-14.6715,  0.1138,  2.0254,  5.1469,2084719490.0000, 36.3945,  0.0133, 65.1547,  6.9100
1415409,-11.6330,-13.9851,  0.4449,  2.4825,  5.1469,2359349760.0000, 36.4313,  0.0142, 65.8471,  7.2004
1421963,-30.0156, 17.3722,  0.4603,  1.1191,  6.6508,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1707824,  8.3099, 69.3231,  0.1743,  0.0000,  4.7241,9710959600.0000, 37.1822,  0.0181, 95.6878, 95.8508
1708717,  8.1784, 69.3686,  0.1906,  0.0000,  4.7241,1109695230.0000, 37.0467,  0.0133, 95.7222, 95.8605
1709590, 19.9696,-40.2753,  0.0008,  0.4116,  1.6190,2769433090.0000, 59.3787,  0.0150, 15.4440, 23.5671
1724673, 39.0159, 19.2071,  2.9595,  1.7946,  1.1091,5435144200.0000, 82.2526,  0.0185, 85.5899, 41.6212
1743068, -1.4798,-50.4721,  0.5873,  0.1060,  6.2550,1042692740.0000, 41.3178,  0.0140, 14.6873,  7.1006
1744495, -2.4621, -1.6915,  0.9958,  0.2093,  4.9022,5215091700.0000, 42.3479,  0.0172, 69.0741, 22.3367
1755167, 19.4122,-32.3438,  1.5662,  4.5459,  3.5634,1222929790.0000, 60.3818,  0.0138, 27.7229, 22.7498
1762444,-13.4497, 27.3048,  0.0534,  4.5052,  4.6954,2044032260.0000, 29.6752,  0.0153, 93.3762, 37.3673
1783892, 45.8560,-10.7746,  0.1639,  9.3078,  7.7216,2213619460.0000, 79.4881,  0.0138, 28.8506, 55.1489
1786051, 58.5880,  7.1821,  0.9203,  0.0000,  0.8541,1326909700.0000, 91.7154,  0.0147, 45.4013, 66.0144
1787640,-23.8422, -8.7195,  0.3598,  0.2391,  6.8722,2310529020.0000, 23.4326,  0.0169, 68.9131,  9.6450
