id,SM,x,Metal,y,z
26760205,1.16167731E9,16.988308,0.01608419,79.09314,47.70131
56102786,3.77437414E9,5.7968864,0.017986558,75.69623,47.4162
50513801,2.74754534E9,85.583374,0.030389888,44.93585,23.917412
61915091,3.03125299E9,76.23545,0.017393593,89.28311,41.864857
62021353,3.57217254E9,72.73462,0.013031521,28.503181,26.72547
12101153,1.50474816E9,73.713005,0.02397764,4.9336886,76.67591
62977814,1.40932045E9,88.28211,0.013145271,50.5817,4.155842
53190205,1.32759181E9,36.71399,0.013401375,75.57508,45.04641
60029832,1.69393843E9,52.6276,0.017546564,5.429634,19.99374
63004585,1.05458675E9,53.89653,0.009603126,96.10843,20.244495
56113532,1.42289037E9,5.4761324,0.014894292,75.64079,47.457745
60026213,2.16580531E9,52.410313,0.02420341,4.749905,20.01622
50571335,2.01533798E9,65.54473,0.024440233,80.528404,63.027508
61966596,2.3543447E9,58.556084,0.027128078,33.911453,20.92381
17444265,1.42788006E9,49.395,0.02223462,2.9205115,75.138824
10867350,1.03043846E9,86.25118,0.012900796,11.147897,96.52482
55516237,1.01523392E9,80.5939,0.017095825,97.60365,14.137877
53829745,1.34585498E9,38.236324,0.017363224,38.024284,72.609924
53844009,1.83160346E9,3.4876595,0.019389015,57.18643,55.60974
9329894,1.18909171E9,7.3725204,0.021149479,39.216705,53.32357
51870266,1.82026688E9,85.48633,0.018856766,61.05789,39.66882
24366487,3.57835853E9,78.76649,0.021325916,76.87036,42.27132
51943770,1.47451738E9,29.571701,0.021978425,22.870266,94.1301
56113298,1.24830822E9,2.3600948,0.012747468,73.74928,48.152184
52573130,1.93491891E9,49.98343,0.023455666,86.66517,12.083747
54388327,1.44841536E9,62.38777,0.023106342,4.5374255,63.505177
18053675,1.03786963E9,77.14274,0.013271045,84.50057,10.623731
54989685,2.85749197E9,18.005833,0.027532184,81.88429,61.361744
15335429,3.73664717E9,24.683311,0.03323214,78.55032,52.254036
51262132,1.80786701E9,7.1382804,0.021633405,53.07694,50.577034
61916454,3.73414042E9,76.03063,0.02666327,89.18031,41.83396
58482930,1.13217574E9,53.272808,0.019714367,96.939095,55.725418
61974320,1.5014551E9,61.148212,0.016723013,33.18168,20.36984
53807279,1.34725734E9,60.31909,0.022743978,29.681013,22.021576
8564830,1.79468275E9,95.206604,0.022629522,12.429188,98.18692
50539465,1.92979072E9,95.88692,0.021883931,63.43843,53.948982
55581584,1.22849818E9,85.604706,0.016521266,46.747204,57.341503
26859095,2.89434829E9,95.43338,0.03319209,66.26594,34.674683
62947979,1.01658957E9,85.06659,0.01391812,47.79441,8.508331
54963564,1.8726871E9,23.666616,0.025663804,42.56382,83.22271
55002641,1.08768538E9,19.602913,0.020196598,23.559584,66.84231
57253010,1.79296986E9,25.76634,0.020444304,47.91933,97.24764
53864832,1.98445555E9,82.65605,0.016755551,37.715313,8.523163
59043690,2.51931776E9,9.202914,0.022981232,34.841103,54.61425
55594587,2.02995251E9,88.862305,0.02604695,73.37944,81.39901
63943261,1.38356736E9,68.23281,0.01999251,3.1647334,98.57524
50551088,2.15888947E9,4.863674,0.025667012,59.453754,54.240803
53160557,2.10741466E9,78.67671,0.02935936,7.6390505,71.48455
18444900,1.60750259E9,98.35272,0.01935851,71.775925,49.952343
26717772,2.54474829E9,47.77483,0.032253426,80.40538,10.500544
64703596,1.3972887E9,73.717995,0.012873585,4.9990354,77.52449
54468854,1.53486797E9,38.548016,0.019945994,27.389536,47.301723
51943554,1.49525389E9,29.736927,0.020134503,22.691448,94.34165
27878748,3.25304499E9,6.622405,0.02742311,20.17218,66.49744
28921267,1.42406528E9,79.36514,0.019989261,42.215523,51.52475
25756461,1.60088883E9,85.1604,0.022313325,82.455605,38.846645
13935155,4.6273608E9,18.695002,0.03530578,80.525665,53.72928
56268163,1.81328461E9,68.707,0.017970925,1.5241169,1.1783173
58521512,1.28412096E9,47.242092,0.010262522,0.06716483,1.7098902
17675894,2.43870848E9,31.683872,0.019221408,32.440952,2.1697044
53769789,3.30321562E9,69.684746,0.031992253,6.2340345,94.12136
51193797,1.36490995E9,90.92696,0.013234188,52.118908,92.11487
53865323,1.15027341E9,82.591515,0.015437462,37.5384,9.127846
52537013,2.28814464E9,30.72319,0.0258693,10.447075,12.219475
58684956,1.36249293E9,35.20454,0.021340214,94.22648,64.64138
53856086,1.04924083E9,65.067215,0.017549781,81.74538,57.19079
64753073,2.24066534E9,80.02332,0.018334428,2.2684684,39.963905
60023882,2.36329856E9,52.331814,0.025249088,4.935996,20.12038
54461342,1.31571558E9,66.12928,0.016141014,80.610275,92.31121
52615899,1.56403213E9,89.1241,0.022239905,48.582848,79.08303
56131863,1.35125453E9,5.831501,0.015685262,75.701416,47.870945
53184934,1.1352425E9,71.3742,0.016780002,78.55269,85.74616
62951036,1.19737126E9,85.09811,0.014673262,47.46178,8.278725
56257039,1.02704922E9,38.690926,0.018805092,71.145874,13.137164
30257374,1.01459923E9,14.388269,0.017837783,5.3927784,1.4195862
50525955,2.41606144E9,58.27545,0.028600506,41.771187,38.518738
63026753,1.75091341E9,12.122005,0.012512556,78.10423,44.79041
51274547,1.03476384E9,67.28872,0.011564531,30.950972,23.417746
55528842,1.18167642E9,63.645752,0.017194929,6.1036487,23.015734
59944294,1.21539341E9,9.256135,0.014681781,34.71441,54.816677
58536601,1.25540365E9,91.85172,0.011235352,78.36877,51.298035
59943140,4.19865626E9,9.64982,0.023454757,37.60341,53.856514
64691422,1.15028352E9,33.18223,0.0181958,66.24795,9.443205
53227055,1.42159155E9,66.213196,0.017453648,4.660939,23.68512
19832136,3.91870029E9,96.51338,0.03695555,56.18328,96.58672
57303488,1.02046234E9,48.510906,0.015338539,43.291092,90.734436
24198039,3.32053069E9,51.151882,0.027191643,4.8045745,17.887192
52609911,1.1588841E9,69.42242,0.01454916,64.987976,96.91121
56782271,1.81262656E9,39.11997,0.02775357,85.22939,91.372734
56737454,1.29513805E9,10.908309,0.015668176,88.537544,57.123478
64721580,3.09628416E9,13.713093,0.032112677,77.72841,49.262928
55597459,1.17840538E9,29.784388,0.012948735,93.035164,38.407185
20022099,5.3981942E9,89.06176,0.03434109,48.61116,79.211586
59945711,1.69661926E9,6.8598876,0.022718176,35.88235,57.83188
49811754,1.26313101E9,24.718102,0.014438679,66.065834,9.954552
58866957,5.0097213E9,30.457565,0.03626762,13.03408,0.01887814
63911165,1.30260915E9,36.97144,0.012708044,45.014175,96.91544
64769636,1.47037696E9,75.141716,0.017627992,26.833004,61.597454
29447882,1.45538816E9,31.82469,0.02164355,12.155327,10.632977
56111500,2.12777894E9,5.4251666,0.018432872,75.36837,47.542664
57765128,1.90771712E9,6.0388947,0.015604614,60.805294,48.69783
56220242,1.871744E9,19.448122,0.021407695,63.280502,14.759406
64703273,1.82913754E9,73.78467,0.01787707,5.12232,77.40995
64723469,1.84870349E9,13.768469,0.019748125,77.70057,49.109425
50536120,4.14778906E9,95.807625,0.040683284,63.38226,54.12229
59940848,1.22781645E9,8.980148,0.013479063,34.92097,54.823593
58513876,1.60553997E9,99.34078,0.017674875,49.697468,58.423588
54446027,1.12588582E9,35.56939,0.017535059,71.37938,43.32577
58660487,1.06859501E9,24.195055,0.016654301,68.16167,31.633823
49627582,3.17034266E9,10.987932,0.026504785,81.31122,54.896286
50570384,2.87014426E9,65.59919,0.023708994,80.47464,62.893055
53844596,2.22796749E9,3.5853074,0.022160513,56.890003,55.495834
58479898,2.20541952E9,91.54678,0.01789018,53.940315,36.973423
54378723,1.11825958E9,66.38392,0.016943756,90.52234,35.742714
8469873,3.12427546E9,55.607582,0.02149586,43.279137,28.647049
22102793,2.95148288E9,5.279108,0.019107532,64.8758,48.02159
51869947,1.97493875E9,85.79716,0.019306632,61.09497,39.68729
59940277,1.28191846E9,8.1276455,0.011763508,35.135094,55.425045
63864024,1.06754893E9,36.2446,0.015224313,77.06034,62.463043
61964987,2.86838323E9,58.397194,0.026979148,33.978176,20.979467
58532556,1.02240838E9,8.339897,0.011972341,51.38728,25.76666
54402733,2.53955584E9,86.89247,0.027215598,69.681366,12.92548
11192383,3.41443661E9,2.5783977E-4,0.022707975,81.36416,71.586716
60975667,1.6122249E9,10.233742,0.013737255,78.4798,54.051823
53249479,1.64955482E9,35.15034,0.014996281,38.98257,93.87841
52536423,1.47399962E9,30.907614,0.017871452,10.729371,11.968967
63885674,2.28840653E9,69.45012,0.022271043,81.4922,87.94626
49640960,1.2245056E9,11.522494,0.012535691,81.114784,54.397606
6067615,2.31868365E9,34.310757,0.030150259,65.35742,9.368084
9387840,1.22396749E9,57.534325,0.01398588,83.914474,6.090182
30100826,1.74857715E9,58.354122,0.018052623,83.51972,4.958829
14406127,3.2210624E9,50.236107,0.028032288,35.281456,41.6258
57773718,1.64062682E9,90.62986,0.020712428,80.718285,40.081886
15219486,3.72008474E9,85.25428,0.026022991,83.21123,33.550606
64768167,5.2689249E9,75.194916,0.017698899,26.850487,61.44623
56112925,1.26405158E9,1.6072898,0.012637721,73.89988,48.46341
51225375,1.50631386E9,99.806564,0.016979728,71.13746,35.76915
14889881,3.11108122E9,83.399414,0.012785118,30.50888,71.798584
62024249,1.34616947E9,72.72135,0.015433423,28.589636,26.69143
56106143,2.95161805E9,5.425342,0.023288814,75.2204,47.538002
58555673,1.94100634E9,71.51793,0.018039163,43.084488,34.70473
25180169,3.68654106E9,37.131695,0.037011612,44.833,97.2946
63027139,1.18969242E9,12.890536,0.012449212,77.86796,45.095406
59938661,1.80626022E9,9.055615,0.01757942,35.231213,54.458828
29004949,1.41970906E9,58.225056,0.021238921,37.6237,35.17745
49822517,1.46500621E9,34.322956,0.018945329,10.884411,6.6285286
51184105,1.68847347E9,58.131626,0.018676644,42.05035,89.864815
56108925,2.37750656E9,5.0218368,0.014443473,76.14949,46.223206
28198297,1.99400563E9,50.475807,0.021375082,96.117676,58.789417
54402335,1.8629833E9,87.14622,0.016454112,69.58039,12.992015
29589036,1.46636454E9,83.62653,0.01712099,95.560844,28.512308
56799808,1.80472717E9,81.32039,0.014910519,56.32545,48.64877
57775246,2.3958825E9,73.104324,0.024065292,98.58174,24.877869
57292105,1.50290048E9,58.91543,0.013056984,1.3518065,16.922762
8665384,3.14512512E9,87.70595,0.031265765,0.8695295,26.528528
53227466,2.16770893E9,66.19722,0.025535617,4.6493816,23.620409
60025400,1.63474368E9,52.645214,0.015832935,5.118931,19.957481
49633741,1.45554138E9,15.447131,0.015960192,78.12996,52.95389
63941326,2.03063552E9,67.923004,0.020408891,3.2139556,98.73343
64722277,3.31266611E9,13.634237,0.026691351,77.6979,49.49834
52561145,2.83382374E9,51.619377,0.02318171,19.96541,10.828579
31051722,1.06282989E9,40.888493,0.015712462,19.453363,54.494625
56213330,1.56366285E9,79.92813,0.016704708,98.130196,41.25668
62975459,3.69669862E9,88.06463,0.015219326,50.46735,4.47974
49821779,2.13890445E9,36.48871,0.022571187,10.834563,7.928275
54955329,1.84399526E9,98.37224,0.017948152,44.85565,0.19258286
15521051,3.32895616E9,44.47674,0.023675967,73.06475,28.353687
58941049,1.10230272E9,67.61951,0.012765242,72.87483,24.010437
52579477,1.49003955E9,4.4690747,0.016925946,22.967142,69.33338
9013957,1.25624013E9,53.38666,0.016008344,39.995358,96.05555
61971300,1.57773453E9,57.99829,0.013995439,33.949837,21.068392
53194753,2.15510528E9,17.044441,0.021489644,79.19257,47.87973
10271007,1.21789018E9,61.409992,0.015230086,0.36644328,20.936499
56117739,1.18690522E9,5.681634,0.010351642,75.13819,47.68351
49640290,1.73070502E9,15.551197,0.01567114,78.34213,52.781765
58319060,1.08476787E9,72.99489,0.01327753,72.60028,57.70833
55581406,1.10541274E9,85.31955,0.008758513,46.29747,57.560043
55595329,1.99205606E9,88.80125,0.022385173,73.46658,81.261604
59045084,1.53752909E9,44.52739,0.013776323,39.654266,72.121284
59343917,1.12685606E9,68.27784,0.014205429,80.56823,81.830376
59044122,1.47998144E9,9.218827,0.014001503,34.655056,54.500557
8726254,1.41104371E9,58.341995,0.014488143,65.06702,34.889084
64739497,1.78304269E9,82.17022,0.013316891,13.245424,57.531723
57776894,1.60405773E9,0.2826119,0.014856841,59.18394,0.23481329
55040114,2.42500096E9,79.92565,0.021438261,94.55444,46.118504
63910667,1.67797594E9,37.29408,0.016696805,44.980244,97.64668
56104927,2.98E9,5.8578024,0.018160494,75.751785,47.286514
58726521,1.34214362E9,38.241177,0.01606181,60.970497,12.098273
49622896,6.9253688E9,10.971716,0.037732337,81.33719,54.79827
63841401,2.54999219E9,76.71615,0.02646474,61.733566,71.284424
60023464,1.94391872E9,52.45647,0.013816094,5.5085907,20.103014
50481073,1.45996058E9,21.725374,0.010546812,78.44231,49.451298
55029295,2.78417843E9,68.636444,0.020515164,72.504265,36.356434
58594043,1.48206106E9,85.74198,0.018200342,41.584858,22.962646
57262350,3.2887127E9,68.44683,0.018874547,65.89411,6.883808
53165905,1.73170214E9,26.3497,0.012571375,28.909971,87.353004
58274423,1.15035469E9,40.574265,0.013626585,18.14143,54.470753
64739124,2.75270682E9,82.19802,0.019971915,13.761187,57.947594
25602964,1.93080602E9,66.0565,0.020490313,54.048878,83.26405
60027893,1.11084288E9,51.521114,0.013840079,5.3673096,19.30309
64690407,1.5968704E9,33.05335,0.013453738,66.53443,9.19162
55560719,2.10768269E9,72.741585,0.021395177,47.72971,36.464256
57244921,1.77448704E9,33.51768,0.018788286,8.920106,3.667285
53243902,1.08099123E9,58.84094,0.011409205,89.91486,42.5232
60027515,1.34558323E9,52.05701,0.012720523,4.83738,19.836065
61967232,1.40421658E9,61.516685,0.014164077,33.74996,20.450611
50524937,1.2106199E9,58.841232,0.014995934,41.736603,38.038967
56112495,1.84301837E9,5.819725,0.011896558,75.46127,47.601418
49634129,1.05549216E9,18.033882,0.009561907,79.69494,53.029797
55036423,1.08161626E9,2.3893876,0.012054003,54.486553,57.296707
51184475,1.28772838E9,58.229366,0.009488605,41.893238,89.28099
10862535,1.46098163E9,53.637375,0.014165274,43.83817,86.99636
56234496,1.38564672E9,98.72811,0.013345722,3.6952844,3.8746428
61966255,2.19371008E9,61.99275,0.016198779,33.840843,20.50535
10421525,1.8361321E9,18.424072,0.018442638,76.77519,42.300297
54985222,1.23197632E9,87.11296,0.014295441,65.25775,58.53356
60031709,1.05377939E9,52.71007,0.011691019,4.518771,20.210184
63002825,2.13235443E9,54.121174,0.016396686,96.35584,20.391155
51273420,1.28413274E9,67.50592,0.0098503865,30.817848,23.997725
56104583,3.48232602E9,6.321345,0.021212902,75.93364,47.739883
56116195,1.08898253E9,7.9033246,0.013582699,76.618774,48.976067
59065996,1.06237427E9,53.552765,0.013535549,61.00667,46.458637
56258864,2.30456781E9,33.85879,0.023369081,93.96724,38.582558
19798477,4.9492516E9,7.1467586,0.025824552,39.830276,83.03779
58842307,1.38299098E9,2.7623122,0.015510011,59.82528,0.026637172
55595144,1.12579661E9,88.847496,0.00945764,73.41525,81.622154
55566204,1.77695642E9,71.024506,0.015666638,65.695274,93.046005
49621514,6.5836554E9,10.971374,0.022352861,81.25463,54.871376
56204230,1.06951872E9,23.652122,0.012502947,68.87031,10.166784
54982520,2.82136013E9,82.71765,0.01946025,8.832262,56.722878
57259219,1.06591411E9,56.833237,0.012649096,44.17278,84.29713
58335133,3.28765875E9,54.023785,0.025487976,95.760056,30.55979
49641930,1.12389914E9,10.553228,0.013883635,82.9394,54.62133
13274054,2.45355546E9,26.463003,0.020328524,29.32466,87.5343
59040871,2.76844954E9,9.182587,0.02145758,35.367767,54.66579
58283043,1.56968858E9,23.806137,0.018122656,97.10233,36.882324
53237926,2.87336064E9,95.44617,0.020358535,66.18887,34.671825
15321568,1.21139686E9,27.609318,0.010023428,37.77564,3.3991337
63841050,2.63158477E9,76.36097,0.018602809,61.60385,71.38782
49633041,1.18408013E9,11.301006,0.009633957,81.27745,54.47706
27198987,5.7215954E9,87.023544,0.027425338,69.63558,12.986134
55001575,1.235072E9,19.970224,0.013948624,22.498974,67.33875
17792937,3.43450496E9,69.24053,0.021069247,80.17985,70.90166
52592430,3.03698125E9,99.02214,0.021495607,72.016174,48.876095
60881658,3.07120922E9,77.872894,0.020545911,76.99226,42.20211
59042446,2.15707238E9,9.458289,0.018733144,35.340603,53.650543
49736333,3.3232809E9,54.215187,0.019589413,35.98408,34.210518
10499781,1.30083482E9,45.57795,0.014035017,95.62026,42.15331
59041721,1.17407962E9,9.201596,0.010326922,34.817284,54.58971
49736826,1.78009485E9,54.0757,0.015791295,35.896492,34.42371
55521920,1.96852442E9,59.474743,0.015561383,14.453998,23.606533
53850338,1.04726432E9,14.186569,0.01098516,66.82432,1.4435271
59042033,3.13002982E9,9.349367,0.020491946,34.972717,54.394047
49625362,1.18265907E9,18.020662,0.0100337295,79.72752,53.40737
63025578,4.7344353E9,13.403118,0.026097737,77.83043,46.00198
52599277,2.49080704E9,53.130497,0.01721333,1.0331492,4.892188
61917885,1.05042598E9,76.89515,0.007999789,90.66325,41.516056
58686244,1.38054323E9,11.870781,0.01654147,59.24286,50.28675
52552490,1.95652442E9,14.249649,0.019914629,75.33346,26.589838
10241991,1.31994829E9,4.6409597,0.015219521,35.78488,15.980281
58511213,1.05665875E9,81.30028,0.015576951,9.077898,94.26003
54948035,1.22466419E9,6.4105573,0.014834792,57.058823,49.57858
54363274,1.20402573E9,53.758514,0.011825767,91.19828,36.265064
52560628,1.1622711E9,51.59808,0.011039498,19.598167,10.683007
56734587,1.86832397E9,28.029507,0.020663178,37.95855,3.2740977
54990122,1.53733926E9,17.78028,0.014068154,81.78998,61.259434
49628149,1.92078336E9,15.848203,0.010951756,78.81881,52.69318
2556333,1.00622272E9,64.292915,0.009845489,46.022007,39.28872
57300483,1.6125175E9,34.509556,0.015220957,97.00684,11.219652
52599658,1.51736154E9,53.035965,0.016460843,1.0234854,4.7660265
60521665,5.1080381E9,85.56363,0.016666444,83.78277,99.99606
56105651,1.84030733E9,5.266779,0.014541443,75.28629,47.5923
58288145,1.09677043E9,60.77579,0.015089637,33.93407,15.618535
50557950,1.73864294E9,78.702324,0.017182887,48.3543,57.974674
56261137,2.82654899E9,33.01755,0.019329943,94.81595,62.28439
58265904,3.37876045E9,64.460495,0.021571873,97.585236,64.080246
59180739,1.1229001E9,6.567152,0.016022341,38.32671,59.640663
54458252,1.17065152E9,32.632393,0.013888187,76.88486,47.158787
58934842,1.50379405E9,19.122408,0.014033076,40.79344,55.46981
63861277,1.22070016E9,34.987774,0.01301684,78.20138,62.462322
54403791,1.61032435E9,86.831375,0.01725876,69.61742,12.94377
53777877,3.44848512E9,73.38542,0.02508071,9.273196,89.57998
19924758,4.3919744E9,57.769634,0.0298431,8.067586,19.465649
20707194,7.3432141E9,3.5498316,0.02058922,57.154167,55.5204
53165799,2.21727309E9,26.640207,0.011864285,29.233208,87.52371
53200173,1.71211418E9,1.387656,0.018535644,42.628338,96.14406
62946969,1.45240013E9,84.96422,0.014549996,47.488495,7.96917
56279251,3.99433779E9,33.227215,0.023030583,96.05642,85.5709
49751984,2.63575834E9,92.61592,0.023052404,58.26855,2.8473775
51921208,1.67529638E9,77.60744,0.012599214,50.20362,59.789143
60027215,1.93046003E9,52.801476,0.016294846,5.077118,20.447693
61916031,2.08339776E9,76.19387,0.02125896,89.28318,41.795986
49777751,1.784E9,37.690052,0.01594797,88.29073,43.80029
58494457,1.86871142E9,5.7796245,0.018518472,43.7039,68.672455
50490797,1.01885101E9,85.58418,0.009331459,82.17258,38.839478
53811242,1.61755648E9,93.00788,0.017556377,37.475266,60.628613
56274787,1.04832493E9,13.16724,0.013696651,60.927887,50.277348
60032593,1.51046554E9,52.27644,0.01278222,4.7814054,20.788115
56109788,1.85445581E9,5.775244,0.012960241,75.43163,47.42937
52542892,1.83278758E9,28.54119,0.019916063,78.239105,59.680157
58877301,1.03083162E9,94.78264,0.011645176,8.780556,40.461605
8676756,1.81271744E9,16.481148,0.022953093,65.38852,4.2488947
58741583,1.03282893E9,77.8489,0.010622827,97.38938,41.432716
15672367,5.1246495E9,98.00297,0.029734395,72.309105,58.108154
64768943,1.5363639E9,75.192444,0.014068504,26.481888,60.967377
64753734,1.85673472E9,79.97454,0.014883091,1.9920585,40.14837
63002149,1.67655181E9,54.27595,0.014342548,96.037636,19.907568
58606546,1.51312051E9,52.23128,0.017025493,32.52409,19.182215
53854847,2.67476403E9,64.9601,0.02251994,81.78837,57.22243
56252542,1.89066227E9,59.946274,0.017141413,40.424118,92.712685
51262740,1.10602867E9,6.3214097,0.013429112,52.398735,50.443844
2764806,1.0537639E9,75.33177,0.015142193,55.309536,41.134186
58616182,1.34784166E9,77.98343,0.012147843,73.59919,85.48917
51921357,4.8199992E9,77.38598,0.03304112,50.308018,59.78564
60026947,1.27431283E9,52.420036,0.014252662,5.002828,19.992617
60024959,1.57772774E9,52.334953,0.010669216,4.6757655,19.776896
50491792,1.17848154E9,85.192764,0.016281368,82.55049,39.004658
63940933,2.92919782E9,68.199486,0.01967109,3.0695455,98.40901
