id,xslice,yslice,SM,x,Metal,y,z
2,-33.9808,  1.7031,73399960000.0000, 11.0045,  0.0223, 81.2357, 54.7311
13632,-26.8458,  0.5121,72288838000.0000, 17.9992,  0.0234, 79.9481, 53.4060
21794,-33.7964,  1.3465,42610799000.0000, 11.1985,  0.0234, 80.8858, 54.7863
23302,-33.8032,  1.0597,45890937000.0000, 11.1793,  0.0334, 80.5905, 54.7433
24478,-26.9272,  0.4013,25318631400.0000, 17.9053,  0.0157, 79.8287, 53.3584
26264,-26.7308,  0.4064,36624663000.0000, 18.2082,  0.0327, 79.9072, 53.8781
27474,-33.7912,  1.3736,27707922400.0000, 11.2666,  0.0175, 80.9562, 55.1027
28851,-26.9780,  0.5474,30818492400.0000, 17.8327,  0.0301, 79.9597, 53.2424
29818,-32.9175,  1.0909,24412020700.0000, 12.1092,  0.0247, 80.6521, 54.8788
30903,-25.9827,  0.3680,20266199000.0000, 18.6819,  0.0126, 79.6798, 52.4178
32367,-25.9166,  0.7887,19582564400.0000, 18.7949,  0.0225, 80.1328, 52.6206
33116,-26.6911,  0.7063,13551981600.0000, 18.0641,  0.0213, 80.0804, 52.9228
33641,-32.7376,  0.5469,13899153400.0000, 12.3551,  0.0220, 80.1535, 55.2319
34157,-26.8975,  0.3711,31275702300.0000, 17.9873,  0.0244, 79.8345, 53.6222
35658,-27.4211,  0.2719,23483746300.0000, 17.2249,  0.0224, 79.5709, 52.4698
36469,-28.6705, -0.7963,11182698500.0000, 16.0697,  0.0212, 78.5676, 53.1401
37177,-26.4913,  1.0669,22967476200.0000, 18.3309,  0.0232, 80.4873, 53.2191
37879,-34.4806,  1.5114,19705598000.0000, 10.5932,  0.0230, 81.1051, 55.2414
38548,-32.9190,  1.7635,8757638100.0000, 11.7960,  0.0206, 81.1100, 53.2544
38952,-26.7034,  0.4793,18503469100.0000, 18.1740,  0.0159, 79.9376, 53.5587
40905,-35.0375,  1.5411,12835824600.0000, 10.1884,  0.0187, 81.2395, 56.0643
41635,-34.7945,  0.0280,8436896800.0000, 10.1772,  0.0197, 79.5513, 54.8538
42234,-35.6536,  2.3289,20780314600.0000,  9.4876,  0.0250, 81.9689, 55.6423
43262,-29.1699, -1.1098,21991327700.0000, 15.4625,  0.0283, 78.1799, 52.6636
44049,-26.1744,  0.6608,15288461300.0000, 18.7586,  0.0195, 80.1575, 53.7770
44842,-34.3688,  1.9308,15665563600.0000, 10.7633,  0.0215, 81.5645, 55.4975
45652,-32.8989,  2.1240,5356416000.0000, 12.1428,  0.0173, 81.6955, 54.8837
46460,-29.3539, -1.5742,6655713800.0000, 15.4424,  0.0182, 77.8282, 53.5429
47025,-34.1257,  2.0642,16249038800.0000, 10.9453,  0.0241, 81.6559, 55.1558
47680,-36.2368,  2.0703,5144922600.0000,  8.8785,  0.0176, 81.6925, 55.5851
48093,-25.4461, -0.0512,4012383230.0000, 19.4187,  0.0176, 79.3985, 53.4081
48442,-26.8156,  0.3037,15053407200.0000, 17.9778,  0.0176, 79.7043, 53.1558
48897,-32.8646,  1.9945,9110386700.0000, 11.8801,  0.0178, 81.3615, 53.3842
49829,-29.4520, -2.0344,2796273920.0000, 15.0187,  0.0169, 77.1438, 51.9335
50129,-27.6830, -0.4886,9248644100.0000, 17.2432,  0.0167, 79.0034, 53.9660
50759,-36.0694,  2.3354,31564300300.0000,  9.1592,  0.0257, 82.0356, 56.1250
51530,-28.3688,  0.2878,6244685800.0000, 16.3573,  0.0176, 79.6419, 52.9665
51988,-32.5556,  2.7265,6506705400.0000, 12.2815,  0.0179, 82.1571, 53.7729
52523,-26.5487,  0.2193,10966565900.0000, 18.2763,  0.0208, 79.6416, 53.2956
53228,-32.4076,  0.9793,4268648960.0000, 12.4930,  0.0167, 80.4536, 54.1979
54095,-34.1917,  1.5346,8769028100.0000, 10.8882,  0.0183, 81.1324, 55.2424
54528,-33.8518,  1.2102,15000535000.0000, 11.1871,  0.0211, 80.7798, 55.0237
55308,-27.3324, -0.2808,7901290500.0000, 17.6119,  0.0190, 79.2236, 54.0097
55734,-28.2807, -0.5031,3444192510.0000, 16.7779,  0.0154, 79.0800, 54.6961
56192,-33.5556,  1.2799,7259525600.0000, 11.3533,  0.0188, 80.7600, 54.3315
56544,-34.3208,  1.5365,10555963400.0000, 10.6940,  0.0229, 81.0894, 54.9251
56966,-26.5648,  0.5325,24500727800.0000, 18.3308,  0.0233, 80.0034, 53.6336
57962,-29.0328, -1.0177,15569965100.0000, 15.6576,  0.0232, 78.3119, 52.9378
59098,-28.7002, -1.0698,9521174500.0000, 15.9474,  0.0196, 78.2303, 52.6923
59535,-29.1935, -1.9884,2723581180.0000, 15.5038,  0.0131, 77.3459, 53.0540
59942,-33.1764,  1.1191,4179014140.0000, 11.7477,  0.0179, 80.6095, 54.3818
60284,-27.1433, -0.6836,3498993410.0000, 17.7850,  0.0126, 78.8098, 53.9371
60682,-26.5743,  1.7537,8423742000.0000, 18.1863,  0.0196, 81.1316, 52.8689
61244,-34.0976,  1.7924,1903144580.0000, 11.0118,  0.0165, 81.4105, 55.3656
61600,-27.1889,  0.0643,11907090400.0000, 17.6594,  0.0215, 79.5026, 53.4863
62996,-29.3249, -2.1621,4184239870.0000, 15.1502,  0.0163, 77.0192, 51.9521
63431,-25.8873, -0.2635,3529928450.0000, 18.7998,  0.0169, 79.0639, 52.5650
64010,-26.6334,  0.3489,11549554700.0000, 18.2844,  0.0215, 79.8351, 53.7654
64560,-28.4290, -0.4060,2385228800.0000, 16.0560,  0.0168, 78.7820, 51.7971
65349,-32.3715,  1.0455,4537515000.0000, 12.6088,  0.0158, 80.5748, 54.5939
65696,-26.7746,  0.5711,18428780500.0000, 18.0747,  0.0265, 80.0101, 53.4168
66177,-27.5484,  0.8065,7371783700.0000, 17.3266,  0.0180, 80.2632, 53.6070
66894,-32.3618,  2.7453,5616771600.0000, 12.3704,  0.0155, 82.1037, 53.2214
