id,xslice,yslice,SM,x,Metal,y,z
2046514,-25.3726, 81.6654,2474652160.0000,  0.9872,  0.0178, 79.0052, 43.7024
2437812,-31.1022, 78.5619,4477621800.0000,  8.3036,  0.0179, 87.8818, 53.6831
2520299, 10.0060, 79.3357,2680450300.0000,  4.7496,  0.0141, 47.6424, 62.4243
2520794,  9.4901, 78.9596,1017917180.0000,  5.1272,  0.0144, 48.0869, 62.1645
2547067, 17.2079,-15.2205,1637280260.0000, 89.3944,  0.0117, 24.2019, 22.7353
2573848,-33.9510, 77.7795,2630499330.0000,  5.4138,  0.0168, 87.0618, 41.2614
2580558, 50.2984, 61.1867,1424396800.0000, 21.3741,  0.0138,  7.7592, 72.1072
2594764, 18.9202, 32.6357,8364617700.0000, 46.1572,  0.0154, 30.7810, 43.8420
2627911, 28.2938,  4.9350,1578831230.0000, 59.7460,  0.0135,  6.9511,  1.2459
2628467, 28.5553,  5.3280,1460927740.0000, 59.3981,  0.0137,  6.7844,  1.5435
2628824,-34.7512, 13.1406,1625269500.0000, 59.8541,  0.0122, 73.1500,  1.3739
2744130,-22.8620, 28.0099,1592496510.0000, 44.5184,  0.0146, 63.0187,  6.8817
2744357,-22.3557, 27.7717,1070230080.0000, 44.8908,  0.0134, 62.6575,  7.4668
2777910,-13.0170, 69.0979,2934974460.0000,  5.6004,  0.0168, 59.3278, 23.0358
2779462,  6.9186,  0.0973,1100458240.0000, 76.4984,  0.0128, 37.1259, 27.8521
2779690,  7.3807,  0.2214,2159556610.0000, 76.3595,  0.0154, 36.6980, 28.0154
2780196,-38.9044, 35.2758,2620123390.0000, 47.2740,  0.0162, 87.5468, 31.5778
2801275,-50.5865, 78.1730,2792635140.0000,  0.1021,  0.0168, 97.8539, 19.4944
2846079,-32.3095, 41.0539,4734850000.0000, 42.6044,  0.0153, 82.9808, 38.4487
2857654,-23.7824, 21.7011,1219595140.0000, 60.3718,  0.0133, 72.1133, 34.5976
2865053, 13.5685, 75.0749,1604314110.0000,  5.1713,  0.0143, 40.4974, 51.6936
2873974,-28.2511, 22.9233,1583379460.0000, 58.8741,  0.0139, 76.0638, 32.0700
2874286,-28.0952, 22.5204,1249335680.0000, 59.2508,  0.0130, 75.8636, 32.0016
2919346, 12.2185, 80.2357,2437695740.0000,  4.4726,  0.0144, 46.2563, 65.3519
2932990,-26.4562, 21.3915,1580655490.0000, 60.9053,  0.0131, 74.7489, 34.1250
2946336,-39.5690, 33.7925,3815439870.0000, 48.3172,  0.0155, 87.6318, 29.7693
2956598, -7.6299, 81.9766,3421507580.0000,  0.8968,  0.0180, 62.9404, 51.7802
2956771, -7.6190, 82.1829,1567512450.0000,  0.7008,  0.0129, 62.9566, 51.8434
2960246,-36.3413, 39.5526,3548204030.0000, 44.2632,  0.0153, 86.7051, 37.0517
2972348,-54.2148,-11.5648,7945332700.0000, 94.7998,  0.0158, 98.4085, 21.0437
2984361,-41.6404, 38.2062,1740563840.0000, 36.5121,  0.0127, 83.1071,  7.0871
2989200, 14.2095, 79.0746,1370568700.0000,  5.9569,  0.0125, 44.6299, 67.0034
3026805,-28.0718, 19.6681,1639177340.0000, 59.8050,  0.0155, 73.4988, 24.6621
3046640, 50.7420, 21.4353,1060166080.0000, 58.7514,  0.0158,  1.9238, 59.7844
3061451,-30.7635, 14.7052,1844183680.0000, 64.6655,  0.0129, 75.4710, 22.5714
3066915,  8.3013, 79.4042,2405987070.0000,  4.5789,  0.0129, 49.1196, 61.4158
3110298, 11.0350,-15.6436,1122361860.0000, 86.4003,  0.0123, 26.6977,  9.7543
3121594, 25.5018,-13.8445,1086320130.0000, 88.6183,  0.0113, 17.2488, 28.1812
3183489, 44.7097, 47.5835,1371103870.0000, 32.2755,  0.0122,  9.2989, 59.7782
3282098,-53.6235, 20.4701,1449874820.0000, 61.6576,  0.0135, 99.4660, 22.2094
3286337, 52.0009, 19.4884,1068881220.0000, 60.2898,  0.0122,  0.2337, 58.8088
3397894, 25.2580,-14.1834,1117876610.0000, 88.3973,  0.0120, 16.9309, 26.3374
3634542,-36.5919, 57.9620,1657037440.0000, 26.0451,  0.0135, 88.6150, 39.9858
3648926,  9.4139,-25.2210,1417377020.0000, 99.2799,  0.0165, 30.4363, 17.8151
3687328, 44.0746, 47.1717,1011519490.0000, 32.7310,  0.0145,  9.8886, 59.5921
3716781, 13.4175, 79.2909,1507924100.0000,  5.5618,  0.0119, 45.2107, 66.1615
3748085,-37.2474, 37.0088,2746835970.0000, 46.8421,  0.0157, 87.3616, 36.4423
3754399, 44.0336,-21.9105,1062670080.0000, 98.8516,  0.0082,  1.5623, 41.3700
3759974,  8.5044,  0.5676,1216956030.0000, 75.8277,  0.0149, 35.5241, 27.9655
3769636, 41.8827, 43.5453,1868181630.0000, 34.0433,  0.0126,  9.4800, 51.1810
3830712,-44.8306,-10.2102,1473983100.0000, 85.5004,  0.0160, 82.6060,  1.0314
4051386, 51.5042, 63.5134,1033345220.0000, 14.6503,  0.0118,  2.8042, 59.5860
4064608,  9.5979, -2.4890,1011483520.0000, 78.1660,  0.0139, 33.6105, 25.8332
4140098, 11.5980,-13.8120,1120445310.0000, 84.4762,  0.0157, 26.2455,  9.9523
4152613,-38.2774, 13.4769,1165426430.0000, 61.4944,  0.0135, 78.2307,  5.9483
4265155, 18.2484,-14.8322,1553959550.0000, 89.0788,  0.0139, 23.3448, 23.4395
4932918, 24.6092,-12.8893,1507229700.0000, 93.1404,  0.0127, 23.1764, 44.5463
5120418, 18.7425, 32.3412,1075607420.0000, 46.6564,  0.0158, 31.1080, 44.3495
8536493,  9.6555, 79.3912,25882257400.0000,  4.7782,  0.0234, 48.0460, 62.5411
8554101, 16.6982,-15.9257,10419123200.0000, 89.9849,  0.0175, 24.5069, 22.0817
8591424, 18.9348, 32.5980,19227723800.0000, 46.1788,  0.0197, 30.7498, 43.7943
8803866,-35.4705, 35.0080,25444638700.0000, 47.3792,  0.0214, 84.2223, 32.4747
8805455,-35.0760, 35.5072,3488618750.0000, 46.8897,  0.0137, 83.9098, 32.7348
8855097, 12.2826, 80.0340,24777574400.0000,  4.6622,  0.0219, 46.1698, 65.3150
8866809, 11.2079, 58.3468,31717963800.0000, 11.4442,  0.0208, 31.6974, 16.7783
8905408, 10.5587,-25.4255,16665140200.0000, 98.8523,  0.0188, 28.7879, 16.3467
8917280,-26.2984, 21.3523,8172759000.0000, 60.9222,  0.0183, 74.5803, 34.1175
8918198,-26.0350, 20.7989,2631106560.0000, 61.4726,  0.0121, 74.2905, 34.1440
8998826,-39.7093, 33.7483,6794286600.0000, 48.4000,  0.0180, 87.7926, 29.8224
8999771,-40.0563, 34.2507,3900059140.0000, 48.0440,  0.0157, 88.2865, 30.1890
9014149, 15.6491, 53.5776,19638452200.0000, 28.6770,  0.0188, 38.6747, 55.7766
9040800,-21.0842, 27.0580,29452490800.0000, 45.1029,  0.0210, 60.9710,  6.3786
9059235, -7.6718, 82.1403,31470262300.0000,  0.7434,  0.0234, 63.0016, 51.8156
9085596,-36.0597, 39.2839,13131874300.0000, 44.6157,  0.0175, 86.5015, 37.3869
9098658,-32.1603, 11.9227,19778267100.0000, 61.3392,  0.0181, 70.9168,  3.0976
