id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047,  6.0828,  4.5909,  1.4495,  7.1934,  3.7457,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479,  5.4417,  3.9294,  0.9944,  0.2904,  1.2549,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604,  3.7789,  2.9076,  0.3763,  2.1661,  2.5644,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449,  2.8857,  2.0443,  0.1512,  1.0633,  2.5644,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987,  1.5060,  4.6288,  0.1959,  1.1499,  6.8737,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590, -1.8319,  5.7926,  0.8693,  1.3253,  0.8401,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313,  2.6300,  5.0259,  1.3390,  0.9536,  6.8737,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843,  2.5867,  0.1651,  0.5410,  2.3361,  3.6731,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505,  2.6601,  5.0193,  1.3632,  0.9536,  6.8737,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830,  6.8110,  1.0549,  0.0012,  2.0443,  2.3720,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232,  5.2529,  2.8529,  0.0270,  0.9981,  1.2549,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601,  6.9921,  0.8304,  0.0076,  2.1542,  2.3720,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672,  3.6824,  2.4345,  0.1042,  2.2130,  2.5644,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676,  1.7623,  3.3655,  0.1039,  0.6515,  6.8737,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
148139, 67.6923,  5.8820,  0.0444,  1.3282,  3.6497,2551069180.0000, 71.7941,  0.0167, 68.8616, 87.6585
148479, 68.3533,  5.5157,  0.0636,  0.3168,  2.9837,1209709820.0000, 72.4733,  0.0133, 68.5298, 87.5924
148735, 67.8745,  4.8525,  0.1696,  0.9376,  2.9837,2802275840.0000, 71.7667,  0.0123, 67.4362, 88.1313
149094, 67.7372,  5.7283,  0.1732,  1.2489,  3.6497,1684322300.0000, 71.6345,  0.0164, 68.3217, 88.3190
149481, 68.6035,  5.4083,  0.0857,  0.0000,  3.6497,1109811710.0000, 72.6932,  0.0135, 68.3652, 87.7015
149701, 67.4144,  6.0814,  0.0361,  2.1117,  3.6497,5928681000.0000, 71.6771,  0.0174, 69.3654, 87.1253
150576, 67.7861,  4.9709,  0.3108,  0.9810,  2.9837,2561082880.0000, 71.6591,  0.0144, 67.5183, 88.2147
161352, 50.1047,-16.4664,  0.0663,  0.5303,  3.1853,2463917310.0000, 54.5955,  0.0108, 47.2484, 78.2590
210543, 61.2746, 20.1486,  0.0036,  2.5764,  2.4414,1459284860.0000, 63.5186,  0.0161, 79.6179, 96.7363
212420, 61.5122, 19.5408,  0.5319,  2.7056,  2.4414,1457008000.0000, 63.8478,  0.0172, 79.1833, 96.3024
215850, 13.3425,-78.6452,  0.4584,  0.0430,  2.1080,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092, -4.5828,-12.9443,  0.7930,  6.7424, 12.4226,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
242403, 83.4426,-24.4780,  0.4067,  0.4635,  1.4892,1037181700.0000, 91.3796,  0.0146, 45.7487, 69.0239
248932, 84.6512,-10.5820,  0.8722,  0.8153,  1.2433,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809, 60.3477,-62.2846,  0.6366,  0.0000,  1.7941,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
645637, 41.6537,  4.3280,  0.0471,  8.6209,  2.2806,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
1001280, -5.6979,-15.3732,  0.2365,  8.3053, 12.8080,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 52.8506,  2.2038,  0.4120,  2.4723,  0.9220,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827,  7.6519, 10.2737,  0.1305,  0.7376,  9.0881,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1029650, 49.4682, 34.7808,  1.1875,  2.0912,  1.3589,3794312960.0000, 52.6491,  0.0171, 96.0205, 95.6970
1029972, 49.2767, 35.1533,  1.5905,  2.0912,  1.3589,1168428420.0000, 52.3182,  0.0144, 96.1294, 96.2395
1042132, -3.3665,-23.7688,  0.1634,  6.5212, 12.8080,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563, -3.5610,-24.0332,  0.4732,  6.1225, 12.8080,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 58.2101, -9.4599,  0.0145,  3.4631,  6.4746,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 57.5701,-10.3295,  0.3063,  2.7669,  6.4746,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 58.3915, -9.4718,  0.1011,  3.5436,  6.4746,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805, 19.9849, -2.9792,  0.5575,  2.6639,  1.7096,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183, -3.8464,-18.3529,  0.2429, 12.3047, 12.4226,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576, -4.1842,-16.9415,  0.2639, 12.8702, 12.4226,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1398177, 35.5362,-67.2284,  0.0633,  1.6581, 10.2280,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
1399316, 15.9099,  0.8608,  0.1416,  4.0262,  6.8588,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1412359,  7.6245,-37.7394,  0.1669,  3.8875,  0.8140,1305171460.0000, 16.3585,  0.0148, 33.9932, 52.6941
1421963, -5.5637,-16.3738,  0.6747, 13.5308, 12.4226,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1709590, 43.1135,-70.5194,  1.0687,  0.0000, 15.0884,2769433090.0000, 59.3787,  0.0150, 15.4440, 23.5671
1724673, 65.2547, -1.7580,  3.8230,  0.0339,  1.2278,5435144200.0000, 82.2526,  0.0185, 85.5899, 41.6212
1727247, 75.5769,-55.1680,  0.2419,  2.0833,  3.6798,5540513800.0000, 82.7279,  0.0134, 13.5734, 62.7956
1727932, 75.5685,-55.2336,  0.3080,  2.0854,  3.6798,1250082820.0000, 82.4914,  0.0121, 13.0769, 63.5514
1728505, 74.9012,-54.7655,  0.1761,  2.8556,  6.0425,3347457540.0000, 82.1438,  0.0181, 14.1491, 62.4960
1743068, 21.6031,-77.7941,  0.0673,  0.7245,  1.4145,1042692740.0000, 41.3178,  0.0140, 14.6873,  7.1006
1755167, 43.0976,-60.1660,  1.4692,  1.3923, 14.5450,1222929790.0000, 60.3818,  0.0138, 27.7229, 22.7498
1762444, 12.8919,  6.4337,  0.4465,  0.1758,  1.1792,2044032260.0000, 29.6752,  0.0153, 93.3762, 37.3673
1772779, 76.1016,-68.0702,  0.0643,  2.4699,  9.2514,3542967040.0000, 83.5853,  0.0185,  1.3000, 58.4443
1773451, 76.3039,-68.3743,  0.2021,  2.3752,  9.2514,2810491650.0000, 83.7866,  0.0154,  0.9939, 58.3976
1783892, 69.5673,-45.1246,  0.1386,  0.5214,  2.9166,2213619460.0000, 79.4881,  0.0138, 28.8506, 55.1489
1786051, 83.0388,-26.2229,  0.5321,  2.4491,  1.9271,1326909700.0000, 91.7154,  0.0147, 45.4013, 66.0144
2044166, -0.6328,-30.7514,  0.0567,  1.0898,  4.9048,10198426600.0000, 19.5121,  0.0190, 62.5430, 14.6439
