id,xslice,yslice,d_per,d_long,d_tot
53787180,-54.37687350254623,30.5972859198763,0.9788068672405377,2.11113800591056,2.363022326727309
53787337,-53.99067931061215,30.608189500734248,0.7195110447472556,2.1200248699896203,2.363022326727309
9815437,-60.920700348860386,40.19800988383223,2.2342449907499895,0.0,3.2697201827680917
59120757,-57.836539175575936,35.550372790711066,0.3792890251738161,2.46778651493806,3.022758026238642
2568621,-61.27642245059754,30.44871993180617,0.008465173516594019,2.3523358355040753,3.167517571817614
5984495,-52.350105356646246,32.49620302067401,1.0955519386086587,2.8195976903173015,2.363022326727309
5611258,-54.42511498446474,32.1610744625253,0.9597405560728548,2.710257765205717,2.363022326727309
2395864,-60.737624150536405,31.373646267720478,0.7277248888803465,3.102643134490332,3.167517571817614
6695581,-61.25238056806382,37.77767766385328,1.7434702453955115,1.1549882163901029,3.022758026238642
3148201,-63.91547833345052,33.121730811233554,0.17147148706126547,0.5355210248290312,1.8628039671718613
5982029,-52.598394763621144,31.68868743160619,0.7523907457594012,2.9415642097360455,2.363022326727309
2377686,-63.66961145758657,35.70098598754103,0.1950257583693482,0.9407431851250299,1.2153240606166464
2576020,-57.75692027346525,39.54708748308532,0.02987446482883827,1.2985361755785638,3.2697201827680917
3300713,-57.12676978237174,38.33243108421357,0.05127944088696457,0.26985053050170105,3.2697201827680917
4710080,-58.314476780490196,40.21627084672016,0.47668227821233,1.4413580728387427,3.2697201827680917
6694217,-61.17975990296429,39.546660807587386,2.4682022830493757,0.3621800933237546,1.0341491786999668
4179593,-62.7382204588999,36.758816210139145,0.350476198807444,0.3998796361006334,1.2153240606166464
3249986,-61.77662993042997,33.93668455700797,1.3436108903287092,2.0153957477378883,1.7876767386923902
4355320,-53.31248197127243,34.69297242185753,0.03689758475792625,2.0944015530729807,2.363022326727309
3900237,-62.81807482342069,38.424263871429275,0.49862009511934935,0.42426437176939424,1.0341491786999668
4130932,-61.950928026898495,36.28313662481732,0.7785304058351341,0.4480393970112688,1.7876767386923902
