id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047, 34.3745,-51.9870,  1.4763,  0.4415,  2.2612,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479, 33.7680,-52.1340,  1.1582,  0.4415,  2.2612,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604, 32.3315,-53.8715,  1.3651,  0.1981,  2.3095,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449, 31.7157,-53.7000,  0.7404,  0.1981,  2.3095,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987, 33.6505,-56.3267,  0.3884,  3.4252,  2.6625,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590, 33.8327,-60.6159,  0.8222,  1.6914,  2.1750,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313, 33.8162,-56.2626,  0.4748,  3.0898,  2.6625,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843, 29.6638,-53.9883,  0.6121,  3.1256,  5.7348,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505, 33.6304,-56.6482,  0.0672,  3.4498,  2.6625,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830, 30.7351,-51.2918,  0.1030,  3.2242,  1.6510,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232, 33.0296,-51.3244,  0.1030,  0.2674,  2.2612,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601, 30.5734,-51.0142,  0.0352,  3.3318,  1.6510,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672, 31.8462,-53.8858,  0.9540,  0.1981,  2.3095,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676, 32.3531,-56.0741,  0.3845,  0.1989,  1.9444,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
215850,-43.8470,-24.4948,  0.0477,  1.7798,  8.6292,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
224092, 20.5427,-47.2077,  0.9545,  0.0000,  0.7864,2245832700.0000, 13.2609,  0.0171, 76.0017, 26.4636
248932, 33.5649, 27.5078,  0.9914,  1.6812,  1.5319,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809,-22.5563, 11.1321,  4.4760,  6.5478,  4.3514,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
630781,  7.2454, 30.8780,  0.7003,  1.0190,  2.2281,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 43.6386,-10.1396,  0.0400,  0.2786,  0.8146,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239, 33.4473, -4.2422,  0.5688,  5.2882,  7.8594,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280, 10.2735,-65.1568,  0.0251,  0.3169,  1.2877,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 39.6227, -7.6892,  0.9849,  3.0366,  0.8146,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
1019827, 38.3630,-55.7284,  0.9063,  0.0000,  3.4032,1989688450.0000, 16.7588,  0.0136, 82.7109, 63.6866
1042132,  2.3970,-61.4392,  0.7867,  3.8720,  7.4057,1541536510.0000,  6.3511,  0.0127, 49.8223, 51.4380
1042563,  2.1939,-61.3742,  0.6465,  3.7113,  7.4057,1381412480.0000,  6.2650,  0.0167, 49.7629, 50.9762
1337769, 32.3763,  7.0154,  0.0000,  0.0000,  0.9001,3066397700.0000, 74.8855,  0.0168, 77.2785, 39.7986
1338445, 31.4568,  6.6627,  0.9848,  0.0000,  0.9001,1330057980.0000, 74.3199,  0.0139, 76.5495, 39.2376
1338946, 32.3260,  7.0344,  0.0538,  0.0000,  0.9001,1211834500.0000, 74.9939,  0.0145, 77.1287, 40.0675
1352805, 30.2057,-35.2772,  0.6361,  1.1598,  1.4837,1029116670.0000, 33.1269,  0.0107, 77.0826, 48.2786
1363183,  8.6566,-60.5965,  0.0324,  0.1572,  3.6759,4933458400.0000,  6.7494,  0.0180, 56.8977, 49.7753
1363576, 10.1993,-60.6981,  0.7521,  1.5376,  3.6759,2723692540.0000,  6.5764,  0.0175, 58.6205, 49.5307
1367583, -7.6467, 41.0817,  0.6878,  0.6551,  3.2032,1607715580.0000, 97.2258,  0.0149, 45.0294,  0.0001
1398177,-34.5515,-18.2303,  0.1867,  0.0000,  2.7222,6354540000.0000, 47.2892,  0.0203, 10.2088, 38.6941
1399316, 32.4814,-41.6877,  0.7749,  2.9925,  5.6292,2376117500.0000, 27.8675,  0.0133, 78.6847, 52.7268
1412359,-11.1634,-52.2069,  0.7379,  0.1963, 11.4703,1305171460.0000, 16.3585,  0.0148, 33.9932, 52.6941
1421963,  8.3791,-66.9488,  0.1264,  2.3364,  1.3432,3555026180.0000,  2.7291,  0.0148, 54.5253, 57.8625
1706514, 44.9167, 20.5028,  0.3609,  0.1630,  1.6833,3379855360.0000, 80.5280,  0.0162, 98.1009, 13.5235
