id,xslice,yslice,d_per,d_long,d_tot,SM,x,Metal,y,z
46047, 15.5840,-57.5271,  1.0671,  0.8543,  3.0162,5197140000.0000, 17.5099,  0.0194, 81.4124, 54.1516
49479, 14.7989,-57.4254,  0.9810,  1.4923,  1.5253,3939097600.0000, 17.0555,  0.0170, 81.1037, 53.2626
53604, 13.1227,-58.9343,  1.1791,  0.7244,  0.8258,5765827100.0000, 15.2319,  0.0167, 79.7779, 53.3232
62449, 12.1739,-58.3189,  0.1138,  1.2337,  0.8258,1449514500.0000, 14.7889,  0.0121, 79.7655, 51.4541
64987, 13.8578,-61.3241,  0.8640,  3.2131,  2.8093,1845698180.0000, 12.8381,  0.0109, 81.2707, 53.8654
66590, 13.4453,-65.6034,  0.7975,  1.4504,  0.9622,6840315400.0000,  8.9211,  0.0117, 81.3404, 55.6764
69313, 14.4441,-61.6932,  0.7428,  3.3450,  2.5506,2631864830.0000, 13.5042,  0.0160, 80.8027, 55.6722
70843, 10.2225,-58.4369,  0.1945,  1.1748,  1.4185,2318326780.0000, 14.3975,  0.0157, 77.7116, 51.2479
71505, 14.3523,-62.1937,  0.3040,  3.5932,  2.5506,1013730240.0000, 13.3282,  0.0140, 80.4067, 56.3738
73830, 12.4124,-56.6617,  1.0130,  0.1424,  1.5253,2637324540.0000, 18.0982,  0.0175, 77.6120, 53.8223
77232, 13.9062,-56.2485,  0.0249,  1.3702,  2.1183,3278962940.0000, 17.3076,  0.0171, 80.8601, 51.4667
82601, 12.2876,-56.3608,  1.3205,  0.4693,  1.5253,9713010700.0000, 18.3259,  0.0190, 77.4756, 53.6312
91672, 12.6417,-58.8820,  0.8451,  1.2226,  0.8258,2209663230.0000, 15.1507,  0.0122, 79.3338, 53.1373
93676, 12.7250,-61.0081,  0.4323,  2.1000,  2.8093,1655233920.0000, 13.0483,  0.0112, 79.9203, 53.7342
215850,-58.0827,-19.3146,  0.0106,  2.4900,  2.0857,1999499010.0000, 31.4850,  0.0128, 10.8654, 11.1023
248932, 32.2036, 15.0521,  1.0104,  2.3038,  5.6463,1755226880.0000, 99.5526,  0.0149, 72.8045, 49.1026
628809,-26.0904,  7.1128,  2.8750,  0.2626,  1.6961,1092157310.0000, 75.7547,  0.0135, 22.0572, 30.9086
630781,  0.5537, 28.0701,  0.6574,  0.6309, 14.1373,2805243390.0000, 90.3129,  0.0157, 58.0125, 11.1661
645637, 30.9312,-17.7068,  0.0618,  0.4677,  0.9768,1459761020.0000, 57.8681,  0.0144, 90.1954, 42.6454
973239, 18.9641, -7.7683,  0.9548,  0.0492,  1.2095,1564051070.0000, 58.0233,  0.0135, 85.0906, 24.6164
1001280, -8.9193,-68.3891,  0.4102,  0.9133,  6.5374,1332567940.0000,  3.5934,  0.0135, 57.4127, 54.7118
1006130, 31.2585,-18.6422,  0.1494,  0.1678,  0.7635,3278809090.0000, 65.1359,  0.0138, 80.6470, 56.9473
